"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"MWH-UniP1 aquatic group"	"G"	26411	167	30	1	10	NA	167	NA	NA	1	NA	NA	112	NA	0.1367	0.01548	0.01421	0.006331	NA	0.09239	NA	NA	0.0005683	NA	NA	0.1367	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herbaspirillum"	"G"	26397	149	27	4	14	NA	149	NA	NA	2	NA	NA	95	NA	0.1159	0.01393	0.05684	0.008864	NA	0.08243	NA	NA	0.001137	NA	NA	0.1159	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	130	27	1	13	NA	130	NA	NA	1	NA	NA	129	NA	0.1574	0.01393	0.01421	0.00823	NA	0.07192	NA	NA	0.0005683	NA	NA	0.1574	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	106	26	3	10	NA	106	NA	NA	NA	NA	NA	76	NA	0.09274	0.01341	0.04263	0.006331	NA	0.05864	NA	NA	NA	NA	NA	0.09274	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Janthinobacterium"	"G"	26403	158	24	NA	14	NA	158	NA	NA	1	NA	NA	96	NA	0.1171	0.01238	NA	0.008864	NA	0.08741	NA	NA	0.0005683	NA	NA	0.1171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"GKS98 freshwater group"	"G"	26394	144	21	NA	7	NA	77	NA	NA	1	NA	NA	144	NA	0.1757	0.01083	NA	0.004432	NA	0.0426	NA	NA	0.0005683	NA	NA	0.1757	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	92	20	2	11	NA	92	NA	NA	NA	NA	NA	83	NA	0.1013	0.01032	0.02842	0.006964	NA	0.0509	NA	NA	NA	NA	NA	0.1013	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Roseateles"	"G"	26448	48	17	NA	10	NA	48	NA	NA	NA	NA	NA	46	NA	0.05613	0.008771	NA	0.006331	NA	0.02656	NA	NA	NA	NA	NA	0.05613	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herminiimonas"	"G"	26398	106	16	1	5	NA	106	NA	NA	NA	NA	NA	86	NA	0.1049	0.008255	0.01421	0.003166	NA	0.05864	NA	NA	NA	NA	NA	0.1049	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	26	14	2	4	NA	26	NA	NA	NA	NA	NA	26	NA	0.03173	0.007223	0.02842	0.002532	NA	0.01438	NA	NA	NA	NA	NA	0.03173	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	50	13	NA	3	NA	50	NA	NA	NA	NA	NA	42	NA	0.05125	0.006707	NA	0.001899	NA	0.02766	NA	NA	NA	NA	NA	0.05125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	27	13	NA	8	NA	27	NA	NA	NA	NA	NA	24	NA	0.02929	0.006707	NA	0.005065	NA	0.01494	NA	NA	NA	NA	NA	0.02929	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	54	12	NA	5	NA	54	NA	NA	1	NA	NA	47	NA	0.05735	0.006191	NA	0.003166	NA	0.02988	NA	NA	0.0005683	NA	NA	0.05735	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	42	10	2	5	NA	42	NA	NA	NA	NA	NA	31	NA	0.03783	0.005159	0.02842	0.003166	NA	0.02324	NA	NA	NA	NA	NA	0.03783	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	62	10	1	11	NA	62	NA	NA	NA	NA	NA	57	NA	0.06955	0.005159	0.01421	0.006964	NA	0.0343	NA	NA	NA	NA	NA	0.06955	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xylophilus"	"G"	26466	46	9	NA	5	NA	46	NA	NA	NA	NA	NA	34	NA	0.04149	0.004643	NA	0.003166	NA	0.02545	NA	NA	NA	NA	NA	0.04149	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Collimonas"	"G"	26383	28	8	1	1	NA	28	NA	NA	2	NA	NA	17	NA	0.02074	0.004128	0.01421	0.0006331	NA	0.01549	NA	NA	0.001137	NA	NA	0.02074	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"AAP99"	"G"	26353	11	8	NA	11	NA	8	NA	NA	NA	NA	NA	11	NA	0.01342	0.004128	NA	0.006964	NA	0.004426	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	17	8	NA	NA	NA	8	NA	NA	NA	NA	NA	17	NA	0.02074	0.004128	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	0.02074	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	42	7	1	4	NA	34	NA	NA	NA	NA	NA	42	NA	0.05125	0.003612	0.01421	0.002532	NA	0.01881	NA	NA	NA	NA	NA	0.05125	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	17	6	NA	1	NA	17	NA	NA	NA	NA	NA	11	NA	0.01342	0.003096	NA	0.0006331	NA	0.009405	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	21	6	NA	3	1	11	NA	NA	NA	NA	NA	21	NA	0.6329	0.003096	NA	0.001899	0.6329	0.006086	NA	NA	NA	NA	NA	0.02562	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Extensimonas"	"G"	26393	22	5	NA	1	NA	22	NA	NA	NA	NA	NA	14	NA	0.01708	0.00258	NA	0.0006331	NA	0.01217	NA	NA	NA	NA	NA	0.01708	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	14	4	NA	1	NA	14	NA	NA	NA	NA	NA	10	NA	0.0122	0.002064	NA	0.0006331	NA	0.007746	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Malikia"	"G"	26413	21	4	2	NA	NA	21	NA	NA	NA	NA	NA	18	NA	0.02842	0.002064	0.02842	NA	NA	0.01162	NA	NA	NA	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pandoraea"	"G"	26425	38	4	NA	1	NA	38	NA	NA	NA	NA	NA	21	NA	0.02562	0.002064	NA	0.0006331	NA	0.02102	NA	NA	NA	NA	NA	0.02562	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucibacter"	"G"	26430	25	4	1	3	NA	25	NA	NA	NA	NA	NA	18	NA	0.02196	0.002064	0.01421	0.001899	NA	0.01383	NA	NA	NA	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verticia"	"G"	26464	28	3	NA	4	NA	11	NA	NA	NA	NA	NA	28	NA	0.03417	0.001548	NA	0.002532	NA	0.006086	NA	NA	NA	NA	NA	0.03417	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Polyangium] brachysporum group"	"G"	26469	6	3	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.007321	0.001548	NA	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	5	3	NA	3	NA	4	NA	NA	NA	NA	NA	5	NA	0.006101	0.001548	NA	0.001899	NA	0.002213	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	27	3	NA	4	NA	27	NA	NA	NA	NA	NA	26	NA	0.03173	0.001548	NA	0.002532	NA	0.01494	NA	NA	NA	NA	NA	0.03173	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	0.001899	NA	0.002213	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidimonas"	"G"	26381	18	2	NA	NA	NA	10	NA	NA	NA	NA	NA	18	NA	0.02196	0.001032	NA	NA	NA	0.005533	NA	NA	NA	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Macromonas"	"G"	26412	29	2	NA	2	NA	29	NA	NA	1	NA	NA	20	NA	0.0244	0.001032	NA	0.001266	NA	0.01604	NA	NA	0.0005683	NA	NA	0.0244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kerstersia"	"G"	26404	6	2	NA	1	NA	6	NA	NA	NA	NA	NA	3	NA	0.003661	0.001032	NA	0.0006331	NA	0.00332	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	10	2	NA	2	NA	10	NA	NA	NA	NA	NA	6	NA	0.007321	0.001032	NA	0.001266	NA	0.005533	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"s3t2d-1089"	"G"	26470	5	2	NA	NA	NA	5	NA	NA	NA	NA	NA	5	NA	0.006101	0.001032	NA	NA	NA	0.002766	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudacidovorax"	"G"	26438	41	2	1	NA	NA	41	NA	NA	1	NA	NA	17	NA	0.02268	0.001032	0.01421	NA	NA	0.02268	NA	NA	0.0005683	NA	NA	0.02074	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Corticibacter"	"G"	26385	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001032	0.001032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	8	2	NA	NA	NA	8	NA	NA	NA	NA	NA	5	NA	0.006101	0.001032	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	9	2	NA	NA	NA	9	NA	NA	NA	NA	NA	7	NA	0.008541	0.001032	NA	NA	NA	0.004979	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oligella"	"G"	26419	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Orrella"	"G"	26420	6	1	NA	2	NA	2	NA	NA	NA	NA	NA	6	NA	0.007321	0.0005159	NA	0.001266	NA	0.001107	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Actimicrobium"	"G"	26356	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Eoetvoesia"	"G"	26392	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	4	NA	0.004881	0.0005159	NA	0.0006331	NA	0.002213	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parapusillimonas"	"G"	26428	8	1	NA	1	NA	6	NA	NA	NA	NA	NA	8	NA	0.009762	0.0005159	NA	0.0006331	NA	0.00332	NA	NA	NA	NA	NA	0.009762	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Schlegelella"	"G"	26451	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Advenella"	"G"	26357	9	1	NA	1	NA	9	NA	NA	NA	NA	NA	8	NA	0.009762	0.0005159	NA	0.0006331	NA	0.004979	NA	NA	NA	NA	NA	0.009762	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidimonas"	"G"	26458	10	1	NA	NA	NA	3	NA	NA	NA	NA	NA	10	NA	0.0122	0.0005159	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelistega"	"G"	26432	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	6	1	NA	NA	NA	3	NA	NA	NA	NA	NA	6	NA	0.007321	0.0005159	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	7	1	NA	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.008541	0.0005159	NA	NA	NA	0.00332	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Castellaniella"	"G"	26382	15	1	NA	NA	NA	15	NA	NA	NA	NA	NA	11	NA	0.01342	0.0005159	NA	NA	NA	0.008299	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	12	1	NA	NA	NA	12	NA	NA	NA	NA	NA	10	NA	0.0122	0.0005159	NA	NA	NA	0.006639	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	351	295	10	249	NA	222	NA	NA	5	NA	NA	351	NA	0.4283	0.1522	0.1421	0.1576	NA	0.1228	NA	NA	0.002841	NA	NA	0.4283	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	87	87	1	66	NA	15	NA	NA	NA	NA	NA	44	NA	0.05369	0.04489	0.01421	0.04179	NA	0.008299	NA	NA	NA	NA	NA	0.05369	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	86	86	1	71	NA	46	NA	NA	1	NA	NA	65	NA	0.07931	0.04437	0.01421	0.04495	NA	0.02545	NA	NA	0.0005683	NA	NA	0.07931	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	38	38	NA	37	NA	11	NA	NA	2	NA	NA	18	NA	0.02343	0.01961	NA	0.02343	NA	0.006086	NA	NA	0.001137	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	73	19	NA	12	NA	60	NA	NA	NA	NA	NA	73	NA	0.08908	0.009803	NA	0.007597	NA	0.0332	NA	NA	NA	NA	NA	0.08908	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	29	16	NA	7	NA	29	NA	NA	NA	NA	NA	13	NA	0.01604	0.008255	NA	0.004432	NA	0.01604	NA	NA	NA	NA	NA	0.01586	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	26	11	2	14	NA	26	NA	NA	NA	NA	NA	26	NA	0.03173	0.005675	0.02842	0.008864	NA	0.01438	NA	NA	NA	NA	NA	0.03173	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	13	10	1	NA	NA	6	NA	NA	1	NA	NA	13	NA	0.01586	0.005159	0.01421	NA	NA	0.00332	NA	NA	0.0005683	NA	NA	0.01586	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	4	4	NA	4	NA	3	NA	NA	NA	NA	NA	4	NA	0.004881	0.002064	NA	0.002532	NA	0.00166	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	15	3	NA	7	NA	5	NA	NA	NA	NA	NA	15	NA	0.0183	0.001548	NA	0.004432	NA	0.002766	NA	NA	NA	NA	NA	0.0183	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	18	3	NA	3	NA	5	NA	NA	NA	NA	NA	18	NA	0.02196	0.001548	NA	0.001899	NA	0.002766	NA	NA	NA	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	7	2	NA	7	NA	NA	NA	NA	1	NA	NA	3	NA	0.004432	0.001032	NA	0.004432	NA	NA	NA	NA	0.0005683	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	9	1	1	NA	NA	1	NA	NA	NA	NA	NA	9	NA	0.01421	0.0005159	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.01421	0.0005159	0.01421	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	12	1	NA	1	NA	3	NA	NA	NA	NA	NA	12	NA	0.01464	0.0005159	NA	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	0.01464	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azovibrio"	"G"	26559	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorobacter"	"G"	26562	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004881	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	890	60	3	70	NA	633	NA	NA	9	NA	NA	890	NA	1.086	0.03096	0.04263	0.04432	NA	0.3502	NA	NA	0.005114	NA	NA	1.086	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	540	37	1	40	NA	384	NA	NA	5	NA	NA	540	NA	0.6589	0.01909	0.01421	0.02532	NA	0.2124	NA	NA	0.002841	NA	NA	0.6589	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	115	11	1	5	NA	74	NA	NA	2	NA	NA	115	NA	0.1403	0.005675	0.01421	0.003166	NA	0.04094	NA	NA	0.001137	NA	NA	0.1403	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	77	6	NA	12	NA	75	NA	NA	2	NA	NA	77	NA	0.09396	0.003096	NA	0.007597	NA	0.04149	NA	NA	0.001137	NA	NA	0.09396	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	46	2	1	3	NA	27	NA	NA	NA	NA	NA	46	NA	0.05613	0.001032	0.01421	0.001899	NA	0.01494	NA	NA	NA	NA	NA	0.05613	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	23	2	NA	2	NA	13	NA	NA	NA	NA	NA	23	NA	0.02806	0.001032	NA	0.001266	NA	0.007192	NA	NA	NA	NA	NA	0.02806	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	27	1	NA	4	NA	19	NA	NA	NA	NA	NA	27	NA	0.03295	0.0005159	NA	0.002532	NA	0.01051	NA	NA	NA	NA	NA	0.03295	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM2"	"G"	26518	14	1	NA	2	NA	5	NA	NA	NA	NA	NA	14	NA	0.01708	0.0005159	NA	0.001266	NA	0.002766	NA	NA	NA	NA	NA	0.01708	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	116	36	NA	48	NA	89	NA	NA	NA	NA	NA	116	NA	0.1415	0.01857	NA	0.03039	NA	0.04924	NA	NA	NA	NA	NA	0.1415	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Nitrosomonas"	"G"	26546	29	14	NA	29	NA	11	NA	NA	NA	NA	NA	14	NA	0.01836	0.007223	NA	0.01836	NA	0.006086	NA	NA	NA	NA	NA	0.01708	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Ellin6067"	"G"	26542	34	13	NA	9	NA	34	NA	NA	NA	NA	NA	31	NA	0.03783	0.006707	NA	0.005698	NA	0.01881	NA	NA	NA	NA	NA	0.03783	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	52	6	NA	7	NA	26	NA	NA	NA	NA	NA	52	NA	0.06345	0.003096	NA	0.004432	NA	0.01438	NA	NA	NA	NA	NA	0.06345	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	8	2	NA	NA	NA	8	NA	NA	NA	NA	NA	8	NA	0.009762	0.001032	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	0.009762	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	4	1	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	0.004881	0.0005159	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Neisseriaceae"	"F"	26526	48	22	4	13	NA	42	1	NA	NA	NA	NA	48	NA	0.6993	0.01135	0.05684	0.00823	NA	0.02324	0.6993	NA	NA	NA	NA	0.05857	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Neisseria"	"G"	26532	37	17	3	4	NA	33	NA	NA	NA	NA	NA	37	NA	0.04515	0.008771	0.04263	0.002532	NA	0.01826	NA	NA	NA	NA	NA	0.04515	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
