"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Moorea producens"	"S"	1155739	61	61	1	45	NA	43	NA	NA	NA	NA	NA	5	NA	0.03109	0.03109	0.01362	0.02831	NA	0.02274	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea"
"Microcoleaceae"	"F"	1892252	596	596	13	558	NA	398	NA	1	4	NA	NA	46	NA	1.087	0.3038	0.177	0.351	NA	0.2105	NA	1.087	0.002247	NA	NA	0.05188	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Microcoleus"	"G"	44471	564	564	11	483	NA	363	NA	1	1	NA	NA	26	NA	1.087	0.2875	0.1498	0.3039	NA	0.192	NA	1.087	0.0005618	NA	NA	0.02932	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Microcoleus sp. PCC 7113"	"S"	1173027	564	564	11	483	NA	363	NA	1	1	NA	NA	26	NA	1.087	0.2875	0.1498	0.3039	NA	0.192	NA	1.087	0.0005618	NA	NA	0.02932	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Microcoleus"
"Trichodesmium"	"G"	1205	75	32	2	75	NA	35	NA	NA	3	NA	NA	20	NA	0.04718	0.01631	0.02724	0.04718	NA	0.01851	NA	NA	0.001685	NA	NA	0.02255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Trichodesmium erythraeum"	"S"	1206	75	32	2	75	NA	35	NA	NA	3	NA	NA	20	NA	0.04718	0.01631	0.02724	0.04718	NA	0.01851	NA	NA	0.001685	NA	NA	0.02255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium"
"Coleofasciculaceae"	"F"	1892251	176	176	6	161	NA	127	NA	NA	4	NA	NA	12	NA	0.1013	0.08971	0.08171	0.1013	NA	0.06717	NA	NA	0.002247	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Geitlerinema"	"G"	63132	176	176	6	161	NA	127	NA	NA	4	NA	NA	12	NA	0.1013	0.08971	0.08171	0.1013	NA	0.06717	NA	NA	0.002247	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae"
"Geitlerinema sp. PCC 7407"	"S"	1173025	176	176	6	161	NA	127	NA	NA	4	NA	NA	12	NA	0.1013	0.08971	0.08171	0.1013	NA	0.06717	NA	NA	0.002247	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae>Geitlerinema"
"Gomontiellaceae"	"F"	1892255	104	101	NA	104	NA	46	NA	NA	1	NA	NA	10	NA	0.06543	0.05148	NA	0.06543	NA	0.02433	NA	NA	0.0005618	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Crinalium"	"G"	241421	104	101	NA	104	NA	46	NA	NA	1	NA	NA	10	NA	0.06543	0.05148	NA	0.06543	NA	0.02433	NA	NA	0.0005618	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae"
"Crinalium epipsammum"	"S"	241425	104	101	NA	104	NA	46	NA	NA	1	NA	NA	10	NA	0.06543	0.05148	NA	0.06543	NA	0.02433	NA	NA	0.0005618	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium"
"Cyanothecaceae"	"F"	1892249	58	58	NA	50	NA	38	1	NA	NA	NA	NA	10	NA	0.6849	0.02956	NA	0.03146	NA	0.0201	0.6849	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Cyanothece"	"G"	43988	58	58	NA	50	NA	38	1	NA	NA	NA	NA	10	NA	0.6849	0.02956	NA	0.03146	NA	0.0201	0.6849	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae"
"Cyanothece sp. PCC 7822"	"S"	497965	6	6	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.003058	0.003058	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. ATCC 51142"	"S"	43989	5	4	NA	5	NA	1	1	NA	NA	NA	NA	NA	NA	0.6849	0.002039	NA	0.003146	NA	0.0005289	0.6849	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7425"	"S"	395961	4	2	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002516	0.001019	NA	0.002516	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Chroococcales"	"O"	1118	1234	1234	51	1091	NA	819	NA	NA	13	NA	1	185	NA	1.786	0.629	0.6945	0.6864	NA	0.4332	NA	NA	0.007303	NA	1.786	0.2086	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Chroococcaceae"	"F"	1890464	600	600	23	524	NA	397	NA	NA	NA	NA	NA	148	NA	0.3297	0.3058	0.3132	0.3297	NA	0.21	NA	NA	NA	NA	NA	0.1669	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Gloeocapsa"	"G"	102231	352	352	9	310	NA	236	NA	NA	NA	NA	NA	137	NA	0.195	0.1794	0.1226	0.195	NA	0.1248	NA	NA	NA	NA	NA	0.1545	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Gloeocapsa sp. PCC 7428"	"S"	1173026	352	352	9	310	NA	236	NA	NA	NA	NA	NA	137	NA	0.195	0.1794	0.1226	0.195	NA	0.1248	NA	NA	NA	NA	NA	0.1545	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Gloeocapsa"
"Chondrocystis"	"G"	268175	225	225	13	196	NA	141	NA	NA	NA	NA	NA	10	NA	0.177	0.1147	0.177	0.1233	NA	0.07457	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Chondrocystis sp. NIES-4102"	"S"	2005460	225	225	13	196	NA	141	NA	NA	NA	NA	NA	10	NA	0.177	0.1147	0.177	0.1233	NA	0.07457	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Chondrocystis"
"Geminocystis"	"G"	669357	23	23	1	18	NA	20	NA	NA	NA	NA	NA	1	NA	0.01362	0.01172	0.01362	0.01132	NA	0.01058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Geminocystis sp. NIES-3709"	"S"	1617448	20	20	1	16	NA	20	NA	NA	NA	NA	NA	1	NA	0.01362	0.01019	0.01362	0.01007	NA	0.01058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis sp. NIES-3708"	"S"	1615909	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Microcystaceae"	"F"	1890449	275	275	15	264	NA	193	NA	NA	4	NA	1	10	NA	1.786	0.1402	0.2043	0.1661	NA	0.1021	NA	NA	0.002247	NA	1.786	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Microcystis"	"G"	1125	275	275	15	264	NA	193	NA	NA	4	NA	1	10	NA	1.786	0.1402	0.2043	0.1661	NA	0.1021	NA	NA	0.002247	NA	1.786	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Microcystis aeruginosa"	"S"	1126	173	173	8	162	NA	127	NA	NA	1	NA	1	5	NA	1.786	0.08818	0.1089	0.1019	NA	0.06717	NA	NA	0.0005618	NA	1.786	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Microcystis sp. MC19"	"S"	1967666	93	90	6	93	NA	65	NA	NA	2	NA	NA	4	NA	0.08171	0.04588	0.08171	0.05851	NA	0.03438	NA	NA	0.001124	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Aphanothecaceae"	"F"	1890450	242	242	9	213	NA	150	NA	NA	2	NA	NA	16	NA	0.134	0.1234	0.1226	0.134	NA	0.07933	NA	NA	0.001124	NA	NA	0.01804	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Candidatus Atelocyanobacterium"	"G"	1453359	240	240	9	209	NA	150	NA	NA	2	NA	NA	16	NA	0.1315	0.1223	0.1226	0.1315	NA	0.07933	NA	NA	0.001124	NA	NA	0.01804	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Candidatus Atelocyanobacterium thalassa"	"S"	713887	240	240	9	209	NA	150	NA	NA	2	NA	NA	16	NA	0.1315	0.1223	0.1226	0.1315	NA	0.07933	NA	NA	0.001124	NA	NA	0.01804	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Candidatus&nbsp;Atelocyanobacterium"
"Halothece cluster"	"-"	92682	4	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002516	0.001019	NA	0.002516	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Halothece"	"G"	76023	4	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002516	0.001019	NA	0.002516	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster"
"Halothece sp. PCC 7418"	"S"	65093	4	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002516	0.001019	NA	0.002516	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster>Halothece"
"Cyanobacteriaceae"	"F"	1890452	88	88	2	68	NA	55	NA	NA	6	NA	NA	6	NA	0.04486	0.04486	0.02724	0.04278	NA	0.02909	NA	NA	0.003371	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	88	88	2	68	NA	55	NA	NA	6	NA	NA	6	NA	0.04486	0.04486	0.02724	0.04278	NA	0.02909	NA	NA	0.003371	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	88	88	2	68	NA	55	NA	NA	6	NA	NA	6	NA	0.04486	0.04486	0.02724	0.04278	NA	0.02909	NA	NA	0.003371	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Gloeobacteria"	"C"	307596	213	213	5	213	NA	160	NA	NA	1	NA	NA	12	NA	0.134	0.1086	0.06809	0.134	NA	0.08462	NA	NA	0.0005618	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Gloeobacterales"	"O"	307595	213	213	5	213	NA	160	NA	NA	1	NA	NA	12	NA	0.134	0.1086	0.06809	0.134	NA	0.08462	NA	NA	0.0005618	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria"
"Gloeobacteraceae"	"F"	1890422	213	213	5	213	NA	160	NA	NA	1	NA	NA	12	NA	0.134	0.1086	0.06809	0.134	NA	0.08462	NA	NA	0.0005618	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales"
"Gloeobacter"	"G"	33071	213	213	5	213	NA	160	NA	NA	1	NA	NA	12	NA	0.134	0.1086	0.06809	0.134	NA	0.08462	NA	NA	0.0005618	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae"
"Gloeobacter violaceus"	"S"	33072	17	10	NA	14	NA	17	NA	NA	NA	NA	NA	1	NA	0.008991	0.005097	NA	0.008807	NA	0.008991	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae>Gloeobacter"
"Gloeobacter kilaueensis"	"S"	1416614	19	9	2	19	NA	9	NA	NA	NA	NA	NA	1	NA	0.02724	0.004588	0.02724	0.01195	NA	0.00476	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae>Gloeobacter"
"Pleurocapsales"	"O"	52604	16	16	NA	15	NA	9	NA	NA	2	NA	NA	6	NA	0.009437	0.008156	NA	0.009437	NA	0.00476	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Hyellaceae"	"F"	1890500	9	9	NA	9	NA	5	NA	NA	1	NA	NA	6	NA	0.006766	0.004588	NA	0.005662	NA	0.002644	NA	NA	0.0005618	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales"
"Pleurocapsa"	"G"	44474	9	9	NA	9	NA	5	NA	NA	1	NA	NA	6	NA	0.006766	0.004588	NA	0.005662	NA	0.002644	NA	NA	0.0005618	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Hyellaceae"
"Pleurocapsa minor"	"S"	54308	9	9	NA	9	NA	5	NA	NA	1	NA	NA	6	NA	0.006766	0.004588	NA	0.005662	NA	0.002644	NA	NA	0.0005618	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Hyellaceae>Pleurocapsa"
"Dermocarpellaceae"	"F"	1890498	7	7	NA	6	NA	4	NA	NA	1	NA	NA	NA	NA	0.003775	0.003568	NA	0.003775	NA	0.002116	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales"
"Stanieria"	"G"	102115	7	7	NA	6	NA	4	NA	NA	1	NA	NA	NA	NA	0.003775	0.003568	NA	0.003775	NA	0.002116	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Dermocarpellaceae"
"Stanieria cyanosphaera"	"S"	102116	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001058	0.001019	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Dermocarpellaceae>Stanieria"
"unclassified Cyanobacteria"	"-"	34079	4	4	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.002039	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"unclassified Cyanobacteria (miscellaneous)"	"-"	1983111	4	4	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.002039	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>unclassified&nbsp;Cyanobacteria"
"cyanobacterium endosymbiont of Epithemia turgida"	"S"	718217	4	4	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.002039	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>unclassified&nbsp;Cyanobacteria>unclassified&nbsp;Cyanobacteria&nbsp;(miscellaneous)"
"Chroococcidiopsidales"	"O"	1890505	5	4	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.002644	0.002039	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Chroococcidiopsidaceae"	"F"	1890528	5	4	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.002644	0.002039	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales"
"Chroococcidiopsis"	"G"	54298	5	4	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.002644	0.002039	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales>Chroococcidiopsidaceae"
"Chroococcidiopsis thermalis"	"S"	54299	5	4	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.002644	0.002039	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales>Chroococcidiopsidaceae>Chroococcidiopsis"
"Firmicutes"	"P"	1239	67855	32070	884	27534	6	22267	7	3	67855	7	2	3152	4	38.12	16.35	12.04	17.32	3.774	11.78	4.795	3.261	38.12	6.481	3.571	3.555	2.198	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Clostridia"	"C"	186801	15484	15484	414	13534	3	10548	2	1	1618	NA	2	1189	2	8.514	7.893	5.638	8.514	1.887	5.579	1.37	1.087	0.909	NA	3.571	1.341	1.099	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Clostridiales"	"O"	186802	14292	14292	382	12512	3	9663	1	1	1261	NA	2	991	2	7.871	7.285	5.202	7.871	1.887	5.111	0.6849	1.087	0.7084	NA	3.571	1.118	1.099	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Peptococcaceae"	"F"	186807	12993	12993	338	11576	NA	8661	NA	1	293	NA	1	526	1	7.283	6.623	4.603	7.283	NA	4.581	NA	1.087	0.1646	NA	1.786	0.5932	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Candidatus Desulforudis"	"G"	471826	12668	12668	331	11324	NA	8446	NA	1	18	NA	1	495	1	7.124	6.457	4.508	7.124	NA	4.467	NA	1.087	0.01011	NA	1.786	0.5582	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Desulforudis audaxviator"	"S"	471827	12668	12668	331	11324	NA	8446	NA	1	18	NA	1	495	1	7.124	6.457	4.508	7.124	NA	4.467	NA	1.087	0.01011	NA	1.786	0.5582	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis"
"Desulfotomaculum"	"G"	1562	282	282	5	228	NA	184	NA	NA	131	NA	NA	19	NA	0.1437	0.1437	0.06809	0.1434	NA	0.09731	NA	NA	0.07359	NA	NA	0.02143	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfotomaculum nigrificans"	"S"	1565	148	148	3	132	NA	90	NA	NA	46	NA	NA	9	NA	0.08304	0.07544	0.04086	0.08304	NA	0.0476	NA	NA	0.02584	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum reducens"	"S"	59610	92	92	2	65	NA	58	NA	NA	12	NA	NA	6	NA	0.0469	0.0469	0.02724	0.04089	NA	0.03068	NA	NA	0.006741	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum acetoxidans"	"S"	58138	58	28	NA	12	NA	17	NA	NA	58	NA	NA	1	NA	0.03258	0.01427	NA	0.007549	NA	0.008991	NA	NA	0.03258	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
