"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Diplorickettsiales"	"O"	26616	39	4	NA	4	39	NA	1	NA	NA	21	NA	0.02368	0.002039	NA	0.002516	0.02063	NA	0.0005618	NA	NA	0.02368	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Diplorickettsiaceae"	"F"	26617	39	4	NA	4	39	NA	1	NA	NA	21	NA	0.02368	0.002039	NA	0.002516	0.02063	NA	0.0005618	NA	NA	0.02368	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales"
"Aquicella"	"G"	26618	3	2	NA	3	1	NA	1	NA	NA	NA	NA	0.001887	0.001019	NA	0.001887	0.0005289	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Gammaproteobacteria Incertae Sedis"	"O"	3535	9	3	NA	1	2	NA	1	NA	NA	9	NA	0.01015	0.001529	NA	0.0006291	0.001058	NA	0.0005618	NA	NA	0.01015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Unknown Family"	"F"	3536	9	3	NA	1	2	NA	1	NA	NA	9	NA	0.01015	0.001529	NA	0.0006291	0.001058	NA	0.0005618	NA	NA	0.01015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Candidatus Berkiella"	"G"	26663	6	2	NA	NA	2	NA	NA	NA	NA	6	NA	0.006766	0.001019	NA	NA	0.001058	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Ovatusbacter"	"G"	26665	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Legionellales"	"O"	3552	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001258	0.001019	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001258	0.001019	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001258	0.001019	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Oceanospirillales"	"O"	3593	9	2	NA	NA	5	NA	9	NA	NA	8	NA	0.009022	0.001019	NA	NA	0.002644	NA	0.005056	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halomonadaceae"	"F"	3610	7	2	NA	NA	4	NA	7	NA	NA	5	NA	0.005639	0.001019	NA	NA	0.002116	NA	0.003933	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Halomonas"	"G"	3616	5	2	NA	NA	1	NA	5	NA	NA	3	NA	0.003383	0.001019	NA	NA	0.0005289	NA	0.002809	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Cardiobacteriales"	"O"	3409	3	1	NA	NA	3	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.001587	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	3410	3	1	NA	NA	3	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.001587	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales"
"Cardiobacterium"	"G"	3411	3	1	NA	NA	3	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.001587	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Chromatiales"	"O"	3415	2	1	NA	1	NA	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	3416	2	1	NA	1	NA	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Halochromatium"	"G"	3419	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Orbales"	"O"	3676	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	0.0005097	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Orbaceae"	"F"	3677	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	0.0005097	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Orbales"
"Gilliamella"	"G"	3679	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	0.0005097	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Thiotrichales"	"O"	3735	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Nitrosococcales"	"O"	26732	3	1	NA	1	1	NA	3	NA	NA	NA	NA	0.001685	0.0005097	NA	0.0006291	0.0005289	NA	0.001685	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylophagaceae"	"F"	26733	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"Methylophaga"	"G"	26735	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Methylophagaceae"
"R7C24"	"O"	26806	10	1	NA	NA	10	NA	NA	NA	NA	10	NA	0.01128	0.0005097	NA	NA	0.005289	NA	NA	NA	NA	0.01128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Steroidobacterales"	"O"	26825	8	1	NA	NA	7	NA	NA	NA	NA	8	NA	0.009022	0.0005097	NA	NA	0.003702	NA	NA	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Steroidobacteraceae"	"F"	26826	7	1	NA	NA	6	NA	NA	NA	NA	7	NA	0.007894	0.0005097	NA	NA	0.003173	NA	NA	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"Steroidobacter"	"G"	26828	6	1	NA	NA	6	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	0.003173	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Alphaproteobacteria"	"C"	2379	410	250	28	89	410	NA	54	1	NA	284	NA	0.9259	0.1274	0.3813	0.05599	0.2168	NA	0.03034	0.9259	NA	0.3203	NA	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	152	80	16	24	152	NA	1	NA	NA	71	NA	0.2179	0.04078	0.2179	0.0151	0.08039	NA	0.0005618	NA	NA	0.08007	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	152	80	16	24	152	NA	1	NA	NA	71	NA	0.2179	0.04078	0.2179	0.0151	0.08039	NA	0.0005618	NA	NA	0.08007	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Rhodobacter"	"G"	2624	60	28	6	6	60	NA	NA	NA	NA	23	NA	0.08171	0.01427	0.08171	0.003775	0.03173	NA	NA	NA	NA	0.02594	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola"	"G"	2654	28	8	NA	5	28	NA	NA	NA	NA	9	NA	0.01481	0.004078	NA	0.003146	0.01481	NA	NA	NA	NA	0.01015	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	8	5	1	1	8	NA	NA	NA	NA	1	NA	0.01362	0.002549	0.01362	0.0006291	0.004231	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Donghicola"	"G"	2571	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	6	2	NA	NA	6	NA	NA	NA	NA	6	NA	0.006766	0.001019	NA	NA	0.003173	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	2	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	3	1	NA	1	3	NA	NA	NA	NA	1	NA	0.001587	0.0005097	NA	0.0006291	0.001587	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	6	1	2	1	6	NA	NA	NA	NA	3	NA	0.02724	0.0005097	0.02724	0.0006291	0.003173	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhizobiales"	"O"	2421	50	42	1	22	48	NA	11	NA	NA	50	NA	0.05639	0.02141	0.01362	0.01384	0.02539	NA	0.00618	NA	NA	0.05639	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	2525	21	16	NA	9	21	NA	2	NA	NA	12	NA	0.01353	0.008156	NA	0.005662	0.01111	NA	0.001124	NA	NA	0.01353	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	6	6	NA	5	4	NA	NA	NA	NA	4	NA	0.004511	0.003058	NA	0.003146	0.002116	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured"	"G"	26127	2	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.001019	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Neorhizobium"	"G"	11436	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aurantimonas"	"G"	26094	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mesorhizobium"	"G"	26112	2	1	NA	NA	2	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.001058	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ochrobactrum"	"G"	26115	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Xanthobacteraceae"	"F"	2545	12	10	NA	4	8	NA	1	NA	NA	12	NA	0.01353	0.005097	NA	0.002516	0.004231	NA	0.0005618	NA	NA	0.01353	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	2554	5	5	NA	2	2	NA	1	NA	NA	3	NA	0.003383	0.002549	NA	0.001258	0.001058	NA	0.0005618	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Bradyrhizobium"	"G"	26151	3	3	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	0.001529	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Devosiaceae"	"F"	26055	5	5	NA	1	3	NA	4	NA	NA	4	NA	0.004511	0.002549	NA	0.0006291	0.001587	NA	0.002247	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pelagibacterium"	"G"	26062	5	5	NA	NA	1	NA	3	NA	NA	NA	NA	0.002549	0.002549	NA	NA	0.0005289	NA	0.001685	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"A0839"	"F"	2423	4	4	NA	2	1	NA	NA	NA	NA	NA	NA	0.002039	0.002039	NA	0.001258	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhizobiales Incertae Sedis"	"F"	2530	3	3	1	1	3	NA	NA	NA	NA	3	NA	0.01362	0.001529	0.01362	0.0006291	0.001587	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	14525	3	3	1	1	3	NA	NA	NA	NA	3	NA	0.01362	0.001529	0.01362	0.0006291	0.001587	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Beijerinckiaceae"	"F"	2435	5	2	NA	2	4	NA	3	NA	NA	5	NA	0.005639	0.001019	NA	0.001258	0.002116	NA	0.001685	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	26045	2	2	NA	1	1	NA	2	NA	NA	1	NA	0.001128	0.001019	NA	0.0006291	0.0005289	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Acetobacterales"	"O"	25900	19	19	1	4	17	NA	3	NA	NA	11	NA	0.01362	0.009685	0.01362	0.002516	0.008991	NA	0.001685	NA	NA	0.01241	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	19	19	1	4	17	NA	3	NA	NA	11	NA	0.01362	0.009685	0.01362	0.002516	0.008991	NA	0.001685	NA	NA	0.01241	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"uncultured"	"G"	25937	17	17	1	3	14	NA	NA	NA	NA	8	NA	0.01362	0.008666	0.01362	0.001887	0.007404	NA	NA	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidiphilium"	"G"	25904	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Sphingomonadales"	"O"	2823	29	13	2	7	29	NA	9	NA	NA	19	NA	0.02724	0.006627	0.02724	0.004404	0.01534	NA	0.005056	NA	NA	0.02143	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	29	13	2	7	29	NA	9	NA	NA	19	NA	0.02724	0.006627	0.02724	0.004404	0.01534	NA	0.005056	NA	NA	0.02143	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingobium"	"G"	2850	11	5	NA	2	11	NA	NA	NA	NA	6	NA	0.006766	0.002549	NA	0.001258	0.005818	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	5	3	2	3	3	NA	5	NA	NA	3	NA	0.02724	0.001529	0.02724	0.001887	0.001587	NA	0.002809	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	2	1	NA	1	2	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	0.001058	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rickettsiales"	"O"	2761	9	9	NA	3	6	NA	2	1	NA	8	NA	0.9259	0.004588	NA	0.001887	0.003173	NA	0.001124	0.9259	NA	0.009022	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Mitochondria"	"F"	2805	5	4	NA	3	2	NA	NA	1	NA	5	NA	0.9259	0.002039	NA	0.001887	0.001058	NA	NA	0.9259	NA	0.005639	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"SM2D12"	"F"	2801	2	1	NA	NA	1	NA	1	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.0005289	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"bac2nit3"	"F"	2804	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"uncultured"	"F"	2806	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Azospirillales"	"O"	25946	10	6	NA	2	3	NA	10	NA	NA	1	NA	0.005618	0.003058	NA	0.001258	0.001587	NA	0.005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Azospirillaceae"	"F"	25947	10	6	NA	2	3	NA	10	NA	NA	1	NA	0.005618	0.003058	NA	0.001258	0.001587	NA	0.005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Skermanella"	"G"	25953	5	5	NA	NA	2	NA	NA	NA	NA	NA	NA	0.002549	0.002549	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Azospirillum"	"G"	25948	9	1	NA	2	1	NA	9	NA	NA	1	NA	0.005056	0.0005097	NA	0.001258	0.0005289	NA	0.005056	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Rhodospirillales"	"O"	2667	8	4	1	2	8	NA	8	NA	NA	3	NA	0.01362	0.002039	0.01362	0.001258	0.004231	NA	0.004494	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodopirillaceae"	"F"	26189	4	2	1	NA	4	NA	NA	NA	NA	NA	NA	0.01362	0.001019	0.01362	NA	0.002116	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	4	2	1	NA	4	NA	NA	NA	NA	NA	NA	0.01362	0.001019	0.01362	NA	0.002116	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"uncultured"	"F"	26198	7	1	NA	1	1	NA	7	NA	NA	1	NA	0.003933	0.0005097	NA	0.0006291	0.0005289	NA	0.003933	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Tistrellales"	"O"	26262	3	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.001529	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Geminicoccaceae"	"F"	26263	3	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.001529	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales"
"Candidatus Alysiosphaera"	"G"	26264	3	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.001529	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Geminicoccaceae"
"Caulobacterales"	"O"	2386	7	2	NA	NA	7	NA	5	NA	NA	7	NA	0.007894	0.001019	NA	NA	0.003702	NA	0.002809	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	2387	4	1	NA	NA	4	NA	3	NA	NA	1	NA	0.002116	0.0005097	NA	NA	0.002116	NA	0.001685	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	2390	4	1	NA	NA	4	NA	2	NA	NA	1	NA	0.002116	0.0005097	NA	NA	0.002116	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Hyphomonadaceae"	"F"	2394	6	1	NA	NA	3	NA	2	NA	NA	6	NA	0.006766	0.0005097	NA	NA	0.001587	NA	0.001124	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Hirschia"	"G"	2399	2	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Micavibrionales"	"O"	25998	4	2	NA	1	3	NA	NA	NA	NA	4	NA	0.004511	0.001019	NA	0.0006291	0.001587	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26002	4	2	NA	1	3	NA	NA	NA	NA	4	NA	0.004511	0.001019	NA	0.0006291	0.001587	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"Dongiales"	"O"	25975	3	1	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Dongiaceae"	"F"	25976	3	1	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales"
"Dongia"	"G"	25977	3	1	NA	NA	1	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales>Dongiaceae"
"Parvibaculales"	"O"	26016	3	1	1	NA	3	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	NA	0.001587	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"PS1 clade"	"F"	26018	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	0.0005097	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
