"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Thermincola potens"	"S"	863643	7	7	1	7	NA	5	NA	NA	2	NA	NA	3	NA	0.02025	0.005614	0.02025	0.007051	NA	0.003757	NA	NA	0.001144	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Thermincola"
"Desulfitobacterium metallireducens"	"S"	142877	6	2	1	5	NA	2	NA	NA	6	NA	NA	1	NA	0.02025	0.001604	0.02025	0.005036	NA	0.001503	NA	NA	0.003431	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Dehalobacterium formicoaceticum"	"S"	51515	8	1	NA	NA	NA	4	NA	NA	8	NA	NA	4	NA	0.005647	0.000802	NA	NA	NA	0.003006	NA	NA	0.004574	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Dehalobacterium"
"Clostridium botulinum"	"S"	1491	230	230	8	183	1	129	NA	NA	47	NA	NA	22	NA	1.389	0.1845	0.162	0.1843	1.389	0.09693	NA	NA	0.02687	NA	NA	0.03106	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium chauvoei"	"S"	46867	33	33	1	6	NA	16	NA	NA	2	NA	NA	6	NA	0.02647	0.02647	0.02025	0.006044	NA	0.01202	NA	NA	0.001144	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium argentinense"	"S"	29341	24	24	1	21	NA	19	NA	NA	6	NA	NA	5	NA	0.02115	0.01925	0.02025	0.02115	NA	0.01428	NA	NA	0.003431	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	14	14	3	NA	NA	8	NA	NA	2	NA	NA	3	NA	0.06075	0.01123	0.06075	NA	NA	0.006011	NA	NA	0.001144	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	8	8	NA	7	NA	7	NA	NA	NA	NA	NA	4	NA	0.007051	0.006416	NA	0.007051	NA	0.00526	NA	NA	NA	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium baratii"	"S"	1561	9	5	NA	7	NA	3	NA	NA	9	NA	NA	4	NA	0.007051	0.00401	NA	0.007051	NA	0.002254	NA	NA	0.005146	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tyrobutyricum"	"S"	1519	8	4	NA	3	NA	2	NA	NA	8	NA	NA	1	NA	0.004574	0.003208	NA	0.003022	NA	0.001503	NA	NA	0.004574	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium autoethanogenum"	"S"	84023	4	4	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003208	0.003208	NA	0.001007	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. BNL1100"	"S"	755731	7	4	NA	7	NA	4	NA	NA	NA	NA	NA	NA	NA	0.007051	0.003208	NA	0.007051	NA	0.003006	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium butyricum"	"S"	1492	5	3	NA	NA	NA	5	NA	NA	NA	NA	NA	3	NA	0.004235	0.002406	NA	NA	NA	0.003757	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium taeniosporum"	"S"	394958	3	3	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	0.002406	0.002406	NA	NA	NA	0.001503	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium beijerinckii"	"S"	1520	7	2	NA	3	NA	7	NA	NA	4	NA	NA	3	NA	0.00526	0.001604	NA	0.003022	NA	0.00526	NA	NA	0.002287	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium ljungdahlii"	"S"	1538	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001604	0.001604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium estertheticum"	"S"	238834	11	2	NA	1	NA	11	NA	NA	3	NA	NA	NA	NA	0.008265	0.001604	NA	0.001007	NA	0.008265	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cochlearium"	"S"	1494	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium kluyveri"	"S"	1534	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium saccharoperbutylacetonicum"	"S"	36745	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001503	0.000802	NA	NA	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium bornimense"	"S"	1216932	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.002254	0.000802	NA	NA	NA	0.002254	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Geosporobacter ferrireducens"	"S"	1424294	14	14	NA	7	NA	7	NA	NA	1	NA	NA	NA	NA	0.01123	0.01123	NA	0.007051	NA	0.00526	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Geosporobacter"
"Alkaliphilus metalliredigens"	"S"	208226	7	7	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.005614	0.005614	NA	NA	NA	0.002254	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Alkaliphilus"
"Mordavella sp. Marseille-P3756"	"S"	2086584	8	1	NA	1	NA	1	NA	NA	8	NA	NA	2	NA	0.004574	0.000802	NA	0.001007	NA	0.0007514	NA	NA	0.004574	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Mordavella"
"Ruminococcus bicirculans"	"S"	1160721	226	226	5	222	NA	149	NA	NA	5	NA	NA	7	NA	0.2236	0.1813	0.1013	0.2236	NA	0.112	NA	NA	0.002859	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus albus"	"S"	1264	39	32	1	39	NA	23	NA	NA	24	NA	NA	10	NA	0.03928	0.02566	0.02025	0.03928	NA	0.01728	NA	NA	0.01372	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Fastidiosipila sanguinis"	"S"	236753	19	19	1	11	NA	16	NA	NA	NA	NA	NA	1	NA	0.02025	0.01524	0.02025	0.01108	NA	0.01202	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Fastidiosipila"
"Ruminiclostridium sp. KB18"	"S"	1834198	28	4	NA	6	NA	3	NA	NA	28	NA	NA	3	NA	0.01601	0.003208	NA	0.006044	NA	0.002254	NA	NA	0.01601	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"[Clostridium] cellulolyticum"	"S"	1521	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001412	0.000802	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"[Clostridium] cellulosi"	"S"	29343	3	1	NA	NA	NA	2	NA	NA	3	NA	NA	1	NA	0.001715	0.000802	NA	NA	NA	0.001503	NA	NA	0.001715	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"[Clostridium] thermosuccinogenes"	"S"	84032	3	1	NA	NA	NA	2	NA	NA	2	NA	NA	3	NA	0.004235	0.000802	NA	NA	NA	0.001503	NA	NA	0.001144	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminiclostridium"
"Faecalibacterium prausnitzii"	"S"	853	37	2	NA	5	NA	6	NA	NA	6	NA	NA	37	NA	0.05223	0.001604	NA	0.005036	NA	0.004508	NA	NA	0.003431	NA	NA	0.05223	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Faecalibacterium"
"Mageeibacillus indolicus"	"S"	884684	3	2	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.003022	0.001604	NA	0.003022	NA	0.001503	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Mageeibacillus"
"Ethanoligenens harbinense"	"S"	253239	3	1	NA	NA	NA	3	NA	NA	1	NA	NA	1	NA	0.002254	0.000802	NA	NA	NA	0.002254	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ethanoligenens"
"Ruminococcaceae bacterium CPB6"	"S"	1572656	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.003006	0.000802	NA	NA	NA	0.003006	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Paeniclostridium sordellii"	"S"	1505	115	115	1	34	NA	72	NA	NA	2	NA	NA	50	NA	0.09223	0.09223	0.02025	0.03425	NA	0.0541	NA	NA	0.001144	NA	NA	0.07059	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Paeniclostridium"
"Clostridioides difficile"	"S"	1496	67	67	2	34	NA	46	NA	NA	NA	NA	NA	25	NA	0.05374	0.05374	0.0405	0.03425	NA	0.03456	NA	NA	NA	NA	NA	0.03529	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Clostridioides"
"Acetoanaerobium sticklandii"	"S"	1511	25	25	1	14	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02025	0.02005	0.02025	0.0141	NA	0.002254	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Acetoanaerobium"
"Filifactor alocis"	"S"	143361	4	2	NA	1	NA	4	NA	NA	NA	NA	NA	3	NA	0.004235	0.001604	NA	0.001007	NA	0.003006	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Filifactor"
"Peptostreptococcaceae bacterium oral taxon 929"	"S"	2081703	5	2	NA	NA	NA	5	NA	NA	1	NA	NA	1	NA	0.003757	0.001604	NA	NA	NA	0.003757	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>unclassified&nbsp;Peptostreptococcaceae"
"Peptoclostridium acidaminophilum"	"S"	1731	3	2	NA	1	NA	3	NA	NA	1	NA	NA	1	NA	0.002254	0.001604	NA	0.001007	NA	0.002254	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Peptoclostridium"
"Anaerostipes hadrus"	"S"	649756	233	110	4	74	NA	108	NA	NA	233	NA	NA	60	NA	0.1332	0.08822	0.081	0.07454	NA	0.08115	NA	NA	0.1332	NA	NA	0.0847	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Anaerostipes"
"Cellulosilyticum lentocellum"	"S"	29360	42	16	1	9	NA	40	NA	NA	42	NA	NA	17	NA	0.03006	0.01283	0.02025	0.009066	NA	0.03006	NA	NA	0.02402	NA	NA	0.024	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Cellulosilyticum"
"Lachnospiraceae bacterium oral taxon 500"	"S"	712991	106	8	NA	11	NA	7	NA	NA	106	NA	NA	2	NA	0.06061	0.006416	NA	0.01108	NA	0.00526	NA	NA	0.06061	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"[Eubacterium] rectale"	"S"	39491	12	1	1	NA	NA	8	NA	NA	11	NA	NA	12	NA	0.02025	0.000802	0.02025	NA	NA	0.006011	NA	NA	0.00629	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"Blautia sp. YL58"	"S"	1796616	4	2	NA	1	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005647	0.001604	NA	0.001007	NA	NA	NA	NA	NA	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"[Clostridium] saccharolyticum"	"S"	84030	2	2	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	4.762	0.001604	NA	NA	NA	0.0007514	NA	NA	0.0005718	NA	4.762	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"Lachnoclostridium phytofermentans"	"S"	66219	11	1	NA	1	NA	3	NA	NA	11	NA	NA	1	NA	0.00629	0.000802	NA	0.001007	NA	0.002254	NA	NA	0.00629	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"Roseburia hominis"	"S"	301301	3	3	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.02025	0.002406	0.02025	NA	NA	0.0007514	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Roseburia"
"Butyrivibrio hungatei"	"S"	185008	7	1	NA	3	NA	2	NA	NA	7	NA	NA	NA	NA	0.004003	0.000802	NA	0.003022	NA	0.001503	NA	NA	0.004003	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Butyrivibrio"
"Herbinix luporum"	"S"	1679721	1	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	1	1.176	0.000802	NA	0.001007	NA	NA	NA	NA	0.0005718	NA	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Herbinix"
"Anaerotignum propionicum"	"S"	28446	11	1	NA	1	NA	3	NA	NA	11	NA	NA	2	NA	0.00629	0.000802	NA	0.001007	NA	0.002254	NA	NA	0.00629	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Anaerotignum"
"Acetobacterium woodii"	"S"	33952	25	24	NA	11	NA	25	NA	NA	2	NA	NA	6	NA	0.01925	0.01925	NA	0.01108	NA	0.01879	NA	NA	0.001144	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Acetobacterium"
"Eubacterium limosum"	"S"	1736	118	3	NA	NA	NA	1	NA	NA	118	NA	NA	2	NA	0.06747	0.002406	NA	NA	NA	0.0007514	NA	NA	0.06747	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"[Eubacterium] eligens"	"S"	39485	41	1	NA	3	NA	2	NA	NA	41	NA	NA	2	NA	0.02344	0.000802	NA	0.003022	NA	0.001503	NA	NA	0.02344	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"Heliobacterium modesticaldum"	"S"	35701	24	21	NA	24	NA	23	NA	NA	1	NA	NA	3	NA	0.02417	0.01684	NA	0.02417	NA	0.01728	NA	NA	0.0005718	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae>Heliobacterium"
"Flavonifractor plautii"	"S"	292800	10	10	1	6	NA	6	NA	NA	2	NA	NA	1	NA	0.02025	0.00802	0.02025	0.006044	NA	0.004508	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>Flavonifractor"
"Intestinimonas butyriciproducens"	"S"	1297617	10	2	NA	NA	NA	1	NA	NA	4	NA	NA	10	NA	0.01412	0.001604	NA	NA	NA	0.0007514	NA	NA	0.002287	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>Intestinimonas"
"Mogibacterium diversum"	"S"	114527	7	6	NA	2	NA	4	NA	NA	7	NA	NA	6	NA	0.00847	0.004812	NA	0.002015	NA	0.003006	NA	NA	0.004003	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis>Mogibacterium"
"[Eubacterium] sulci"	"S"	143393	4	1	NA	1	NA	1	NA	NA	4	NA	NA	3	NA	0.004235	0.000802	NA	0.001007	NA	0.0007514	NA	NA	0.002287	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Thermaerobacter marianensis"	"S"	73919	6	5	NA	2	1	1	NA	NA	6	NA	NA	4	NA	1.389	0.00401	NA	0.002015	1.389	0.0007514	NA	NA	0.003431	NA	NA	0.005647	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis>Thermaerobacter"
"Oscillibacter valericigenes"	"S"	351091	45	6	1	1	NA	2	NA	NA	1	NA	NA	45	NA	0.06353	0.004812	0.02025	0.001007	NA	0.001503	NA	NA	0.0005718	NA	NA	0.06353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae>Oscillibacter"
"Symbiobacterium thermophilum"	"S"	2734	14	5	NA	2	NA	5	NA	NA	14	NA	NA	3	NA	0.008005	0.00401	NA	0.002015	NA	0.003757	NA	NA	0.008005	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae>Symbiobacterium"
"Syntrophomonas wolfei"	"S"	863	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	0.009882	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas"
"Syntrophothermus lipocalidus"	"S"	86170	2	1	NA	NA	NA	2	NA	NA	2	NA	NA	1	NA	0.001503	0.000802	NA	NA	NA	0.001503	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophothermus"
"Thermodesulfobium narugense"	"S"	184064	487	487	8	404	NA	302	NA	NA	NA	NA	NA	34	NA	0.4069	0.3906	0.162	0.4069	NA	0.2269	NA	NA	NA	NA	NA	0.048	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermodesulfobiaceae>Thermodesulfobium"
"Thermoanaerobacter italicus"	"S"	108150	32	32	1	27	NA	23	NA	NA	NA	NA	NA	1	NA	0.0272	0.02566	0.02025	0.0272	NA	0.01728	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Thermoanaerobacter kivui"	"S"	2325	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Ammonifex degensii"	"S"	42838	35	4	NA	4	NA	NA	NA	NA	35	NA	NA	7	NA	0.02001	0.003208	NA	0.004029	NA	NA	NA	NA	0.02001	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Ammonifex"
"Thermacetogenium phaeum"	"S"	85874	14	4	1	2	NA	14	NA	NA	5	NA	NA	9	NA	0.02025	0.003208	0.02025	0.002015	NA	0.01052	NA	NA	0.002859	NA	NA	0.01271	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermacetogenium"
"Caldanaerobacter subterraneus"	"S"	911092	21	4	NA	NA	NA	3	NA	NA	21	NA	NA	2	NA	0.01201	0.003208	NA	NA	NA	0.002254	NA	NA	0.01201	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Caldanaerobacter"
"Carboxydothermus hydrogenoformans"	"S"	129958	2	1	NA	1	NA	1	NA	NA	2	NA	NA	NA	NA	0.001144	0.000802	NA	0.001007	NA	0.0007514	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Carboxydothermus"
"Mahella australiensis"	"S"	252966	39	38	NA	39	NA	29	NA	NA	14	NA	NA	6	NA	0.03928	0.03048	NA	0.03928	NA	0.02179	NA	NA	0.008005	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;IV.&nbsp;Incertae&nbsp;Sedis>Mahella"
