"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Cupriavidus"	"G"	26386	202	31	4	17	NA	202	NA	NA	1	NA	NA	171	NA	0.1928	0.0158	0.05447	0.01069	NA	0.1068	NA	NA	0.0005618	NA	NA	0.1928	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MWH-UniP1 aquatic group"	"G"	26411	167	30	1	10	NA	167	NA	NA	1	NA	NA	112	NA	0.1263	0.01529	0.01362	0.006291	NA	0.08832	NA	NA	0.0005618	NA	NA	0.1263	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	130	27	1	13	NA	130	NA	NA	1	NA	NA	129	NA	0.1455	0.01376	0.01362	0.008178	NA	0.06875	NA	NA	0.0005618	NA	NA	0.1455	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herbaspirillum"	"G"	26397	149	27	4	14	NA	149	NA	NA	2	NA	NA	95	NA	0.1071	0.01376	0.05447	0.008807	NA	0.0788	NA	NA	0.001124	NA	NA	0.1071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	106	26	3	10	NA	106	NA	NA	NA	NA	NA	76	NA	0.08571	0.01325	0.04086	0.006291	NA	0.05606	NA	NA	NA	NA	NA	0.08571	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Janthinobacterium"	"G"	26403	158	24	NA	14	NA	158	NA	NA	1	NA	NA	96	NA	0.1083	0.01223	NA	0.008807	NA	0.08356	NA	NA	0.0005618	NA	NA	0.1083	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"GKS98 freshwater group"	"G"	26394	144	21	NA	7	NA	77	NA	NA	1	NA	NA	144	NA	0.1624	0.0107	NA	0.004404	NA	0.04072	NA	NA	0.0005618	NA	NA	0.1624	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	92	20	2	11	NA	92	NA	NA	NA	NA	NA	83	NA	0.0936	0.01019	0.02724	0.00692	NA	0.04866	NA	NA	NA	NA	NA	0.0936	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Roseateles"	"G"	26448	48	17	NA	10	NA	48	NA	NA	NA	NA	NA	46	NA	0.05188	0.008666	NA	0.006291	NA	0.02539	NA	NA	NA	NA	NA	0.05188	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herminiimonas"	"G"	26398	106	16	1	5	NA	106	NA	NA	NA	NA	NA	86	NA	0.09699	0.008156	0.01362	0.003146	NA	0.05606	NA	NA	NA	NA	NA	0.09699	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	26	14	2	4	NA	26	NA	NA	NA	NA	NA	26	NA	0.02932	0.007136	0.02724	0.002516	NA	0.01375	NA	NA	NA	NA	NA	0.02932	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	27	13	NA	8	NA	27	NA	NA	NA	NA	NA	24	NA	0.02707	0.006627	NA	0.005033	NA	0.01428	NA	NA	NA	NA	NA	0.02707	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	50	13	NA	3	NA	50	NA	NA	NA	NA	NA	42	NA	0.04737	0.006627	NA	0.001887	NA	0.02644	NA	NA	NA	NA	NA	0.04737	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	54	12	NA	5	NA	54	NA	NA	1	NA	NA	47	NA	0.053	0.006117	NA	0.003146	NA	0.02856	NA	NA	0.0005618	NA	NA	0.053	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	62	10	1	11	NA	62	NA	NA	NA	NA	NA	57	NA	0.06428	0.005097	0.01362	0.00692	NA	0.03279	NA	NA	NA	NA	NA	0.06428	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	42	10	2	5	NA	42	NA	NA	NA	NA	NA	31	NA	0.03496	0.005097	0.02724	0.003146	NA	0.02221	NA	NA	NA	NA	NA	0.03496	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xylophilus"	"G"	26466	46	9	NA	5	NA	46	NA	NA	NA	NA	NA	34	NA	0.03834	0.004588	NA	0.003146	NA	0.02433	NA	NA	NA	NA	NA	0.03834	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	17	8	NA	NA	NA	8	NA	NA	NA	NA	NA	17	NA	0.01917	0.004078	NA	NA	NA	0.004231	NA	NA	NA	NA	NA	0.01917	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"AAP99"	"G"	26353	11	8	NA	11	NA	8	NA	NA	NA	NA	NA	11	NA	0.01241	0.004078	NA	0.00692	NA	0.004231	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Collimonas"	"G"	26383	28	8	1	1	NA	28	NA	NA	2	NA	NA	17	NA	0.01917	0.004078	0.01362	0.0006291	NA	0.01481	NA	NA	0.001124	NA	NA	0.01917	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	42	7	1	4	NA	34	NA	NA	NA	NA	NA	42	NA	0.04737	0.003568	0.01362	0.002516	NA	0.01798	NA	NA	NA	NA	NA	0.04737	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	21	6	NA	3	1	11	NA	NA	NA	NA	NA	21	NA	0.6289	0.003058	NA	0.001887	0.6289	0.005818	NA	NA	NA	NA	NA	0.02368	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	17	6	NA	1	NA	17	NA	NA	NA	NA	NA	11	NA	0.01241	0.003058	NA	0.0006291	NA	0.008991	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Extensimonas"	"G"	26393	22	5	NA	1	NA	22	NA	NA	NA	NA	NA	14	NA	0.01579	0.002549	NA	0.0006291	NA	0.01164	NA	NA	NA	NA	NA	0.01579	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucibacter"	"G"	26430	25	4	1	3	NA	25	NA	NA	NA	NA	NA	18	NA	0.0203	0.002039	0.01362	0.001887	NA	0.01322	NA	NA	NA	NA	NA	0.0203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pandoraea"	"G"	26425	38	4	NA	1	NA	38	NA	NA	NA	NA	NA	21	NA	0.02368	0.002039	NA	0.0006291	NA	0.0201	NA	NA	NA	NA	NA	0.02368	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Malikia"	"G"	26413	21	4	2	NA	NA	21	NA	NA	NA	NA	NA	18	NA	0.02724	0.002039	0.02724	NA	NA	0.01111	NA	NA	NA	NA	NA	0.0203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	14	4	NA	1	NA	14	NA	NA	NA	NA	NA	10	NA	0.01128	0.002039	NA	0.0006291	NA	0.007404	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	27	3	NA	4	NA	27	NA	NA	NA	NA	NA	26	NA	0.02932	0.001529	NA	0.002516	NA	0.01428	NA	NA	NA	NA	NA	0.02932	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	5	3	NA	3	NA	4	NA	NA	NA	NA	NA	5	NA	0.005639	0.001529	NA	0.001887	NA	0.002116	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Polyangium] brachysporum group"	"G"	26469	6	3	NA	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.001529	NA	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verticia"	"G"	26464	28	3	NA	4	NA	11	NA	NA	NA	NA	NA	28	NA	0.03158	0.001529	NA	0.002516	NA	0.005818	NA	NA	NA	NA	NA	0.03158	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	9	2	NA	NA	NA	9	NA	NA	NA	NA	NA	7	NA	0.007894	0.001019	NA	NA	NA	0.00476	NA	NA	NA	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	8	2	NA	NA	NA	8	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	NA	NA	0.004231	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Corticibacter"	"G"	26385	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudacidovorax"	"G"	26438	41	2	1	NA	NA	41	NA	NA	1	NA	NA	17	NA	0.02168	0.001019	0.01362	NA	NA	0.02168	NA	NA	0.0005618	NA	NA	0.01917	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"s3t2d-1089"	"G"	26470	5	2	NA	NA	NA	5	NA	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	NA	NA	0.002644	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	10	2	NA	2	NA	10	NA	NA	NA	NA	NA	6	NA	0.006766	0.001019	NA	0.001258	NA	0.005289	NA	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kerstersia"	"G"	26404	6	2	NA	1	NA	6	NA	NA	NA	NA	NA	3	NA	0.003383	0.001019	NA	0.0006291	NA	0.003173	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Macromonas"	"G"	26412	29	2	NA	2	NA	29	NA	NA	1	NA	NA	20	NA	0.02255	0.001019	NA	0.001258	NA	0.01534	NA	NA	0.0005618	NA	NA	0.02255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidimonas"	"G"	26381	18	2	NA	NA	NA	10	NA	NA	NA	NA	NA	18	NA	0.0203	0.001019	NA	NA	NA	0.005289	NA	NA	NA	NA	NA	0.0203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	0.001887	NA	0.002116	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	12	1	NA	NA	NA	12	NA	NA	NA	NA	NA	10	NA	0.01128	0.0005097	NA	NA	NA	0.006347	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Castellaniella"	"G"	26382	15	1	NA	NA	NA	15	NA	NA	NA	NA	NA	11	NA	0.01241	0.0005097	NA	NA	NA	0.007933	NA	NA	NA	NA	NA	0.01241	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	7	1	NA	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.007894	0.0005097	NA	NA	NA	0.003173	NA	NA	NA	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	6	1	NA	NA	NA	3	NA	NA	NA	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelistega"	"G"	26432	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidimonas"	"G"	26458	10	1	NA	NA	NA	3	NA	NA	NA	NA	NA	10	NA	0.01128	0.0005097	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	0.01128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Advenella"	"G"	26357	9	1	NA	1	NA	9	NA	NA	NA	NA	NA	8	NA	0.009022	0.0005097	NA	0.0006291	NA	0.00476	NA	NA	NA	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Schlegelella"	"G"	26451	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parapusillimonas"	"G"	26428	8	1	NA	1	NA	6	NA	NA	NA	NA	NA	8	NA	0.009022	0.0005097	NA	0.0006291	NA	0.003173	NA	NA	NA	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	0.0006291	NA	0.002116	NA	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Eoetvoesia"	"G"	26392	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Actimicrobium"	"G"	26356	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Orrella"	"G"	26420	6	1	NA	2	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.0005097	NA	0.001258	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oligella"	"G"	26419	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	351	295	10	249	NA	222	NA	NA	5	NA	NA	351	NA	0.3958	0.1504	0.1362	0.1566	NA	0.1174	NA	NA	0.002809	NA	NA	0.3958	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	87	87	1	66	NA	15	NA	NA	NA	NA	NA	44	NA	0.04962	0.04435	0.01362	0.04152	NA	0.007933	NA	NA	NA	NA	NA	0.04962	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	86	86	1	71	NA	46	NA	NA	1	NA	NA	65	NA	0.0733	0.04384	0.01362	0.04467	NA	0.02433	NA	NA	0.0005618	NA	NA	0.0733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	38	38	NA	37	NA	11	NA	NA	2	NA	NA	18	NA	0.02328	0.01937	NA	0.02328	NA	0.005818	NA	NA	0.001124	NA	NA	0.0203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	73	19	NA	12	NA	60	NA	NA	NA	NA	NA	73	NA	0.08232	0.009685	NA	0.007549	NA	0.03173	NA	NA	NA	NA	NA	0.08232	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	29	16	NA	7	NA	29	NA	NA	NA	NA	NA	13	NA	0.01534	0.008156	NA	0.004404	NA	0.01534	NA	NA	NA	NA	NA	0.01466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	26	11	2	14	NA	26	NA	NA	NA	NA	NA	26	NA	0.02932	0.005607	0.02724	0.008807	NA	0.01375	NA	NA	NA	NA	NA	0.02932	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	13	10	1	NA	NA	6	NA	NA	1	NA	NA	13	NA	0.01466	0.005097	0.01362	NA	NA	0.003173	NA	NA	0.0005618	NA	NA	0.01466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	4	4	NA	4	NA	3	NA	NA	NA	NA	NA	4	NA	0.004511	0.002039	NA	0.002516	NA	0.001587	NA	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	18	3	NA	3	NA	5	NA	NA	NA	NA	NA	18	NA	0.0203	0.001529	NA	0.001887	NA	0.002644	NA	NA	NA	NA	NA	0.0203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	15	3	NA	7	NA	5	NA	NA	NA	NA	NA	15	NA	0.01692	0.001529	NA	0.004404	NA	0.002644	NA	NA	NA	NA	NA	0.01692	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	7	2	NA	7	NA	NA	NA	NA	1	NA	NA	3	NA	0.004404	0.001019	NA	0.004404	NA	NA	NA	NA	0.0005618	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorobacter"	"G"	26562	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azovibrio"	"G"	26559	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	12	1	NA	1	NA	3	NA	NA	NA	NA	NA	12	NA	0.01353	0.0005097	NA	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	0.01353	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.01362	0.0005097	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	9	1	1	NA	NA	1	NA	NA	NA	NA	NA	9	NA	0.01362	0.0005097	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.01015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	890	60	3	70	NA	633	NA	NA	9	NA	NA	890	NA	1.004	0.03058	0.04086	0.04404	NA	0.3348	NA	NA	0.005056	NA	NA	1.004	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	540	37	1	40	NA	384	NA	NA	5	NA	NA	540	NA	0.609	0.01886	0.01362	0.02516	NA	0.2031	NA	NA	0.002809	NA	NA	0.609	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	115	11	1	5	NA	74	NA	NA	2	NA	NA	115	NA	0.1297	0.005607	0.01362	0.003146	NA	0.03914	NA	NA	0.001124	NA	NA	0.1297	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	77	6	NA	12	NA	75	NA	NA	2	NA	NA	77	NA	0.08684	0.003058	NA	0.007549	NA	0.03967	NA	NA	0.001124	NA	NA	0.08684	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	23	2	NA	2	NA	13	NA	NA	NA	NA	NA	23	NA	0.02594	0.001019	NA	0.001258	NA	0.006875	NA	NA	NA	NA	NA	0.02594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	46	2	1	3	NA	27	NA	NA	NA	NA	NA	46	NA	0.05188	0.001019	0.01362	0.001887	NA	0.01428	NA	NA	NA	NA	NA	0.05188	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM2"	"G"	26518	14	1	NA	2	NA	5	NA	NA	NA	NA	NA	14	NA	0.01579	0.0005097	NA	0.001258	NA	0.002644	NA	NA	NA	NA	NA	0.01579	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	27	1	NA	4	NA	19	NA	NA	NA	NA	NA	27	NA	0.03045	0.0005097	NA	0.002516	NA	0.01005	NA	NA	NA	NA	NA	0.03045	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	116	36	NA	48	NA	89	NA	NA	NA	NA	NA	116	NA	0.1308	0.01835	NA	0.0302	NA	0.04707	NA	NA	NA	NA	NA	0.1308	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Nitrosomonas"	"G"	26546	29	14	NA	29	NA	11	NA	NA	NA	NA	NA	14	NA	0.01824	0.007136	NA	0.01824	NA	0.005818	NA	NA	NA	NA	NA	0.01579	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Ellin6067"	"G"	26542	34	13	NA	9	NA	34	NA	NA	NA	NA	NA	31	NA	0.03496	0.006627	NA	0.005662	NA	0.01798	NA	NA	NA	NA	NA	0.03496	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	52	6	NA	7	NA	26	NA	NA	NA	NA	NA	52	NA	0.05864	0.003058	NA	0.004404	NA	0.01375	NA	NA	NA	NA	NA	0.05864	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	8	2	NA	NA	NA	8	NA	NA	NA	NA	NA	8	NA	0.009022	0.001019	NA	NA	NA	0.004231	NA	NA	NA	NA	NA	0.009022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	4	1	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	NA	0.001587	NA	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
