	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Microbacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microbacteriaceae (uncultured)	0.0	5.0	23.0	2.0	12.0	0.0	1.0	13.0	0.0	9.0	17.0	7.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	29.0
Microbacterium	13.0	210.0	271.0	56.0	303.0	25.0	18.0	176.0	34.0	121.0	104.0	34.0	9.0	14.0	110.0	66.0	0.0	1.0	0.0	268.0
Microcella	0.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micrococcus	0.0	1.0	9.0	2.0	7.0	3.0	0.0	3.0	0.0	1.0	5.0	0.0	0.0	3.0	9.0	5.0	0.0	0.0	0.0	4.0
Microlunatus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonospora	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Micropepsaceae (uncultured)	0.0	1.0	4.0	14.0	17.0	7.0	6.0	15.0	7.0	2.0	5.0	0.0	76.0	5.0	11.0	15.0	0.0	0.0	0.0	0.0
Micropepsis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropruina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
Microscilla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microscillaceae (uncultured)	18.0	12.0	11.0	13.0	9.0	15.0	18.0	48.0	26.0	9.0	6.0	5.0	9.0	20.0	5.0	5.0	0.0	0.0	0.0	3.0
Microterricola	0.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microtrichaceae (uncultured)	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	28.0	5.0	0.0	0.0	0.0	0.0	0.0
Microvirga	0.0	1.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	18.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0
Microvirgula	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Midichloriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Milano-WF1B-03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitsuaria	2.0	1.0	0.0	7.0	0.0	2.0	1.0	3.0	5.0	7.0	4.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxellaceae (uncultured)	24.0	10.0	11.0	31.0	8.0	7.0	26.0	23.0	4.0	2.0	5.0	5.0	112.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0
Morganella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	5.0	3.0	0.0
Mucilaginibacter	15.0	10.0	0.0	6.0	9.0	6.0	5.0	2.0	13.0	4.0	2.0	0.0	2.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
Mucispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycetocola	0.0	4.0	5.0	2.0	8.0	1.0	0.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Mycobacterium	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myroides	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myxococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myxosarcina SAG 30.84	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS10 marine group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS4 marine group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS5 marine group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Naasia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nannocystaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Nannocystis	0.0	1.0	0.0	6.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
Nautella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Negativibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria	13.0	5.0	6.0	10.0	7.0	4.0	9.0	10.0	2.0	4.0	6.0	13.0	30.0	23.0	3.0	0.0	0.0	0.0	0.0	7.0
Neisseriaceae (uncultured)	10.0	0.0	3.0	1.0	3.0	12.0	8.0	3.0	21.0	3.0	1.0	0.0	53.0	7.0	10.0	27.0	0.0	0.0	0.0	0.0
Neorhizobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nevskia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niabella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Niastella	2.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Nibribacter	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nioella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitratifractor	0.0	0.0	0.0	1.0	0.0	1.0	5.0	1.0	3.0	0.0	0.0	0.0	1.0	3.0	7.0	5.0	0.0	0.0	0.0	0.0
Nitratireductor	0.0	3.0	0.0	3.0	4.0	0.0	0.0	3.0	4.0	1.0	2.0	6.0	14.0	4.0	2.0	5.0	0.0	0.0	0.0	0.0
Nitrincolaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitritalea	2.0	3.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0
Nitrosomonadaceae (uncultured)	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosomonas	4.0	5.0	2.0	7.0	0.0	2.0	4.0	7.0	3.0	2.0	2.0	2.0	26.0	58.0	2.0	0.0	0.0	0.0	0.0	0.0
Nitrosospira	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrospira	2.0	3.0	7.0	37.0	8.0	5.0	16.0	20.0	29.0	6.0	8.0	1.0	154.0	470.0	3.0	1.0	0.0	0.0	0.0	0.0
Nitrospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niveispirillum	0.0	12.0	5.0	0.0	32.0	0.0	1.0	84.0	4.0	20.0	8.0	9.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Nocardioidaceae (uncultured)	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nocardioides	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Nocardiopsis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Nodularia PCC-9350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nordella	2.0	4.0	6.0	8.0	30.0	1.0	3.0	19.0	7.0	6.0	13.0	7.0	51.0	18.0	9.0	12.0	0.0	0.0	0.0	0.0
Nostoc PCC-7107	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nostoc PCC-73102	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Novibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Noviherbaspirillum	57.0	23.0	33.0	55.0	17.0	37.0	38.0	36.0	44.0	37.0	56.0	46.0	21.0	65.0	22.0	35.0	0.0	0.0	0.0	15.0
Novispirillum	0.0	4.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Novosphingobium	107.0	132.0	281.0	260.0	442.0	122.0	193.0	269.0	193.0	150.0	250.0	265.0	1189.0	187.0	650.0	552.0	3.0	0.0	0.0	76.0
Nubsella	1.0	2.0	4.0	0.0	0.0	6.0	3.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OLB12	0.0	0.0	0.0	0.0	3.0	1.0	4.0	2.0	6.0	1.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
OLB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OLB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
OM27 clade	0.0	4.0	2.0	17.0	2.0	0.0	6.0	24.0	7.0	29.0	36.0	26.0	35.0	16.0	8.0	9.0	0.0	0.0	0.0	0.0
OM43 clade	21.0	4.0	16.0	11.0	3.0	11.0	6.0	14.0	3.0	8.0	12.0	18.0	22.0	7.0	1.0	0.0	0.0	0.0	0.0	12.0
OM60(NOR5) clade	1.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0
Oceanibulbus	0.0	3.0	16.0	9.0	11.0	2.0	8.0	23.0	3.0	8.0	16.0	35.0	22.0	18.0	36.0	28.0	0.0	0.0	0.0	0.0
Oceanicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oceanicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oceaniovalibus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oceanobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Oceanobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ochrobactrum	2.0	3.0	3.0	9.0	1.0	2.0	4.0	5.0	3.0	0.0	1.0	0.0	32.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0
Octadecabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Odoribacter	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ohtaekwangia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oleiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oligella	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Oligoflexaceae (uncultured)	1.0	5.0	0.0	4.0	6.0	1.0	7.0	18.0	10.0	4.0	10.0	0.0	41.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0
Oligoflexus	1.0	2.0	2.0	5.0	6.0	6.0	12.0	6.0	9.0	2.0	7.0	0.0	75.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Opitutaceae (uncultured)	2.0	0.0	2.0	2.0	1.0	5.0	7.0	7.0	13.0	3.0	3.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Opitutus	2.0	5.0	6.0	21.0	3.0	15.0	18.0	36.0	21.0	34.0	16.0	5.0	41.0	3.0	4.0	0.0	0.0	0.0	0.0	7.0
Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ornithinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orrella	4.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Oryzihumus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillatoria PCC-6304	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ottowia	46.0	53.0	74.0	63.0	41.0	40.0	44.0	51.0	36.0	86.0	90.0	128.0	19.0	36.0	12.0	32.0	0.0	0.0	0.0	25.0
Oxalicibacterium	3.0	2.0	1.0	8.0	0.0	2.0	5.0	3.0	7.0	3.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Oxalobacter	5.0	2.0	0.0	11.0	0.0	0.0	4.0	2.0	5.0	3.0	3.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	13.0
Oxobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P3OB-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAUC26f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PMMR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenalcaligenes	1.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Paenarthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenibacillus	3.0	5.0	7.0	2.0	6.0	0.0	1.0	41.0	5.0	9.0	7.0	9.0	0.0	4.0	2.0	0.0	0.0	3.0	2.0	26.0
Paeniclostridium	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Paeniglutamicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenirhodobacter	0.0	0.0	0.0	0.0	7.0	0.0	3.0	1.0	0.0	0.0	4.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0
Paenisporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pajaroellobacter	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	5.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
Paludibacter	6.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	3.0	4.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Paludibacteraceae (uncultured)	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Paludibacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paludibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
Paludisphaera	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Panacagrimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pandoraea	8.0	1.0	2.0	9.0	4.0	3.0	3.0	7.0	6.0	9.0	6.0	6.0	5.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Pantoea	5.0	9.0	11.0	6.0	1.0	0.0	6.0	9.0	3.0	0.0	2.0	0.0	3.0	5.0	1.0	0.0	68.0	55.0	64.0	40.0
Papillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Parablastomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paracaedibacteraceae (uncultured)	46.0	16.0	8.0	52.0	27.0	38.0	108.0	59.0	125.0	34.0	41.0	7.0	100.0	44.0	10.0	11.0	0.0	0.0	0.0	0.0
Paraclostridium	0.0	1.0	0.0	7.0	11.0	0.0	0.0	22.0	0.0	11.0	8.0	2.0	0.0	6.0	7.0	6.0	0.0	0.0	0.0	63.0
Paracoccus	48.0	73.0	209.0	227.0	374.0	52.0	121.0	305.0	56.0	138.0	205.0	295.0	476.0	261.0	349.0	316.0	0.0	1.0	0.0	19.0
Parafrigoribacterium	0.0	0.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Paralcaligenes	0.0	1.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Paraperlucidibaca	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parapusillimonas	9.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0	1.0	2.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
Pararhodospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parasegetibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parasphingopyxis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parasutterella	27.0	7.0	11.0	27.0	7.0	7.0	16.0	13.0	28.0	16.0	14.0	17.0	15.0	32.0	5.0	3.0	0.0	0.0	0.0	7.0
Parvibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Patulibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paucibacter	16.0	10.0	17.0	22.0	11.0	14.0	10.0	17.0	21.0	15.0	10.0	22.0	13.0	16.0	3.0	0.0	0.0	0.0	0.0	8.0
Paucimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pectobacterium	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	8.0	0.0
Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Pedobacter	25.0	12.0	3.0	11.0	10.0	30.0	19.0	6.0	31.0	5.0	7.0	2.0	7.0	29.0	14.0	21.0	0.0	0.0	0.0	7.0
Pedomicrobium	1.0	4.0	11.0	20.0	19.0	0.0	7.0	17.0	4.0	5.0	4.0	7.0	49.0	31.0	8.0	0.0	0.0	0.0	0.0	0.0
Pelagibaca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelagibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Pelagicoccus	2.0	1.0	9.0	7.0	1.0	2.0	13.0	10.0	13.0	7.0	5.0	19.0	17.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0
Pelagicola	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelistega	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelomonas	264.0	345.0	349.0	400.0	244.0	238.0	367.0	430.0	322.0	520.0	493.0	634.0	116.0	200.0	106.0	165.0	1.0	0.0	1.0	173.0
Pelosinus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoclostridium	0.0	0.0	4.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
Peptococcaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
