	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Clostridiaceae&nbsp;1 (uncultured)	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridioides	0.0	2.0	2.0	2.0	5.0	0.0	0.0	11.0	2.0	4.0	1.0	5.0	1.0	5.0	3.0	2.0	0.0	0.0	0.0	44.0
Clostridium sensu stricto 1	22.0	14.0	11.0	9.0	59.0	24.0	14.0	75.0	17.0	53.0	63.0	21.0	13.0	45.0	43.0	68.0	0.0	0.0	0.0	28.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	2.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	6.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
Clostridium sensu stricto 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	4.0	0.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohaesibacter	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coleofasciculus PCC-7420	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	27.0	8.0	14.0	20.0	2.0	17.0	31.0	12.0	15.0	25.0	27.0	24.0	11.0	18.0	11.0	33.0	0.0	0.0	0.0	6.0
Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonas	1362.0	1337.0	1410.0	1973.0	1105.0	1068.0	1712.0	1711.0	1478.0	2142.0	2125.0	2542.0	503.0	977.0	465.0	915.0	2.0	5.0	3.0	710.0
Conexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 2	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coraliomargarita	0.0	0.0	0.0	10.0	0.0	4.0	3.0	10.0	3.0	19.0	11.0	0.0	9.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0
Corticibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium 1	0.0	4.0	2.0	4.0	0.0	0.0	0.0	3.0	0.0	5.0	1.0	0.0	0.0	3.0	9.0	5.0	0.0	0.0	0.0	0.0
Coxiella	3.0	2.0	4.0	2.0	1.0	1.0	3.0	5.0	1.0	6.0	4.0	0.0	27.0	9.0	3.0	4.0	0.0	0.0	0.0	0.0
Crassaminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crinalium SAG 22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomicaceae (uncultured)	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomix	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	4.0	0.0
Cryobacterium	1.0	3.0	5.0	1.0	15.0	0.0	3.0	7.0	0.0	2.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0
Cryocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryomorphaceae (uncultured)	3.0	3.0	12.0	1.0	0.0	3.0	3.0	7.0	3.0	4.0	6.0	0.0	3.0	2.0	69.0	28.0	0.0	0.0	0.0	0.0
Cupriavidus	92.0	52.0	59.0	93.0	33.0	85.0	97.0	66.0	75.0	74.0	76.0	84.0	49.0	108.0	18.0	30.0	0.0	0.0	0.0	84.0
Curtobacterium	5.0	15.0	26.0	3.0	34.0	0.0	4.0	11.0	1.0	10.0	7.0	3.0	4.0	1.0	12.0	14.0	0.0	0.0	0.0	22.0
Curvibacter	70.0	67.0	108.0	105.0	44.0	64.0	77.0	95.0	70.0	104.0	125.0	166.0	34.0	47.0	26.0	48.0	0.0	0.0	0.0	49.0
Cutibacterium	0.0	4.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0
Cyanobacterium PCC-10605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobium PCC-6307	1.0	0.0	3.0	0.0	0.0	1.0	0.0	15.0	0.0	16.0	30.0	0.0	0.0	0.0	115.0	123.0	0.0	0.0	0.0	0.0
Cyclobacteriaceae (uncultured)	6.0	3.0	0.0	0.0	4.0	9.0	4.0	1.0	6.0	4.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Cyclobacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	13.0	2.0	1.0	4.0	4.0	24.0	6.0	7.0	14.0	2.0	1.0	0.0	6.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0
DBS1	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	7.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DMER64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSD61	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSF69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dactylococcopsis PCC-8305	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	1.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechloromonas	29.0	20.0	28.0	67.0	16.0	15.0	29.0	29.0	61.0	27.0	25.0	15.0	381.0	869.0	10.0	11.0	0.0	0.0	0.0	7.0
Dechlorosoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Deefgea	2.0	5.0	9.0	11.0	6.0	8.0	18.0	24.0	6.0	5.0	10.0	1.0	70.0	4.0	1.0	0.0	0.0	0.0	0.0	90.0
Defluviicoccus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Defluviimonas	1.0	5.0	21.0	15.0	40.0	4.0	8.0	27.0	0.0	15.0	17.0	33.0	30.0	24.0	20.0	15.0	0.0	0.0	0.0	4.0
Deinococcus	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Delftia	480.0	536.0	716.0	745.0	438.0	446.0	582.0	685.0	517.0	881.0	842.0	1214.0	169.0	364.0	206.0	367.0	1.0	0.0	0.0	261.0
Demequina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	8.0	8.0	9.0	40.0	8.0	4.0	13.0	14.0	57.0	16.0	17.0	11.0	22.0	51.0	3.0	5.0	0.0	0.0	0.0	3.0
Denitromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Derxia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desemzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfarculaceae (uncultured)	0.0	1.0	0.0	7.0	0.0	0.0	3.0	2.0	3.0	1.0	0.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Desulfatiglans	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	0.0	0.0	14.0	0.0	0.0	1.0	4.0	4.0	1.0	1.0	6.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfofaba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	2.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhopalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	1.0	1.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	1.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromusa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosia	12.0	19.0	44.0	84.0	68.0	16.0	50.0	69.0	16.0	29.0	27.0	18.0	224.0	65.0	28.0	14.0	0.0	0.0	0.0	0.0
Devosiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Dialister	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	197.0	147.0	175.0	352.0	126.0	146.0	246.0	202.0	192.0	196.0	167.0	310.0	90.0	177.0	49.0	67.0	1.0	0.0	0.0	83.0
Dichotomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dickeya	3.0	8.0	0.0	3.0	1.0	0.0	3.0	11.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	5.0	41.0
Dinghuibacter	38.0	7.0	17.0	10.0	15.0	24.0	33.0	42.0	85.0	140.0	262.0	62.0	4.0	19.0	260.0	213.0	0.0	0.0	0.0	60.0
Dinoroseobacter	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Diplorickettsia	0.0	2.0	0.0	2.0	1.0	0.0	0.0	7.0	0.0	5.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
Diplorickettsiaceae (uncultured)	21.0	7.0	5.0	35.0	3.0	10.0	14.0	19.0	20.0	17.0	10.0	3.0	105.0	32.0	18.0	7.0	0.0	0.0	0.0	11.0
Diplosphaera	2.0	3.0	0.0	0.0	2.0	5.0	3.0	5.0	5.0	14.0	8.0	4.0	9.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	0.0	1.0	0.0	18.0	0.0	1.0	5.0	0.0	5.0	0.0	0.0	0.0	4.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Donghicola	0.0	0.0	0.0	2.0	5.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	0.0	5.0	5.0	6.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	22.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
Dorea	2.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	56.0	22.0	30.0	55.0	15.0	38.0	25.0	38.0	33.0	23.0	26.0	10.0	18.0	37.0	14.0	6.0	0.0	0.0	0.0	13.0
Dyadobacter	11.0	6.0	11.0	3.0	8.0	11.0	6.0	1.0	11.0	1.0	3.0	0.0	4.0	5.0	6.0	0.0	0.0	0.0	0.0	4.0
Dyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonadaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospiraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	8.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	3.0	3.0	8.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6055	3.0	2.0	0.0	4.0	4.0	2.0	2.0	3.0	3.0	2.0	6.0	7.0	25.0	1.0	10.0	7.0	0.0	0.0	0.0	0.0
Ellin6067	8.0	28.0	11.0	69.0	21.0	3.0	22.0	43.0	68.0	45.0	28.0	12.0	24.0	45.0	8.0	7.0	0.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emticicia	6.0	3.0	0.0	0.0	0.0	6.0	3.0	0.0	10.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Endozoicomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ensifer	2.0	3.0	0.0	15.0	4.0	2.0	7.0	2.0	5.0	3.0	5.0	4.0	35.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Enterobacter	22.0	14.0	18.0	19.0	1.0	7.0	10.0	13.0	13.0	4.0	1.0	3.0	39.0	23.0	7.0	8.0	584.0	576.0	634.0	34.0
Enterobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	3.0	5.0	7.0	2.0	2.0	4.0	3.0	5.0	0.0	3.0	3.0	2.0	2.0	9.0	4.0	7.0	939.0	698.0	895.0	0.0
Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eoetvoesia	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epulopiscium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	3.0	3.0	6.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	8.0	9.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	7.0	10.0	28.0	12.0	30.0	12.0	11.0	16.0	25.0	9.0	17.0	29.0	76.0	17.0	25.0	39.0	0.0	0.0	0.0	5.0
Escherichia-Shigella	218.0	149.0	203.0	199.0	55.0	97.0	148.0	139.0	93.0	54.0	46.0	76.0	263.0	211.0	67.0	48.0	16975.0	17498.0	16163.0	399.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Extensimonas	6.0	1.0	0.0	5.0	1.0	4.0	9.0	6.0	3.0	8.0	6.0	8.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	65.0	4.0	12.0	166.0	9.0	35.0	41.0	6.0	19.0	6.0	6.0	0.0	116.0	58.0	8.0	10.0	1.0	0.0	0.0	148.0
Falsirhodobacter	2.0	9.0	30.0	13.0	49.0	8.0	10.0	54.0	3.0	17.0	34.0	32.0	58.0	12.0	57.0	52.0	0.0	0.0	0.0	3.0
Falsochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family&nbsp;XVIII (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	22.0	85.0	0.0	0.0	0.0	0.0	0.0	4.0
Ferritrophicum	6.0	1.0	3.0	10.0	3.0	4.0	2.0	7.0	4.0	4.0	7.0	4.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	13.0	11.0	2.0	8.0	6.0	10.0	28.0	4.0	42.0	8.0	8.0	18.0	14.0	154.0	7.0	5.0	0.0	0.0	0.0	8.0
Fibrella	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
