"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Anoxybacillus flavithermus"	"S"	33934	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Lentibacillus"	"G"	175304	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus amyloliquefaciens"	"S"	1472767	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lentibacillus"
"Paraliobacillus"	"G"	200903	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Paraliobacillus sp. X-1125"	"S"	2213194	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Paraliobacillus"
"Lysinibacillus"	"G"	400634	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lysinibacillus sp. YS11"	"S"	2072025	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Terribacillus"	"G"	459532	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus aidingensis"	"S"	586416	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Terribacillus"
"Listeriaceae"	"F"	186820	15586	15586	12.31	12.31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1637	15586	15586	12.31	12.31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Listeria monocytogenes"	"S"	1639	15364	15364	12.14	12.14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria monocytogenes FSL J1-208"	"-"	393119	1092	1092	0.8628	0.8628	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes J1816"	"-"	930781	245	245	0.1936	0.1936	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 4b"	"-"	2065118	114	114	0.09007	0.09007	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 4b str. CLIP 80459"	"-"	568819	12	12	0.009481	0.009481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;4b"
"Listeria monocytogenes serotype 4b str. F2365"	"-"	265669	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;4b"
"Listeria monocytogenes serotype 4b str. 81-0861"	"-"	1196161	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;4b"
"Listeria monocytogenes serotype 4b str. 81-0558"	"-"	1196159	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;4b"
"Listeria monocytogenes serotype 4b str. 81-0592"	"-"	1196160	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;4b"
"Listeria monocytogenes SLCC2540"	"-"	879089	79	79	0.06242	0.06242	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes 07PF0776"	"-"	1126011	55	55	0.04346	0.04346	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC7179"	"-"	879090	38	38	0.03002	0.03002	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes Finland 1998"	"-"	393127	34	34	0.02686	0.02686	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 7 str. SLCC2482"	"-"	863767	31	31	0.02449	0.02449	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes FSL R2-561"	"-"	393126	27	27	0.02133	0.02133	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes str. Scott A"	"-"	1027396	26	26	0.02054	0.02054	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes WSLC1042"	"-"	1457188	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2755"	"-"	932919	16	16	0.01264	0.01264	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes EGD-e"	"-"	169963	15	15	0.01185	0.01185	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes WSLC1001"	"-"	1457187	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 1/2b"	"-"	2291966	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes ATCC 19117"	"-"	882095	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes L312"	"-"	882094	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 1/2a"	"-"	1906951	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 1/2a str. 10-0819"	"-"	1386004	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes>Listeria&nbsp;monocytogenes&nbsp;serotype&nbsp;1/2a"
"Listeria monocytogenes HCC23"	"-"	552536	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes J1-220"	"-"	930782	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2376"	"-"	882097	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes L99"	"-"	563174	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes J0161"	"-"	393130	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC5850"	"-"	882096	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2372"	"-"	932920	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes 6179"	"-"	1288295	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes 10403S"	"-"	393133	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2479"	"-"	882020	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria innocua"	"S"	1642	12	12	0.009481	0.009481	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria innocua Clip11262"	"-"	272626	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;innocua"
"Listeria innocua FSL J1-023"	"-"	702455	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;innocua"
"Listeria ivanovii"	"S"	1638	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria ivanovii subsp. londoniensis"	"-"	202752	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;ivanovii"
"Listeria welshimeri"	"S"	1643	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria seeligeri"	"S"	1640	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria seeligeri serovar 1/2b str. SLCC3954"	"-"	683837	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;seeligeri"
"Staphylococcaceae"	"F"	90964	14945	14945	11.81	11.81	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1279	14939	14939	11.8	11.8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Staphylococcus aureus"	"S"	1280	14786	14786	11.68	11.68	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus aureus subsp. aureus"	"-"	46170	2055	2055	1.624	1.624	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus subsp. aureus JKD6159"	"-"	869816	381	381	0.301	0.301	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus Tager 104"	"-"	1381115	251	251	0.1983	0.1983	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus LGA251"	"-"	985006	146	146	0.1154	0.1154	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ST772-MRSA-V"	"-"	1343064	100	100	0.07901	0.07901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus TCH60"	"-"	548473	47	47	0.03713	0.03713	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus M013"	"-"	1118959	39	39	0.03081	0.03081	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus 6850"	"-"	1392476	30	30	0.0237	0.0237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus T0131"	"-"	1006543	28	28	0.02212	0.02212	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ED133"	"-"	685039	28	28	0.02212	0.02212	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ST398"	"-"	523796	28	28	0.02212	0.02212	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus 71193"	"-"	1155084	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus&nbsp;ST398"
"Staphylococcus aureus subsp. aureus ST228"	"-"	1074919	24	24	0.01896	0.01896	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus str. JKD6008"	"-"	546342	22	22	0.01738	0.01738	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus 55/2053"	"-"	585143	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ECT-R 2"	"-"	889933	11	11	0.008691	0.008691	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus MN8"	"-"	548470	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus Z172"	"-"	1406863	9	9	0.007111	0.007111	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus SA268"	"-"	1368166	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus 11819-97"	"-"	1123523	8	8	0.006321	0.006321	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ST72"	"-"	1196216	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus CN1"	"-"	1193576	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus&nbsp;ST72"
"Staphylococcus aureus subsp. aureus DSM 20231"	"-"	1241616	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus USA300"	"-"	367830	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus USA300_TCH1516"	"-"	451516	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus&nbsp;USA300"
"Staphylococcus aureus subsp. aureus VC40"	"-"	1028799	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus TW20"	"-"	663951	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus NCTC 8325"	"-"	93061	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus MRSA252"	"-"	282458	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ED98"	"-"	681288	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus COL"	"-"	93062	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus HO 5096 0412"	"-"	1074252	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus JH9"	"-"	359786	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus Mu50"	"-"	158878	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus O46"	"-"	948563	58	58	0.04583	0.04583	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus 08BA02176"	"-"	1229492	23	23	0.01817	0.01817	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus RF122"	"-"	273036	20	20	0.0158	0.0158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus CA-347"	"-"	1323661	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus M1"	"-"	1305598	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus 04-02981"	"-"	703339	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus aureus USA300-ISMMS1"	"-"	1458279	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus saprophyticus"	"S"	29385	6	6	0.004741	0.004741	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
