"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads.."	"lineage"
"uncultured"	"G"	26525	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylovorus"	"G"	26522	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Hydrogenophilaceae"	"F"	26503	68	68	0.05373	0.05373	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	41	41	0.03239	0.03239	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Thiobacillus"	"G"	26509	16	16	0.01264	0.01264	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Tepidiphilus"	"G"	26508	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Hydrogenophilus"	"G"	26505	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Spirillum"	"G"	26506	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Sulfuritortus"	"G"	26507	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"SC-I-84"	"F"	26582	66	66	0.05215	0.05215	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"TRA3-20"	"F"	26589	37	37	0.02923	0.02923	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionellaceae"	"F"	26497	29	29	0.02291	0.02291	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionella"	"G"	26500	18	18	0.01422	0.01422	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Candidatus Nitrotoga"	"G"	26498	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Sideroxydans"	"G"	26501	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Ferriphaselus"	"G"	26499	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Sulfuricellaceae"	"F"	26583	21	21	0.01659	0.01659	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Sulfuriferula"	"G"	26586	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Ferritrophicum"	"G"	26584	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfurirhabdus"	"G"	26587	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuricella"	"G"	26585	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"EC94"	"F"	26494	17	17	0.01343	0.01343	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chromobacteriaceae"	"F"	26486	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chromobacterium"	"G"	26488	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Aquitalea"	"G"	26487	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Vogesella"	"G"	26493	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Crenobacter"	"G"	26489	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Paludibacterium"	"G"	26491	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Ferrovaceae"	"F"	26495	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferrovum"	"G"	26496	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Ferrovaceae"
"Chitinimonadaceae"	"F"	26483	13	13	0.01027	0.01027	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonas"	"G"	26484	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinivorax"	"G"	26485	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"B1-7BS"	"F"	26348	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Aquaspirillaceae"	"F"	26343	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Aquaspirillum"	"G"	26344	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Laribacter"	"G"	26345	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"T34"	"F"	26588	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinibacteraceae"	"F"	26472	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Iodobacter"	"G"	26480	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitinilyticum"	"G"	26476	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"A21b"	"F"	26342	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Procabacteriaceae"	"F"	26553	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Procabacter"	"G"	26554	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Procabacteriaceae"
"Betaproteobacteriales Incertae Sedis"	"F"	26349	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"2013Ark19i"	"G"	26350	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Betaproteobacteriales&nbsp;Incertae&nbsp;Sedis"
"Candidatus Branchiomonas"	"G"	26351	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Betaproteobacteriales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"F"	26590	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Leeiaceae"	"F"	26512	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Leeia"	"G"	26513	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Leeiaceae"
"Enterobacteriales"	"O"	3468	5394	5394	4.262	4.262	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Enterobacteriaceae"	"F"	3469	5394	5394	4.262	4.262	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales"
"Escherichia-Shigella"	"G"	3504	1422	1422	1.124	1.124	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacter"	"G"	3502	830	830	0.6558	0.6558	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Klebsiella"	"G"	3507	477	477	0.3769	0.3769	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Serratia"	"G"	3523	448	448	0.354	0.354	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pantoea"	"G"	3513	199	199	0.1572	0.1572	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buchnera"	"G"	3473	178	178	0.1406	0.1406	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Citrobacter"	"G"	3497	102	102	0.08059	0.08059	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Arsenophonus"	"G"	3470	68	68	0.05373	0.05373	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts2"	"G"	14647	65	65	0.05136	0.05136	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Providencia"	"G"	3519	60	60	0.04741	0.04741	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Salmonella"	"G"	3522	57	57	0.04504	0.04504	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Proteus"	"G"	3518	49	49	0.03871	0.03871	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Morganella"	"G"	3512	49	49	0.03871	0.03871	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Dickeya"	"G"	3500	42	42	0.03318	0.03318	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Sodalis"	"G"	3525	41	41	0.03239	0.03239	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Blochmannia"	"G"	3478	41	41	0.03239	0.03239	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Yersinia"	"G"	3531	34	34	0.02686	0.02686	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Kosakonia"	"G"	14637	33	33	0.02607	0.02607	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Curculioniphilus"	"G"	3480	30	30	0.0237	0.0237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rahnella"	"G"	3520	29	29	0.02291	0.02291	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Erwinia"	"G"	3503	29	29	0.02291	0.02291	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pectobacterium"	"G"	3514	28	28	0.02212	0.02212	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Baumannia"	"G"	3476	24	24	0.01896	0.01896	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cronobacter"	"G"	3499	24	24	0.01896	0.01896	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Xenorhabdus"	"G"	3530	22	22	0.01738	0.01738	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts3"	"G"	14648	19	19	0.01501	0.01501	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Plesiomonas"	"G"	3516	18	18	0.01422	0.01422	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Photorhabdus"	"G"	3515	17	17	0.01343	0.01343	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Shimwellia"	"G"	3524	15	15	0.01185	0.01185	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts8"	"G"	14653	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Hafnia-Obesumbacterium"	"G"	14636	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3534	13	13	0.01027	0.01027	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Raoultella"	"G"	3521	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Izhakiella"	"G"	26647	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Kluyvera"	"G"	3508	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Hamiltonella"	"G"	3481	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts4"	"G"	14649	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Annandia"	"G"	14630	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Purcelliella"	"G"	3487	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Benitsuchiphilus"	"G"	3477	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Brenneria"	"G"	3472	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Trabulsiella"	"G"	3528	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Riesia"	"G"	3489	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Ishikawaella"	"G"	3482	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lelliottia"	"G"	14638	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts11"	"G"	26651	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Rosenkranzia"	"G"	3490	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Westeberhardia"	"G"	14633	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pluralibacter"	"G"	14641	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Wigglesworthia"	"G"	3529	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Puchtella"	"G"	3486	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts6"	"G"	14651	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Stammerula"	"G"	3492	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rosenbergiella"	"G"	14643	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Yokenella"	"G"	3532	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts1"	"G"	14646	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Edwardsiella"	"G"	3501	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Atlantibacter"	"G"	26644	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lonsdalea"	"G"	3510	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Franconibacter"	"G"	26646	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Moranella"	"G"	3484	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacillus"	"G"	26645	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts5"	"G"	14650	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Mangrovibacter"	"G"	14639	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts7"	"G"	14652	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Schneideria"	"G"	3491	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Ecksteinia"	"G"	14631	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cedecea"	"G"	3496	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Gibbsiella"	"G"	14635	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Budvicia"	"G"	3474	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Regiella"	"G"	3488	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Siccibacter"	"G"	26649	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Tatumella"	"G"	3526	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pragia"	"G"	3517	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Vibrionales"	"O"	3775	755	755	0.5965	0.5965	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	755	755	0.5965	0.5965	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	717	717	0.5665	0.5665	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Photobacterium"	"G"	3781	22	22	0.01738	0.01738	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Salinivibrio"	"G"	3782	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"uncultured"	"G"	3784	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio"	"G"	3777	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Catenococcus"	"G"	3778	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Enterovibrio"	"G"	3779	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Grimontia"	"G"	3780	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Alteromonadales"	"O"	3333	464	464	0.3666	0.3666	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudoalteromonadaceae"	"F"	3392	159	159	0.1256	0.1256	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	3394	159	159	0.1256	0.1256	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Alteromonadaceae"	"F"	3334	117	117	0.09244	0.09244	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonas"	"G"	3339	88	88	0.06953	0.06953	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Rheinheimera"	"G"	26307	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Glaciecola"	"G"	3352	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Salinimonas"	"G"	3369	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"uncultured"	"G"	3375	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Paraglaciecola"	"G"	11504	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Neiella"	"G"	3360	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Aliiglaciecola"	"G"	11503	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Shewanellaceae"	"F"	3399	66	66	0.05215	0.05215	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	3400	60	60	0.04741	0.04741	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Ferrimonas"	"G"	26319	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Marinobacteraceae"	"F"	26313	57	57	0.04504	0.04504	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Marinobacter"	"G"	26314	57	57	0.04504	0.04504	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Marinobacteraceae"
"Colwelliaceae"	"F"	3378	32	32	0.02528	0.02528	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	28	28	0.02212	0.02212	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"uncultured"	"G"	3381	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Thalassotalea"	"G"	11506	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Psychromonadaceae"	"F"	3397	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Psychromonas"	"G"	3398	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Agarivorans"	"G"	26316	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Idiomarinaceae"	"F"	3385	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Idiomarina"	"G"	3387	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Aliidiomarina"	"G"	3386	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Moritellaceae"	"F"	3388	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Moritella"	"G"	3389	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"uncultured"	"G"	26315	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Xanthomonadales"	"O"	3786	444	444	0.3508	0.3508	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Xanthomonadaceae"	"F"	3799	420	420	0.3318	0.3318	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Stenotrophomonas"	"G"	3818	343	343	0.271	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Lysobacter"	"G"	3809	19	19	0.01501	0.01501	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Arenimonas"	"G"	3801	18	18	0.01422	0.01422	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xanthomonas"	"G"	3822	10	10	0.007901	0.007901	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
