"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Rhizosoleniales"	"O"	33844	7	5	NA	7	NA	3	NA	NA	NA	NA	NA	1	NA	0.00498	0.002905	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae"
"Rhizosoleniaceae"	"F"	33845	7	5	NA	7	NA	3	NA	NA	NA	NA	NA	1	NA	0.00498	0.002905	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae>Rhizosoleniales"
"Rhizosolenia"	"G"	3004	4	4	NA	4	NA	3	NA	NA	NA	NA	NA	1	NA	0.002846	0.002324	NA	0.002846	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae>Rhizosoleniales>Rhizosoleniaceae"
"Rhizosolenia setigera"	"S"	3005	4	4	NA	4	NA	3	NA	NA	NA	NA	NA	1	NA	0.002846	0.002324	NA	0.002846	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae>Rhizosoleniales>Rhizosoleniaceae>Rhizosolenia"
"Proboscia"	"G"	216776	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002134	0.000581	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae>Rhizosoleniales>Rhizosoleniaceae"
"Proboscia indica"	"S"	265616	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Rhizosoleniophycidae>Rhizosoleniales>Rhizosoleniaceae>Proboscia"
"Corethrophycidae"	"-"	420268	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae"
"Corethrales"	"O"	420269	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Corethrophycidae"
"Corethraceae"	"F"	49241	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Corethrophycidae>Corethrales"
"Corethron"	"G"	49242	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Corethrophycidae>Corethrales>Corethraceae"
"Corethron pennatum"	"S"	218684	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001423	0.000581	NA	0.001423	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Coscinodiscophyceae>Corethrophycidae>Corethrales>Corethraceae>Corethron"
"environmental samples"	"-"	33858	878	878	14	819	NA	537	NA	NA	NA	NA	NA	40	NA	0.5826	0.5101	0.2491	0.5826	NA	0.3176	NA	NA	NA	NA	NA	0.04981	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta"
"uncultured diatom"	"S"	137771	878	878	14	819	NA	537	NA	NA	NA	NA	NA	40	NA	0.5826	0.5101	0.2491	0.5826	NA	0.3176	NA	NA	NA	NA	NA	0.04981	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>environmental&nbsp;samples"
"Bacillariophyceae"	"C"	33849	383	383	10	276	NA	316	NA	1	2	NA	NA	49	NA	4.167	0.2225	0.1779	0.1963	NA	0.1869	NA	4.167	0.001181	NA	NA	0.06102	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta"
"Bacillariophycidae"	"-"	33850	383	383	10	276	NA	316	NA	1	2	NA	NA	49	NA	4.167	0.2225	0.1779	0.1963	NA	0.1869	NA	4.167	0.001181	NA	NA	0.06102	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae"
"Surirellales"	"O"	216751	196	196	7	126	NA	159	NA	NA	2	NA	NA	41	NA	0.1246	0.1139	0.1246	0.08964	NA	0.09404	NA	NA	0.001181	NA	NA	0.05106	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Surirellaceae"	"F"	216752	196	196	7	126	NA	159	NA	NA	2	NA	NA	41	NA	0.1246	0.1139	0.1246	0.08964	NA	0.09404	NA	NA	0.001181	NA	NA	0.05106	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Surirellales"
"Cymatopleura"	"G"	303461	196	196	7	126	NA	159	NA	NA	2	NA	NA	41	NA	0.1246	0.1139	0.1246	0.08964	NA	0.09404	NA	NA	0.001181	NA	NA	0.05106	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Surirellales>Surirellaceae"
"Cymatopleura solea"	"S"	538921	196	196	7	126	NA	159	NA	NA	2	NA	NA	41	NA	0.1246	0.1139	0.1246	0.08964	NA	0.09404	NA	NA	0.001181	NA	NA	0.05106	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Surirellales>Surirellaceae>Cymatopleura"
"Naviculales"	"O"	38748	77	61	NA	59	NA	77	NA	1	NA	NA	NA	5	NA	4.167	0.03544	NA	0.04197	NA	0.04554	NA	4.167	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Naviculaceae"	"F"	67474	62	41	NA	40	NA	62	NA	NA	NA	NA	NA	5	NA	0.03667	0.02382	NA	0.02846	NA	0.03667	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Haslea"	"G"	67475	27	25	NA	27	NA	24	NA	NA	NA	NA	NA	2	NA	0.01921	0.01452	NA	0.01921	NA	0.0142	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae"
"Haslea salstonica"	"S"	197757	20	20	NA	20	NA	20	NA	NA	NA	NA	NA	2	NA	0.01423	0.01162	NA	0.01423	NA	0.01183	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae>Haslea"
"Haslea ostrearia"	"S"	67476	5	3	NA	5	NA	2	NA	NA	NA	NA	NA	NA	NA	0.003557	0.001743	NA	0.003557	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae>Haslea"
"Fistulifera"	"G"	880756	36	16	NA	13	NA	36	NA	NA	NA	NA	NA	3	NA	0.02129	0.009296	NA	0.009248	NA	0.02129	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae"
"Fistulifera solaris"	"S"	1519565	27	11	NA	11	NA	27	NA	NA	NA	NA	NA	2	NA	0.01597	0.006391	NA	0.007825	NA	0.01597	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae>Fistulifera"
"Fistulifera pelliculosa"	"S"	913975	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.001743	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Naviculaceae>Fistulifera"
"Pleurosigmataceae"	"F"	197751	7	7	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.004067	0.004067	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Gyrosigma"	"G"	197760	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pleurosigmataceae"
"Gyrosigma fasciola"	"S"	197761	4	4	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002324	0.002324	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pleurosigmataceae>Gyrosigma"
"Pleurosigma"	"G"	197752	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pleurosigmataceae"
"Pleurosigma intermedium"	"S"	197753	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001743	0.001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pleurosigmataceae>Pleurosigma"
"Phaeodactylaceae"	"F"	38749	7	5	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	0.00498	0.002905	NA	0.00498	NA	0.00414	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Phaeodactylum"	"G"	2849	7	5	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	0.00498	0.002905	NA	0.00498	NA	0.00414	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Phaeodactylaceae"
"Phaeodactylum tricornutum"	"S"	2850	7	5	NA	7	NA	7	NA	NA	NA	NA	NA	NA	NA	0.00498	0.002905	NA	0.00498	NA	0.00414	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Phaeodactylaceae>Phaeodactylum"
"Berkeleyaceae"	"F"	1003034	6	5	NA	6	NA	3	NA	NA	NA	NA	NA	NA	NA	0.004268	0.002905	NA	0.004268	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Berkeleya"	"G"	1258749	6	5	NA	6	NA	3	NA	NA	NA	NA	NA	NA	NA	0.004268	0.002905	NA	0.004268	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Berkeleyaceae"
"Berkeleya fennica"	"S"	1577906	6	5	NA	6	NA	3	NA	NA	NA	NA	NA	NA	NA	0.004268	0.002905	NA	0.004268	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Berkeleyaceae>Berkeleya"
"Stauroneidaceae"	"F"	265582	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Stauroneis"	"G"	265583	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Stauroneidaceae"
"Stauroneis constricta"	"S"	265584	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Stauroneidaceae>Stauroneis"
"Pinnulariaceae"	"F"	216735	2	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	4.167	0.000581	NA	0.001423	NA	NA	NA	4.167	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales"
"Pinnularia"	"G"	216736	2	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	4.167	0.000581	NA	0.001423	NA	NA	NA	4.167	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pinnulariaceae"
"Pinnularia sp. U-strain"	"S"	1776895	2	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	4.167	0.000581	NA	0.001423	NA	NA	NA	4.167	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Naviculales>Pinnulariaceae>Pinnularia"
"Bacillariales"	"O"	33851	58	58	1	44	NA	32	NA	NA	NA	NA	NA	1	NA	0.0337	0.0337	0.01779	0.0313	NA	0.01893	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Bacillariaceae"	"F"	33852	58	58	1	44	NA	32	NA	NA	NA	NA	NA	1	NA	0.0337	0.0337	0.01779	0.0313	NA	0.01893	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales"
"Cylindrotheca"	"G"	2852	53	53	1	36	NA	23	NA	NA	NA	NA	NA	1	NA	0.03079	0.03079	0.01779	0.02561	NA	0.0136	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae"
"Cylindrotheca closterium"	"S"	2856	53	53	1	36	NA	23	NA	NA	NA	NA	NA	1	NA	0.03079	0.03079	0.01779	0.02561	NA	0.0136	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae>Cylindrotheca"
"Bacillaria"	"G"	3002	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.001162	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae"
"Bacillaria paxillifer"	"S"	3003	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.001162	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae>Bacillaria"
"Fragilariopsis"	"G"	186035	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.001162	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae"
"Fragilariopsis cylindrus"	"S"	186039	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.001162	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae>Fragilariopsis"
"Pseudo-nitzschia"	"G"	41953	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.000581	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae"
"Pseudo-nitzschia multiseries"	"S"	37319	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.000581	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Bacillariales>Bacillariaceae>Pseudo&#x2011;nitzschia"
"Thalassiophysales"	"O"	216758	40	40	1	35	NA	24	NA	NA	NA	NA	NA	2	NA	0.0249	0.02324	0.01779	0.0249	NA	0.0142	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Catenulaceae"	"F"	59795	40	40	1	35	NA	24	NA	NA	NA	NA	NA	2	NA	0.0249	0.02324	0.01779	0.0249	NA	0.0142	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Thalassiophysales"
"Amphora"	"G"	59796	40	40	1	35	NA	24	NA	NA	NA	NA	NA	2	NA	0.0249	0.02324	0.01779	0.0249	NA	0.0142	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Thalassiophysales>Catenulaceae"
"Amphora ovalis"	"S"	538918	38	38	1	35	NA	18	NA	NA	NA	NA	NA	2	NA	0.0249	0.02208	0.01779	0.0249	NA	0.01065	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Thalassiophysales>Catenulaceae>Amphora"
"unclassified Amphora"	"-"	1629832	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Thalassiophysales>Catenulaceae>Amphora"
"Amphora sp. C10"	"S"	555830	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Thalassiophysales>Catenulaceae>Amphora>unclassified&nbsp;Amphora"
"Cymbellales"	"O"	97224	16	16	1	9	NA	12	NA	NA	NA	NA	NA	NA	NA	0.01779	0.009296	0.01779	0.006403	NA	0.007098	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Cymbellaceae"	"F"	216743	14	14	1	7	NA	11	NA	NA	NA	NA	NA	NA	NA	0.01779	0.008134	0.01779	0.00498	NA	0.006506	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales"
"Cymbella"	"G"	216744	14	14	1	7	NA	11	NA	NA	NA	NA	NA	NA	NA	0.01779	0.008134	0.01779	0.00498	NA	0.006506	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales>Cymbellaceae"
"Cymbella subturgidula"	"S"	538935	14	14	1	7	NA	11	NA	NA	NA	NA	NA	NA	NA	0.01779	0.008134	0.01779	0.00498	NA	0.006506	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales>Cymbellaceae>Cymbella"
"Gomphonemataceae"	"F"	97225	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales"
"Didymosphenia"	"G"	1115532	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales>Gomphonemataceae"
"Didymosphenia geminata"	"S"	1115533	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Cymbellales>Gomphonemataceae>Didymosphenia"
"Mastogloiales"	"O"	1003319	5	5	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002957	0.002905	NA	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae"
"Achnanthaceae"	"F"	216726	5	5	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002957	0.002905	NA	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Mastogloiales"
"Achnanthes"	"G"	216727	5	5	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002957	0.002905	NA	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Mastogloiales>Achnanthaceae"
"Achnanthes brevipes"	"S"	265541	5	5	NA	1	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002957	0.002905	NA	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Bacillariophyceae>Bacillariophycidae>Mastogloiales>Achnanthaceae>Achnanthes"
"Fragilariophyceae"	"C"	33853	213	213	11	176	NA	128	NA	NA	2	NA	NA	13	NA	0.1957	0.1237	0.1957	0.1252	NA	0.07571	NA	NA	0.001181	NA	NA	0.01619	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta"
"Fragilariophycidae"	"-"	33854	213	213	11	176	NA	128	NA	NA	2	NA	NA	13	NA	0.1957	0.1237	0.1957	0.1252	NA	0.07571	NA	NA	0.001181	NA	NA	0.01619	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Fragilariophyceae"
"Fragilariales"	"O"	33855	102	102	6	90	NA	65	NA	NA	1	NA	NA	7	NA	0.1068	0.05926	0.1068	0.06403	NA	0.03844	NA	NA	0.0005905	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Fragilariophyceae>Fragilariophycidae"
"Fragilariaceae"	"F"	33856	102	102	6	90	NA	62	NA	NA	1	NA	NA	7	NA	0.1068	0.05926	0.1068	0.06403	NA	0.03667	NA	NA	0.0005905	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Fragilariophyceae>Fragilariophycidae>Fragilariales"
"Fragilaria"	"G"	33644	30	30	5	25	NA	18	NA	NA	NA	NA	NA	2	NA	0.08897	0.01743	0.08897	0.01779	NA	0.01065	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Fragilariophyceae>Fragilariophycidae>Fragilariales>Fragilariaceae"
"Fragilaria pinnata"	"S"	214434	26	26	5	24	NA	16	NA	NA	NA	NA	NA	2	NA	0.08897	0.01511	0.08897	0.01707	NA	0.009463	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Eukaryota>Stramenopiles>Bacillariophyta>Fragilariophyceae>Fragilariophycidae>Fragilariales>Fragilariaceae>Fragilaria"
