"name"	"taxRank"	"taxID"	"Max"	"kraken_16S.cladeReads"	"Max.1"	"kraken_16S.cladeReads.."	"lineage"
"Calescibacteriia"	"C"	25110	1	1	0.0007901	0.0007901	"Bacteria>Calescamantes"
"Calescibacteriales"	"O"	25111	1	1	0.0007901	0.0007901	"Bacteria>Calescamantes>Calescibacteriia"
"Calescibacteriaceae"	"F"	25112	1	1	0.0007901	0.0007901	"Bacteria>Calescamantes>Calescibacteriia>Calescibacteriales"
"Fibrobacteres"	"P"	1646	1	1	0.0007901	0.0007901	"Bacteria"
"Chitinivibrionia"	"C"	13923	1	1	0.0007901	0.0007901	"Bacteria>Fibrobacteres"
"uncultured"	"O"	14346	1	1	0.0007901	0.0007901	"Bacteria>Fibrobacteres>Chitinivibrionia"
"Aerophobetes"	"P"	11161	1	1	0.0007901	0.0007901	"Bacteria"
"Synergistetes"	"P"	3898	1	1	0.0007901	0.0007901	"Bacteria"
"Synergistia"	"C"	3899	1	1	0.0007901	0.0007901	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	1	1	0.0007901	0.0007901	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	1	1	0.0007901	0.0007901	"Bacteria>Synergistetes>Synergistia>Synergistales"
"Syner-01"	"G"	26942	1	1	0.0007901	0.0007901	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Eukaryota"	"D"	4	787	787	0.6218	0.6218	"root"
"Opisthokonta"	"-"	6428	488	488	0.3856	0.3856	"Eukaryota"
"Nucletmycea"	"D"	6508	261	261	0.2062	0.2062	"Eukaryota>Opisthokonta"
"Fungi"	"K"	6516	261	261	0.2062	0.2062	"Eukaryota>Opisthokonta>Nucletmycea"
"Dikarya"	"-"	6593	259	259	0.2046	0.2046	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Ascomycota"	"P"	6594	193	193	0.1525	0.1525	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya"
"Saccharomycotina"	"-"	7706	173	173	0.1367	0.1367	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Saccharomycetes"	"C"	7707	173	173	0.1367	0.1367	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina"
"Saccharomycetales"	"O"	7708	173	173	0.1367	0.1367	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes"
"Saccharomycetaceae"	"F"	7758	152	152	0.1201	0.1201	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomyces"	"G"	7779	80	80	0.06321	0.06321	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Yueomyces"	"G"	28015	21	21	0.01659	0.01659	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kluyveromyces"	"G"	7766	10	10	0.007901	0.007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Zygosaccharomyces"	"G"	7787	5	5	0.003951	0.003951	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Lachancea"	"G"	7771	4	4	0.00316	0.00316	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kazachstania"	"G"	7765	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kazachstania-Candida clade"	"G"	28012	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Eremothecium"	"G"	28011	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Nakaseomyces-Candida clade"	"G"	28014	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Vanderwaltozyma"	"G"	7785	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Pichiaceae"	"F"	7756	4	4	0.00316	0.00316	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Pichia"	"G"	28009	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae"
"Ogataea-Candida clade"	"G"	28008	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae"
"Debaryomycetaceae"	"F"	7713	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Meyerozyma-Candida clade"	"G"	27980	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Hypopichia-Candida clade"	"G"	27978	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Incertae Sedis"	"F"	7729	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Kuraishia"	"G"	27989	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Incertae&nbsp;Sedis"
"Phaffomycetaceae"	"F"	7753	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Cyberlindnera-Candida clade"	"G"	27999	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Phaffomycetaceae"
"Saccharomycodaceae"	"F"	7789	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomycodes"	"G"	7793	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycodaceae"
"Pezizomycotina"	"-"	6596	20	20	0.0158	0.0158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Sordariomycetes"	"C"	7420	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Hypocreales"	"O"	7464	4	4	0.00316	0.00316	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Clavicipitaceae"	"F"	7474	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Metarhizium"	"G"	7481	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Clavicipitaceae"
"Incertae Sedis"	"F"	7501	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Acremonium"	"G"	7502	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Incertae&nbsp;Sedis"
"Nectriaceae"	"F"	7516	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Fusarium"	"G"	7518	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Nectriaceae"
"Glomerellales"	"O"	7454	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Glomerellaceae"	"F"	27848	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales"
"Colletotrichum"	"G"	27849	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales>Glomerellaceae"
"Plectosphaerellaceae"	"F"	7455	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales"
"Verticillium"	"G"	7458	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales>Plectosphaerellaceae"
"Microascales"	"O"	7578	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Graphiaceae"	"F"	27913	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Microascales"
"Graphium"	"G"	27914	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Microascales>Graphiaceae"
"Xylariales"	"O"	7671	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Dothideomycetes"	"C"	6607	5	5	0.003951	0.003951	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Capnodiales"	"O"	6621	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes"
"Mycosphaerellaceae"	"F"	6641	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales"
"Cladosporiaceae"	"F"	27431	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales"
"Cladosporium"	"G"	27432	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales>Cladosporiaceae"
"Pleosporales"	"O"	6713	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes"
"Leptosphaeriaceae"	"F"	6743	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales"
"Leptosphaeria"	"G"	6745	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales>Leptosphaeriaceae"
"Lecanoromycetes"	"C"	6969	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Orbiliomycetes"	"C"	7295	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Orbiliales"	"O"	7296	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes"
"Orbiliaceae"	"F"	7297	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes>Orbiliales"
"Dactylellina"	"G"	7300	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes>Orbiliales>Orbiliaceae"
"Basidiomycota"	"P"	7825	65	65	0.05136	0.05136	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya"
"Agaricomycotina"	"-"	7826	50	50	0.03951	0.03951	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Tremellomycetes"	"C"	8268	35	35	0.02765	0.02765	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Tremellales"	"O"	8280	25	25	0.01975	0.01975	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Cryptococcaceae"	"F"	28312	15	15	0.01185	0.01185	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Cryptococcus"	"G"	28313	12	12	0.009481	0.009481	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Cryptococcaceae"
"Kwoniella"	"G"	28314	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Cryptococcaceae"
"Trimorphomycetaceae"	"F"	28325	7	7	0.005531	0.005531	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Saitozyma"	"G"	28326	7	7	0.005531	0.005531	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Trimorphomycetaceae"
"uncultured"	"F"	28329	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Trichosporonales"	"O"	28330	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Trichosporonaceae"	"F"	28334	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales"
"Trichosporon"	"G"	28338	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales>Trichosporonaceae"
"Cystofilobasidiales"	"O"	8269	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Mrakiaceae"	"F"	28282	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Cystofilobasidiales"
"Agaricomycetes"	"C"	7827	14	14	0.01106	0.01106	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Auriculariales"	"O"	8000	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"Thelephorales"	"O"	8258	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"Typhulaceae"	"F"	28261	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales"
"Sclerotium"	"G"	28262	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales>Typhulaceae"
"uncultured"	"F"	28263	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales"
"Cantharellales"	"O"	8050	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"Tulasnellaceae"	"F"	8070	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Cantharellales"
"Tulasnella"	"G"	8071	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Cantharellales>Tulasnellaceae"
"Polyporales"	"O"	8137	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"uncultured"	"F"	28229	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Polyporales"
"Dacrymycetes"	"C"	28265	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Dacrymycetales"	"O"	28266	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes"
"Dacrymycetaceae"	"F"	28269	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes>Dacrymycetales"
"Calocera"	"G"	28270	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes>Dacrymycetales>Dacrymycetaceae"
"Pucciniomycotina"	"-"	8339	10	10	0.007901	0.007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Pucciniomycetes"	"C"	8411	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina"
"Pucciniales"	"O"	8423	9	9	0.007111	0.007111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes"
"Pucciniaceae"	"F"	8452	6	6	0.004741	0.004741	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Gymnosporangium"	"G"	8454	5	5	0.003951	0.003951	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Pucciniaceae"
"Sphenorchidium"	"G"	28418	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Pucciniaceae"
"Incertae Sedis"	"F"	8431	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Caeoma"	"G"	8433	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Incertae&nbsp;Sedis"
"Mikronegeriaceae"	"F"	8437	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Mikronegeria"	"G"	28411	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Mikronegeriaceae"
"Agaricostilbomycetes"	"C"	8340	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina"
"Agaricostilbales"	"O"	8341	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes"
"Ruineniaceae"	"F"	28355	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes>Agaricostilbales"
"Ruinenia"	"G"	28356	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes>Agaricostilbales>Ruineniaceae"
"Ustilaginomycotina"	"-"	8480	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Malasseziomycetes"	"C"	28452	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina"
"Malasseziales"	"O"	28453	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes"
"Malasseziaceae"	"F"	28454	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes>Malasseziales"
"Malassezia"	"G"	28455	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes>Malasseziales>Malasseziaceae"
"Microsporidia"	"P"	8590	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Tuzetiidae"	"F"	28512	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Janacekia"	"G"	28513	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Tuzetiidae"
"Mucoromycota"	"P"	28515	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Glomeromycotina"	"-"	28516	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Mucoromycota"
"Glomeromycetes"	"C"	28517	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Mucoromycota>Glomeromycotina"
"Holozoa"	"D"	6430	223	223	0.1762	0.1762	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	221	221	0.1746	0.1746	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	220	220	0.1738	0.1738	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	218	218	0.1722	0.1722	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	71	71	0.0561	0.0561	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	69	69	0.05452	0.05452	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	68	68	0.05373	0.05373	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	68	68	0.05373	0.05373	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	64	64	0.05057	0.05057	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	64	64	0.05057	0.05057	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	64	64	0.05057	0.05057	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Tetrapoda"	"-"	13150	4	4	0.00316	0.00316	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Mammalia"	"C"	13155	3	3	0.00237	0.00237	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Aves"	"C"	13152	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Agnatha"	"-"	13121	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Cephalaspidomorphi"	"C"	13122	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha"
"Petromyzontiformes"	"O"	13123	1	1	0.0007901	0.0007901	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Agnatha>Cephalaspidomorphi"
"Tunicata"	"P"	13109	2	2	0.00158	0.00158	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
