"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Candidatus Symbiobacter mobilis CR"	"-"	946483	165	5	4	54	45	NA	53	91	NA	40	165	68	NA	0.05365	0.04366	0.03466	0.0244	0.01485	NA	0.0265	0.03936	NA	0.0173	0.05365	0.03395	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter>Candidatus&nbsp;Symbiobacter&nbsp;mobilis"
"unclassified Burkholderiales"	"-"	119065	13419	343	183	7646	3611	22	2947	2875	10	2636	13419	3712	4	4.363	2.995	1.586	3.455	1.192	2.373	1.474	1.243	0.002766	1.14	4.363	1.853	1.747	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderiales Genera incertae sedis"	"-"	224471	12601	322	172	7136	3371	22	2753	2685	9	2499	12601	3548	3	4.097	2.811	1.49	3.225	1.113	2.373	1.377	1.161	0.002489	1.081	4.097	1.771	1.31	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Aquabacterium"	"G"	92793	4059	65	38	1070	850	3	770	621	3	731	4059	1015	NA	1.32	0.5675	0.3293	0.4836	0.2806	0.3236	0.385	0.2686	0.0008297	0.3162	1.32	0.5067	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Aquabacterium olei"	"S"	1296669	4059	65	38	1070	850	3	770	621	3	731	4059	1015	NA	1.32	0.5675	0.3293	0.4836	0.2806	0.3236	0.385	0.2686	0.0008297	0.3162	1.32	0.5067	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"Methylibium"	"G"	316612	1684	56	19	1272	516	4	363	395	1	342	1684	486	NA	0.5749	0.489	0.1646	0.5749	0.1703	0.4315	0.1815	0.1708	0.0002766	0.1479	0.5475	0.2426	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Methylibium sp. Pch-M"	"S"	2082386	11	1	NA	4	3	NA	2	NA	NA	NA	11	NA	NA	0.008731	0.008731	NA	0.001808	0.0009903	NA	0.001	NA	NA	NA	0.003576	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium"
"Rhizobacter"	"G"	212743	2443	49	22	1485	636	5	530	474	1	474	2443	671	1	0.7943	0.4278	0.1906	0.6711	0.2099	0.5394	0.265	0.205	0.0002766	0.205	0.7943	0.335	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rhizobacter gummiphilus"	"S"	946333	2443	49	22	1485	636	5	530	474	1	474	2443	671	1	0.7943	0.4278	0.1906	0.6711	0.2099	0.5394	0.265	0.205	0.0002766	0.205	0.7943	0.335	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rhizobacter"
"Leptothrix"	"G"	88	1387	42	18	472	489	3	371	337	NA	341	1387	507	1	0.4509	0.3667	0.156	0.2133	0.1614	0.3236	0.1855	0.1457	NA	0.1475	0.4509	0.2531	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Leptothrix cholodnii"	"S"	34029	1387	42	18	472	489	3	371	337	NA	341	1387	507	1	0.4509	0.3667	0.156	0.2133	0.1614	0.3236	0.1855	0.1457	NA	0.1475	0.4509	0.2531	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"Leptothrix cholodnii SP-6"	"-"	395495	1387	42	18	472	489	3	371	337	NA	341	1387	507	1	0.4509	0.3667	0.156	0.2133	0.1614	0.3236	0.1855	0.1457	NA	0.1475	0.4509	0.2531	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix>Leptothrix&nbsp;cholodnii"
"Roseateles"	"G"	93681	871	32	15	775	254	2	224	272	1	189	871	260	1	0.4367	0.2794	0.13	0.3502	0.08384	0.2157	0.112	0.1176	0.0002766	0.08174	0.2832	0.1298	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Roseateles depolymerans"	"S"	76731	871	32	15	775	254	2	224	272	1	189	871	260	1	0.4367	0.2794	0.13	0.3502	0.08384	0.2157	0.112	0.1176	0.0002766	0.08174	0.2832	0.1298	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Roseateles"
"Rubrivivax"	"G"	28067	813	29	10	813	165	NA	108	127	NA	87	591	149	NA	0.3674	0.2532	0.08666	0.3674	0.05446	NA	0.054	0.05493	NA	0.03763	0.1921	0.07439	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rubrivivax gelatinosus"	"S"	28068	813	29	10	813	165	NA	108	127	NA	87	591	149	NA	0.3674	0.2532	0.08666	0.3674	0.05446	NA	0.054	0.05493	NA	0.03763	0.1921	0.07439	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Rubrivivax gelatinosus IL144"	"-"	983917	813	29	10	813	165	NA	108	127	NA	87	591	149	NA	0.3674	0.2532	0.08666	0.3674	0.05446	NA	0.054	0.05493	NA	0.03763	0.1921	0.07439	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax>Rubrivivax&nbsp;gelatinosus"
"Paucibacter"	"G"	318147	604	19	21	373	173	1	150	160	NA	123	604	172	NA	0.1964	0.1659	0.182	0.1686	0.05711	0.1079	0.075	0.0692	NA	0.0532	0.1964	0.08587	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Paucibacter sp. KCTC 42545"	"S"	1768242	604	19	21	373	173	1	150	160	NA	123	604	172	NA	0.1964	0.1659	0.182	0.1686	0.05711	0.1079	0.075	0.0692	NA	0.0532	0.1964	0.08587	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Paucibacter"
"Mitsuaria"	"G"	65047	287	9	8	287	80	3	67	95	NA	49	257	61	NA	0.3236	0.07858	0.06932	0.1297	0.02641	0.3236	0.0335	0.04109	NA	0.02119	0.08356	0.03045	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Mitsuaria sp. 7"	"S"	1658665	287	9	8	287	80	3	67	95	NA	49	257	61	NA	0.3236	0.07858	0.06932	0.1297	0.02641	0.3236	0.0335	0.04109	NA	0.02119	0.08356	0.03045	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Mitsuaria"
"Thiomonas"	"G"	32012	120	4	3	92	44	1	30	36	NA	31	120	44	NA	0.1079	0.03493	0.026	0.04158	0.01452	0.1079	0.015	0.01557	NA	0.01341	0.03901	0.02197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Thiomonas intermedia"	"S"	926	120	4	3	92	44	1	30	36	NA	31	120	44	NA	0.1079	0.03493	0.026	0.04158	0.01452	0.1079	0.015	0.01557	NA	0.01341	0.03901	0.02197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"[Polyangium] brachysporum"	"S"	413882	621	14	7	361	169	NA	141	145	1	118	621	125	NA	0.2019	0.1222	0.06066	0.1631	0.05579	NA	0.0705	0.06271	0.0002766	0.05103	0.2019	0.0624	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"unclassified Burkholderiales (miscellaneous)"	"-"	80841	86	3	2	86	45	NA	23	14	NA	7	79	19	NA	0.03887	0.02619	0.01733	0.03887	0.01485	NA	0.0115	0.006055	NA	0.003027	0.02568	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Burkholderiales bacterium GJ-E10"	"S"	1469502	76	2	1	76	23	NA	18	11	NA	3	64	11	NA	0.03435	0.01746	0.008666	0.03435	0.007592	NA	0.009	0.004757	NA	0.001297	0.02081	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Burkholderiales bacterium YL45"	"S"	1834205	22	1	1	10	22	NA	5	3	NA	4	15	8	NA	0.008731	0.008731	0.008666	0.004519	0.007262	NA	0.0025	0.001297	NA	0.00173	0.004877	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Oxalobacteraceae"	"F"	75682	8793	294	209	2949	3922	12	3356	4222	42	3586	8793	4954	NA	2.859	2.567	1.811	1.333	1.295	1.294	1.678	1.826	0.01162	1.551	2.859	2.473	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Massilia"	"G"	149698	4411	168	94	1666	1741	6	1535	1974	27	1658	4411	2170	NA	1.467	1.467	0.8146	0.7529	0.5747	0.6472	0.7675	0.8537	0.007467	0.7171	1.434	1.083	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Massilia violaceinigra"	"S"	2045208	2983	115	53	841	1104	4	1017	1374	3	1123	2983	1372	NA	1.004	1.004	0.4593	0.3801	0.3644	0.4315	0.5085	0.5942	0.0008297	0.4857	0.9698	0.6849	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. WG5"	"S"	1707785	207	11	4	207	67	1	57	68	NA	37	137	60	NA	0.1079	0.09604	0.03466	0.09355	0.02212	0.1079	0.0285	0.02941	NA	0.016	0.04454	0.02995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia albidiflava"	"S"	321983	218	10	2	218	82	NA	56	67	NA	64	174	91	NA	0.09852	0.08731	0.01733	0.09852	0.02707	NA	0.028	0.02898	NA	0.02768	0.05657	0.04543	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. NR 4-1"	"S"	1678028	276	8	2	48	77	NA	88	100	NA	109	276	154	NA	0.08973	0.06985	0.01733	0.02169	0.02542	NA	0.044	0.04325	NA	0.04714	0.08973	0.07688	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia armeniaca"	"S"	2072590	240	5	13	50	105	NA	90	103	1	78	240	135	NA	0.1127	0.04366	0.1127	0.0226	0.03466	NA	0.045	0.04455	0.0002766	0.03373	0.07803	0.0674	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia oculi"	"S"	945844	127	4	4	48	55	NA	49	65	4	41	127	67	NA	0.04129	0.03493	0.03466	0.02169	0.01815	NA	0.0245	0.02811	0.001106	0.01773	0.04129	0.03345	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia putida"	"S"	1141883	68	4	NA	57	56	NA	23	30	17	41	68	48	NA	0.03493	0.03493	NA	0.02576	0.01849	NA	0.0115	0.01297	0.004702	0.01773	0.02211	0.02396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. YMA4"	"S"	1593482	23	1	1	4	18	NA	10	15	NA	6	23	11	NA	0.008731	0.008731	0.008666	0.001808	0.005942	NA	0.005	0.006487	NA	0.002595	0.007478	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Janthinobacterium"	"G"	29580	2553	56	34	405	915	2	695	1067	3	902	2553	1361	NA	0.83	0.489	0.2946	0.183	0.302	0.2157	0.3475	0.4615	0.0008297	0.3901	0.83	0.6795	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Janthinobacterium agaricidamnosum"	"S"	55508	362	8	2	64	90	NA	76	144	1	124	362	176	NA	0.1177	0.06985	0.01733	0.02892	0.02971	NA	0.038	0.06228	0.0002766	0.05363	0.1177	0.08787	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628"	"-"	1349767	149	2	2	29	38	NA	35	60	NA	59	149	56	NA	0.04844	0.01746	0.01733	0.01311	0.01254	NA	0.0175	0.02595	NA	0.02552	0.04844	0.02796	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium>Janthinobacterium&nbsp;agaricidamnosum"
"Janthinobacterium sp. 17J80-10"	"S"	2497863	79	6	8	34	54	1	40	57	NA	42	79	47	NA	0.1079	0.05239	0.06932	0.01537	0.01782	0.1079	0.02	0.02465	NA	0.01816	0.02568	0.02346	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	83	5	2	10	30	NA	26	33	NA	33	83	49	NA	0.04366	0.04366	0.01733	0.004519	0.009903	NA	0.013	0.01427	NA	0.01427	0.02699	0.02446	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium svalbardensis"	"S"	368607	342	4	2	41	86	NA	72	116	NA	100	342	163	NA	0.1112	0.03493	0.01733	0.01853	0.02839	NA	0.036	0.05017	NA	0.04325	0.1112	0.08138	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. LM6"	"S"	1938606	200	3	3	23	62	NA	56	82	1	61	200	128	NA	0.06502	0.02619	0.026	0.01039	0.02047	NA	0.028	0.03546	0.0002766	0.02638	0.06502	0.0639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. B9-8"	"S"	1236179	192	1	NA	7	192	NA	6	21	NA	8	20	3	NA	0.06338	0.008731	NA	0.003164	0.06338	NA	0.003	0.009082	NA	0.00346	0.006502	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Herbaspirillum"	"G"	963	601	22	25	263	443	NA	417	406	7	389	601	509	NA	0.2541	0.1921	0.2166	0.1189	0.1462	NA	0.2085	0.1756	0.001936	0.1682	0.1954	0.2541	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herbaspirillum sp. meg3"	"S"	2025949	218	11	13	94	174	NA	173	177	NA	148	218	215	NA	0.1127	0.09604	0.1127	0.04248	0.05744	NA	0.0865	0.07655	NA	0.06401	0.07088	0.1073	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum seropedicae"	"S"	964	110	4	3	65	71	NA	74	68	6	70	110	67	NA	0.037	0.03493	0.026	0.02938	0.02344	NA	0.037	0.02941	0.001659	0.03027	0.03576	0.03345	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum rubrisubalbicans"	"S"	80842	92	3	2	29	79	NA	61	66	NA	56	92	79	NA	0.03944	0.02619	0.01733	0.01311	0.02608	NA	0.0305	0.02854	NA	0.02422	0.02991	0.03944	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri"	"S"	341045	73	1	2	31	54	NA	44	41	1	42	73	71	NA	0.03545	0.008731	0.01733	0.01401	0.01782	NA	0.022	0.01773	0.0002766	0.01816	0.02373	0.03545	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri N3"	"-"	1262470	73	1	2	31	54	NA	44	41	1	42	73	71	NA	0.03545	0.008731	0.01733	0.01401	0.01782	NA	0.022	0.01773	0.0002766	0.01816	0.02373	0.03545	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>Herbaspirillum&nbsp;hiltneri"
"Herbaspirillum robiniae"	"S"	2014887	30	1	NA	7	15	NA	22	9	NA	22	30	24	NA	0.01198	0.008731	NA	0.003164	0.004951	NA	0.011	0.003892	NA	0.009515	0.009754	0.01198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Undibacterium"	"G"	401469	395	22	19	178	248	3	309	272	1	245	395	343	NA	0.3236	0.1921	0.1646	0.08044	0.08186	0.3236	0.1545	0.1176	0.0002766	0.106	0.1284	0.1712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Undibacterium parvum"	"S"	401471	395	22	19	178	248	3	309	272	1	245	395	343	NA	0.3236	0.1921	0.1646	0.08044	0.08186	0.3236	0.1545	0.1176	0.0002766	0.106	0.1284	0.1712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Undibacterium"
"Herminiimonas"	"G"	303379	112	7	2	35	72	NA	55	68	NA	51	112	79	NA	0.06112	0.06112	0.01733	0.01582	0.02377	NA	0.0275	0.02941	NA	0.02206	0.03641	0.03944	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herminiimonas arsenitoxidans"	"S"	1809410	71	5	2	26	34	NA	35	36	NA	27	71	46	NA	0.04366	0.04366	0.01733	0.01175	0.01122	NA	0.0175	0.01557	NA	0.01168	0.02308	0.02296	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Herminiimonas arsenicoxydans"	"S"	204773	41	2	NA	9	38	NA	20	32	NA	24	41	33	NA	0.01746	0.01746	NA	0.004067	0.01254	NA	0.01	0.01384	NA	0.01038	0.01333	0.01647	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Collimonas"	"G"	202907	203	5	4	163	169	NA	115	124	NA	99	203	140	NA	0.07366	0.04366	0.03466	0.07366	0.05579	NA	0.0575	0.05363	NA	0.04282	0.066	0.06989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Collimonas fungivorans"	"S"	158899	16	1	NA	11	9	NA	14	8	NA	4	16	9	NA	0.008731	0.008731	NA	0.004971	0.002971	NA	0.007	0.00346	NA	0.00173	0.005202	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Collimonas arenae"	"S"	279058	102	1	2	47	75	NA	63	61	NA	54	102	61	NA	0.03316	0.008731	0.01733	0.02124	0.02476	NA	0.0315	0.02638	NA	0.02335	0.03316	0.03045	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Burkholderiaceae"	"F"	119060	3199	143	102	2264	2153	6	1532	1947	238	1257	3199	2475	1	1.249	1.249	0.8839	1.023	0.7107	0.6472	0.766	0.842	0.06582	0.5436	1.04	1.236	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Polynucleobacter"	"G"	44013	1866	80	64	876	1069	2	917	1350	3	814	1395	1866	1	0.9316	0.6985	0.5546	0.3959	0.3529	0.2157	0.4585	0.5839	0.0008297	0.352	0.4535	0.9316	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Polynucleobacter necessarius"	"S"	576610	483	26	17	263	264	1	225	311	1	224	366	483	NA	0.2411	0.227	0.1473	0.1189	0.08714	0.1079	0.1125	0.1345	0.0002766	0.09688	0.119	0.2411	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius STIR1"	"-"	452638	27	3	2	25	15	NA	16	19	NA	12	27	22	NA	0.02619	0.02619	0.01733	0.0113	0.004951	NA	0.008	0.008217	NA	0.00519	0.008778	0.01098	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter>Polynucleobacter&nbsp;necessarius"
"Polynucleobacter difficilis"	"S"	556054	710	23	24	326	546	NA	402	617	NA	364	568	710	1	0.4367	0.2008	0.208	0.1473	0.1802	NA	0.201	0.2668	NA	0.1574	0.1847	0.3545	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter duraquae"	"S"	1835254	154	9	4	67	64	1	75	112	1	47	128	154	NA	0.1079	0.07858	0.03466	0.03028	0.02113	0.1079	0.0375	0.04844	0.0002766	0.02033	0.04162	0.07688	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter asymbioticus"	"S"	576611	99	3	2	40	30	NA	41	50	NA	33	63	99	NA	0.04942	0.02619	0.01733	0.01808	0.009903	NA	0.0205	0.02162	NA	0.01427	0.02048	0.04942	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter paneuropaeus"	"S"	2527775	12	1	NA	8	6	NA	5	5	NA	1	3	12	NA	0.008731	0.008731	NA	0.003615	0.001981	NA	0.0025	0.002162	NA	0.0004325	0.0009754	0.005991	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Burkholderia"	"G"	32008	819	33	16	533	497	3	322	282	44	251	819	327	NA	0.3236	0.2881	0.1386	0.2409	0.1641	0.3236	0.161	0.122	0.01217	0.1086	0.2663	0.1632	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"pseudomallei group"	"S"	111527	389	16	8	259	285	3	194	126	39	132	389	175	NA	0.3236	0.1397	0.06932	0.117	0.09408	0.3236	0.097	0.05449	0.01079	0.05709	0.1265	0.08737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia mallei"	"S"	13373	111	6	NA	82	105	2	74	52	12	44	111	59	NA	0.2157	0.05239	NA	0.03706	0.03466	0.2157	0.037	0.02249	0.003319	0.01903	0.03609	0.02945	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
