"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Cyanobacteriaceae"	"F"	1890452	330	330	8	309	NA	229	NA	NA	1	NA	NA	12	NA	0.2198	0.1917	0.1423	0.2198	NA	0.1354	NA	NA	0.0005905	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	330	330	8	309	NA	229	NA	NA	1	NA	NA	12	NA	0.2198	0.1917	0.1423	0.2198	NA	0.1354	NA	NA	0.0005905	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	330	330	8	309	NA	229	NA	NA	1	NA	NA	12	NA	0.2198	0.1917	0.1423	0.2198	NA	0.1354	NA	NA	0.0005905	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Cyanobacterium aponinum PCC 10605"	"-"	755178	330	330	8	309	NA	229	NA	NA	1	NA	NA	12	NA	0.2198	0.1917	0.1423	0.2198	NA	0.1354	NA	NA	0.0005905	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium>Cyanobacterium&nbsp;aponinum"
"Oscillatoriales"	"O"	1150	2316	2316	70	2094	NA	1575	NA	NA	1	NA	NA	149	NA	1.49	1.346	1.246	1.49	NA	0.9316	NA	NA	0.0005905	NA	NA	0.1856	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Cyanothecaceae"	"F"	1892249	1423	1423	39	1258	NA	984	NA	NA	1	NA	NA	62	NA	0.8949	0.8267	0.694	0.8949	NA	0.582	NA	NA	0.0005905	NA	NA	0.07721	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Cyanothece"	"G"	43988	1423	1423	39	1258	NA	984	NA	NA	1	NA	NA	62	NA	0.8949	0.8267	0.694	0.8949	NA	0.582	NA	NA	0.0005905	NA	NA	0.07721	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae"
"Cyanothece sp. ATCC 51142"	"S"	43989	953	953	31	824	NA	665	NA	NA	NA	NA	NA	39	NA	0.5862	0.5537	0.5516	0.5862	NA	0.3933	NA	NA	NA	NA	NA	0.04857	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7425"	"S"	395961	293	293	4	250	NA	178	NA	NA	NA	NA	NA	14	NA	0.1779	0.1702	0.07117	0.1779	NA	0.1053	NA	NA	NA	NA	NA	0.01743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7424"	"S"	65393	10	5	NA	7	NA	10	NA	NA	NA	NA	NA	1	NA	0.005915	0.002905	NA	0.00498	NA	0.005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7822"	"S"	497965	4	2	1	4	NA	4	NA	NA	NA	NA	NA	1	NA	0.01779	0.001162	0.01779	0.002846	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Oscillatoriaceae"	"F"	1892254	500	500	22	473	NA	322	NA	NA	NA	NA	NA	36	NA	0.3915	0.2905	0.3915	0.3365	NA	0.1905	NA	NA	NA	NA	NA	0.04483	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Oscillatoria"	"G"	1158	409	409	20	382	NA	235	NA	NA	NA	NA	NA	26	NA	0.3559	0.2376	0.3559	0.2718	NA	0.139	NA	NA	NA	NA	NA	0.03238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Oscillatoria acuminata"	"S"	118323	268	268	11	267	NA	170	NA	NA	NA	NA	NA	8	NA	0.1957	0.1557	0.1957	0.1899	NA	0.1005	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria acuminata PCC 6304"	"-"	56110	268	268	11	267	NA	170	NA	NA	NA	NA	NA	8	NA	0.1957	0.1557	0.1957	0.1899	NA	0.1005	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;acuminata"
"Oscillatoria nigro-viridis"	"S"	482564	122	122	9	95	NA	54	NA	NA	NA	NA	NA	16	NA	0.1601	0.07088	0.1601	0.06758	NA	0.03194	NA	NA	NA	NA	NA	0.01993	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria nigro-viridis PCC 7112"	"-"	179408	122	122	9	95	NA	54	NA	NA	NA	NA	NA	16	NA	0.1601	0.07088	0.1601	0.06758	NA	0.03194	NA	NA	NA	NA	NA	0.01993	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;nigro&#x2011;viridis"
"Moorea"	"G"	1155738	91	91	2	91	NA	87	NA	NA	NA	NA	NA	10	NA	0.06474	0.05287	0.03559	0.06474	NA	0.05146	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Moorea producens"	"S"	1155739	91	91	2	91	NA	87	NA	NA	NA	NA	NA	10	NA	0.06474	0.05287	0.03559	0.06474	NA	0.05146	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea"
"Moorea producens PAL-8-15-08-1"	"-"	1458985	91	91	2	91	NA	87	NA	NA	NA	NA	NA	10	NA	0.06474	0.05287	0.03559	0.06474	NA	0.05146	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea>Moorea&nbsp;producens"
"Microcoleaceae"	"F"	1892252	228	217	8	228	NA	183	NA	NA	NA	NA	NA	41	NA	0.1622	0.1261	0.1423	0.1622	NA	0.1082	NA	NA	NA	NA	NA	0.05106	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Microcoleus"	"G"	44471	162	162	3	144	NA	119	NA	NA	NA	NA	NA	14	NA	0.1024	0.09412	0.05338	0.1024	NA	0.07038	NA	NA	NA	NA	NA	0.01743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Microcoleus sp. PCC 7113"	"S"	1173027	162	162	3	144	NA	119	NA	NA	NA	NA	NA	14	NA	0.1024	0.09412	0.05338	0.1024	NA	0.07038	NA	NA	NA	NA	NA	0.01743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Microcoleus"
"Trichodesmium"	"G"	1205	54	35	4	54	NA	42	NA	NA	NA	NA	NA	24	NA	0.07117	0.02033	0.07117	0.03842	NA	0.02484	NA	NA	NA	NA	NA	0.02989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Trichodesmium erythraeum"	"S"	1206	54	35	4	54	NA	42	NA	NA	NA	NA	NA	24	NA	0.07117	0.02033	0.07117	0.03842	NA	0.02484	NA	NA	NA	NA	NA	0.02989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium"
"Trichodesmium erythraeum IMS101"	"-"	203124	54	35	4	54	NA	42	NA	NA	NA	NA	NA	24	NA	0.07117	0.02033	0.07117	0.03842	NA	0.02484	NA	NA	NA	NA	NA	0.02989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium>Trichodesmium&nbsp;erythraeum"
"Arthrospira"	"G"	35823	30	19	1	30	NA	22	NA	NA	NA	NA	NA	3	NA	0.02134	0.01104	0.01779	0.02134	NA	0.01301	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Arthrospira sp. TJSD092"	"S"	2153484	30	19	1	30	NA	22	NA	NA	NA	NA	NA	3	NA	0.02134	0.01104	0.01779	0.02134	NA	0.01301	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Arthrospira"
"Coleofasciculaceae"	"F"	1892251	81	81	1	59	NA	37	NA	NA	NA	NA	NA	3	NA	0.04706	0.04706	0.01779	0.04197	NA	0.02188	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Geitlerinema"	"G"	63132	81	81	1	59	NA	37	NA	NA	NA	NA	NA	3	NA	0.04706	0.04706	0.01779	0.04197	NA	0.02188	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae"
"Geitlerinema sp. PCC 7407"	"S"	1173025	81	81	1	59	NA	37	NA	NA	NA	NA	NA	3	NA	0.04706	0.04706	0.01779	0.04197	NA	0.02188	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae>Geitlerinema"
"Gomontiellaceae"	"F"	1892255	38	38	NA	33	NA	14	NA	NA	NA	NA	NA	3	NA	0.02348	0.02208	NA	0.02348	NA	0.00828	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Crinalium"	"G"	241421	38	38	NA	33	NA	14	NA	NA	NA	NA	NA	3	NA	0.02348	0.02208	NA	0.02348	NA	0.00828	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae"
"Crinalium epipsammum"	"S"	241425	38	38	NA	33	NA	14	NA	NA	NA	NA	NA	3	NA	0.02348	0.02208	NA	0.02348	NA	0.00828	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium"
"Crinalium epipsammum PCC 9333"	"-"	1173022	38	38	NA	33	NA	14	NA	NA	NA	NA	NA	3	NA	0.02348	0.02208	NA	0.02348	NA	0.00828	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium>Crinalium&nbsp;epipsammum"
"Nostocales"	"O"	1161	8073	8073	226	7242	1	4839	1	1	5	NA	NA	381	NA	5.152	4.69	4.021	5.152	4.762	2.862	4	4.167	0.002952	NA	NA	0.4745	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	5351	5351	132	4722	1	2937	1	NA	1	NA	NA	147	NA	4.762	3.109	2.349	3.359	4.762	1.737	4	NA	0.0005905	NA	NA	0.1831	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	5349	5349	132	4720	1	2934	1	NA	1	NA	NA	146	NA	4.762	3.108	2.349	3.358	4.762	1.735	4	NA	0.0005905	NA	NA	0.1818	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	5174	5174	127	4587	NA	2830	1	NA	1	NA	NA	135	NA	4	3.006	2.26	3.263	NA	1.674	4	NA	0.0005905	NA	NA	0.1681	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-4071"	"S"	2005469	90	90	3	64	NA	40	NA	NA	NA	NA	NA	6	NA	0.05338	0.05229	0.05338	0.04553	NA	0.02366	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	73	73	2	63	1	60	NA	NA	NA	NA	NA	3	NA	4.762	0.04241	0.03559	0.04482	4.762	0.03549	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 6303"	"-"	1170562	73	73	2	63	1	60	NA	NA	NA	NA	NA	3	NA	4.762	0.04241	0.03559	0.04482	4.762	0.03549	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix>Calothrix&nbsp;parietina"
"Calothrix sp. PCC 7507"	"S"	99598	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. 336/3"	"S"	1337936	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-2098"	"S"	1954171	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001774	0.001162	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001774	0.001162	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Nostocaceae"	"F"	1162	311	242	12	311	NA	251	NA	NA	2	NA	NA	109	NA	0.2212	0.1406	0.2135	0.2212	NA	0.1485	NA	NA	0.001181	NA	NA	0.1357	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Nostoc"	"G"	1177	125	125	6	115	NA	100	NA	NA	NA	NA	NA	8	NA	0.1068	0.07262	0.1068	0.08181	NA	0.05915	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc sp. PCC 7524"	"S"	28072	106	98	4	106	NA	87	NA	NA	NA	NA	NA	7	NA	0.07541	0.05694	0.07117	0.07541	NA	0.05146	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme"	"S"	1306274	18	18	1	8	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.01046	0.01779	0.005691	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme CCNUN1"	"-"	2038116	18	18	1	8	NA	7	NA	NA	NA	NA	NA	1	NA	0.01779	0.01046	0.01779	0.005691	NA	0.00414	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;flagelliforme"
"Nostoc sp. PCC 7120"	"S"	103690	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme"	"S"	272131	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme PCC 73102"	"-"	63737	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;punctiforme"
"Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"	"S"	1618022	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. NIES-3756"	"S"	1751286	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. CENA543"	"S"	1869241	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Anabaena"	"G"	1163	168	93	6	168	NA	132	NA	NA	2	NA	NA	100	NA	0.1245	0.05403	0.1068	0.1195	NA	0.07807	NA	NA	0.001181	NA	NA	0.1245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena cylindrica"	"S"	1165	17	17	1	15	NA	15	NA	NA	NA	NA	NA	1	NA	0.01779	0.009877	0.01779	0.01067	NA	0.008872	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena cylindrica PCC 7122"	"-"	272123	17	17	1	15	NA	15	NA	NA	NA	NA	NA	1	NA	0.01779	0.009877	0.01779	0.01067	NA	0.008872	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena>Anabaena&nbsp;cylindrica"
"Anabaena sp. 90"	"S"	46234	8	6	NA	8	NA	6	NA	NA	NA	NA	NA	7	NA	0.008717	0.003486	NA	0.005691	NA	0.003549	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. WA102"	"S"	1647413	49	4	NA	8	NA	10	NA	NA	NA	NA	NA	49	NA	0.06102	0.002324	NA	0.005691	NA	0.005915	NA	NA	NA	NA	NA	0.06102	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Trichormus"	"G"	264688	4	4	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Trichormus azollae"	"S"	1164	4	4	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"'Nostoc azollae' 0708"	"-"	551115	4	4	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus>Trichormus&nbsp;azollae"
