"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Thermonemataceae"	"F"	24816	6	3	NA	NA	NA	3	1	4	NA	NA	NA	6	1	0.002288	0.0009897	NA	NA	NA	0.0003478	0.0001153	0.0005567	NA	NA	NA	0.0007071	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Thermonema"	"G"	24817	6	3	NA	NA	NA	3	1	4	NA	NA	NA	6	1	0.002288	0.0009897	NA	NA	NA	0.0003478	0.0001153	0.0005567	NA	NA	NA	0.0007071	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Thermonemataceae"
"uncultured"	"F"	24818	3	3	NA	NA	NA	NA	NA	1	NA	NA	1	2	1	0.002288	0.0009897	NA	NA	NA	NA	NA	0.0001392	NA	NA	0.000764	0.0002357	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Sphingobacteriales"	"O"	25002	162750	53688	6098	33	20	116478	162748	53729	421	10	5785	51827	4463	18.77	17.71	13.72	15.49	6.192	13.5	18.77	7.477	0.02518	4.184	4.42	6.108	10.21	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	161120	53136	6012	33	20	115427	161122	53231	401	9	5597	50548	4413	18.58	17.53	13.53	15.49	6.192	13.38	18.58	7.408	0.02398	3.766	4.276	5.957	10.1	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Sphingobacteriaceae"	"F"	25020	759	263	39	NA	NA	345	612	277	11	NA	132	759	34	0.1008	0.08677	0.08776	NA	NA	0.04	0.07059	0.03855	0.0006579	NA	0.1008	0.08945	0.07779	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	287	140	23	NA	NA	167	287	89	6	NA	37	239	8	0.05175	0.04619	0.05175	NA	NA	0.01936	0.0331	0.01239	0.0003588	NA	0.02827	0.02817	0.0183	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	197	45	4	NA	NA	53	81	88	1	NA	55	197	18	0.04202	0.01485	0.009001	NA	NA	0.006145	0.009343	0.01225	5.981e-05	NA	0.04202	0.02322	0.04118	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	123	30	2	NA	NA	56	104	35	NA	NA	13	123	6	0.0145	0.009897	0.0045	NA	NA	0.006492	0.012	0.004871	NA	NA	0.009932	0.0145	0.01373	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	124	22	5	NA	NA	35	61	46	3	NA	13	124	2	0.01461	0.007258	0.01125	NA	NA	0.004058	0.007036	0.006402	0.0001794	NA	0.009932	0.01461	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	19	7	2	NA	NA	6	19	1	NA	NA	2	12	NA	0.0045	0.002309	0.0045	NA	NA	0.0006956	0.002192	0.0001392	NA	NA	0.001528	0.001414	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	28	3	2	NA	NA	6	28	5	NA	NA	NA	14	NA	0.0045	0.0009897	0.0045	NA	NA	0.0006956	0.00323	0.0006958	NA	NA	NA	0.00165	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pseudosphingobacterium"	"G"	25030	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0006598	0.0006598	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	NA	0.0002357	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Arcticibacter"	"G"	25022	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pelobium"	"G"	25028	1	1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pseudopedobacter"	"G"	25029	2	1	NA	NA	NA	2	NA	1	NA	NA	1	1	NA	0.000764	0.0003299	NA	NA	NA	0.0002319	NA	0.0001392	NA	NA	0.000764	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"env.OPS 17"	"F"	25035	94	79	11	NA	NA	94	87	15	1	1	5	45	NA	0.4184	0.02606	0.02475	NA	NA	0.0109	0.01004	0.002088	5.981e-05	0.4184	0.00382	0.005303	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"AKYH767"	"F"	25004	210	50	12	NA	NA	196	210	80	2	NA	26	142	2	0.027	0.0165	0.027	NA	NA	0.02272	0.02422	0.01113	0.0001196	NA	0.01986	0.01674	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	151	47	5	NA	NA	110	151	34	NA	NA	10	101	4	0.01742	0.01551	0.01125	NA	NA	0.01275	0.01742	0.004732	NA	NA	0.00764	0.0119	0.009151	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	14	9	NA	NA	NA	9	14	NA	NA	NA	1	13	1	0.002969	0.002969	NA	NA	NA	0.001043	0.001615	NA	NA	NA	0.000764	0.001532	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"LiUU-11-161"	"F"	25014	23	11	1	NA	NA	10	23	NA	NA	NA	NA	20	2	0.004576	0.003629	0.00225	NA	NA	0.001159	0.002653	NA	NA	NA	NA	0.002357	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	12	5	1	NA	NA	5	12	8	NA	NA	NA	4	NA	0.00225	0.00165	0.00225	NA	NA	0.0005797	0.001384	0.001113	NA	NA	NA	0.0004714	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD1-131"	"F"	25010	7	2	NA	NA	NA	4	6	NA	NA	NA	1	7	NA	0.000825	0.0006598	NA	NA	NA	0.0004637	0.0006921	NA	NA	NA	0.000764	0.000825	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ST-12K33"	"F"	25019	11	2	NA	NA	NA	3	11	1	NA	NA	4	9	NA	0.003056	0.0006598	NA	NA	NA	0.0003478	0.001269	0.0001392	NA	NA	0.003056	0.001061	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"FFCH9454"	"F"	25008	2	1	NA	NA	NA	NA	2	2	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0002307	0.0002783	NA	NA	NA	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ADurb.Bin408"	"F"	25003	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"CMW-169"	"F"	25005	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Flavobacteriales"	"O"	24819	22855	4155	759	3	6	5072	6493	5786	95	14	5088	22855	2351	5.858	1.371	1.708	1.408	1.858	0.588	0.7489	0.8052	0.005682	5.858	3.887	2.694	5.379	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	17706	2289	496	3	4	3563	3855	4199	67	12	3880	17706	2085	5.021	0.7552	1.116	1.408	1.238	0.4131	0.4447	0.5844	0.004007	5.021	2.964	2.087	4.77	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	16920	2068	460	3	3	3280	3472	4031	59	12	3733	16920	2016	5.021	0.6823	1.035	1.408	0.9288	0.3803	0.4005	0.561	0.003529	5.021	2.852	1.994	4.612	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	62	37	7	NA	NA	22	38	17	2	NA	14	62	6	0.01575	0.01221	0.01575	NA	NA	0.002551	0.004383	0.002366	0.0001196	NA	0.0107	0.007307	0.01373	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	100	27	1	NA	NA	44	55	25	1	NA	18	100	9	0.02059	0.008908	0.00225	NA	NA	0.005101	0.006344	0.003479	5.981e-05	NA	0.01375	0.01179	0.02059	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS5 marine group"	"G"	24925	29	10	4	NA	NA	10	15	5	NA	NA	5	29	1	0.009001	0.003299	0.009001	NA	NA	0.001159	0.00173	0.0006958	NA	NA	0.00382	0.003418	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudofulvibacter"	"G"	24938	69	10	2	NA	NA	13	18	12	1	NA	17	69	5	0.01299	0.003299	0.0045	NA	NA	0.001507	0.002076	0.00167	5.981e-05	NA	0.01299	0.008132	0.01144	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Psychroflexus"	"G"	24940	7	7	2	NA	NA	2	6	2	NA	NA	4	7	1	0.0045	0.002309	0.0045	NA	NA	0.0002319	0.0006921	0.0002783	NA	NA	0.003056	0.000825	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum"	"G"	24964	19	7	2	NA	1	7	11	4	NA	NA	6	19	1	0.3096	0.002309	0.0045	NA	0.3096	0.0008116	0.001269	0.0005567	NA	NA	0.004584	0.002239	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Myroides"	"G"	24921	33	7	1	NA	NA	9	12	6	NA	NA	9	33	1	0.006876	0.002309	0.00225	NA	NA	0.001043	0.001384	0.000835	NA	NA	0.006876	0.003889	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Marixanthomonas"	"G"	24915	7	7	NA	NA	NA	2	2	NA	1	NA	NA	6	NA	0.002309	0.002309	NA	NA	NA	0.0002319	0.0002307	NA	5.981e-05	NA	NA	0.0007071	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maritimimonas"	"G"	24914	7	7	1	NA	NA	3	7	1	NA	NA	NA	2	1	0.002309	0.002309	0.00225	NA	NA	0.0003478	0.0008074	0.0001392	NA	NA	NA	0.0002357	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maribacter"	"G"	24912	14	5	NA	NA	NA	3	7	5	NA	NA	1	14	1	0.002288	0.00165	NA	NA	NA	0.0003478	0.0008074	0.0006958	NA	NA	0.000764	0.00165	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea"	"G"	24944	3	3	NA	NA	NA	1	1	1	NA	NA	1	3	NA	0.0009897	0.0009897	NA	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	0.000764	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquibacter"	"G"	24849	9	3	NA	NA	NA	NA	4	2	NA	NA	1	9	1	0.002288	0.0009897	NA	NA	NA	NA	0.0004614	0.0002783	NA	NA	0.000764	0.001061	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ulvibacter"	"G"	24965	10	3	NA	NA	NA	6	NA	1	NA	NA	4	10	2	0.004576	0.0009897	NA	NA	NA	0.0006956	NA	0.0001392	NA	NA	0.003056	0.001179	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Zeaxanthinibacter"	"G"	24971	3	3	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.0009897	0.0009897	NA	NA	NA	NA	NA	NA	NA	NA	0.000764	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Xanthomarina"	"G"	24969	3	3	NA	NA	NA	2	NA	1	NA	NA	1	1	NA	0.0009897	0.0009897	NA	NA	NA	0.0002319	NA	0.0001392	NA	NA	0.000764	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Formosa"	"G"	24882	5	3	NA	NA	NA	3	5	2	NA	NA	1	4	NA	0.0009897	0.0009897	NA	NA	NA	0.0003478	0.0005767	0.0002783	NA	NA	0.000764	0.0004714	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Kordia"	"G"	24902	10	3	NA	NA	NA	5	6	3	NA	NA	2	10	3	0.006864	0.0009897	NA	NA	NA	0.0005797	0.0006921	0.0004175	NA	NA	0.001528	0.001179	0.006864	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavimarina"	"G"	24877	14	2	NA	NA	NA	2	3	2	NA	NA	NA	14	NA	0.00165	0.0006598	NA	NA	NA	0.0002319	0.000346	0.0002783	NA	NA	NA	0.00165	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavirhabdus"	"G"	24879	5	2	2	NA	NA	1	NA	NA	NA	NA	2	5	NA	0.0045	0.0006598	0.0045	NA	NA	0.0001159	NA	NA	NA	NA	0.001528	0.0005893	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Mesonia"	"G"	24918	6	2	NA	NA	NA	3	4	NA	NA	NA	3	6	2	0.004576	0.0006598	NA	NA	NA	0.0003478	0.0004614	NA	NA	NA	0.002292	0.0007071	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS4 marine group"	"G"	24924	18	2	NA	NA	NA	5	3	2	NA	NA	2	18	NA	0.002121	0.0006598	NA	NA	NA	0.0005797	0.000346	0.0002783	NA	NA	0.001528	0.002121	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Lutibacter"	"G"	24909	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	0.002288	0.0006598	NA	NA	NA	NA	NA	NA	NA	NA	0.000764	0.0002357	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Olleya"	"G"	24928	4	2	NA	NA	NA	2	4	2	NA	NA	1	3	NA	0.000764	0.0006598	NA	NA	NA	0.0002319	0.0004614	0.0002783	NA	NA	0.000764	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 2"	"G"	24933	3	2	NA	NA	NA	2	1	NA	NA	NA	NA	3	NA	0.0006598	0.0006598	NA	NA	NA	0.0002319	0.0001153	NA	NA	NA	NA	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aequorivita"	"G"	24843	6	2	1	NA	NA	4	3	2	NA	NA	1	6	NA	0.00225	0.0006598	0.00225	NA	NA	0.0004637	0.000346	0.0002783	NA	NA	0.000764	0.0007071	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gaetbulibacter"	"G"	24885	6	1	NA	NA	NA	1	2	1	NA	NA	NA	6	NA	0.0007071	0.0003299	NA	NA	NA	0.0001159	0.0002307	0.0001392	NA	NA	NA	0.0007071	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Corallibacter"	"G"	24868	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gelidibacter"	"G"	24888	12	1	NA	NA	NA	1	4	2	NA	NA	2	12	2	0.004576	0.0003299	NA	NA	NA	0.0001159	0.0004614	0.0002783	NA	NA	0.001528	0.001414	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Joostella"	"G"	24901	2	1	NA	NA	NA	1	1	NA	NA	NA	1	2	NA	0.000764	0.0003299	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	0.000764	0.0002357	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Leeuwenhoekiella"	"G"	24905	4	1	NA	NA	NA	2	3	NA	NA	NA	1	4	NA	0.000764	0.0003299	NA	NA	NA	0.0002319	0.000346	NA	NA	NA	0.000764	0.0004714	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Mesoflavibacter"	"G"	24917	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Muricauda"	"G"	24919	5	1	NA	NA	NA	NA	2	1	NA	NA	NA	5	NA	0.0005893	0.0003299	NA	NA	NA	NA	0.0002307	0.0001392	NA	NA	NA	0.0005893	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aurantivirga"	"G"	24856	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.0003536	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens"	"G"	24927	4	1	NA	NA	NA	4	NA	1	NA	NA	1	1	NA	0.000764	0.0003299	NA	NA	NA	0.0004637	NA	0.0001392	NA	NA	0.000764	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter"	"G"	24931	4	1	NA	NA	NA	2	4	NA	NA	NA	2	1	NA	0.001528	0.0003299	NA	NA	NA	0.0002319	0.0004614	NA	NA	NA	0.001528	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter"	"G"	24946	9	1	1	NA	NA	5	4	2	NA	NA	1	9	2	0.004576	0.0003299	0.00225	NA	NA	0.0005797	0.0004614	0.0002783	NA	NA	0.000764	0.001061	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salinimicrobium"	"G"	24947	4	1	NA	NA	NA	3	2	1	2	NA	2	4	1	0.002288	0.0003299	NA	NA	NA	0.0003478	0.0002307	0.0001392	0.0001196	NA	0.001528	0.0004714	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Sediminibacter"	"G"	24948	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	0.0001392	NA	NA	NA	0.0002357	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Spongiibacterium"	"G"	24954	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Subsaxibacter"	"G"	24959	1	1	NA	NA	NA	1	1	1	NA	NA	1	NA	1	0.002288	0.0003299	NA	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	0.000764	NA	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella"	"G"	24968	8	1	NA	NA	NA	3	8	NA	NA	NA	2	7	1	0.002288	0.0003299	NA	NA	NA	0.0003478	0.0009228	NA	NA	NA	0.001528	0.000825	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aestuariibaculum"	"G"	24844	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Confluentibacter"	"G"	24867	5	1	NA	NA	NA	3	2	1	NA	NA	NA	5	NA	0.0005893	0.0003299	NA	NA	NA	0.0003478	0.0002307	0.0001392	NA	NA	NA	0.0005893	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Coenonia"	"G"	24866	8	1	NA	NA	NA	8	3	2	NA	NA	1	7	NA	0.0009275	0.0003299	NA	NA	NA	0.0009275	0.000346	0.0002783	NA	NA	0.000764	0.000825	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Citreitalea"	"G"	24865	4	1	1	NA	NA	2	NA	1	NA	NA	NA	4	1	0.002288	0.0003299	0.00225	NA	NA	0.0002319	NA	0.0001392	NA	NA	NA	0.0004714	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Dokdonia"	"G"	24872	2	1	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	0.0002307	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomicaceae"	"F"	24826	4491	1145	161	NA	1	1078	1402	1012	21	2	1065	4491	242	0.8368	0.3777	0.3623	NA	0.3096	0.125	0.1617	0.1408	0.001256	0.8368	0.8136	0.5293	0.5537	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Fluviicola"	"G"	24829	4281	1116	158	NA	1	1048	1357	991	18	2	1035	4281	235	0.8368	0.3682	0.3555	NA	0.3096	0.1215	0.1565	0.1379	0.001077	0.8368	0.7907	0.5045	0.5376	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Crocinitomix"	"G"	24828	44	13	NA	NA	NA	16	18	6	1	NA	6	44	2	0.005186	0.004289	NA	NA	NA	0.001855	0.002076	0.000835	5.981e-05	NA	0.004584	0.005186	0.004576	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Wandonia"	"G"	24832	3	3	1	NA	NA	NA	2	NA	NA	NA	1	3	NA	0.00225	0.0009897	0.00225	NA	NA	NA	0.0002307	NA	NA	NA	0.000764	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"uncultured"	"G"	24833	13	2	1	NA	NA	2	7	5	1	NA	NA	13	1	0.002288	0.0006598	0.00225	NA	NA	0.0002319	0.0008074	0.0006958	5.981e-05	NA	NA	0.001532	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Salinirepens"	"G"	24831	16	1	1	NA	NA	1	4	2	NA	NA	3	16	1	0.002292	0.0003299	0.00225	NA	NA	0.0001159	0.0004614	0.0002783	NA	NA	0.002292	0.001886	0.002288	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Cryomorphaceae"	"F"	24834	365	365	28	NA	NA	60	52	47	1	NA	7	102	NA	0.1204	0.1204	0.063	NA	NA	0.006956	0.005998	0.006541	5.981e-05	NA	0.005348	0.01202	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	358	358	27	NA	NA	60	50	42	1	NA	6	92	NA	0.1181	0.1181	0.06075	NA	NA	0.006956	0.005767	0.005845	5.981e-05	NA	0.004584	0.01084	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS10 marine group"	"G"	24837	4	3	NA	NA	NA	NA	1	3	NA	NA	NA	4	NA	0.0009897	0.0009897	NA	NA	NA	NA	0.0001153	0.0004175	NA	NA	NA	0.0004714	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Cryomorpha"	"G"	24835	3	2	1	NA	NA	NA	1	NA	NA	NA	1	3	NA	0.00225	0.0006598	0.00225	NA	NA	NA	0.0001153	NA	NA	NA	0.000764	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Owenweeksia"	"G"	24838	3	2	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	0.0006598	0.0006598	NA	NA	NA	NA	NA	0.0001392	NA	NA	NA	0.0003536	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS9 marine group"	"F"	24980	1016	188	31	NA	NA	240	1016	430	3	NA	70	115	6	0.1172	0.06202	0.06976	NA	NA	0.02782	0.1172	0.05984	0.0001794	NA	0.05348	0.01355	0.01373	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Weeksellaceae"	"F"	24983	282	111	25	NA	NA	80	104	62	1	NA	37	282	9	0.05625	0.03662	0.05625	NA	NA	0.009275	0.012	0.008628	5.981e-05	NA	0.02827	0.03323	0.02059	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
