"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"P.palmC41"	"O"	14452	1	1	0.0007928	0.0007928	"Bacteria>Lentisphaerae>Oligosphaeria"
"Modulibacteria"	"P"	25727	1	1	0.0007928	0.0007928	"Bacteria"
"Moduliflexia"	"C"	25728	1	1	0.0007928	0.0007928	"Bacteria>Modulibacteria"
"Moduliflexales"	"O"	25729	1	1	0.0007928	0.0007928	"Bacteria>Modulibacteria>Moduliflexia"
"Moduliflexaceae"	"F"	25730	1	1	0.0007928	0.0007928	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales"
"GN01"	"P"	14408	1	1	0.0007928	0.0007928	"Bacteria"
"Nitrospinae"	"P"	14465	1	1	0.0007928	0.0007928	"Bacteria"
"Nitrospinia"	"C"	14470	1	1	0.0007928	0.0007928	"Bacteria>Nitrospinae"
"Nitrospinales"	"O"	14471	1	1	0.0007928	0.0007928	"Bacteria>Nitrospinae>Nitrospinia"
"Nitrospinaceae"	"F"	14472	1	1	0.0007928	0.0007928	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales"
"LS-NOB"	"G"	25732	1	1	0.0007928	0.0007928	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales>Nitrospinaceae"
"Thermotogae"	"P"	3963	1	1	0.0007928	0.0007928	"Bacteria"
"Thermotogae"	"C"	3964	1	1	0.0007928	0.0007928	"Bacteria>Thermotogae"
"Thermotogales"	"O"	3965	1	1	0.0007928	0.0007928	"Bacteria>Thermotogae>Thermotogae"
"Fervidobacteriaceae"	"F"	14728	1	1	0.0007928	0.0007928	"Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Fervidobacterium"	"G"	14729	1	1	0.0007928	0.0007928	"Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Eukaryota"	"D"	4	787	787	0.6239	0.6239	"root"
"Opisthokonta"	"-"	6428	488	488	0.3869	0.3869	"Eukaryota"
"Nucletmycea"	"D"	6508	261	261	0.2069	0.2069	"Eukaryota>Opisthokonta"
"Fungi"	"K"	6516	261	261	0.2069	0.2069	"Eukaryota>Opisthokonta>Nucletmycea"
"Dikarya"	"-"	6593	259	259	0.2053	0.2053	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Ascomycota"	"P"	6594	193	193	0.153	0.153	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya"
"Saccharomycotina"	"-"	7706	173	173	0.1371	0.1371	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Saccharomycetes"	"C"	7707	173	173	0.1371	0.1371	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina"
"Saccharomycetales"	"O"	7708	173	173	0.1371	0.1371	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes"
"Saccharomycetaceae"	"F"	7758	152	152	0.1205	0.1205	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomyces"	"G"	7779	80	80	0.06342	0.06342	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Yueomyces"	"G"	28015	21	21	0.01665	0.01665	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kluyveromyces"	"G"	7766	10	10	0.007928	0.007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Zygosaccharomyces"	"G"	7787	5	5	0.003964	0.003964	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Lachancea"	"G"	7771	4	4	0.003171	0.003171	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kazachstania-Candida clade"	"G"	28012	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kazachstania"	"G"	7765	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Eremothecium"	"G"	28011	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Vanderwaltozyma"	"G"	7785	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Nakaseomyces-Candida clade"	"G"	28014	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Pichiaceae"	"F"	7756	4	4	0.003171	0.003171	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Pichia"	"G"	28009	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae"
"Ogataea-Candida clade"	"G"	28008	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae"
"Debaryomycetaceae"	"F"	7713	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Hypopichia-Candida clade"	"G"	27978	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Meyerozyma-Candida clade"	"G"	27980	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Saccharomycodaceae"	"F"	7789	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomycodes"	"G"	7793	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycodaceae"
"Phaffomycetaceae"	"F"	7753	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Cyberlindnera-Candida clade"	"G"	27999	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Phaffomycetaceae"
"Incertae Sedis"	"F"	7729	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Kuraishia"	"G"	27989	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Saccharomycotina>Saccharomycetes>Saccharomycetales>Incertae&nbsp;Sedis"
"Pezizomycotina"	"-"	6596	20	20	0.01586	0.01586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Sordariomycetes"	"C"	7420	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Hypocreales"	"O"	7464	4	4	0.003171	0.003171	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Clavicipitaceae"	"F"	7474	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Metarhizium"	"G"	7481	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Clavicipitaceae"
"Nectriaceae"	"F"	7516	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Fusarium"	"G"	7518	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Nectriaceae"
"Incertae Sedis"	"F"	7501	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales"
"Acremonium"	"G"	7502	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Hypocreales>Incertae&nbsp;Sedis"
"Glomerellales"	"O"	7454	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Glomerellaceae"	"F"	27848	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales"
"Colletotrichum"	"G"	27849	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales>Glomerellaceae"
"Plectosphaerellaceae"	"F"	7455	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales"
"Verticillium"	"G"	7458	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Glomerellales>Plectosphaerellaceae"
"Xylariales"	"O"	7671	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Microascales"	"O"	7578	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes"
"Graphiaceae"	"F"	27913	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Microascales"
"Graphium"	"G"	27914	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Sordariomycetes>Microascales>Graphiaceae"
"Dothideomycetes"	"C"	6607	5	5	0.003964	0.003964	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Capnodiales"	"O"	6621	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes"
"Mycosphaerellaceae"	"F"	6641	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales"
"Cladosporiaceae"	"F"	27431	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales"
"Cladosporium"	"G"	27432	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Capnodiales>Cladosporiaceae"
"Pleosporales"	"O"	6713	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes"
"Leptosphaeriaceae"	"F"	6743	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales"
"Leptosphaeria"	"G"	6745	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales>Leptosphaeriaceae"
"Orbiliomycetes"	"C"	7295	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Orbiliales"	"O"	7296	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes"
"Orbiliaceae"	"F"	7297	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes>Orbiliales"
"Dactylellina"	"G"	7300	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Orbiliomycetes>Orbiliales>Orbiliaceae"
"Lecanoromycetes"	"C"	6969	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Basidiomycota"	"P"	7825	65	65	0.05153	0.05153	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya"
"Agaricomycotina"	"-"	7826	50	50	0.03964	0.03964	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Tremellomycetes"	"C"	8268	35	35	0.02775	0.02775	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Tremellales"	"O"	8280	25	25	0.01982	0.01982	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Cryptococcaceae"	"F"	28312	15	15	0.01189	0.01189	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Cryptococcus"	"G"	28313	12	12	0.009513	0.009513	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Cryptococcaceae"
"Kwoniella"	"G"	28314	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Cryptococcaceae"
"Trimorphomycetaceae"	"F"	28325	7	7	0.005549	0.005549	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Saitozyma"	"G"	28326	7	7	0.005549	0.005549	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales>Trimorphomycetaceae"
"uncultured"	"F"	28329	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Tremellales"
"Trichosporonales"	"O"	28330	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Trichosporonaceae"	"F"	28334	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales"
"Trichosporon"	"G"	28338	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales>Trichosporonaceae"
"Cystofilobasidiales"	"O"	8269	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes"
"Mrakiaceae"	"F"	28282	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Cystofilobasidiales"
"Agaricomycetes"	"C"	7827	14	14	0.0111	0.0111	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Thelephorales"	"O"	8258	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"uncultured"	"F"	28263	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales"
"Typhulaceae"	"F"	28261	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales"
"Sclerotium"	"G"	28262	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Thelephorales>Typhulaceae"
"Auriculariales"	"O"	8000	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"Polyporales"	"O"	8137	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"uncultured"	"F"	28229	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Polyporales"
"Cantharellales"	"O"	8050	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes"
"Tulasnellaceae"	"F"	8070	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Cantharellales"
"Tulasnella"	"G"	8071	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Cantharellales>Tulasnellaceae"
"Dacrymycetes"	"C"	28265	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina"
"Dacrymycetales"	"O"	28266	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes"
"Dacrymycetaceae"	"F"	28269	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes>Dacrymycetales"
"Calocera"	"G"	28270	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Dacrymycetes>Dacrymycetales>Dacrymycetaceae"
"Pucciniomycotina"	"-"	8339	10	10	0.007928	0.007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Pucciniomycetes"	"C"	8411	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina"
"Pucciniales"	"O"	8423	9	9	0.007135	0.007135	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes"
"Pucciniaceae"	"F"	8452	6	6	0.004757	0.004757	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Gymnosporangium"	"G"	8454	5	5	0.003964	0.003964	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Pucciniaceae"
"Sphenorchidium"	"G"	28418	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Pucciniaceae"
"Mikronegeriaceae"	"F"	8437	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Mikronegeria"	"G"	28411	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Mikronegeriaceae"
"Incertae Sedis"	"F"	8431	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales"
"Caeoma"	"G"	8433	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Pucciniomycetes>Pucciniales>Incertae&nbsp;Sedis"
"Agaricostilbomycetes"	"C"	8340	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina"
"Agaricostilbales"	"O"	8341	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes"
"Ruineniaceae"	"F"	28355	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes>Agaricostilbales"
"Ruinenia"	"G"	28356	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Agaricostilbomycetes>Agaricostilbales>Ruineniaceae"
"Ustilaginomycotina"	"-"	8480	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota"
"Malasseziomycetes"	"C"	28452	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina"
"Malasseziales"	"O"	28453	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes"
"Malasseziaceae"	"F"	28454	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes>Malasseziales"
"Malassezia"	"G"	28455	2	2	0.001586	0.001586	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Malasseziomycetes>Malasseziales>Malasseziaceae"
"Mucoromycota"	"P"	28515	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Glomeromycotina"	"-"	28516	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Mucoromycota"
"Glomeromycetes"	"C"	28517	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Mucoromycota>Glomeromycotina"
"Microsporidia"	"P"	8590	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Tuzetiidae"	"F"	28512	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Janacekia"	"G"	28513	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Tuzetiidae"
"Holozoa"	"D"	6430	223	223	0.1768	0.1768	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	221	221	0.1752	0.1752	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	220	220	0.1744	0.1744	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	218	218	0.1728	0.1728	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Chordata"	"-"	13104	71	71	0.05629	0.05629	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Vertebrata"	"P"	13120	69	69	0.0547	0.0547	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata"
"Gnathostomata"	"-"	13126	68	68	0.05391	0.05391	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
"Euteleostomi"	"-"	13134	68	68	0.05391	0.05391	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata"
"Actinopterygii"	"C"	13135	64	64	0.05074	0.05074	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Neopterygii"	"-"	13138	64	64	0.05074	0.05074	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii"
"Teleostei"	"-"	13141	64	64	0.05074	0.05074	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Actinopterygii>Neopterygii"
"Tetrapoda"	"-"	13150	4	4	0.003171	0.003171	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi"
"Mammalia"	"C"	13155	3	3	0.002378	0.002378	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Aves"	"C"	13152	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata>Gnathostomata>Euteleostomi>Tetrapoda"
"Agnatha"	"-"	13121	1	1	0.0007928	0.0007928	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Chordata>Vertebrata"
