"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Duganella"	"G"	26391	47	9	1	4	NA	34	NA	NA	NA	NA	NA	47	NA	0.05853	0.005229	0.01779	0.002846	NA	0.02011	NA	NA	NA	NA	NA	0.05853	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pandoraea"	"G"	26425	16	7	NA	NA	NA	16	NA	NA	1	NA	NA	5	NA	0.009463	0.004067	NA	NA	NA	0.009463	NA	NA	0.0005905	NA	NA	0.006227	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Malikia"	"G"	26413	24	7	1	1	NA	24	NA	NA	NA	NA	NA	21	NA	0.02615	0.004067	0.01779	0.0007114	NA	0.0142	NA	NA	NA	NA	NA	0.02615	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucibacter"	"G"	26430	36	6	1	4	NA	29	NA	NA	1	NA	NA	36	NA	0.04483	0.003486	0.01779	0.002846	NA	0.01715	NA	NA	0.0005905	NA	NA	0.04483	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	24	5	1	4	NA	23	NA	NA	1	NA	NA	24	NA	0.02989	0.002905	0.01779	0.002846	NA	0.0136	NA	NA	0.0005905	NA	NA	0.02989	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	8	5	NA	2	NA	8	NA	NA	NA	NA	NA	4	NA	0.004981	0.002905	NA	0.001423	NA	0.004732	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	32	5	2	5	NA	29	NA	NA	1	NA	NA	32	NA	0.03985	0.002905	0.03559	0.003557	NA	0.01715	NA	NA	0.0005905	NA	NA	0.03985	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	45	5	1	11	NA	45	NA	NA	NA	NA	NA	39	NA	0.04857	0.002905	0.01779	0.007825	NA	0.02662	NA	NA	NA	NA	NA	0.04857	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"AAP99"	"G"	26353	9	5	NA	8	NA	4	NA	1	NA	NA	NA	9	NA	4.167	0.002905	NA	0.005691	NA	0.002366	NA	4.167	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudacidovorax"	"G"	26438	22	4	NA	1	NA	22	NA	NA	NA	NA	NA	10	NA	0.01301	0.002324	NA	0.0007114	NA	0.01301	NA	NA	NA	NA	NA	0.01245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	17	4	1	3	NA	17	NA	NA	1	NA	NA	10	NA	0.01779	0.002324	0.01779	0.002134	NA	0.01005	NA	NA	0.0005905	NA	NA	0.01245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	23	4	1	6	NA	21	NA	NA	NA	NA	NA	23	NA	0.02864	0.002324	0.01779	0.004268	NA	0.01242	NA	NA	NA	NA	NA	0.02864	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verticia"	"G"	26464	17	3	NA	2	NA	2	NA	NA	NA	NA	NA	17	NA	0.02117	0.001743	NA	0.001423	NA	0.001183	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	17	3	NA	1	NA	17	NA	NA	1	NA	NA	13	NA	0.01619	0.001743	NA	0.0007114	NA	0.01005	NA	NA	0.0005905	NA	NA	0.01619	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	6	3	NA	NA	NA	3	NA	NA	NA	NA	NA	6	NA	0.007472	0.001743	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	24	3	NA	NA	NA	24	NA	NA	NA	NA	NA	23	NA	0.02864	0.001743	NA	NA	NA	0.0142	NA	NA	NA	NA	NA	0.02864	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xenophilus"	"G"	26465	17	3	1	5	NA	17	NA	NA	NA	NA	NA	15	NA	0.01868	0.001743	0.01779	0.003557	NA	0.01005	NA	NA	NA	NA	NA	0.01868	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	3	3	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003736	0.001743	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	10	3	NA	NA	NA	10	NA	NA	NA	NA	NA	6	NA	0.007472	0.001743	NA	NA	NA	0.005915	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Macromonas"	"G"	26412	29	3	NA	2	NA	29	NA	NA	NA	NA	NA	20	NA	0.02491	0.001743	NA	0.001423	NA	0.01715	NA	NA	NA	NA	NA	0.02491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	19	2	NA	NA	NA	19	NA	NA	NA	NA	NA	6	NA	0.01124	0.001162	NA	NA	NA	0.01124	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Telluria"	"G"	26456	6	2	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003549	0.001162	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	16	2	NA	2	NA	16	NA	NA	NA	NA	NA	7	NA	0.009463	0.001162	NA	0.001423	NA	0.009463	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	24	2	NA	3	NA	22	NA	NA	NA	NA	NA	24	NA	0.02989	0.001162	NA	0.002134	NA	0.01301	NA	NA	NA	NA	NA	0.02989	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verminephrobacter"	"G"	26463	32	2	NA	NA	NA	32	NA	NA	NA	NA	NA	27	NA	0.03362	0.001162	NA	NA	NA	0.01893	NA	NA	NA	NA	NA	0.03362	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Azohydromonas"	"G"	26363	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tibeticola"	"G"	26460	26	2	1	2	NA	26	NA	NA	1	NA	NA	12	NA	0.01779	0.001162	0.01779	0.001423	NA	0.01538	NA	NA	0.0005905	NA	NA	0.01494	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	4	1	NA	NA	NA	2	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Kinetoplastibacterium"	"G"	26373	7	1	NA	NA	NA	7	NA	NA	1	NA	NA	3	NA	0.00414	0.000581	NA	NA	NA	0.00414	NA	NA	0.0005905	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	6	1	NA	2	NA	6	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	0.001423	NA	0.003549	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	11	1	NA	1	NA	11	NA	NA	NA	NA	NA	7	NA	0.008717	0.000581	NA	0.0007114	NA	0.006506	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Extensimonas"	"G"	26393	16	1	NA	2	NA	16	NA	NA	NA	NA	NA	3	NA	0.009463	0.000581	NA	0.001423	NA	0.009463	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Taylorella"	"G"	26455	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Derxia"	"G"	26389	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	3	NA	0.004732	0.000581	NA	NA	NA	0.004732	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caldimonas"	"G"	26371	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.001774	0.000581	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hylemonella"	"G"	26400	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	414	334	9	266	NA	228	NA	NA	2	NA	NA	414	NA	0.5156	0.194	0.1601	0.1892	NA	0.1349	NA	NA	0.001181	NA	NA	0.5156	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	97	97	2	94	NA	11	NA	NA	NA	NA	NA	54	NA	0.06725	0.05635	0.03559	0.06687	NA	0.006506	NA	NA	NA	NA	NA	0.06725	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	73	73	2	65	NA	28	NA	NA	1	NA	NA	65	NA	0.08095	0.04241	0.03559	0.04624	NA	0.01656	NA	NA	0.0005905	NA	NA	0.08095	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	51	51	NA	33	NA	10	NA	NA	1	NA	NA	28	NA	0.03487	0.02963	NA	0.02348	NA	0.005915	NA	NA	0.0005905	NA	NA	0.03487	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	34	27	NA	16	NA	30	NA	NA	NA	NA	NA	34	NA	0.04234	0.01569	NA	0.01138	NA	0.01774	NA	NA	NA	NA	NA	0.04234	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	21	21	NA	14	NA	3	NA	NA	NA	NA	NA	2	NA	0.0122	0.0122	NA	0.00996	NA	0.001774	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	120	18	NA	15	NA	95	NA	NA	NA	NA	NA	120	NA	0.1494	0.01046	NA	0.01067	NA	0.05619	NA	NA	NA	NA	NA	0.1494	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	20	7	NA	4	NA	20	NA	NA	NA	NA	NA	18	NA	0.02242	0.004067	NA	0.002846	NA	0.01183	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	7	5	NA	1	NA	4	NA	NA	NA	NA	NA	7	NA	0.008717	0.002905	NA	0.0007114	NA	0.002366	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	9	4	1	9	NA	9	NA	NA	NA	NA	NA	8	NA	0.01779	0.002324	0.01779	0.006403	NA	0.005323	NA	NA	NA	NA	NA	0.009963	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	3	3	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.001743	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	9	3	NA	5	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01121	0.001743	NA	0.003557	NA	NA	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	20	2	NA	NA	NA	1	NA	NA	NA	NA	NA	20	NA	0.02491	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.02491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0.009963	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009963	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methyloversatilis"	"G"	26569	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Z-35"	"G"	26579	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	1081	64	6	84	NA	749	NA	NA	11	NA	NA	1081	NA	1.346	0.03718	0.1068	0.05976	NA	0.443	NA	NA	0.006495	NA	NA	1.346	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	762	45	2	59	NA	533	NA	NA	9	NA	NA	762	NA	0.9489	0.02614	0.03559	0.04197	NA	0.3152	NA	NA	0.005314	NA	NA	0.9489	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	144	10	NA	13	NA	78	NA	NA	1	NA	NA	144	NA	0.1793	0.00581	NA	0.009248	NA	0.04613	NA	NA	0.0005905	NA	NA	0.1793	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	65	6	NA	4	NA	61	NA	NA	NA	NA	NA	65	NA	0.08095	0.003486	NA	0.002846	NA	0.03608	NA	NA	NA	NA	NA	0.08095	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	24	1	2	3	NA	14	NA	NA	1	NA	NA	24	NA	0.03559	0.000581	0.03559	0.002134	NA	0.00828	NA	NA	0.0005905	NA	NA	0.02989	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	37	1	2	2	NA	27	NA	NA	NA	NA	NA	37	NA	0.04608	0.000581	0.03559	0.001423	NA	0.01597	NA	NA	NA	NA	NA	0.04608	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	118	41	NA	51	NA	88	NA	NA	1	NA	NA	118	NA	0.1469	0.02382	NA	0.03628	NA	0.05205	NA	NA	0.0005905	NA	NA	0.1469	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ellin6067"	"G"	26542	42	17	NA	13	NA	36	NA	NA	NA	NA	NA	42	NA	0.0523	0.009877	NA	0.009248	NA	0.02129	NA	NA	NA	NA	NA	0.0523	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosomonas"	"G"	26546	29	13	NA	29	NA	6	NA	NA	NA	NA	NA	5	NA	0.02063	0.007553	NA	0.02063	NA	0.003549	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	49	5	NA	6	NA	34	NA	NA	1	NA	NA	49	NA	0.06102	0.002905	NA	0.004268	NA	0.02011	NA	NA	0.0005905	NA	NA	0.06102	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	7	2	NA	NA	NA	4	NA	NA	NA	NA	NA	7	NA	0.008717	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	4	1	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	4	1	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"SC-I-84"	"F"	26582	169	19	1	6	NA	142	NA	NA	NA	NA	NA	169	NA	0.2105	0.01104	0.01779	0.004268	NA	0.08399	NA	NA	NA	NA	NA	0.2105	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonadaceae"	"F"	26483	15	15	1	7	NA	1	NA	NA	NA	NA	NA	2	NA	0.01779	0.008715	0.01779	0.00498	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonas"	"G"	26484	14	14	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	0.008134	0.01779	0.003557	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinivorax"	"G"	26485	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Neisseriaceae"	"F"	26526	23	12	3	10	NA	19	NA	NA	NA	NA	NA	23	NA	0.05338	0.006972	0.05338	0.007114	NA	0.01124	NA	NA	NA	NA	NA	0.02864	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Neisseria"	"G"	26532	13	10	2	5	NA	12	NA	NA	NA	NA	NA	13	NA	0.03559	0.00581	0.03559	0.003557	NA	0.007098	NA	NA	NA	NA	NA	0.01619	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Stenoxybacter"	"G"	26535	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"uncultured"	"G"	26538	6	1	1	5	NA	4	NA	NA	NA	NA	NA	6	NA	0.01779	0.000581	0.01779	0.003557	NA	0.002366	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Chromobacteriaceae"	"F"	26486	39	9	11	2	NA	38	NA	NA	NA	NA	NA	39	NA	0.1957	0.005229	0.1957	0.001423	NA	0.02248	NA	NA	NA	NA	NA	0.04857	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Vogesella"	"G"	26493	37	9	11	1	NA	37	NA	NA	NA	NA	NA	33	NA	0.1957	0.005229	0.1957	0.0007114	NA	0.02188	NA	NA	NA	NA	NA	0.0411	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Hydrogenophilaceae"	"F"	26503	17	6	NA	10	NA	17	NA	NA	1	NA	NA	16	NA	0.01993	0.003486	NA	0.007114	NA	0.01005	NA	NA	0.0005905	NA	NA	0.01993	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	5	3	NA	3	NA	4	NA	NA	NA	NA	NA	5	NA	0.006227	0.001743	NA	0.002134	NA	0.002366	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Hydrogenophilus"	"G"	26505	3	2	NA	3	NA	1	NA	NA	1	NA	NA	3	NA	0.003736	0.001162	NA	0.002134	NA	0.0005915	NA	NA	0.0005905	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Thiobacillus"	"G"	26509	10	1	NA	3	NA	10	NA	NA	NA	NA	NA	8	NA	0.009963	0.000581	NA	0.002134	NA	0.005915	NA	NA	NA	NA	NA	0.009963	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"TRA3-20"	"F"	26589	23	5	NA	1	NA	23	NA	NA	NA	NA	NA	17	NA	0.02117	0.002905	NA	0.0007114	NA	0.0136	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Aquaspirillaceae"	"F"	26343	36	4	NA	NA	NA	3	NA	NA	NA	NA	NA	36	NA	0.04483	0.002324	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.04483	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Rivicola"	"G"	26347	23	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	0.02864	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02864	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
