"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"AKYH767"	"F"	25004	173	28	15	NA	NA	173	140	86	NA	NA	23	156	1	0.02898	0.008229	0.02898	NA	NA	0.01839	0.01497	0.01108	NA	NA	0.01537	0.01696	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD1-131"	"F"	25010	23	10	NA	NA	NA	9	11	6	NA	NA	1	23	4	0.008271	0.002939	NA	NA	NA	0.0009567	0.001176	0.0007729	NA	NA	0.0006684	0.002501	0.008271	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15A-MN91"	"F"	25017	27	9	1	NA	NA	22	27	5	NA	NA	2	22	2	0.004135	0.002645	0.001932	NA	NA	0.002338	0.002887	0.0006441	NA	NA	0.001337	0.002392	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	36	8	1	NA	NA	21	36	7	NA	NA	1	15	NA	0.00385	0.002351	0.001932	NA	NA	0.002232	0.00385	0.0009017	NA	NA	0.0006684	0.001631	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ST-12K33"	"F"	25019	9	4	NA	NA	NA	1	2	1	NA	NA	NA	9	NA	0.001176	0.001176	NA	NA	NA	0.0001063	0.0002139	0.0001288	NA	NA	NA	0.0009785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD3-93"	"F"	25011	16	2	1	NA	NA	16	12	9	NA	NA	2	16	NA	0.001932	0.0005878	0.001932	NA	NA	0.001701	0.001283	0.001159	NA	NA	0.001337	0.00174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"CWT CU03-E12"	"F"	25006	3	1	NA	NA	NA	2	3	NA	NA	NA	NA	1	NA	0.0003208	0.0002939	NA	NA	NA	0.0002126	0.0003208	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Z4MB62"	"F"	25034	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	NA	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Flavobacteriales"	"O"	24819	25008	4296	780	22	8	5503	7227	5969	104	22	5306	25008	2451	5.068	1.262	1.507	2.54	0.5891	0.5849	0.7728	0.7689	0.006082	2.651	3.547	2.719	5.068	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	19412	2252	509	14	7	3767	4246	4303	74	19	4053	19412	2144	4.433	0.6618	0.9833	1.617	0.5155	0.4004	0.454	0.5543	0.004328	2.289	2.709	2.11	4.433	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	18497	2040	474	13	7	3450	3764	4091	69	19	3906	18497	2086	4.313	0.5995	0.9157	1.501	0.5155	0.3667	0.4025	0.527	0.004035	2.289	2.611	2.011	4.313	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudofulvibacter"	"G"	24938	84	34	3	1	NA	19	34	17	NA	NA	13	84	3	0.1155	0.009992	0.005795	0.1155	NA	0.00202	0.003636	0.00219	NA	NA	0.00869	0.009133	0.006203	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	92	25	4	NA	NA	30	34	20	NA	NA	21	92	6	0.01404	0.007347	0.007727	NA	NA	0.003189	0.003636	0.002576	NA	NA	0.01404	0.01	0.01241	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	64	20	1	NA	NA	25	42	16	1	NA	14	64	9	0.01861	0.005878	0.001932	NA	NA	0.002657	0.004491	0.002061	5.848e-05	NA	0.009358	0.006958	0.01861	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella"	"G"	24968	38	13	NA	NA	NA	26	38	9	NA	NA	2	13	1	0.004063	0.00382	NA	NA	NA	0.002764	0.004063	0.001159	NA	NA	0.001337	0.001413	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquibacter"	"G"	24849	24	10	2	NA	NA	12	21	11	NA	NA	3	24	NA	0.003864	0.002939	0.003864	NA	NA	0.001276	0.002246	0.001417	NA	NA	0.002005	0.002609	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS5 marine group"	"G"	24925	37	8	2	NA	NA	23	25	12	NA	NA	1	37	2	0.004135	0.002351	0.003864	NA	NA	0.002445	0.002673	0.001546	NA	NA	0.0006684	0.004023	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum"	"G"	24964	17	6	NA	NA	NA	1	6	3	NA	NA	NA	17	NA	0.001848	0.001763	NA	NA	NA	0.0001063	0.0006416	0.0003864	NA	NA	NA	0.001848	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maribacter"	"G"	24912	13	6	NA	NA	NA	1	3	5	NA	NA	1	13	NA	0.001763	0.001763	NA	NA	NA	0.0001063	0.0003208	0.0006441	NA	NA	0.0006684	0.001413	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gillisia"	"G"	24890	11	4	NA	NA	NA	8	4	2	NA	NA	1	11	1	0.002068	0.001176	NA	NA	NA	0.0008504	0.0004277	0.0002576	NA	NA	0.0006684	0.001196	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maritimimonas"	"G"	24914	15	4	NA	NA	NA	8	15	2	NA	NA	1	14	1	0.002068	0.001176	NA	NA	NA	0.0008504	0.001604	0.0002576	NA	NA	0.0006684	0.001522	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Jejudonia"	"G"	24899	13	3	1	NA	NA	1	1	3	NA	NA	5	13	3	0.006203	0.0008816	0.001932	NA	NA	0.0001063	0.0001069	0.0003864	NA	NA	0.003342	0.001413	0.006203	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salinimicrobium"	"G"	24947	13	3	NA	NA	NA	4	6	4	NA	NA	NA	13	NA	0.001413	0.0008816	NA	NA	NA	0.0004252	0.0006416	0.0005153	NA	NA	NA	0.001413	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Myroides"	"G"	24921	18	3	1	NA	NA	9	8	3	NA	NA	1	18	NA	0.001957	0.0008816	0.001932	NA	NA	0.0009567	0.0008555	0.0003864	NA	NA	0.0006684	0.001957	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS4 marine group"	"G"	24924	15	3	NA	NA	NA	3	5	1	NA	NA	1	15	2	0.004135	0.0008816	NA	NA	NA	0.0003189	0.0005347	0.0001288	NA	NA	0.0006684	0.001631	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Algibacter"	"G"	24846	15	2	NA	NA	NA	3	2	3	NA	NA	2	15	NA	0.001631	0.0005878	NA	NA	NA	0.0003189	0.0002139	0.0003864	NA	NA	0.001337	0.001631	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Confluentibacter"	"G"	24867	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0005878	0.0005878	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS2b marine group"	"G"	24922	14	2	NA	NA	NA	2	9	3	NA	NA	1	14	NA	0.001522	0.0005878	NA	NA	NA	0.0002126	0.0009624	0.0003864	NA	NA	0.0006684	0.001522	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter"	"G"	24931	15	2	NA	NA	NA	8	3	1	NA	NA	2	15	NA	0.001631	0.0005878	NA	NA	NA	0.0008504	0.0003208	0.0001288	NA	NA	0.001337	0.001631	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Psychroserpens"	"G"	24941	23	2	2	NA	NA	12	23	2	1	NA	1	13	1	0.003864	0.0005878	0.003864	NA	NA	0.001276	0.002459	0.0002576	5.848e-05	NA	0.0006684	0.001413	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Mesonia"	"G"	24918	3	1	NA	NA	NA	NA	3	NA	NA	NA	1	1	NA	0.0006684	0.0002939	NA	NA	NA	NA	0.0003208	NA	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aequorivita"	"G"	24843	10	1	NA	NA	NA	NA	1	NA	NA	NA	2	10	NA	0.001337	0.0002939	NA	NA	NA	NA	0.0001069	NA	NA	NA	0.001337	0.001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Formosa"	"G"	24882	4	1	NA	NA	NA	3	4	1	NA	NA	1	1	NA	0.0006684	0.0002939	NA	NA	NA	0.0003189	0.0004277	0.0001288	NA	NA	0.0006684	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ulvibacter"	"G"	24965	6	1	NA	NA	NA	1	4	1	NA	NA	1	6	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0004277	0.0001288	NA	NA	0.0006684	0.0006523	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Subsaxibacter"	"G"	24959	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Kordia"	"G"	24902	4	1	3	NA	NA	3	4	NA	NA	NA	NA	4	NA	0.005795	0.0002939	0.005795	NA	NA	0.0003189	0.0004277	NA	NA	NA	NA	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Lutimonas"	"G"	24910	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Spongiimonas"	"G"	24957	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter"	"G"	24946	5	1	1	NA	NA	NA	1	NA	NA	NA	NA	5	1	0.002068	0.0002939	0.001932	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0005436	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Meridianimaribacter"	"G"	24916	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Olleya"	"G"	24928	6	1	NA	NA	NA	5	1	1	NA	NA	1	6	1	0.002068	0.0002939	NA	NA	NA	0.0005315	0.0001069	0.0001288	NA	NA	0.0006684	0.0006523	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Muricauda"	"G"	24919	4	1	NA	NA	NA	1	1	NA	NA	NA	1	4	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0001069	NA	NA	NA	0.0006684	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Psychroflexus"	"G"	24940	11	1	NA	NA	NA	2	3	4	NA	NA	1	11	1	0.002068	0.0002939	NA	NA	NA	0.0002126	0.0003208	0.0005153	NA	NA	0.0006684	0.001196	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pricia"	"G"	24937	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 4"	"G"	24935	8	1	1	NA	NA	NA	NA	3	NA	NA	1	8	NA	0.001932	0.0002939	0.001932	NA	NA	NA	NA	0.0003864	NA	NA	0.0006684	0.0008698	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 3"	"G"	24934	2	1	NA	NA	NA	1	1	NA	NA	NA	1	2	1	0.002068	0.0002939	NA	NA	NA	0.0001063	0.0001069	NA	NA	NA	0.0006684	0.0002174	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens"	"G"	24927	9	1	2	NA	NA	4	9	1	NA	NA	4	6	NA	0.003864	0.0002939	0.003864	NA	NA	0.0004252	0.0009624	0.0001288	NA	NA	0.002674	0.0006523	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Actibacter"	"G"	24842	17	1	NA	NA	NA	17	11	NA	NA	NA	NA	6	NA	0.001807	0.0002939	NA	NA	NA	0.001807	0.001176	NA	NA	NA	NA	0.0006523	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Dokdonia"	"G"	24872	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	0.001337	0.0002939	NA	NA	NA	0.0001063	NA	NA	NA	NA	0.001337	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavicella"	"G"	24876	3	1	NA	NA	NA	3	2	2	NA	NA	NA	3	NA	0.0003262	0.0002939	NA	NA	NA	0.0003189	0.0002139	0.0002576	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomicaceae"	"F"	24826	4724	1165	174	3	NA	1147	1478	1011	20	3	1089	4724	260	0.7279	0.3424	0.3361	0.3464	NA	0.1219	0.158	0.1302	0.00117	0.3614	0.7279	0.5136	0.5376	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Fluviicola"	"G"	24829	4522	1123	167	3	NA	1114	1440	966	19	3	1054	4522	250	0.7045	0.33	0.3226	0.3464	NA	0.1184	0.154	0.1244	0.001111	0.3614	0.7045	0.4916	0.5169	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Crocinitomix"	"G"	24828	71	13	3	NA	NA	13	11	18	NA	NA	6	71	3	0.007719	0.00382	0.005795	NA	NA	0.001382	0.001176	0.002319	NA	NA	0.004011	0.007719	0.006203	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"uncultured"	"G"	24833	41	8	2	NA	NA	5	6	11	NA	NA	10	41	3	0.006684	0.002351	0.003864	NA	NA	0.0005315	0.0006416	0.001417	NA	NA	0.006684	0.004458	0.006203	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Salinirepens"	"G"	24831	25	6	NA	NA	NA	2	5	3	NA	NA	4	25	1	0.002718	0.001763	NA	NA	NA	0.0002126	0.0005347	0.0003864	NA	NA	0.002674	0.002718	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Wandonia"	"G"	24832	13	3	NA	NA	NA	NA	2	2	NA	NA	2	13	NA	0.001413	0.0008816	NA	NA	NA	NA	0.0002139	0.0002576	NA	NA	0.001337	0.001413	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Brumimicrobium"	"G"	24827	4	1	NA	NA	NA	2	3	NA	NA	NA	2	4	NA	0.001337	0.0002939	NA	NA	NA	0.0002126	0.0003208	NA	NA	NA	0.001337	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Cryomorphaceae"	"F"	24834	487	487	36	NA	NA	115	130	72	5	NA	12	143	5	0.1431	0.1431	0.06955	NA	NA	0.01222	0.0139	0.009275	0.0002924	NA	0.008021	0.01555	0.01034	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	478	478	36	NA	NA	103	115	64	5	NA	9	116	2	0.1405	0.1405	0.06955	NA	NA	0.01095	0.0123	0.008244	0.0002924	NA	0.006016	0.01261	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS10 marine group"	"G"	24837	21	4	NA	NA	NA	8	9	7	NA	NA	3	21	2	0.004135	0.001176	NA	NA	NA	0.0008504	0.0009624	0.0009017	NA	NA	0.002005	0.002283	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Owenweeksia"	"G"	24838	2	2	NA	NA	NA	2	1	NA	NA	NA	NA	1	NA	0.0005878	0.0005878	NA	NA	NA	0.0002126	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Cryomorpha"	"G"	24835	4	1	NA	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.0004349	0.0002939	NA	NA	NA	NA	0.0003208	0.0001288	NA	NA	NA	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Luteibaculum"	"G"	24836	2	1	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	0.0002139	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS9 marine group"	"F"	24980	1145	223	41	NA	NA	314	1145	463	1	NA	79	236	14	0.1224	0.06553	0.0792	NA	NA	0.03338	0.1224	0.05964	5.848e-05	NA	0.05281	0.02566	0.02895	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Weeksellaceae"	"F"	24983	326	102	16	3	NA	100	127	88	3	NA	44	326	17	0.3464	0.02998	0.03091	0.3464	NA	0.01063	0.01358	0.01134	0.0001754	NA	0.02941	0.03544	0.03515	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Chryseobacterium"	"G"	24989	220	71	9	3	NA	61	65	61	1	NA	29	220	13	0.3464	0.02087	0.01739	0.3464	NA	0.006484	0.006951	0.007858	5.848e-05	NA	0.01938	0.02392	0.02688	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Cloacibacterium"	"G"	24990	40	11	1	NA	NA	16	17	6	1	NA	6	40	2	0.004349	0.003233	0.001932	NA	NA	0.001701	0.001818	0.0007729	5.848e-05	NA	0.004011	0.004349	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Bergeyella"	"G"	24986	8	8	1	NA	NA	NA	3	6	NA	NA	3	8	NA	0.002351	0.002351	0.001932	NA	NA	NA	0.0003208	0.0007729	NA	NA	0.002005	0.0008698	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Empedobacter"	"G"	24993	18	8	1	NA	NA	7	18	5	NA	NA	1	15	NA	0.002351	0.002351	0.001932	NA	NA	0.0007441	0.001925	0.0006441	NA	NA	0.0006684	0.001631	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Moheibacter"	"G"	24994	12	1	1	NA	NA	1	6	4	1	NA	NA	12	NA	0.001932	0.0002939	0.001932	NA	NA	0.0001063	0.0006416	0.0005153	5.848e-05	NA	NA	0.001305	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Blattabacteriaceae"	"F"	24820	15	7	NA	NA	NA	9	15	6	NA	NA	NA	10	1	0.002068	0.002057	NA	NA	NA	0.0009567	0.001604	0.0007729	NA	NA	NA	0.001087	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Candidatus Uzinura"	"G"	24824	6	3	NA	NA	NA	2	6	2	NA	NA	NA	5	1	0.002068	0.0008816	NA	NA	NA	0.0002126	0.0006416	0.0002576	NA	NA	NA	0.0005436	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"uncultured"	"G"	24825	2	2	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	0.0002126	NA	0.0002576	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Candidatus Brownia"	"G"	24822	3	1	NA	NA	NA	3	2	NA	NA	NA	NA	3	NA	0.0003262	0.0002939	NA	NA	NA	0.0003189	0.0002139	NA	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Candidatus Sulcia"	"G"	24823	4	1	NA	NA	NA	2	4	2	NA	NA	NA	1	NA	0.0004277	0.0002939	NA	NA	NA	0.0002126	0.0004277	0.0002576	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"NS7 marine group"	"F"	24979	20	4	NA	1	NA	20	18	4	NA	NA	3	3	1	0.1155	0.001176	NA	0.1155	NA	0.002126	0.001925	0.0005153	NA	NA	0.002005	0.0003262	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacteriales Incertae Sedis"	"F"	24977	3	1	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.0003262	0.0002939	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Ichthyobacterium"	"G"	24978	3	1	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.0003262	0.0002939	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriales&nbsp;Incertae&nbsp;Sedis"
"Schleiferiaceae"	"F"	24981	11	1	NA	NA	NA	1	7	1	NA	NA	NA	11	NA	0.001196	0.0002939	NA	NA	NA	0.0001063	0.0007485	0.0001288	NA	NA	NA	0.001196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Schleiferia"	"G"	24982	11	1	NA	NA	NA	1	7	1	NA	NA	NA	11	NA	0.001196	0.0002939	NA	NA	NA	0.0001063	0.0007485	0.0001288	NA	NA	NA	0.001196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Schleiferiaceae"
"Chitinophagales"	"O"	24665	7881	4058	509	10	6	7881	5063	2561	36	2	622	3373	348	1.193	1.193	0.9833	1.155	0.4418	0.8377	0.5414	0.3299	0.002105	0.241	0.4158	0.3667	0.7196	"Bacteria>Bacteroidetes>Bacteroidia"
"Chitinophagaceae"	"F"	24667	6791	3704	464	7	5	6791	4051	1973	32	1	481	2245	259	1.089	1.089	0.8964	0.8083	0.3682	0.7218	0.4332	0.2541	0.001871	0.1205	0.3215	0.2441	0.5355	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"Dinghuibacter"	"G"	24673	4495	1761	222	NA	NA	4495	1987	623	16	NA	41	191	82	0.5175	0.5175	0.4289	NA	NA	0.4778	0.2125	0.08025	0.0009357	NA	0.02741	0.02077	0.1696	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Sediminibacterium"	"G"	24693	1090	1090	133	2	2	664	541	396	7	1	159	644	89	0.3203	0.3203	0.2569	0.2309	0.1473	0.07058	0.05785	0.05101	0.0004094	0.1205	0.1063	0.07002	0.184	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"uncultured"	"G"	24700	567	311	49	NA	NA	566	528	332	5	NA	126	567	30	0.09466	0.0914	0.09466	NA	NA	0.06016	0.05646	0.04277	0.0002924	NA	0.08422	0.06164	0.06203	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Ferruginibacter"	"G"	24674	273	125	18	NA	NA	273	232	136	NA	NA	42	217	21	0.04342	0.03673	0.03477	NA	NA	0.02902	0.02481	0.01752	NA	NA	0.02807	0.02359	0.04342	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Flavisolibacter"	"G"	24679	194	100	14	NA	1	194	144	91	NA	NA	22	126	9	0.07364	0.02939	0.02705	NA	0.07364	0.02062	0.0154	0.01172	NA	NA	0.01471	0.0137	0.01861	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Terrimonas"	"G"	24696	179	63	6	1	NA	177	179	159	NA	NA	40	135	6	0.1155	0.01851	0.01159	0.1155	NA	0.01881	0.01914	0.02048	NA	NA	0.02674	0.01468	0.01241	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Taibaiella"	"G"	24695	53	26	3	1	NA	44	53	19	NA	NA	9	40	2	0.1155	0.007641	0.005795	0.1155	NA	0.004677	0.005667	0.002447	NA	NA	0.006016	0.004349	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
