"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"WCHB1-32"	"G"	24647	2	1	NA	NA	NA	2	2	2	2	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0002126	0.0002139	0.0002576	0.000117	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Dysgonomonadaceae"	"F"	24601	8	2	NA	NA	NA	6	7	8	1	NA	1	2	1	0.002068	0.0005878	NA	NA	NA	0.0006378	0.0007485	0.001031	5.848e-05	NA	0.0006684	0.0002174	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Fermentimonas"	"G"	24606	4	1	NA	NA	NA	1	2	4	1	NA	1	1	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0002139	0.0005153	5.848e-05	NA	0.0006684	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Proteiniphilum"	"G"	24608	5	1	NA	NA	NA	4	5	2	NA	NA	NA	1	NA	0.0005347	0.0002939	NA	NA	NA	0.0004252	0.0005347	0.0002576	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Salinivirgaceae"	"F"	24654	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	2	2	0.004135	0.0005878	NA	NA	NA	0.0001063	0.0001069	NA	NA	NA	NA	0.0002174	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24656	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	2	2	0.004135	0.0005878	NA	NA	NA	0.0001063	0.0001069	NA	NA	NA	NA	0.0002174	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Salinivirgaceae"
"Rs-E47 termite group"	"F"	982	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GWE2-42-42"	"G"	24652	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rs&#x2011;E47&nbsp;termite&nbsp;group"
"Bacteroidales UCG-001"	"F"	11174	9	1	NA	NA	NA	9	5	4	NA	NA	NA	4	NA	0.0009567	0.0002939	NA	NA	NA	0.0009567	0.0005347	0.0005153	NA	NA	NA	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidetes vadinHA17"	"F"	24596	10	1	NA	NA	NA	7	10	4	NA	NA	NA	2	NA	0.001069	0.0002939	NA	NA	NA	0.0007441	0.001069	0.0005153	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Barnesiellaceae"	"F"	24597	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Barnesiella"	"G"	24598	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Barnesiellaceae"
"p-251-o5"	"F"	24663	3	1	NA	NA	NA	3	NA	NA	NA	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	0.0003189	NA	NA	NA	NA	0.0006684	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Cytophagales"	"O"	24714	2931	610	87	1	NA	744	785	694	23	NA	435	2931	126	0.3187	0.1793	0.1681	0.1155	NA	0.07908	0.08394	0.0894	0.001345	NA	0.2908	0.3187	0.2605	"Bacteria>Bacteroidetes>Bacteroidia"
"Cyclobacteriaceae"	"F"	24725	2355	468	67	1	NA	567	583	518	10	NA	346	2355	100	0.256	0.1375	0.1294	0.1155	NA	0.06027	0.06234	0.06673	0.0005848	NA	0.2313	0.256	0.2068	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24760	2134	399	58	1	NA	490	482	455	9	NA	320	2134	86	0.232	0.1173	0.112	0.1155	NA	0.05208	0.05154	0.05861	0.0005263	NA	0.2139	0.232	0.1778	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus"	"G"	24726	192	59	8	NA	NA	65	93	55	1	NA	24	192	12	0.02481	0.01734	0.01545	NA	NA	0.006909	0.009945	0.007085	5.848e-05	NA	0.01604	0.02087	0.02481	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marivirga"	"G"	24747	3	3	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	0.0008816	0.0008816	NA	NA	NA	0.0003189	NA	0.0003864	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	6	2	NA	NA	NA	2	3	NA	NA	NA	1	6	NA	0.0006684	0.0005878	NA	NA	NA	0.0002126	0.0003208	NA	NA	NA	0.0006684	0.0006523	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fabibacter"	"G"	24737	2	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0005878	0.0005878	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Spirosomaceae"	"F"	24794	390	83	12	NA	NA	87	100	96	9	NA	54	390	18	0.0424	0.02439	0.02318	NA	NA	0.009248	0.01069	0.01237	0.0005263	NA	0.0361	0.0424	0.03722	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flectobacillus"	"G"	24801	274	56	8	NA	NA	53	58	67	1	NA	42	274	16	0.03308	0.01646	0.01545	NA	NA	0.005634	0.006202	0.00863	5.848e-05	NA	0.02807	0.02979	0.03308	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Larkinella"	"G"	24805	31	11	2	NA	NA	8	9	5	5	NA	4	31	NA	0.003864	0.003233	0.003864	NA	NA	0.0008504	0.0009624	0.0006441	0.0002924	NA	0.002674	0.00337	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	55	8	2	NA	NA	6	15	8	1	NA	6	55	2	0.00598	0.002351	0.003864	NA	NA	0.0006378	0.001604	0.001031	5.848e-05	NA	0.004011	0.00598	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Pseudarcicella"	"G"	24809	13	3	NA	NA	NA	8	10	7	NA	NA	NA	13	NA	0.001413	0.0008816	NA	NA	NA	0.0008504	0.001069	0.0009017	NA	NA	NA	0.001413	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Runella"	"G"	24812	8	3	NA	NA	NA	2	NA	2	2	NA	2	8	NA	0.001337	0.0008816	NA	NA	NA	0.0002126	NA	0.0002576	0.000117	NA	0.001337	0.0008698	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fibrella"	"G"	24799	8	2	NA	NA	NA	7	8	3	NA	NA	NA	1	NA	0.0008555	0.0005878	NA	NA	NA	0.0007441	0.0008555	0.0003864	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Microscillaceae"	"F"	24783	105	25	NA	NA	NA	30	26	32	2	NA	23	105	6	0.01537	0.007347	NA	NA	NA	0.003189	0.00278	0.004122	0.000117	NA	0.01537	0.01142	0.01241	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	48	14	NA	NA	NA	19	16	18	2	NA	13	48	2	0.00869	0.004114	NA	NA	NA	0.00202	0.001711	0.002319	0.000117	NA	0.00869	0.005219	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Thermoflexibacter"	"G"	24792	56	11	NA	NA	NA	11	10	12	NA	NA	10	56	4	0.008271	0.003233	NA	NA	NA	0.001169	0.001069	0.001546	NA	NA	0.006684	0.006088	0.008271	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Hymenobacteraceae"	"F"	24776	22	9	4	NA	NA	19	22	9	1	NA	1	10	NA	0.007727	0.002645	0.007727	NA	NA	0.00202	0.002353	0.001159	5.848e-05	NA	0.0006684	0.001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	19	7	1	NA	NA	14	19	6	1	NA	NA	7	NA	0.002057	0.002057	0.001932	NA	NA	0.001488	0.002032	0.0007729	5.848e-05	NA	NA	0.000761	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	3	2	3	NA	NA	1	1	NA	NA	NA	1	2	NA	0.005795	0.0005878	0.005795	NA	NA	0.0001063	0.0001069	NA	NA	NA	0.0006684	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"MWH-CFBk5"	"F"	24782	22	6	2	NA	NA	11	11	6	NA	NA	5	22	1	0.003864	0.001763	0.003864	NA	NA	0.001169	0.001176	0.0007729	NA	NA	0.003342	0.002392	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Amoebophilaceae"	"F"	24715	17	2	NA	NA	NA	7	17	3	1	NA	NA	8	NA	0.001818	0.0005878	NA	NA	NA	0.0007441	0.001818	0.0003864	5.848e-05	NA	NA	0.0008698	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Candidatus Amoebophilus"	"G"	24716	17	2	NA	NA	NA	7	17	2	1	NA	NA	7	NA	0.001818	0.0005878	NA	NA	NA	0.0007441	0.001818	0.0002576	5.848e-05	NA	NA	0.000761	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Flammeovirgaceae"	"F"	24766	7	2	NA	NA	NA	3	7	6	NA	NA	1	4	NA	0.0007729	0.0005878	NA	NA	NA	0.0003189	0.0007485	0.0007729	NA	NA	0.0006684	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Rapidithrix"	"G"	24773	3	2	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	0.0005878	0.0005878	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Cytophagaceae"	"F"	24761	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Flavobacteriales"	"O"	24819	309	90	8	NA	NA	229	263	159	51	NA	54	309	25	0.05169	0.02645	0.01545	NA	NA	0.02434	0.02812	0.02048	0.002983	NA	0.0361	0.03359	0.05169	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	232	35	3	NA	NA	115	121	81	37	NA	43	232	21	0.04342	0.01029	0.005795	NA	NA	0.01222	0.01294	0.01043	0.002164	NA	0.02874	0.02522	0.04342	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	57	15	1	NA	NA	47	57	21	20	NA	11	54	6	0.01241	0.004408	0.001932	NA	NA	0.004996	0.006095	0.002705	0.00117	NA	0.007353	0.005871	0.01241	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	56	6	1	NA	NA	23	24	19	10	NA	7	56	2	0.006088	0.001763	0.001932	NA	NA	0.002445	0.002566	0.002447	0.0005848	NA	0.004679	0.006088	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Olleya"	"G"	24928	100	6	NA	NA	NA	28	28	28	NA	NA	23	100	12	0.02481	0.001763	NA	NA	NA	0.002976	0.002994	0.003607	NA	NA	0.01537	0.01087	0.02481	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aequorivita"	"G"	24843	3	3	NA	NA	NA	3	1	NA	NA	NA	NA	1	NA	0.0008816	0.0008816	NA	NA	NA	0.0003189	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	8	2	1	NA	NA	8	7	1	NA	NA	1	7	NA	0.001932	0.0005878	0.001932	NA	NA	0.0008504	0.0007485	0.0001288	NA	NA	0.0006684	0.000761	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gramella"	"G"	24892	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Psychroflexus"	"G"	24940	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Weeksellaceae"	"F"	24983	93	30	2	NA	NA	60	93	33	4	NA	5	37	1	0.009945	0.008816	0.003864	NA	NA	0.006378	0.009945	0.004251	0.0002339	NA	0.003342	0.004023	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Chryseobacterium"	"G"	24989	88	29	2	NA	NA	57	88	25	2	NA	3	35	1	0.00941	0.008522	0.003864	NA	NA	0.006059	0.00941	0.00322	0.000117	NA	0.002005	0.003805	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Bergeyella"	"G"	24986	3	1	NA	NA	NA	1	1	3	NA	NA	NA	NA	NA	0.0003864	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0003864	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Crocinitomicaceae"	"F"	24826	15	10	1	NA	NA	9	6	9	1	NA	2	15	NA	0.002939	0.002939	0.001932	NA	NA	0.0009567	0.0006416	0.001159	5.848e-05	NA	0.001337	0.001631	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Brumimicrobium"	"G"	24827	13	7	1	NA	NA	5	4	4	1	NA	2	13	NA	0.002057	0.002057	0.001932	NA	NA	0.0005315	0.0004277	0.0005153	5.848e-05	NA	0.001337	0.001413	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Fluviicola"	"G"	24829	5	3	NA	NA	NA	4	2	5	NA	NA	NA	2	NA	0.0008816	0.0008816	NA	NA	NA	0.0004252	0.0002139	0.0006441	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Blattabacteriaceae"	"F"	24820	9	7	1	NA	NA	9	7	6	2	NA	NA	3	NA	0.002057	0.002057	0.001932	NA	NA	0.0009567	0.0007485	0.0007729	0.000117	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24825	6	6	1	NA	NA	5	2	1	NA	NA	NA	NA	NA	0.001932	0.001763	0.001932	NA	NA	0.0005315	0.0002139	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Candidatus Uzinura"	"G"	24824	3	1	NA	NA	NA	1	3	1	NA	NA	NA	1	NA	0.0003208	0.0002939	NA	NA	NA	0.0001063	0.0003208	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Cryomorphaceae"	"F"	24834	15	2	NA	NA	NA	8	15	5	2	NA	1	4	NA	0.001604	0.0005878	NA	NA	NA	0.0008504	0.001604	0.0006441	0.000117	NA	0.0006684	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	15	2	NA	NA	NA	8	15	5	2	NA	NA	2	NA	0.001604	0.0005878	NA	NA	NA	0.0008504	0.001604	0.0006441	0.000117	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS9 marine group"	"F"	24980	24	1	1	NA	NA	24	17	22	2	NA	2	12	1	0.002834	0.0002939	0.001932	NA	NA	0.002551	0.001818	0.002834	0.000117	NA	0.001337	0.001305	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Bacteroidetes VC2.1 Bac22"	"O"	24664	129	45	5	NA	NA	102	129	37	NA	NA	2	30	2	0.01379	0.01322	0.009659	NA	NA	0.01084	0.01379	0.004766	NA	NA	0.001337	0.003262	0.004135	"Bacteria>Bacteroidetes>Bacteroidia"
"Chitinophagales"	"O"	24665	114	44	5	NA	NA	109	114	57	33	NA	12	99	8	0.01654	0.01293	0.009659	NA	NA	0.01159	0.01219	0.007342	0.00193	NA	0.008021	0.01076	0.01654	"Bacteria>Bacteroidetes>Bacteroidia"
"Chitinophagaceae"	"F"	24667	68	31	4	NA	NA	68	56	30	11	NA	8	62	5	0.01034	0.00911	0.007727	NA	NA	0.007228	0.005988	0.003864	0.0006433	NA	0.005347	0.006741	0.01034	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"uncultured"	"G"	24700	23	14	2	NA	NA	23	20	11	6	NA	1	8	NA	0.004114	0.004114	0.003864	NA	NA	0.002445	0.002139	0.001417	0.0003509	NA	0.0006684	0.0008698	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Ferruginibacter"	"G"	24674	5	5	NA	NA	NA	3	1	NA	NA	NA	1	2	NA	0.001469	0.001469	NA	NA	NA	0.0003189	0.0001069	NA	NA	NA	0.0006684	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Taibaiella"	"G"	24695	30	3	NA	NA	NA	10	8	4	1	NA	6	30	2	0.004135	0.0008816	NA	NA	NA	0.001063	0.0008555	0.0005153	5.848e-05	NA	0.004011	0.003262	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Filimonas"	"G"	24675	4	2	NA	NA	NA	4	4	1	NA	NA	NA	1	NA	0.0005878	0.0005878	NA	NA	NA	0.0004252	0.0004277	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Sediminibacterium"	"G"	24693	5	2	NA	NA	NA	3	5	2	NA	NA	NA	3	NA	0.0005878	0.0005878	NA	NA	NA	0.0003189	0.0005347	0.0002576	NA	NA	NA	0.0003262	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Saprospiraceae"	"F"	24701	50	9	1	NA	NA	35	50	20	8	NA	3	21	2	0.005347	0.002645	0.001932	NA	NA	0.00372	0.005347	0.002576	0.0004679	NA	0.002005	0.002283	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"Phaeodactylibacter"	"G"	24708	23	4	NA	NA	NA	17	23	5	4	NA	NA	4	NA	0.002459	0.001176	NA	NA	NA	0.001807	0.002459	0.0006441	0.0002339	NA	NA	0.0004349	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Saprospira"	"G"	24711	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0008816	0.0008816	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"uncultured"	"G"	24712	19	2	1	NA	NA	15	19	10	4	NA	2	11	2	0.004135	0.0005878	0.001932	NA	NA	0.001594	0.002032	0.001288	0.0002339	NA	0.001337	0.001196	0.004135	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"uncultured"	"F"	24713	16	3	NA	NA	NA	5	8	6	14	NA	NA	16	1	0.002068	0.0008816	NA	NA	NA	0.0005315	0.0008555	0.0007729	0.0008187	NA	NA	0.00174	0.002068	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"ML602M-17"	"O"	25000	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0002126	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Ignavibacteria"	"C"	25048	63	26	5	NA	NA	56	63	39	60	1	1	29	4	0.1205	0.007641	0.009659	NA	NA	0.005953	0.006737	0.005024	0.003509	0.1205	0.0006684	0.003153	0.008271	"Bacteria>Bacteroidetes"
"OPB56"	"O"	25071	48	20	1	NA	NA	38	48	19	12	NA	1	21	3	0.006203	0.005878	0.001932	NA	NA	0.004039	0.005133	0.002447	0.0007018	NA	0.0006684	0.002283	0.006203	"Bacteria>Bacteroidetes>Ignavibacteria"
"Ignavibacteriales"	"O"	25049	46	3	3	NA	NA	11	8	14	46	1	NA	5	1	0.1205	0.0008816	0.005795	NA	NA	0.001169	0.0008555	0.001803	0.00269	0.1205	NA	0.0005436	0.002068	"Bacteria>Bacteroidetes>Ignavibacteria"
"Ignavibacteriaceae"	"F"	25052	33	3	2	NA	NA	9	4	11	33	1	NA	3	1	0.1205	0.0008816	0.003864	NA	NA	0.0009567	0.0004277	0.001417	0.00193	0.1205	NA	0.0003262	0.002068	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Ignavibacterium"	"G"	25053	33	3	2	NA	NA	9	4	11	33	1	NA	3	1	0.1205	0.0008816	0.003864	NA	NA	0.0009567	0.0004277	0.001417	0.00193	0.1205	NA	0.0003262	0.002068	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae"
"Kryptoniales"	"O"	25063	6	3	1	NA	NA	6	5	5	1	NA	NA	2	NA	0.001932	0.0008816	0.001932	NA	NA	0.0006378	0.0005347	0.0006441	5.848e-05	NA	NA	0.0002174	NA	"Bacteria>Bacteroidetes>Ignavibacteria"
"BSV26"	"F"	25064	4	2	NA	NA	NA	4	4	4	1	NA	NA	1	NA	0.0005878	0.0005878	NA	NA	NA	0.0004252	0.0004277	0.0005153	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"MSB-3C8"	"F"	25070	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001932	0.0002939	0.001932	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"Rhodothermia"	"C"	25074	45	10	NA	NA	NA	38	33	45	41	NA	4	24	4	0.008271	0.002939	NA	NA	NA	0.004039	0.003529	0.005797	0.002398	NA	0.002674	0.002609	0.008271	"Bacteria>Bacteroidetes"
"Rhodothermales"	"O"	25091	42	9	NA	NA	NA	37	31	42	39	NA	4	23	4	0.008271	0.002645	NA	NA	NA	0.003933	0.003315	0.00541	0.002281	NA	0.002674	0.002501	0.008271	"Bacteria>Bacteroidetes>Rhodothermia"
"Rhodothermaceae"	"F"	25092	42	9	NA	NA	NA	37	31	42	39	NA	4	23	4	0.008271	0.002645	NA	NA	NA	0.003933	0.003315	0.00541	0.002281	NA	0.002674	0.002501	0.008271	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales"
"uncultured"	"G"	25100	9	5	NA	NA	NA	9	8	7	NA	NA	NA	NA	NA	0.001469	0.001469	NA	NA	NA	0.0009567	0.0008555	0.0009017	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Salinibacter"	"G"	25098	39	3	NA	NA	NA	21	16	31	39	NA	4	19	4	0.008271	0.0008816	NA	NA	NA	0.002232	0.001711	0.003993	0.002281	NA	0.002674	0.002066	0.008271	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Longimonas"	"G"	25093	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Balneolales"	"O"	25075	3	1	NA	NA	NA	1	2	3	2	NA	NA	1	NA	0.0003864	0.0002939	NA	NA	NA	0.0001063	0.0002139	0.0003864	0.000117	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	3	1	NA	NA	NA	1	2	3	2	NA	NA	1	NA	0.0003864	0.0002939	NA	NA	NA	0.0001063	0.0002139	0.0003864	0.000117	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"uncultured"	"G"	25090	2	1	NA	NA	NA	1	2	2	1	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	0.0001063	0.0002139	0.0002576	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
