	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Z20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zavarzinella	0.0	2.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zavarzinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Zoogloea	24.0	18.0	58.0	36.0	9.0	16.0	11.0	12.0	24.0	34.0	10.0	12.0	29.0	1943.0	87.0	0.0	0.0	0.0
Zymophilus	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
[Agitococcus] lubricus group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	9.0	0.0	0.0	0.0	0.0
[Aquaspirillum] arcticum group	6.0	0.0	0.0	9.0	0.0	3.0	1.0	0.0	8.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0
[Aquaspirillum] polymorphum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Bacteroides] pectinophilus group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Cytophaga] xylanolytica group	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Desulfobacterium] catecholicum group	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] brachy group	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	4.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0
[Eubacterium] coprostanoligenes group	6.0	0.0	0.0	8.0	0.0	3.0	1.0	1.0	3.0	0.0	1.0	0.0	2.0	9.0	5.0	0.0	0.0	0.0
[Eubacterium] eligens group	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
[Eubacterium] hallii group	4.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
[Eubacterium] nodatum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ruminantium group	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ventriosum group	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
[Eubacterium] xylanophilum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Polyangium] brachysporum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] gauvreauii group	4.0	0.0	0.0	6.0	0.0	5.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
[Ruminococcus] gnavus group	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] torques group	7.0	0.0	0.0	11.0	0.0	8.0	6.0	0.0	12.0	0.0	1.0	0.0	5.0	16.0	1.0	0.0	0.0	0.0
alphaI cluster	5.0	4.0	12.0	46.0	27.0	6.0	31.0	31.0	15.0	9.0	27.0	22.0	185.0	21.0	16.0	0.0	0.0	0.0
dgA-11 gut group	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
endosymbionts8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hgcI clade	69.0	237.0	395.0	83.0	801.0	78.0	103.0	359.0	104.0	286.0	294.0	68.0	30.0	60.0	1774.0	0.0	1.0	0.0
mle1-7	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
oc32	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	7.0	3.0	0.0	1.0	11.0	0.0	0.0	0.0	0.0
possible genus 04	12.0	3.0	0.0	11.0	0.0	10.0	3.0	2.0	13.0	2.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
wb1-P19	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
