"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Geitlerinema"	"G"	63132	481	481	18	450	NA	319	NA	NA	NA	NA	27	NA	0.2758	0.2398	0.2441	0.2758	NA	0.164	NA	NA	NA	NA	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae"
"Geitlerinema sp. PCC 7407"	"S"	1173025	481	481	18	450	NA	319	NA	NA	NA	NA	27	NA	0.2758	0.2398	0.2441	0.2758	NA	0.164	NA	NA	NA	NA	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae>Geitlerinema"
"Cyanothecaceae"	"F"	1892249	207	207	2	197	NA	153	NA	NA	NA	NA	19	NA	0.1208	0.1032	0.02712	0.1208	NA	0.07867	NA	NA	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Cyanothece"	"G"	43988	207	207	2	197	NA	153	NA	NA	NA	NA	19	NA	0.1208	0.1032	0.02712	0.1208	NA	0.07867	NA	NA	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae"
"Cyanothece sp. PCC 7822"	"S"	497965	173	173	NA	136	NA	120	NA	NA	NA	NA	9	NA	0.08626	0.08626	NA	0.08336	NA	0.0617	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Oscillatoriaceae"	"F"	1892254	75	75	3	75	NA	41	NA	NA	NA	NA	19	NA	0.04597	0.0374	0.04068	0.04597	NA	0.02108	NA	NA	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Oscillatoria"	"G"	1158	56	41	2	56	NA	25	NA	NA	NA	NA	19	NA	0.03433	0.02044	0.02712	0.03433	NA	0.01285	NA	NA	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Oscillatoria acuminata"	"S"	118323	47	32	2	47	NA	24	NA	NA	NA	NA	11	NA	0.02881	0.01596	0.02712	0.02881	NA	0.01234	NA	NA	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria acuminata PCC 6304"	"-"	56110	47	32	2	47	NA	24	NA	NA	NA	NA	11	NA	0.02881	0.01596	0.02712	0.02881	NA	0.01234	NA	NA	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;acuminata"
"Oscillatoria nigro-viridis"	"S"	482564	9	9	NA	9	NA	1	NA	NA	NA	NA	8	NA	0.008791	0.004488	NA	0.005517	NA	0.0005142	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria nigro-viridis PCC 7112"	"-"	179408	9	9	NA	9	NA	1	NA	NA	NA	NA	8	NA	0.008791	0.004488	NA	0.005517	NA	0.0005142	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;nigro&#x2011;viridis"
"Moorea"	"G"	1155738	34	34	1	19	NA	16	NA	NA	NA	NA	NA	NA	0.01695	0.01695	0.01356	0.01165	NA	0.008227	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Moorea producens"	"S"	1155739	34	34	1	19	NA	16	NA	NA	NA	NA	NA	NA	0.01695	0.01695	0.01356	0.01165	NA	0.008227	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea"
"Moorea producens JHB"	"-"	1454205	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.000613	0.0004986	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea>Moorea&nbsp;producens"
"unclassified Oscillatoriales"	"-"	1892256	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"unclassified Oscillatoriales (miscellaneous)"	"-"	44887	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>unclassified&nbsp;Oscillatoriales"
"Oscillatoriales cyanobacterium JSC-12"	"S"	864702	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>unclassified&nbsp;Oscillatoriales>unclassified&nbsp;Oscillatoriales&nbsp;(miscellaneous)"
"Chroococcales"	"O"	1118	1758	1758	45	1535	NA	1214	NA	2	NA	2	70	NA	3.509	0.8766	0.6103	0.9409	NA	0.6242	NA	0.001099	NA	3.509	0.07692	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Chroococcaceae"	"F"	1890464	1226	1226	26	1119	NA	859	NA	1	NA	2	44	NA	3.509	0.6113	0.3526	0.6859	NA	0.4417	NA	0.0005497	NA	3.509	0.04835	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Gloeocapsa"	"G"	102231	1089	1089	24	1011	NA	776	NA	1	NA	1	39	NA	1.754	0.543	0.3255	0.6197	NA	0.399	NA	0.0005497	NA	1.754	0.04286	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Gloeocapsa sp. PCC 7428"	"S"	1173026	1089	1089	24	1011	NA	776	NA	1	NA	1	39	NA	1.754	0.543	0.3255	0.6197	NA	0.399	NA	0.0005497	NA	1.754	0.04286	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Gloeocapsa"
"Chondrocystis"	"G"	268175	111	111	2	96	NA	68	NA	NA	NA	1	5	NA	1.754	0.05535	0.02712	0.05884	NA	0.03496	NA	NA	NA	1.754	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Chondrocystis sp. NIES-4102"	"S"	2005460	111	111	2	96	NA	68	NA	NA	NA	1	5	NA	1.754	0.05535	0.02712	0.05884	NA	0.03496	NA	NA	NA	1.754	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Chondrocystis"
"Geminocystis"	"G"	669357	26	26	NA	11	NA	15	NA	NA	NA	NA	NA	NA	0.01296	0.01296	NA	0.006742	NA	0.007713	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Geminocystis sp. NIES-3709"	"S"	1617448	8	8	NA	4	NA	6	NA	NA	NA	NA	NA	NA	0.003989	0.003989	NA	0.002452	NA	0.003085	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis sp. NIES-3708"	"S"	1615909	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001995	0.001995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis herdmanii"	"S"	669359	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis herdmanii PCC 6308"	"-"	113355	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis>Geminocystis&nbsp;herdmanii"
"Aphanothecaceae"	"F"	1890450	266	266	8	193	NA	165	NA	1	NA	NA	5	NA	0.1326	0.1326	0.1085	0.1183	NA	0.08484	NA	0.0005497	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Candidatus Atelocyanobacterium"	"G"	1453359	262	262	7	190	NA	162	NA	1	NA	NA	5	NA	0.1306	0.1306	0.09493	0.1165	NA	0.0833	NA	0.0005497	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Candidatus Atelocyanobacterium thalassa"	"S"	713887	262	262	7	190	NA	162	NA	1	NA	NA	5	NA	0.1306	0.1306	0.09493	0.1165	NA	0.0833	NA	0.0005497	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Candidatus&nbsp;Atelocyanobacterium"
"Candidatus Atelocyanobacterium thalassa isolate ALOHA"	"-"	1453429	262	262	7	190	NA	162	NA	1	NA	NA	5	NA	0.1306	0.1306	0.09493	0.1165	NA	0.0833	NA	0.0005497	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Candidatus&nbsp;Atelocyanobacterium>Candidatus&nbsp;Atelocyanobacterium&nbsp;thalassa"
"Halothece cluster"	"-"	92682	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01356	0.001995	0.01356	0.001839	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Halothece"	"G"	76023	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01356	0.001995	0.01356	0.001839	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster"
"Halothece sp. PCC 7418"	"S"	65093	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01356	0.001995	0.01356	0.001839	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster>Halothece"
"Cyanobacteriaceae"	"F"	1890452	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1183	0.1077	0.08137	0.1183	NA	0.08227	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1183	0.1077	0.08137	0.1183	NA	0.08227	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1183	0.1077	0.08137	0.1183	NA	0.08227	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Cyanobacterium aponinum PCC 10605"	"-"	755178	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1183	0.1077	0.08137	0.1183	NA	0.08227	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium>Cyanobacterium&nbsp;aponinum"
"Microcystaceae"	"F"	1890449	8	8	1	3	NA	5	NA	NA	NA	NA	1	NA	0.01356	0.003989	0.01356	0.001839	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Microcystis"	"G"	1125	8	8	1	3	NA	5	NA	NA	NA	NA	1	NA	0.01356	0.003989	0.01356	0.001839	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Microcystis aeruginosa"	"S"	1126	5	5	1	2	NA	3	NA	NA	NA	NA	NA	NA	0.01356	0.002493	0.01356	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Microcystis aeruginosa NIES-843"	"-"	449447	5	5	1	2	NA	2	NA	NA	NA	NA	NA	NA	0.01356	0.002493	0.01356	0.001226	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis>Microcystis&nbsp;aeruginosa"
"Microcystis sp. MC19"	"S"	1967666	2	2	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001099	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Nostocales"	"O"	1161	6731	6731	166	6146	1	3887	1	6	NA	NA	359	1	3.767	3.356	2.251	3.767	0.625	1.999	0.6757	0.003298	NA	NA	0.3945	0.5435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	4130	4130	92	3664	1	2128	1	NA	NA	NA	96	NA	2.246	2.059	1.248	2.246	0.625	1.094	0.6757	NA	NA	NA	0.1055	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	4117	4117	92	3652	NA	2120	1	NA	NA	NA	94	NA	2.238	2.053	1.248	2.238	NA	1.09	0.6757	NA	NA	NA	0.1033	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	4014	4014	84	3552	NA	2052	1	NA	NA	NA	81	NA	2.177	2.002	1.139	2.177	NA	1.055	0.6757	NA	NA	NA	0.08901	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	48	48	5	44	NA	31	NA	NA	NA	NA	3	NA	0.06781	0.02393	0.06781	0.02697	NA	0.01594	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 6303"	"-"	1170562	48	48	5	44	NA	31	NA	NA	NA	NA	3	NA	0.06781	0.02393	0.06781	0.02697	NA	0.01594	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix>Calothrix&nbsp;parietina"
"Calothrix sp. PCC 7507"	"S"	99598	7	5	NA	7	NA	4	NA	NA	NA	NA	NA	NA	0.004291	0.002493	NA	0.004291	NA	0.002057	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-4101"	"S"	2005461	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-2098"	"S"	1954171	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	11	9	NA	11	1	8	NA	NA	NA	NA	NA	NA	0.625	0.004488	NA	0.006742	0.625	0.004113	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	11	9	NA	11	1	8	NA	NA	NA	NA	NA	NA	0.625	0.004488	NA	0.006742	0.625	0.004113	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Aphanizomenonaceae"	"F"	1892259	634	634	19	621	NA	400	NA	NA	NA	NA	52	NA	0.3806	0.3161	0.2577	0.3806	NA	0.2057	NA	NA	NA	NA	0.05714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Dolichospermum"	"G"	748770	607	607	18	575	NA	368	NA	NA	NA	NA	21	NA	0.3524	0.3027	0.2441	0.3524	NA	0.1892	NA	NA	NA	NA	0.02308	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Dolichospermum compactum"	"S"	136073	607	607	18	575	NA	368	NA	NA	NA	NA	21	NA	0.3524	0.3027	0.2441	0.3524	NA	0.1892	NA	NA	NA	NA	0.02308	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum"
"Dolichospermum compactum NIES-806"	"-"	1973481	607	607	18	575	NA	368	NA	NA	NA	NA	21	NA	0.3524	0.3027	0.2441	0.3524	NA	0.1892	NA	NA	NA	NA	0.02308	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum>Dolichospermum&nbsp;compactum"
"Nodularia"	"G"	159191	40	27	1	40	NA	31	NA	NA	NA	NA	31	NA	0.03407	0.01346	0.01356	0.02452	NA	0.01594	NA	NA	NA	NA	0.03407	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Nodularia spumigena"	"S"	70799	40	27	1	40	NA	31	NA	NA	NA	NA	31	NA	0.03407	0.01346	0.01356	0.02452	NA	0.01594	NA	NA	NA	NA	0.03407	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Nodularia"
"Nodularia spumigena CCY9414"	"-"	313624	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Nodularia>Nodularia&nbsp;spumigena"
"Nodularia spumigena UHCC 0039"	"-"	1914872	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Nodularia>Nodularia&nbsp;spumigena"
"Nostocaceae"	"F"	1162	506	506	18	437	NA	359	NA	3	NA	NA	89	1	0.5435	0.2523	0.2441	0.2679	NA	0.1846	NA	0.001649	NA	NA	0.0978	0.5435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Cylindrospermum"	"G"	56106	294	294	7	239	NA	190	NA	NA	NA	NA	14	NA	0.1466	0.1466	0.09493	0.1465	NA	0.09769	NA	NA	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Cylindrospermum stagnale"	"S"	142864	294	294	7	239	NA	190	NA	NA	NA	NA	14	NA	0.1466	0.1466	0.09493	0.1465	NA	0.09769	NA	NA	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Cylindrospermum"
"Cylindrospermum stagnale PCC 7417"	"-"	56107	294	294	7	239	NA	190	NA	NA	NA	NA	14	NA	0.1466	0.1466	0.09493	0.1465	NA	0.09769	NA	NA	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Cylindrospermum>Cylindrospermum&nbsp;stagnale"
