"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"unclassified Oscillatoriales"	"-"	1892256	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.001097	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"unclassified Oscillatoriales (miscellaneous)"	"-"	44887	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.001097	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>unclassified&nbsp;Oscillatoriales"
"Oscillatoriales cyanobacterium JSC-12"	"S"	864702	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.001097	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>unclassified&nbsp;Oscillatoriales>unclassified&nbsp;Oscillatoriales&nbsp;(miscellaneous)"
"Chroococcales"	"O"	1118	1758	1758	45	1535	NA	1214	NA	2	NA	2	70	NA	3.571	0.9642	0.6775	1.037	NA	0.6728	NA	0.001101	NA	3.571	0.08375	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Chroococcaceae"	"F"	1890464	1226	1226	26	1119	NA	859	NA	1	NA	2	44	NA	3.571	0.6724	0.3914	0.7557	NA	0.476	NA	0.0005503	NA	3.571	0.05264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Gloeocapsa"	"G"	102231	1089	1089	24	1011	NA	776	NA	1	NA	1	39	NA	1.786	0.5973	0.3613	0.6828	NA	0.43	NA	0.0005503	NA	1.786	0.04666	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Gloeocapsa sp. PCC 7428"	"S"	1173026	1089	1089	24	1011	NA	776	NA	1	NA	1	39	NA	1.786	0.5973	0.3613	0.6828	NA	0.43	NA	0.0005503	NA	1.786	0.04666	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Gloeocapsa"
"Chondrocystis"	"G"	268175	111	111	2	96	NA	68	NA	NA	NA	1	5	NA	1.786	0.06088	0.03011	0.06483	NA	0.03768	NA	NA	NA	1.786	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Chondrocystis sp. NIES-4102"	"S"	2005460	111	111	2	96	NA	68	NA	NA	NA	1	5	NA	1.786	0.06088	0.03011	0.06483	NA	0.03768	NA	NA	NA	1.786	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Chondrocystis"
"Geminocystis"	"G"	669357	26	26	NA	11	NA	15	NA	NA	NA	NA	NA	NA	0.01426	0.01426	NA	0.007429	NA	0.008313	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Geminocystis sp. NIES-3709"	"S"	1617448	8	8	NA	4	NA	6	NA	NA	NA	NA	NA	NA	0.004388	0.004388	NA	0.002701	NA	0.003325	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis sp. NIES-3708"	"S"	1615909	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002194	0.002194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Geminocystis herdmanii"	"S"	669359	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Aphanothecaceae"	"F"	1890450	266	266	8	193	NA	165	NA	1	NA	NA	5	NA	0.1459	0.1459	0.1204	0.1303	NA	0.09144	NA	0.0005503	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Candidatus Atelocyanobacterium"	"G"	1453359	262	262	7	190	NA	162	NA	1	NA	NA	5	NA	0.1437	0.1437	0.1054	0.1283	NA	0.08978	NA	0.0005503	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Candidatus Atelocyanobacterium thalassa"	"S"	713887	262	262	7	190	NA	162	NA	1	NA	NA	5	NA	0.1437	0.1437	0.1054	0.1283	NA	0.08978	NA	0.0005503	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Candidatus&nbsp;Atelocyanobacterium"
"Halothece cluster"	"-"	92682	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.002194	0.01506	0.002026	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Halothece"	"G"	76023	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.002194	0.01506	0.002026	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster"
"Halothece sp. PCC 7418"	"S"	65093	4	4	1	3	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.002194	0.01506	0.002026	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster>Halothece"
"Cyanobacteriaceae"	"F"	1890452	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1303	0.1185	0.09033	0.1303	NA	0.08867	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1303	0.1185	0.09033	0.1303	NA	0.08867	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	216	216	6	193	NA	160	NA	NA	NA	NA	15	NA	0.1303	0.1185	0.09033	0.1303	NA	0.08867	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Microcystaceae"	"F"	1890449	8	8	1	3	NA	5	NA	NA	NA	NA	1	NA	0.01506	0.004388	0.01506	0.002026	NA	0.002771	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Microcystis"	"G"	1125	8	8	1	3	NA	5	NA	NA	NA	NA	1	NA	0.01506	0.004388	0.01506	0.002026	NA	0.002771	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Microcystis aeruginosa"	"S"	1126	5	5	1	2	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.002742	0.01506	0.001351	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Microcystis sp. MC19"	"S"	1967666	2	2	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	0.001097	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Nostocales"	"O"	1161	39368	39368	1024	34595	1	23343	1	6	NA	NA	1316	1	23.36	21.59	15.42	23.36	0.6579	12.94	0.7407	0.003302	NA	NA	1.574	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	4130	4130	92	3664	1	2128	1	NA	NA	NA	96	NA	2.475	2.265	1.385	2.475	0.6579	1.179	0.7407	NA	NA	NA	0.1149	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	4117	4117	92	3652	NA	2120	1	NA	NA	NA	94	NA	2.466	2.258	1.385	2.466	NA	1.175	0.7407	NA	NA	NA	0.1125	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	4014	4014	84	3552	NA	2052	1	NA	NA	NA	81	NA	2.399	2.201	1.265	2.399	NA	1.137	0.7407	NA	NA	NA	0.09691	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	48	48	5	44	NA	31	NA	NA	NA	NA	3	NA	0.07528	0.02633	0.07528	0.02972	NA	0.01718	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 7507"	"S"	99598	7	5	NA	7	NA	4	NA	NA	NA	NA	NA	NA	0.004727	0.002742	NA	0.004727	NA	0.002217	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-4101"	"S"	2005461	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-2098"	"S"	1954171	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	11	9	NA	11	1	8	NA	NA	NA	NA	NA	NA	0.6579	0.004936	NA	0.007429	0.6579	0.004433	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	11	9	NA	11	1	8	NA	NA	NA	NA	NA	NA	0.6579	0.004936	NA	0.007429	0.6579	0.004433	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Aphanizomenonaceae"	"F"	1892259	33595	33595	881	29419	NA	20040	NA	NA	NA	NA	1024	NA	19.87	18.43	13.26	19.87	NA	11.11	NA	NA	NA	NA	1.225	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Dolichospermum"	"G"	748770	33567	33567	880	29373	NA	20008	NA	NA	NA	NA	993	NA	19.84	18.41	13.25	19.84	NA	11.09	NA	NA	NA	NA	1.188	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Dolichospermum compactum"	"S"	136073	33567	33567	880	29373	NA	20008	NA	NA	NA	NA	993	NA	19.84	18.41	13.25	19.84	NA	11.09	NA	NA	NA	NA	1.188	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum"
"Nodularia"	"G"	159191	40	27	1	40	NA	31	NA	NA	NA	NA	31	NA	0.03709	0.01481	0.01506	0.02701	NA	0.01718	NA	NA	NA	NA	0.03709	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Nodularia spumigena"	"S"	70799	40	27	1	40	NA	31	NA	NA	NA	NA	31	NA	0.03709	0.01481	0.01506	0.02701	NA	0.01718	NA	NA	NA	NA	0.03709	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Nodularia"
"Nostocaceae"	"F"	1162	1348	1348	40	1128	NA	952	NA	3	NA	NA	179	1	0.7618	0.7393	0.6022	0.7618	NA	0.5276	NA	0.001651	NA	NA	0.2142	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Cylindrospermum"	"G"	56106	294	294	7	239	NA	190	NA	NA	NA	NA	14	NA	0.1614	0.1612	0.1054	0.1614	NA	0.1053	NA	NA	NA	NA	0.01675	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Cylindrospermum stagnale"	"S"	142864	294	294	7	239	NA	190	NA	NA	NA	NA	14	NA	0.1614	0.1612	0.1054	0.1614	NA	0.1053	NA	NA	NA	NA	0.01675	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Cylindrospermum"
"Anabaena"	"G"	1163	963	963	28	777	NA	685	NA	1	NA	NA	147	NA	0.5282	0.5282	0.4216	0.5248	NA	0.3796	NA	0.0005503	NA	NA	0.1759	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena cylindrica"	"S"	1165	947	947	28	767	NA	670	NA	NA	NA	NA	72	NA	0.5194	0.5194	0.4216	0.518	NA	0.3713	NA	NA	NA	NA	0.08614	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. 90"	"S"	46234	9	9	NA	7	NA	4	NA	NA	NA	NA	NA	NA	0.004936	0.004936	NA	0.004727	NA	0.002217	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. WA102"	"S"	1647413	74	6	NA	2	NA	10	NA	1	NA	NA	74	NA	0.08853	0.003291	NA	0.001351	NA	0.005542	NA	0.0005503	NA	NA	0.08853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Nostoc"	"G"	1177	111	86	5	111	NA	75	NA	1	NA	NA	18	1	0.6024	0.04717	0.07528	0.07496	NA	0.04156	NA	0.0005503	NA	NA	0.02154	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc flagelliforme"	"S"	1306274	41	41	1	41	NA	29	NA	NA	NA	NA	3	1	0.6024	0.02249	0.01506	0.02769	NA	0.01607	NA	NA	NA	NA	0.003589	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme"	"S"	272131	26	12	3	26	NA	18	NA	NA	NA	NA	8	NA	0.04517	0.006581	0.04517	0.01756	NA	0.009975	NA	NA	NA	NA	0.009571	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc piscinale"	"S"	224012	29	26	NA	29	NA	26	NA	NA	NA	NA	NA	NA	0.01959	0.01426	NA	0.01959	NA	0.01441	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. CENA543"	"S"	1869241	8	3	1	8	NA	1	NA	NA	NA	NA	1	NA	0.01506	0.001645	0.01506	0.005403	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6"	"S"	1261031	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. NIES-4103"	"S"	2005458	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. NIES-2111"	"S"	1973475	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Trichormus"	"G"	264688	4	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.002194	0.002194	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Trichormus azollae"	"S"	1164	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"Trichormus variabilis"	"S"	264691	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005542	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Trichormus"
"Scytonemataceae"	"F"	1182	377	290	9	377	NA	219	NA	NA	NA	NA	15	NA	0.2546	0.1591	0.1355	0.2546	NA	0.1214	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Scytonema"	"G"	1203	377	290	9	377	NA	219	NA	NA	NA	NA	15	NA	0.2546	0.1591	0.1355	0.2546	NA	0.1214	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae"
"Scytonema sp. HK-05"	"S"	1137095	238	238	8	219	NA	170	NA	NA	NA	NA	14	NA	0.1479	0.1305	0.1204	0.1479	NA	0.09421	NA	NA	NA	NA	0.01675	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae>Scytonema"
"Scytonema sp. NIES-4073"	"S"	2005464	158	52	1	158	NA	49	NA	NA	NA	NA	1	NA	0.1067	0.02852	0.01506	0.1067	NA	0.02715	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae>Scytonema"
"Hapalosiphonaceae"	"F"	1892263	3	3	NA	2	NA	1	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Fischerella"	"G"	1190	3	3	NA	2	NA	1	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Hapalosiphonaceae"
"Fischerella sp. NIES-4106"	"S"	2005456	3	3	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.001645	0.001645	NA	0.001351	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Hapalosiphonaceae>Fischerella"
"unclassified Nostocales"	"-"	201821	4	1	1	4	NA	2	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	0.002701	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"unclassified Nostocales (miscellaneous)"	"-"	1219117	4	1	1	4	NA	2	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	0.002701	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>unclassified&nbsp;Nostocales"
"Nostocales cyanobacterium HT-58-2"	"S"	1940762	4	1	1	4	NA	2	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	0.002701	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>unclassified&nbsp;Nostocales>unclassified&nbsp;Nostocales&nbsp;(miscellaneous)"
"unclassified Cyanobacteria"	"-"	34079	1395	1395	40	1349	NA	923	NA	NA	NA	NA	50	NA	0.9111	0.7651	0.6022	0.9111	NA	0.5115	NA	NA	NA	NA	0.05982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
