"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Anthopleura elegantissima"	"S"	6110	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae>Anthopleura"
"Isosicyonis"	"G"	478985	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae"
"Isosicyonis alba"	"S"	1499590	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae>Isosicyonis"
"Aiptasiidae"	"F"	42823	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria"
"Aiptasia"	"G"	12922	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Aiptasiidae"
"Aiptasia mutabilis"	"S"	396333	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Aiptasiidae>Aiptasia"
"Haloclavidae"	"F"	86592	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria"
"Haloclava"	"G"	86593	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Haloclavidae"
"Haloclava sp. MRB-2014"	"S"	1499591	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Haloclavidae>Haloclava"
"Scleractinia"	"O"	6125	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia"
"Fungiina"	"-"	123758	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia"
"Poritidae"	"F"	46718	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina"
"Porites"	"G"	46719	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina>Poritidae"
"Porites australiensis"	"S"	51061	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina>Poritidae>Porites"
"Porites astreoides"	"S"	104758	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Scleractinia>Fungiina>Poritidae>Porites"
"Corallimorpharia"	"O"	44295	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia"
"Ricordeidae"	"F"	51826	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Corallimorpharia"
"Ricordea"	"G"	51829	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Corallimorpharia>Ricordeidae"
"Ricordea florida"	"S"	165100	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Corallimorpharia>Ricordeidae>Ricordea"
"Ceriantharia"	"O"	37512	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia"
"Cerianthidae"	"F"	37513	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Ceriantharia"
"Pachycerianthus"	"G"	168764	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Ceriantharia>Cerianthidae"
"Pachycerianthus fimbriatus"	"S"	168765	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Ceriantharia>Cerianthidae>Pachycerianthus"
"Octocorallia"	"-"	6132	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa"
"Alcyonacea"	"O"	40677	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia"
"Scleraxonia"	"-"	44178	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea"
"Paragorgiidae"	"F"	44182	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Scleraxonia"
"Paragorgia"	"G"	44183	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Scleraxonia>Paragorgiidae"
"Paragorgia arborea"	"S"	318094	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Scleraxonia>Paragorgiidae>Paragorgia"
"Alcyoniina"	"-"	723662	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea"
"Alcyoniidae"	"F"	40678	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Alcyoniina"
"Anthomastus"	"G"	86531	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Alcyoniina>Alcyoniidae"
"Anthomastus sp."	"S"	86532	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Alcyoniina>Alcyoniidae>Anthomastus"
"Calcaxonia"	"-"	723663	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea"
"Primnoidae"	"F"	44164	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Octocorallia>Alcyonacea>Calcaxonia"
"Hydrozoa"	"C"	6074	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Hydroidolina"	"-"	37516	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa"
"Anthoathecata"	"O"	406427	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina"
"Filifera"	"-"	406428	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata"
"Oceaniidae"	"F"	367915	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Filifera"
"Turritopsis"	"G"	308578	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Anthoathecata>Filifera>Oceaniidae"
"Leptothecata"	"O"	500008	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina"
"Sertulariidae"	"F"	86619	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata"
"Sertularella"	"G"	308611	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>Sertulariidae"
"Sertularella cylindritheca"	"S"	1035494	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Hydrozoa>Hydroidolina>Leptothecata>Sertulariidae>Sertularella"
"Cubozoa"	"C"	6137	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Chirodropida"	"O"	655440	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Cubozoa"
"Chiropsalmidae"	"F"	685045	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Cubozoa>Chirodropida"
"Chiropsalmus"	"G"	130730	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Cubozoa>Chirodropida>Chiropsalmidae"
"Chiropsalmus quadrumanus"	"S"	645347	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Cubozoa>Chirodropida>Chiropsalmidae>Chiropsalmus"
"Scyphozoa"	"C"	6142	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Rhizostomeae"	"O"	37535	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Scyphozoa"
"Polypodiozoa"	"C"	2315759	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Polypodiidea"	"O"	2315760	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Polypodiozoa"
"Polypodiidae"	"F"	168711	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Polypodiozoa>Polypodiidea"
"Polypodium"	"G"	43185	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Polypodiozoa>Polypodiidea>Polypodiidae"
"Polypodium hydriforme"	"S"	43186	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Polypodiozoa>Polypodiidea>Polypodiidae>Polypodium"
"Ctenophora"	"P"	10197	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa"
"Tentaculata"	"C"	140493	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Ctenophora"
"Cydippida"	"O"	50341	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Ctenophora>Tentaculata"
"Haeckeliidae"	"F"	140465	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Ctenophora>Tentaculata>Cydippida"
"Haeckelia"	"G"	140468	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Ctenophora>Tentaculata>Cydippida>Haeckeliidae"
"Haeckelia rubra"	"S"	140470	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Ctenophora>Tentaculata>Cydippida>Haeckeliidae>Haeckelia"
"Porifera"	"P"	6040	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa"
"Demospongiae"	"C"	6042	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera"
"Heteroscleromorpha"	"-"	1779146	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae"
"Haplosclerida"	"O"	6049	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha"
"Chalinidae"	"F"	6056	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida"
"Haliclona"	"G"	6057	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida>Chalinidae"
"Haliclona sp. DS-2007a"	"S"	479934	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida>Chalinidae>Haliclona"
"Petrosiidae"	"F"	68562	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida"
"Xestospongia"	"G"	178550	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida>Petrosiidae"
"Xestospongia muta"	"S"	178552	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Haplosclerida>Petrosiidae>Xestospongia"
"Poecilosclerida"	"O"	27925	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha"
"Hymedesmiidae"	"F"	252956	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Poecilosclerida"
"Hymedesmia"	"G"	942690	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Poecilosclerida>Hymedesmiidae"
"Hymedesmia paupertas"	"S"	1336814	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Poecilosclerida>Hymedesmiidae>Hymedesmia"
"Axinellida"	"O"	1779152	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha"
"Raspailiidae"	"F"	261678	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Axinellida"
"Raspailiinae"	"-"	484398	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Axinellida>Raspailiidae"
"Ectyoplasia"	"G"	458492	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Axinellida>Raspailiidae>Raspailiinae"
"Ectyoplasia ferox"	"S"	458493	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Axinellida>Raspailiidae>Raspailiinae>Ectyoplasia"
"Polymastiida"	"O"	1779158	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha"
"Polymastiidae"	"F"	283512	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Polymastiida"
"Suberitida"	"O"	1779162	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha"
"Suberitida incertae sedis"	"-"	1779190	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Suberitida"
"Topsentia"	"G"	279594	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Suberitida>Suberitida&nbsp;incertae&nbsp;sedis"
"Topsentia ophiraphidites"	"S"	281489	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Heteroscleromorpha>Suberitida>Suberitida&nbsp;incertae&nbsp;sedis>Topsentia"
"unclassified Demospongiae"	"-"	72713	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae"
"Demospongiae sp. BMOO-07491"	"S"	1342571	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>unclassified&nbsp;Demospongiae"
"Keratosa"	"-"	1779147	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae"
"Dictyoceratida"	"O"	119428	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Keratosa"
"Thorectidae"	"F"	121495	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Keratosa>Dictyoceratida"
"Strepsichordaia"	"G"	468352	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Keratosa>Dictyoceratida>Thorectidae"
"Strepsichordaia sp. 0CDN9455-M"	"S"	1342679	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Demospongiae>Keratosa>Dictyoceratida>Thorectidae>Strepsichordaia"
"Homoscleromorpha"	"C"	80999	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera"
"Homosclerophorida"	"O"	81000	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha"
"Plakinidae"	"F"	81001	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha>Homosclerophorida"
"Oscarella"	"G"	121493	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha>Homosclerophorida>Plakinidae"
"Oscarella viridis"	"S"	764033	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha>Homosclerophorida>Plakinidae>Oscarella"
"Plakina"	"G"	450360	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha>Homosclerophorida>Plakinidae"
"Plakina trilopha"	"S"	764034	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Homoscleromorpha>Homosclerophorida>Plakinidae>Plakina"
"Calcarea"	"C"	27929	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera"
"Calcinea"	"-"	45123	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Calcarea"
"Murrayonida"	"O"	283995	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Calcarea>Calcinea"
"Lelapiellidae"	"F"	283998	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Calcarea>Calcinea>Murrayonida"
"Lelapiella"	"G"	365370	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Calcarea>Calcinea>Murrayonida>Lelapiellidae"
"Lelapiella incrustans"	"S"	365371	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Porifera>Calcarea>Calcinea>Murrayonida>Lelapiellidae>Lelapiella"
"Fungi"	"K"	4751	611	611	0.01954	0.01954	"cellular&nbsp;organisms>Eukaryota>Opisthokonta"
"Dikarya"	"-"	451864	536	536	0.01714	0.01714	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi"
"Ascomycota"	"P"	4890	476	476	0.01523	0.01523	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya"
"saccharomyceta"	"-"	716545	476	476	0.01523	0.01523	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota"
"Pezizomycotina"	"-"	147538	219	219	0.007005	0.007005	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta"
"leotiomyceta"	"-"	716546	211	211	0.006749	0.006749	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina"
"sordariomyceta"	"-"	715989	124	124	0.003966	0.003966	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta"
"Sordariomycetes"	"C"	147550	119	119	0.003806	0.003806	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta"
"Hypocreomycetidae"	"-"	222543	101	101	0.003231	0.003231	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes"
"Glomerellales"	"O"	1028384	76	76	0.002431	0.002431	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae"
"Glomerellaceae"	"F"	681950	72	72	0.002303	0.002303	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales"
"Colletotrichum"	"G"	5455	72	72	0.002303	0.002303	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae"
"Colletotrichum lindemuthianum"	"S"	290576	49	49	0.001567	0.001567	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae>Colletotrichum"
"Colletotrichum graminicola"	"S"	31870	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae>Colletotrichum"
"Colletotrichum acutatum"	"S"	27357	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae>Colletotrichum"
"Colletotrichum fioriniae"	"S"	710243	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae>Colletotrichum"
"Colletotrichum sublineola"	"S"	1173701	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae>Colletotrichum"
"Plectosphaerellaceae"	"F"	1033978	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales"
"Verticillium"	"G"	1036719	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Plectosphaerellaceae"
