"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Burkholderia oklahomensis"	"S"	342113	464	6	6	72	124	1	66	44	2	69	464	114	NA	0.1761	0.05032	0.04231	0.03674	0.04551	0.05886	0.03962	0.02204	0.0005384	0.03658	0.1761	0.06505	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia thailandensis"	"S"	57975	130	5	8	77	54	1	69	60	23	58	130	64	NA	0.05886	0.04193	0.05642	0.0393	0.01982	0.05886	0.04142	0.03006	0.006192	0.03075	0.04934	0.03652	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia pseudomallei"	"S"	28450	25	1	NA	18	25	NA	14	12	15	11	15	2	NA	0.009186	0.008386	NA	0.009186	0.009176	NA	0.008404	0.006012	0.004038	0.005832	0.005693	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia cepacia complex"	"S"	87882	334	15	20	177	185	3	191	176	54	148	334	182	NA	0.1766	0.1258	0.141	0.09033	0.0679	0.1766	0.1147	0.08818	0.01454	0.07847	0.1268	0.1039	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia vietnamiensis"	"S"	60552	127	4	2	49	53	2	127	63	1	72	55	76	NA	0.1177	0.03355	0.0141	0.02501	0.01945	0.1177	0.07623	0.03156	0.0002692	0.03818	0.02087	0.04337	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia multivorans"	"S"	87883	60	2	3	26	10	NA	9	14	2	10	60	22	NA	0.02277	0.01677	0.02116	0.01327	0.00367	NA	0.005402	0.007014	0.0005384	0.005302	0.02277	0.01255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cenocepacia"	"S"	95486	37	2	2	16	20	NA	13	13	4	7	37	20	NA	0.01677	0.01677	0.0141	0.008165	0.007341	NA	0.007803	0.006513	0.001077	0.003712	0.01404	0.01141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia contaminans"	"S"	488447	46	2	4	16	16	NA	11	23	2	16	46	13	NA	0.02821	0.01677	0.02821	0.008165	0.005873	NA	0.006603	0.01152	0.0005384	0.008483	0.01746	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cepacia"	"S"	292	26	1	1	8	26	NA	4	14	19	8	19	4	NA	0.009543	0.008386	0.007052	0.004083	0.009543	NA	0.002401	0.007014	0.005115	0.004242	0.007211	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ubonensis"	"S"	101571	46	1	2	30	18	NA	12	14	10	16	46	17	NA	0.01746	0.008386	0.0141	0.01531	0.006607	NA	0.007203	0.007014	0.002692	0.008483	0.01746	0.009701	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"[Pseudomonas] mesoacidophila"	"S"	265293	3	1	NA	1	3	NA	NA	1	NA	1	NA	2	NA	0.008386	0.008386	NA	0.0005103	0.001101	NA	NA	0.000501	NA	0.0005302	NA	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia gladioli"	"S"	28095	138	6	5	46	36	NA	38	65	4	29	138	52	NA	0.05238	0.05032	0.03526	0.02348	0.01321	NA	0.02281	0.03257	0.001077	0.01538	0.05238	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CCGE1002"	"S"	640511	23	4	1	19	14	NA	5	7	NA	2	23	5	NA	0.03355	0.03355	0.007052	0.009696	0.005139	NA	0.003001	0.003507	NA	0.00106	0.008729	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. 2002721687"	"S"	1468409	23	1	5	23	13	NA	17	18	3	8	17	13	NA	0.03526	0.008386	0.03526	0.01174	0.004772	NA	0.0102	0.009018	0.0008077	0.004242	0.006452	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Polynucleobacter asymbioticus"	"S"	576611	339	15	12	134	125	1	141	213	9	109	220	339	NA	0.1934	0.1258	0.08463	0.06839	0.04588	0.05886	0.08464	0.1067	0.002423	0.05779	0.0835	0.1934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter duraquae"	"S"	1835254	161	5	6	72	97	NA	74	134	1	58	131	161	NA	0.09187	0.04193	0.04231	0.03674	0.0356	NA	0.04442	0.06714	0.0002692	0.03075	0.04972	0.09187	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius"	"S"	576610	75	2	8	37	33	NA	37	54	1	43	51	75	NA	0.05642	0.01677	0.05642	0.01888	0.01211	NA	0.02221	0.02706	0.0002692	0.0228	0.01936	0.0428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Ralstonia solanacearum"	"S"	305	361	16	19	238	268	NA	158	217	21	158	361	261	1	0.2625	0.1342	0.134	0.1215	0.09837	NA	0.09484	0.1087	0.005654	0.08377	0.137	0.1489	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Ralstonia pickettii"	"S"	329	5	1	2	3	1	NA	2	NA	NA	NA	3	5	NA	0.0141	0.008386	0.0141	0.001531	0.000367	NA	0.001201	NA	NA	NA	0.001139	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea pnomenusa"	"S"	93220	34	3	2	14	10	NA	9	11	NA	12	34	13	NA	0.02516	0.02516	0.0141	0.007145	0.00367	NA	0.005402	0.005511	NA	0.006363	0.0129	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea thiooxydans"	"S"	445709	38	2	3	38	14	NA	9	8	2	10	37	10	NA	0.02116	0.01677	0.02116	0.01939	0.005139	NA	0.005402	0.004008	0.0005384	0.005302	0.01404	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea apista"	"S"	93218	19	1	NA	13	10	NA	2	6	NA	2	19	NA	NA	0.008386	0.008386	NA	0.006634	0.00367	NA	0.001201	0.003006	NA	0.00106	0.007211	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea norimbergensis"	"S"	93219	56	1	1	23	56	NA	6	17	3	12	44	14	NA	0.02055	0.008386	0.007052	0.01174	0.02055	NA	0.003602	0.008517	0.0008077	0.006363	0.0167	0.007989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea pulmonicola"	"S"	93221	50	1	NA	50	10	NA	5	6	1	8	32	6	NA	0.02552	0.008386	NA	0.02552	0.00367	NA	0.003001	0.003006	0.0002692	0.004242	0.01215	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea faecigallinarum"	"S"	656179	11	1	NA	11	8	NA	4	2	NA	5	11	9	NA	0.008386	0.008386	NA	0.005614	0.002936	NA	0.002401	0.001002	NA	0.002651	0.004175	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Cupriavidus sp. USMAA1020"	"S"	367825	12	2	NA	2	5	NA	3	2	NA	1	12	7	NA	0.01677	0.01677	NA	0.001021	0.001835	NA	0.001801	0.001002	NA	0.0005302	0.004554	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus basilensis"	"S"	68895	17	1	3	4	7	NA	5	10	NA	6	10	17	NA	0.02116	0.008386	0.02116	0.002041	0.002569	NA	0.003001	0.00501	NA	0.003181	0.003795	0.009701	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus pinatubonensis"	"S"	248026	5	1	NA	5	5	NA	1	1	NA	2	3	4	NA	0.008386	0.008386	NA	0.002552	0.001835	NA	0.0006003	0.000501	NA	0.00106	0.001139	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. USMAHM13"	"S"	1389192	18	1	3	6	18	1	3	3	1	3	9	6	NA	0.05886	0.008386	0.02116	0.003062	0.006607	0.05886	0.001801	0.001503	0.0002692	0.001591	0.003416	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Paraburkholderia sp. SOS3"	"S"	1926494	75	3	8	29	18	1	16	27	NA	19	75	20	NA	0.05886	0.02516	0.05642	0.0148	0.006607	0.05886	0.009604	0.01353	NA	0.01007	0.02847	0.01141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paenalcaligenes hominis"	"S"	643674	2255	68	146	914	770	7	701	1100	32	629	2255	808	1	1.03	0.5703	1.03	0.4665	0.2826	0.412	0.4208	0.5511	0.008615	0.3335	0.8559	0.4611	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Paenalcaligenes"
"Oligella urethralis"	"S"	90245	422	19	23	223	137	4	136	156	3	98	422	160	2	0.5249	0.1593	0.1622	0.1138	0.05028	0.2354	0.08164	0.07816	0.0008077	0.05196	0.1602	0.0913	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Oligella"
"Achromobacter denitrificans"	"S"	32002	371	15	15	206	364	NA	145	140	195	116	371	140	NA	0.1408	0.1258	0.1058	0.1051	0.1336	NA	0.08704	0.07014	0.0525	0.06151	0.1408	0.07989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter xylosoxidans"	"S"	85698	26	2	3	17	26	1	16	19	3	22	23	13	NA	0.05886	0.01677	0.02116	0.008676	0.009543	0.05886	0.009604	0.009519	0.0008077	0.01166	0.008729	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Basilea psittacipulmonis"	"S"	1472345	288	12	6	288	172	2	71	45	11	52	252	120	NA	0.147	0.1006	0.04231	0.147	0.06313	0.1177	0.04262	0.02255	0.002961	0.02757	0.09564	0.06848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Basilea"
"Castellaniella defragrans"	"S"	75697	429	11	21	121	119	NA	109	215	1	129	429	167	NA	0.1628	0.09225	0.1481	0.06175	0.04368	NA	0.06543	0.1077	0.0002692	0.0684	0.1628	0.0953	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Castellaniella"
"Bordetella avium"	"S"	521	14	2	NA	6	3	NA	3	12	NA	8	14	12	NA	0.01677	0.01677	NA	0.003062	0.001101	NA	0.001801	0.006012	NA	0.004242	0.005314	0.006848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella genomosp. 13"	"S"	463040	23	2	1	10	15	NA	2	8	NA	7	23	9	NA	0.01677	0.01677	0.007052	0.005103	0.005506	NA	0.001201	0.004008	NA	0.003712	0.008729	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella holmesii"	"S"	35814	24	1	NA	24	5	NA	NA	4	1	4	11	3	NA	0.01225	0.008386	NA	0.01225	0.001835	NA	NA	0.002004	0.0002692	0.002121	0.004175	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella trematum"	"S"	123899	8	1	1	3	2	NA	3	5	NA	NA	8	2	NA	0.008386	0.008386	0.007052	0.001531	0.0007341	NA	0.001801	0.002505	NA	NA	0.003036	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella bronchialis"	"S"	463025	22	1	1	4	4	NA	5	6	NA	3	22	3	NA	0.008386	0.008386	0.007052	0.002041	0.001468	NA	0.003001	0.003006	NA	0.001591	0.00835	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Advenella mimigardefordensis"	"S"	302406	238	3	6	90	103	1	69	25	1	63	238	128	NA	0.09033	0.02516	0.04231	0.04593	0.03781	0.05886	0.04142	0.01253	0.0002692	0.0334	0.09033	0.07304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Advenella kashmirensis"	"S"	310575	13	2	NA	8	13	NA	3	1	NA	3	9	4	NA	0.01677	0.01677	NA	0.004083	0.004772	NA	0.001801	0.000501	NA	0.001591	0.003416	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Taylorella asinigenitalis"	"S"	84590	63	3	2	39	27	1	20	26	1	22	63	32	1	0.2625	0.02516	0.0141	0.0199	0.00991	0.05886	0.01201	0.01303	0.0002692	0.01166	0.02391	0.01826	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Taylorella"
"Pusillimonas sp. T7-7"	"S"	1007105	114	5	10	47	49	NA	30	37	NA	35	114	38	NA	0.07052	0.04193	0.07052	0.02399	0.01799	NA	0.01801	0.01854	NA	0.01856	0.04327	0.02168	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pusillimonas"
"Alcaligenes faecalis"	"S"	511	51	3	2	22	25	NA	16	21	NA	9	51	25	NA	0.02516	0.02516	0.0141	0.01123	0.009176	NA	0.009604	0.01052	NA	0.004772	0.01936	0.01427	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Orrella dioscoreae"	"S"	1851544	187	2	4	59	105	NA	68	32	3	55	187	121	1	0.2625	0.01677	0.02821	0.03011	0.03854	NA	0.04082	0.01603	0.0008077	0.02916	0.07097	0.06905	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Orrella"
"Methylotenera versatilis"	"S"	1055487	1541	101	144	657	1541	2	447	1179	19	597	1384	1256	4	1.05	0.847	1.016	0.3353	0.5656	0.1177	0.2683	0.5907	0.005115	0.3165	0.5253	0.7167	1.05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylotenera"
"Methylotenera mobilis"	"S"	359408	824	38	30	264	824	3	125	289	8	191	384	615	NA	0.3509	0.3187	0.2116	0.1347	0.3024	0.1766	0.07503	0.1448	0.002154	0.1013	0.1457	0.3509	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylotenera"
"Candidatus Methylopumilus turicensis"	"S"	1581680	683	31	33	291	683	3	326	440	14	441	365	668	NA	0.3812	0.26	0.2327	0.1485	0.2507	0.1766	0.1957	0.2204	0.003769	0.2338	0.1385	0.3812	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Candidatus&nbsp;Methylopumilus"
"Candidatus Methylopumilus planktonicus"	"S"	1581557	189	13	25	90	173	NA	91	120	5	99	130	189	NA	0.1763	0.109	0.1763	0.04593	0.0635	NA	0.05462	0.06012	0.001346	0.05249	0.04934	0.1078	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Candidatus&nbsp;Methylopumilus"
"Methylophilus sp. TWE2"	"S"	1662285	281	14	19	87	281	3	81	137	5	91	115	224	NA	0.1766	0.1174	0.134	0.0444	0.1031	0.1766	0.04862	0.06864	0.001346	0.04825	0.04365	0.1278	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylophilus"
"Methylobacillus flagellatus"	"S"	405	139	8	20	51	139	1	56	91	2	42	138	59	NA	0.141	0.06709	0.141	0.02603	0.05102	0.05886	0.03361	0.04559	0.0005384	0.02227	0.05238	0.03367	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylobacillus"
"Sulfuritalea hydrogenivorans"	"S"	748811	1665	93	40	1665	1165	6	651	635	13	254	1651	316	1	0.8497	0.7799	0.2821	0.8497	0.4276	0.3531	0.3908	0.3181	0.0035	0.1347	0.6266	0.1803	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae>Sulfuritalea"
"Methyloversatilis sp. RAC08"	"S"	1842540	100	4	NA	54	63	1	25	21	1	9	100	27	1	0.2625	0.03355	NA	0.02756	0.02312	0.05886	0.01501	0.01052	0.0002692	0.004772	0.03795	0.01541	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae>Methyloversatilis"
"Sideroxydans lithotrophicus"	"S"	63745	439	29	26	177	309	4	170	206	7	128	439	167	NA	0.2432	0.2432	0.1834	0.09033	0.1134	0.2354	0.102	0.1032	0.001885	0.06787	0.1666	0.0953	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sideroxydans"
"Gallionella capsiferriformans"	"S"	370405	312	25	6	138	217	NA	107	119	4	61	312	86	NA	0.2097	0.2097	0.04231	0.07043	0.07965	NA	0.06423	0.05962	0.001077	0.03234	0.1184	0.04907	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Gallionella"
"Sulfuricella denitrificans"	"S"	649841	352	18	9	352	234	2	95	90	7	62	255	103	1	0.2625	0.151	0.06347	0.1796	0.08589	0.1177	0.05703	0.04509	0.001885	0.03287	0.09678	0.05878	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sulfuricella"
"Sulfuriferula sp. AH1"	"S"	1985873	182	9	9	132	138	2	58	89	24	42	182	79	1	0.2625	0.07548	0.06347	0.06736	0.05065	0.1177	0.03482	0.04459	0.006461	0.02227	0.06908	0.04508	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sulfuriferula"
"Nitrosomonas sp. AL212"	"S"	153948	205	8	3	154	69	NA	43	43	3	42	205	73	NA	0.07859	0.06709	0.02116	0.07859	0.02533	NA	0.02581	0.02154	0.0008077	0.02227	0.07781	0.04166	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosomonas europaea"	"S"	915	79	7	4	56	79	NA	21	38	6	11	65	31	NA	0.05871	0.05871	0.02821	0.02858	0.029	NA	0.01261	0.01904	0.001615	0.005832	0.02467	0.01769	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosomonas sp. Is79A3"	"S"	261292	121	7	1	121	93	NA	24	19	NA	9	50	15	NA	0.06175	0.05871	0.007052	0.06175	0.03413	NA	0.01441	0.009519	NA	0.004772	0.01898	0.008559	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosomonas communis"	"S"	44574	171	6	15	77	58	NA	50	86	1	65	171	74	1	0.2625	0.05032	0.1058	0.0393	0.02129	NA	0.03001	0.04309	0.0002692	0.03446	0.0649	0.04223	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosomonas ureae"	"S"	44577	208	6	8	125	97	2	50	51	2	51	208	65	NA	0.1177	0.05032	0.05642	0.06379	0.0356	0.1177	0.03001	0.02555	0.0005384	0.02704	0.07894	0.03709	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosomonas eutropha"	"S"	916	11	2	NA	11	10	NA	NA	3	1	2	7	1	NA	0.01677	0.01677	NA	0.005614	0.00367	NA	NA	0.001503	0.0002692	0.00106	0.002657	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Nitrosospira multiformis"	"S"	1231	328	23	22	117	118	2	93	176	2	75	328	123	NA	0.1929	0.1929	0.1551	0.05971	0.04331	0.1177	0.05582	0.08818	0.0005384	0.03977	0.1245	0.07019	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Nitrosospira briensis"	"S"	35799	118	3	2	85	91	NA	41	46	2	10	118	31	NA	0.04479	0.02516	0.0141	0.04338	0.0334	NA	0.02461	0.02305	0.0005384	0.005302	0.04479	0.01769	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Nitrosospira lacus"	"S"	1288494	46	1	3	9	46	1	12	8	NA	10	30	10	NA	0.05886	0.008386	0.02116	0.004593	0.01688	0.05886	0.007203	0.004008	NA	0.005302	0.01139	0.005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Thiobacillus denitrificans"	"S"	36861	1093	21	8	409	1093	2	131	146	7	56	428	81	NA	0.4012	0.1761	0.05642	0.2087	0.4012	0.1177	0.07863	0.07315	0.001885	0.02969	0.1624	0.04622	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Thiobacillus"
"Vitreoscilla sp. C1"	"S"	96942	4328	141	249	1967	2008	10	1760	2495	81	1620	4328	1825	1	1.756	1.182	1.756	1.004	0.737	0.5886	1.056	1.25	0.02181	0.859	1.643	1.041	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Vitreoscilla"
"Vitreoscilla filiformis"	"S"	63	2366	68	133	983	870	8	676	1036	159	726	2366	943	1	0.9379	0.5703	0.9379	0.5017	0.3193	0.4709	0.4058	0.5191	0.04281	0.3849	0.898	0.5381	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Vitreoscilla"
"Neisseria meningitidis"	"S"	487	677	32	35	392	586	4	387	389	94	292	677	350	NA	0.2684	0.2684	0.2468	0.2001	0.2151	0.2354	0.2323	0.1949	0.02531	0.1548	0.2569	0.1997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria lactamica"	"S"	486	122	5	2	59	63	1	26	34	4	24	122	46	NA	0.05886	0.04193	0.0141	0.03011	0.02312	0.05886	0.01561	0.01703	0.001077	0.01273	0.0463	0.02625	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria gonorrhoeae"	"S"	485	115	4	9	52	67	NA	36	76	7	25	115	36	NA	0.06347	0.03355	0.06347	0.02654	0.02459	NA	0.02161	0.03808	0.001885	0.01326	0.04365	0.02054	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria elongata"	"S"	495	15	1	NA	15	10	NA	1	1	NA	NA	1	1	NA	0.008386	0.008386	NA	0.007655	0.00367	NA	0.0006003	0.000501	NA	NA	0.0003795	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria sp. 10022"	"S"	1853276	20	1	1	17	9	NA	14	12	1	8	20	7	NA	0.008676	0.008386	0.007052	0.008676	0.003303	NA	0.008404	0.006012	0.0002692	0.004242	0.007591	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
