"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Woeseiaceae"	"F"	26830	3	1	NA	1	3	NA	NA	3	3	1	3	1	NA	0.00631	0.00631	NA	0.0003891	0.0007993	NA	NA	0.001118	0.0007687	0.0003867	0.0008542	0.0004167	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"JTB255 marine benthic group"	"G"	26831	2	1	NA	NA	1	NA	NA	2	1	NA	1	NA	NA	0.00631	0.00631	NA	NA	0.0002664	NA	NA	0.0007454	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Woeseiaceae"
"Alphaproteobacteria"	"C"	2379	6434	29	23	1546	6434	12	490	948	156	428	2237	392	2	1.714	0.183	0.1214	0.6016	1.714	0.5072	0.205	0.3533	0.03997	0.1655	0.637	0.1633	0.3565	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	1249	6	4	408	1249	2	80	254	15	93	573	73	NA	0.3328	0.03786	0.02111	0.1588	0.3328	0.08453	0.03347	0.09467	0.003843	0.03597	0.1632	0.03042	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	1249	6	4	408	1249	2	80	254	15	93	573	73	NA	0.3328	0.03786	0.02111	0.1588	0.3328	0.08453	0.03347	0.09467	0.003843	0.03597	0.1632	0.03042	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Rhodobacter"	"G"	2624	618	2	NA	183	618	NA	35	121	3	55	303	37	NA	0.1647	0.01262	NA	0.07121	0.1647	NA	0.01464	0.0451	0.0007687	0.02127	0.08628	0.01542	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	59	1	1	21	59	NA	1	6	2	2	26	5	NA	0.01572	0.00631	0.005277	0.008171	0.01572	NA	0.0004183	0.002236	0.0005124	0.0007734	0.007403	0.002083	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhizobiales"	"O"	2421	1570	4	4	365	1570	3	89	154	25	84	477	77	NA	0.4183	0.02524	0.02111	0.142	0.4183	0.1268	0.03723	0.0574	0.006406	0.03248	0.1358	0.03208	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	2525	455	2	NA	126	455	NA	33	50	5	18	161	18	NA	0.1212	0.01262	NA	0.04903	0.1212	NA	0.0138	0.01864	0.001281	0.006961	0.04584	0.0075	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26127	28	1	NA	11	28	NA	NA	4	NA	1	10	2	NA	0.00746	0.00631	NA	0.00428	0.00746	NA	NA	0.001491	NA	0.0003867	0.002847	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Beijerinckiaceae"	"F"	2435	486	1	NA	45	486	2	12	18	11	14	52	16	NA	0.1295	0.00631	NA	0.01751	0.1295	0.08453	0.00502	0.006709	0.002818	0.005414	0.01481	0.006667	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	26045	373	1	NA	23	373	NA	9	13	10	6	27	7	NA	0.09938	0.00631	NA	0.00895	0.09938	NA	0.003765	0.004845	0.002562	0.00232	0.007688	0.002917	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Xanthobacteraceae"	"F"	2545	275	1	3	91	275	NA	18	40	4	22	125	18	NA	0.07327	0.00631	0.01583	0.03541	0.07327	NA	0.00753	0.01491	0.001025	0.008508	0.03559	0.0075	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Afipia"	"G"	26148	14	1	NA	4	14	NA	2	1	NA	1	9	2	NA	0.00631	0.00631	NA	0.001556	0.00373	NA	0.0008367	0.0003727	NA	0.0003867	0.002563	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Caulobacterales"	"O"	2386	163	3	NA	20	163	1	11	27	11	10	37	12	NA	0.04343	0.01893	NA	0.007782	0.04343	0.04227	0.004602	0.01006	0.002818	0.003867	0.01054	0.005	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Hyphomonadaceae"	"F"	2394	106	2	NA	11	106	NA	9	19	9	6	14	4	NA	0.02824	0.01262	NA	0.00428	0.02824	NA	0.003765	0.007082	0.002306	0.00232	0.003986	0.001667	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Hirschia"	"G"	2399	20	1	NA	4	20	NA	3	4	NA	2	6	NA	NA	0.00631	0.00631	NA	0.001556	0.005329	NA	0.001255	0.001491	NA	0.0007734	0.001708	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Oceanicaulis"	"G"	2403	15	1	NA	1	15	NA	2	4	1	2	NA	2	NA	0.00631	0.00631	NA	0.0003891	0.003996	NA	0.0008367	0.001491	0.0002562	0.0007734	NA	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Caulobacteraceae"	"F"	2387	50	1	NA	8	50	1	2	6	2	4	21	8	NA	0.04227	0.00631	NA	0.003113	0.01332	0.04227	0.0008367	0.002236	0.0005124	0.001547	0.00598	0.003333	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Caulobacter"	"G"	2391	5	1	NA	2	5	1	1	1	1	NA	5	1	NA	0.04227	0.00631	NA	0.0007782	0.001332	0.04227	0.0004183	0.0003727	0.0002562	NA	0.001424	0.0004167	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Rickettsiales"	"O"	2761	108	2	1	30	108	1	19	28	14	12	33	17	1	0.1783	0.01262	0.005277	0.01167	0.02877	0.04227	0.007948	0.01044	0.003587	0.004641	0.009396	0.007084	0.1783	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rickettsiaceae"	"F"	2781	38	1	NA	6	38	1	5	4	NA	3	12	6	1	0.1783	0.00631	NA	0.002335	0.01012	0.04227	0.002092	0.001491	NA	0.00116	0.003417	0.0025	0.1783	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsia"	"G"	2784	24	1	NA	5	24	1	4	3	NA	2	7	4	1	0.1783	0.00631	NA	0.001946	0.006394	0.04227	0.001673	0.001118	NA	0.0007734	0.001993	0.001667	0.1783	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"AB1"	"F"	26212	7	1	NA	NA	7	NA	NA	1	NA	NA	NA	1	NA	0.00631	0.00631	NA	NA	0.001865	NA	NA	0.0003727	NA	NA	NA	0.0004167	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Sphingomonadales"	"O"	2823	683	2	1	86	683	NA	55	59	37	41	175	33	1	0.182	0.01262	0.005277	0.03346	0.182	NA	0.02301	0.02199	0.00948	0.01586	0.04983	0.01375	0.1783	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	683	2	1	86	683	NA	55	59	37	41	175	33	1	0.182	0.01262	0.005277	0.03346	0.182	NA	0.02301	0.02199	0.00948	0.01586	0.04983	0.01375	0.1783	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingobium"	"G"	2850	157	1	NA	18	157	NA	17	14	7	13	42	8	NA	0.04183	0.00631	NA	0.007004	0.04183	NA	0.007112	0.005218	0.001794	0.005027	0.01196	0.003333	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	214	1	1	30	214	NA	11	20	20	12	52	10	NA	0.05702	0.00631	0.005277	0.01167	0.05702	NA	0.004602	0.007454	0.005124	0.004641	0.01481	0.004167	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Acetobacterales"	"O"	25900	359	1	NA	54	359	1	26	49	3	20	119	25	NA	0.09565	0.00631	NA	0.02101	0.09565	0.04227	0.01088	0.01826	0.0007687	0.007734	0.03388	0.01042	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	358	1	NA	54	358	1	26	49	3	20	119	25	NA	0.09538	0.00631	NA	0.02101	0.09538	0.04227	0.01088	0.01826	0.0007687	0.007734	0.03388	0.01042	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Acidocella"	"G"	25907	4	1	NA	2	4	NA	1	NA	NA	NA	1	NA	NA	0.00631	0.00631	NA	0.0007782	0.001066	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Dongiales"	"O"	25975	23	1	NA	8	23	NA	NA	4	NA	NA	6	NA	NA	0.00631	0.00631	NA	0.003113	0.006128	NA	NA	0.001491	NA	NA	0.001708	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Dongiaceae"	"F"	25976	23	1	NA	8	23	NA	NA	4	NA	NA	6	NA	NA	0.00631	0.00631	NA	0.003113	0.006128	NA	NA	0.001491	NA	NA	0.001708	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales"
"Dongia"	"G"	25977	23	1	NA	8	23	NA	NA	4	NA	NA	6	NA	NA	0.00631	0.00631	NA	0.003113	0.006128	NA	NA	0.001491	NA	NA	0.001708	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales>Dongiaceae"
"Puniceispirillales"	"O"	26028	14	1	NA	14	12	NA	4	2	NA	NA	4	NA	NA	0.00631	0.00631	NA	0.005448	0.003197	NA	0.001673	0.0007454	NA	NA	0.001139	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"EF100-94H03"	"F"	26029	7	1	NA	7	4	NA	2	1	NA	NA	2	NA	NA	0.00631	0.00631	NA	0.002724	0.001066	NA	0.0008367	0.0003727	NA	NA	0.0005695	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Rhodovibrionales"	"O"	26199	7	1	NA	6	7	NA	1	1	NA	3	2	2	NA	0.00631	0.00631	NA	0.002335	0.001865	NA	0.0004183	0.0003727	NA	0.00116	0.0005695	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Kiloniellaceae"	"F"	26205	6	1	NA	5	6	NA	1	1	NA	2	2	2	NA	0.00631	0.00631	NA	0.001946	0.001599	NA	0.0004183	0.0003727	NA	0.0007734	0.0005695	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales"
"Tistlia"	"G"	26210	5	1	NA	5	4	NA	1	1	NA	NA	1	2	NA	0.00631	0.00631	NA	0.001946	0.001066	NA	0.0004183	0.0003727	NA	NA	0.0002847	0.0008334	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Kiloniellaceae"
"Deltaproteobacteria"	"C"	3087	861	11	9	388	861	2	172	170	454	183	312	148	NA	0.2294	0.06941	0.04749	0.151	0.2294	0.08453	0.07195	0.06336	0.1163	0.07077	0.08884	0.06167	NA	"Bacteria>Proteobacteria"
"Oligoflexales"	"O"	11497	113	5	1	26	113	NA	20	21	11	11	30	13	NA	0.03155	0.03155	0.005277	0.01012	0.03011	NA	0.008367	0.007827	0.002818	0.004254	0.008542	0.005417	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"0319-6G20"	"F"	14610	53	4	1	18	53	NA	14	16	6	11	25	9	NA	0.02524	0.02524	0.005277	0.007004	0.01412	NA	0.005857	0.005964	0.001537	0.004254	0.007119	0.00375	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Oligoflexaceae"	"F"	11498	57	1	NA	8	57	NA	6	5	5	NA	5	4	NA	0.01519	0.00631	NA	0.003113	0.01519	NA	0.00251	0.001864	0.001281	NA	0.001424	0.001667	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	26286	21	1	NA	7	21	NA	4	2	5	NA	2	1	NA	0.00631	0.00631	NA	0.002724	0.005595	NA	0.001673	0.0007454	0.001281	NA	0.0005695	0.0004167	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Desulfobacterales"	"O"	3109	111	4	NA	27	111	NA	22	28	28	30	40	19	NA	0.02957	0.02524	NA	0.01051	0.02957	NA	0.009203	0.01044	0.007174	0.0116	0.01139	0.007917	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	3110	71	3	NA	16	71	NA	9	14	22	12	20	10	NA	0.01893	0.01893	NA	0.006226	0.01892	NA	0.003765	0.005218	0.005637	0.004641	0.005695	0.004167	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"uncultured"	"G"	3138	38	2	NA	7	38	NA	4	5	14	7	7	6	NA	0.01262	0.01262	NA	0.002724	0.01012	NA	0.001673	0.001864	0.003587	0.002707	0.001993	0.0025	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium"	"G"	3121	2	1	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	0.00631	0.00631	NA	NA	0.0005329	NA	NA	NA	NA	NA	0.0005695	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	3139	40	1	NA	11	40	NA	13	14	6	18	20	9	NA	0.01066	0.00631	NA	0.00428	0.01066	NA	0.005438	0.005218	0.001537	0.006961	0.005695	0.00375	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Candidatus Electronema"	"G"	26273	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Myxococcales"	"O"	3210	193	1	3	193	143	2	30	36	28	45	105	32	NA	0.08453	0.00631	0.01583	0.0751	0.0381	0.08453	0.01255	0.01342	0.007174	0.0174	0.0299	0.01333	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Haliangiaceae"	"F"	3222	58	1	3	58	31	1	9	12	4	9	47	9	NA	0.04227	0.00631	0.01583	0.02257	0.008259	0.04227	0.003765	0.004473	0.001025	0.00348	0.01338	0.00375	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Haliangium"	"G"	3223	58	1	3	58	31	1	9	12	4	9	47	9	NA	0.04227	0.00631	0.01583	0.02257	0.008259	0.04227	0.003765	0.004473	0.001025	0.00348	0.01338	0.00375	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Haliangiaceae"
"NB1-j"	"O"	14609	22	1	NA	10	22	NA	5	3	NA	1	7	1	NA	0.00631	0.00631	NA	0.003891	0.005862	NA	0.002092	0.001118	NA	0.0003867	0.001993	0.0004167	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bacteroidetes"	"P"	905	2609	85	86	1276	1410	12	1816	1962	146	2609	1245	2085	1	1.009	0.5363	0.4538	0.4965	0.3757	0.5072	0.7597	0.7313	0.03741	1.009	0.3545	0.8688	0.1783	"Bacteria"
"Bacteroidia"	"C"	912	2531	81	81	1202	1299	12	1748	1874	125	2531	1178	2015	1	0.9788	0.5111	0.4274	0.4677	0.3461	0.5072	0.7312	0.6985	0.03203	0.9788	0.3354	0.8396	0.1783	"Bacteria>Bacteroidetes"
"Cytophagales"	"O"	24714	513	17	25	176	198	2	203	373	13	513	152	392	NA	0.1984	0.1073	0.1319	0.06848	0.05275	0.08453	0.08492	0.139	0.003331	0.1984	0.04328	0.1633	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Cyclobacteriaceae"	"F"	24725	400	9	17	119	150	2	141	286	5	400	110	310	NA	0.1547	0.05679	0.08971	0.0463	0.03996	0.08453	0.05898	0.1066	0.001281	0.1547	0.03132	0.1292	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24760	338	7	15	97	118	1	106	238	2	338	89	271	NA	0.1307	0.04417	0.07916	0.03774	0.03144	0.04227	0.04434	0.08871	0.0005124	0.1307	0.02534	0.1129	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus"	"G"	24726	54	1	2	20	24	1	31	45	3	54	18	37	NA	0.04227	0.00631	0.01055	0.007782	0.006394	0.04227	0.01297	0.01677	0.0007687	0.02088	0.005125	0.01542	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Imperialibacter"	"G"	24741	3	1	NA	NA	3	NA	1	1	NA	NA	2	NA	NA	0.00631	0.00631	NA	NA	0.0007993	NA	0.0004183	0.0003727	NA	NA	0.0005695	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Microscillaceae"	"F"	24783	29	3	NA	15	13	NA	18	25	3	28	16	29	NA	0.01893	0.01893	NA	0.005837	0.003464	NA	0.00753	0.009318	0.0007687	0.01083	0.004556	0.01208	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Thermoflexibacter"	"G"	24792	14	2	NA	4	6	NA	9	9	1	14	6	12	NA	0.01262	0.01262	NA	0.001556	0.001599	NA	0.003765	0.003355	0.0002562	0.005414	0.001708	0.005	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"uncultured"	"G"	24793	17	1	NA	10	7	NA	7	16	2	14	10	17	NA	0.007084	0.00631	NA	0.003891	0.001865	NA	0.002928	0.005964	0.0005124	0.005414	0.002847	0.007084	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Spirosomaceae"	"F"	24794	57	2	3	21	14	NA	21	38	5	57	15	37	NA	0.02204	0.01262	0.01583	0.008171	0.00373	NA	0.008785	0.01416	0.001281	0.02204	0.004271	0.01542	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flectobacillus"	"G"	24801	42	1	2	10	7	NA	10	23	2	42	8	19	NA	0.01624	0.00631	0.01055	0.003891	0.001865	NA	0.004183	0.008573	0.0005124	0.01624	0.002278	0.007917	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Bacteroidales"	"O"	913	583	12	12	309	380	3	498	415	46	583	377	500	NA	0.2255	0.07572	0.06332	0.1202	0.1012	0.1268	0.2083	0.1547	0.01179	0.2255	0.1073	0.2083	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Muribaculaceae"	"F"	24634	46	2	NA	21	32	NA	34	28	5	46	21	45	NA	0.01875	0.01262	NA	0.008171	0.008526	NA	0.01422	0.01044	0.001281	0.01779	0.00598	0.01875	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidaceae"	"F"	917	40	1	1	18	27	2	27	26	2	40	11	33	NA	0.08453	0.00631	0.005277	0.007004	0.007194	0.08453	0.01129	0.009691	0.0005124	0.01547	0.003132	0.01375	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	918	40	1	1	18	27	2	27	26	2	40	11	33	NA	0.08453	0.00631	0.005277	0.007004	0.007194	0.08453	0.01129	0.009691	0.0005124	0.01547	0.003132	0.01375	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"PeH15"	"F"	942	1	1	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	0.00631	0.00631	NA	NA	NA	NA	0.0004183	NA	NA	0.0003867	0.0002847	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Rikenellaceae"	"F"	967	40	1	2	27	12	NA	32	25	4	30	40	19	NA	0.01339	0.00631	0.01055	0.01051	0.003197	NA	0.01339	0.009318	0.001025	0.0116	0.01139	0.007917	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Alistipes"	"G"	968	19	1	NA	6	6	NA	19	12	NA	14	17	7	NA	0.007948	0.00631	NA	0.002335	0.001599	NA	0.007948	0.004473	NA	0.005414	0.004841	0.002917	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Marinilabiliaceae"	"F"	24619	12	1	NA	6	10	NA	6	4	NA	11	8	12	NA	0.00631	0.00631	NA	0.002335	0.002664	NA	0.00251	0.001491	NA	0.004254	0.002278	0.005	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24633	12	1	NA	4	8	NA	5	4	NA	11	4	12	NA	0.00631	0.00631	NA	0.001556	0.002131	NA	0.002092	0.001491	NA	0.004254	0.001139	0.005	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinilabiliaceae"
"SB-5"	"F"	24653	8	1	NA	4	5	NA	4	7	2	5	8	6	NA	0.00631	0.00631	NA	0.001556	0.001332	NA	0.001673	0.002609	0.0005124	0.001934	0.002278	0.0025	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Flavobacteriales"	"O"	24819	164	11	9	69	77	NA	114	133	19	164	64	135	NA	0.06941	0.06941	0.04749	0.02685	0.02052	NA	0.04769	0.04957	0.004868	0.06342	0.01822	0.05625	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	134	9	7	43	55	NA	84	107	13	134	36	103	NA	0.05679	0.05679	0.03694	0.01673	0.01465	NA	0.03514	0.03988	0.003331	0.05182	0.01025	0.04292	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Olleya"	"G"	24928	75	6	4	21	29	NA	49	67	1	75	14	57	NA	0.03786	0.03786	0.02111	0.008171	0.007727	NA	0.0205	0.02497	0.0002562	0.029	0.003986	0.02375	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	16	1	2	1	7	NA	9	10	4	16	1	10	NA	0.01055	0.00631	0.01055	0.0003891	0.001865	NA	0.003765	0.003727	0.001025	0.006188	0.0002847	0.004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavobacterium"	"G"	24881	35	1	1	15	13	NA	22	25	6	35	14	29	NA	0.01354	0.00631	0.005277	0.005837	0.003464	NA	0.009203	0.009318	0.001537	0.01354	0.003986	0.01208	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Blattabacteriaceae"	"F"	24820	4	1	1	1	NA	NA	4	3	2	1	NA	1	NA	0.00631	0.00631	0.005277	0.0003891	NA	NA	0.001673	0.001118	0.0005124	0.0003867	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Candidatus Brownia"	"G"	24822	2	1	1	NA	NA	NA	NA	2	2	NA	NA	NA	NA	0.00631	0.00631	0.005277	NA	NA	NA	NA	0.0007454	0.0005124	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Weeksellaceae"	"F"	24983	18	1	NA	10	8	NA	14	17	3	18	6	15	NA	0.006961	0.00631	NA	0.003891	0.002131	NA	0.005857	0.006336	0.0007687	0.006961	0.001708	0.00625	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Bergeyella"	"G"	24986	4	1	NA	2	4	NA	NA	1	NA	NA	NA	1	NA	0.00631	0.00631	NA	0.0007782	0.001066	NA	NA	0.0003727	NA	NA	NA	0.0004167	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Sphingobacteriales"	"O"	25002	572	9	11	293	303	2	487	440	18	572	308	432	NA	0.2212	0.05679	0.05805	0.114	0.08073	0.08453	0.2037	0.164	0.004612	0.2212	0.0877	0.18	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Sphingobacteriaceae"	"F"	25020	199	5	6	94	104	1	156	147	10	199	113	156	NA	0.07696	0.03155	0.03166	0.03658	0.02771	0.04227	0.06526	0.05479	0.002562	0.07696	0.03218	0.065	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	41	2	1	21	21	NA	28	41	1	41	19	41	NA	0.01708	0.01262	0.005277	0.008171	0.005595	NA	0.01171	0.01528	0.0002562	0.01586	0.00541	0.01708	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	16	1	NA	4	7	NA	10	5	NA	16	6	9	NA	0.00631	0.00631	NA	0.001556	0.001865	NA	0.004183	0.001864	NA	0.006188	0.001708	0.00375	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"NS11-12 marine group"	"F"	25015	102	1	1	51	47	NA	80	79	3	102	47	69	NA	0.03945	0.00631	0.005277	0.01984	0.01252	NA	0.03347	0.02945	0.0007687	0.03945	0.01338	0.02875	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Chitinophagales"	"O"	24665	58	4	NA	58	25	1	25	35	7	31	25	30	NA	0.04227	0.02524	NA	0.02257	0.006661	0.04227	0.01046	0.01305	0.001794	0.01199	0.007119	0.0125	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Chitinophagaceae"	"F"	24667	34	2	NA	34	9	NA	16	22	2	13	11	21	NA	0.01323	0.01262	NA	0.01323	0.002398	NA	0.006693	0.0082	0.0005124	0.005027	0.003132	0.00875	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
