"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Fictibacillus arsenicus"	"S"	255247	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Fictibacillus"
"Fictibacillus phosphorivorans"	"S"	1221500	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Fictibacillus"
"Parageobacillus"	"G"	1906945	31	31	0.0009919	0.0009919	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Parageobacillus genomosp. 1"	"S"	1295642	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Parageobacillus thermoglucosidasius"	"S"	1426	25	25	0.0007999	0.0007999	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Halobacillus"	"G"	45667	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus mangrovi"	"S"	402384	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Halobacillus halophilus"	"S"	1570	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Terribacillus"	"G"	459532	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus aidingensis"	"S"	586416	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Terribacillus"
"Amphibacillus"	"G"	29331	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Amphibacillus xylanus"	"S"	1449	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Amphibacillus"
"Aeribacillus"	"G"	1055323	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus pallidus"	"S"	33936	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Aeribacillus"
"Paraliobacillus"	"G"	200903	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Paraliobacillus sp. X-1125"	"S"	2213194	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Paraliobacillus"
"Lentibacillus"	"G"	175304	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus amyloliquefaciens"	"S"	1472767	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lentibacillus"
"Salimicrobium"	"G"	351195	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium jeotgali"	"S"	1230341	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Salimicrobium"
"Listeriaceae"	"F"	186820	447210	447207	14.31	14.31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1637	447130	447131	14.31	14.31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Listeria monocytogenes"	"S"	1639	446630	446632	14.29	14.29	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria innocua"	"S"	1642	186	186	0.005951	0.005951	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria ivanovii"	"S"	1638	119	119	0.003808	0.003808	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria welshimeri"	"S"	1643	113	113	0.003616	0.003616	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria seeligeri"	"S"	1640	80	80	0.00256	0.00256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Brochothrix"	"G"	2755	73	73	0.002336	0.002336	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Brochothrix thermosphacta"	"S"	2756	73	73	0.002336	0.002336	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Brochothrix"
"Staphylococcaceae"	"F"	90964	373100	373097	11.94	11.94	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1279	373050	373052	11.94	11.94	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Staphylococcus aureus"	"S"	1280	372250	372250	11.91	11.91	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus argenteus"	"S"	985002	99	99	0.003168	0.003168	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus epidermidis"	"S"	1282	49	49	0.001568	0.001568	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus agnetis"	"S"	985762	44	44	0.001408	0.001408	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus lugdunensis"	"S"	28035	40	40	0.00128	0.00128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus schleiferi"	"S"	1295	39	39	0.001248	0.001248	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus cohnii"	"S"	29382	39	39	0.001248	0.001248	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus saprophyticus"	"S"	29385	39	39	0.001248	0.001248	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simulans"	"S"	1286	35	35	0.00112	0.00112	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simiae"	"S"	308354	34	34	0.001088	0.001088	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	33	33	0.001056	0.001056	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus haemolyticus"	"S"	1283	29	29	0.0009279	0.0009279	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pasteuri"	"S"	45972	27	27	0.0008639	0.0008639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus equorum"	"S"	246432	27	27	0.0008639	0.0008639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus nepalensis"	"S"	214473	22	22	0.0007039	0.0007039	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus xylosus"	"S"	1288	21	21	0.0006719	0.0006719	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pseudintermedius"	"S"	283734	21	21	0.0006719	0.0006719	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sciuri"	"S"	1296	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sp. SDB 2975"	"S"	2044912	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus felis"	"S"	46127	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus succinus"	"S"	61015	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus kloosii"	"S"	29384	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus warneri"	"S"	1292	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus capitis"	"S"	29388	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus carnosus"	"S"	1281	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus stepanovicii"	"S"	643214	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus lutrae"	"S"	155085	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hyicus"	"S"	1284	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus muscae"	"S"	1294	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sp. M0911"	"S"	2025492	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus auricularis"	"S"	29379	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sp. AntiMn-1"	"S"	1715860	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus piscifermentans"	"S"	70258	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus condimenti"	"S"	70255	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus pettenkoferi"	"S"	170573	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Macrococcus"	"G"	69965	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Macrococcus caseolyticus"	"S"	69966	21	21	0.0006719	0.0006719	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Macrococcus sp. IME1552"	"S"	1898474	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Macrococcus canis"	"S"	1855823	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Salinicoccus"	"G"	45669	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus halodurans"	"S"	407035	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Salinicoccus"
"Jeotgalicoccus"	"G"	227979	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalicoccus saudimassiliensis"	"S"	1461582	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Jeotgalicoccus"
"Auricoccus"	"G"	2005363	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Auricoccus indicus"	"S"	1849491	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Auricoccus"
"Paenibacillaceae"	"F"	186822	579	579	0.01853	0.01853	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	44249	485	485	0.01552	0.01552	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Paenibacillus polymyxa"	"S"	1406	78	78	0.002496	0.002496	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. IHBB 10380"	"S"	1566358	22	22	0.0007039	0.0007039	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus glucanolyticus"	"S"	59843	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. JDR-2"	"S"	324057	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus donghaensis"	"S"	414771	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus durus"	"S"	44251	15	15	0.0004799	0.0004799	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sonchi group"	"-"	2044880	15	15	0.0004799	0.0004799	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus riograndensis"	"S"	483937	15	15	0.0004799	0.0004799	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;sonchi&nbsp;group"
"Paenibacillus crassostreae"	"S"	1763538	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus beijingensis"	"S"	1126833	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. BIHB4019"	"S"	1870819	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R7-0273"	"S"	1536772	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus mucilaginosus"	"S"	61624	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus stellifer"	"S"	169760	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus odorifer"	"S"	189426	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus xylanexedens"	"S"	528191	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus swuensis"	"S"	1178515	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. 32O-W"	"S"	1695218	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R5-0912"	"S"	1536771	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus physcomitrellae"	"S"	1619311	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus bovis"	"S"	1616788	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus graminis"	"S"	189425	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sabinae"	"S"	365617	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R5-0345"	"S"	1536770	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus larvae"	"S"	1464	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL H7-0737"	"S"	1536775	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL H7-0357"	"S"	1536774	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL P4-0081"	"S"	1536769	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus borealis"	"S"	160799	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus kribbensis"	"S"	172713	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus naphthalenovorans"	"S"	162209	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus ihbetae"	"S"	1870820	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus yonginensis"	"S"	1462996	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus lautus"	"S"	1401	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. RUD330"	"S"	2023772	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus terrae"	"S"	159743	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. CAA11"	"S"	1532905	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R7-0331"	"S"	1536773	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. Y412MC10"	"S"	481743	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. lzh-N1"	"S"	2069255	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Brevibacillus"	"G"	55080	56	56	0.001792	0.001792	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus laterosporus"	"S"	1465	26	26	0.0008319	0.0008319	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Brevibacillus brevis"	"S"	1393	21	21	0.0006719	0.0006719	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Brevibacillus formosus"	"S"	54913	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Aneurinibacillus group"	"-"	85151	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Aneurinibacillus"	"G"	55079	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group"
"Aneurinibacillus soli"	"S"	1500254	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group>Aneurinibacillus"
"Aneurinibacillus sp. XH2"	"S"	1450761	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group>Aneurinibacillus"
"Cohnella"	"G"	329857	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Cohnella sp. 18JY8-7"	"S"	2480923	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Cohnella"
"unclassified Paenibacillaceae"	"-"	234447	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
