"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Rubrivivax-like sp. PC5.4B"	"S"	113220	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Comamonadaceae bacterium OTSz_B_231"	"S"	580245	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Comamonadaceae bacterium I-Bh25-7"	"S"	682714	17	1	1	3	NA	17	NA	NA	NA	NA	15	NA	0.01648	0.0004986	0.01356	0.001839	NA	0.008741	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Comamonadaceae bacterium YDIoB92"	"S"	1429407	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Comamonadaceae bacterium BICA1-1"	"S"	1531963	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Acidovorax"	"G"	12916	566	73	8	24	NA	566	NA	6	NA	NA	373	NA	0.4099	0.0364	0.1085	0.01471	NA	0.291	NA	0.003298	NA	NA	0.4099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	158750	391	56	6	20	NA	391	NA	5	NA	NA	260	NA	0.2857	0.02792	0.08137	0.01226	NA	0.201	NA	0.002748	NA	NA	0.2857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"uncultured Acidovorax sp."	"S"	158751	384	52	5	20	NA	384	NA	5	NA	NA	256	NA	0.2813	0.02593	0.06781	0.01226	NA	0.1974	NA	0.002748	NA	NA	0.2813	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax>environmental&nbsp;samples"
"Acidovorax sp. enrichment culture"	"S"	1684151	5	2	1	NA	NA	5	NA	NA	NA	NA	3	NA	0.01356	0.0009973	0.01356	NA	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax>environmental&nbsp;samples"
"Acidovorax sp. enrichment culture clone Van7"	"S"	889061	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax>environmental&nbsp;samples"
"Acidovorax facilis"	"S"	12917	13	5	NA	1	NA	13	NA	NA	NA	NA	4	NA	0.006684	0.002493	NA	0.000613	NA	0.006684	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax delafieldii"	"S"	47920	10	3	1	NA	NA	10	NA	NA	NA	NA	9	NA	0.01356	0.001496	0.01356	NA	NA	0.005142	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp."	"S"	1872122	25	3	NA	NA	NA	25	NA	NA	NA	NA	13	NA	0.01429	0.001496	NA	NA	NA	0.01285	NA	NA	NA	NA	0.01429	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax anthurii"	"S"	78229	3	2	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.002198	0.0009973	NA	NA	NA	0.001543	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax avenae"	"S"	80867	6	1	NA	NA	NA	6	NA	NA	NA	NA	1	NA	0.003085	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp. 2FB4"	"S"	126142	20	1	NA	NA	NA	20	NA	1	NA	NA	12	NA	0.01319	0.0004986	NA	NA	NA	0.01028	NA	0.0005497	NA	NA	0.01319	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp. X-11-3"	"S"	1331114	7	1	NA	NA	NA	7	NA	NA	NA	NA	4	NA	0.004396	0.0004986	NA	NA	NA	0.003599	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Acidovorax sp. Ed_isolate_10"	"S"	1896155	11	1	NA	NA	NA	11	NA	NA	NA	NA	9	NA	0.00989	0.0004986	NA	NA	NA	0.005656	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Polaromonas"	"G"	52972	354	51	16	13	NA	354	NA	NA	NA	NA	181	NA	0.217	0.02543	0.217	0.007968	NA	0.182	NA	NA	NA	NA	0.1989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Polaromonas sp. DAB_22Ecl"	"S"	1029937	218	35	11	6	NA	218	NA	NA	NA	NA	109	NA	0.1492	0.01745	0.1492	0.003678	NA	0.1121	NA	NA	NA	NA	0.1198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Polaromonas sp. Cra35"	"S"	1327469	28	6	NA	1	NA	28	NA	NA	NA	NA	14	NA	0.01538	0.002992	NA	0.000613	NA	0.0144	NA	NA	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"environmental samples"	"-"	140984	44	5	2	4	NA	44	NA	NA	NA	NA	20	NA	0.02712	0.002493	0.02712	0.002452	NA	0.02262	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"uncultured Polaromonas sp."	"S"	225016	43	5	2	4	NA	43	NA	NA	NA	NA	20	NA	0.02712	0.002493	0.02712	0.002452	NA	0.02211	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas>environmental&nbsp;samples"
"Polaromonas sp. EUR3 1.2.1"	"S"	1305734	20	3	NA	1	NA	20	NA	NA	NA	NA	16	NA	0.01758	0.001496	NA	0.000613	NA	0.01028	NA	NA	NA	NA	0.01758	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Polaromonas naphthalenivorans"	"S"	216465	15	1	2	NA	NA	15	NA	NA	NA	NA	3	NA	0.02712	0.0004986	0.02712	NA	NA	0.007713	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Polaromonas sp. tsz24"	"S"	647858	4	1	1	NA	NA	4	NA	NA	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	0.002057	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Curvibacter"	"G"	281915	407	46	3	15	NA	407	NA	1	NA	NA	316	NA	0.3472	0.02294	0.04068	0.009194	NA	0.2093	NA	0.0005497	NA	NA	0.3472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	326293	369	41	3	13	NA	369	NA	1	NA	NA	294	NA	0.3231	0.02044	0.04068	0.007968	NA	0.1897	NA	0.0005497	NA	NA	0.3231	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"uncultured Curvibacter sp."	"S"	326294	369	41	3	13	NA	369	NA	1	NA	NA	294	NA	0.3231	0.02044	0.04068	0.007968	NA	0.1897	NA	0.0005497	NA	NA	0.3231	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter>environmental&nbsp;samples"
"Curvibacter fontanus"	"S"	247486	7	2	NA	NA	NA	7	NA	NA	NA	NA	3	NA	0.003599	0.0009973	NA	NA	NA	0.003599	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"Curvibacter sp. 7A-622"	"S"	1391287	13	2	NA	2	NA	13	NA	NA	NA	NA	9	NA	0.00989	0.0009973	NA	0.001226	NA	0.006684	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"Curvibacter sp. IMCC12816"	"S"	1029606	6	1	NA	NA	NA	6	NA	NA	NA	NA	6	NA	0.006593	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"Variovorax"	"G"	34072	257	43	4	14	NA	257	NA	2	NA	NA	153	NA	0.1681	0.02144	0.05424	0.008581	NA	0.1321	NA	0.001099	NA	NA	0.1681	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Variovorax paradoxus"	"S"	34073	63	14	3	2	NA	63	NA	NA	NA	NA	31	NA	0.04068	0.006981	0.04068	0.001226	NA	0.03239	NA	NA	NA	NA	0.03407	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax soli"	"S"	376815	42	9	NA	3	NA	42	NA	NA	NA	NA	27	NA	0.02967	0.004488	NA	0.001839	NA	0.0216	NA	NA	NA	NA	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"environmental samples"	"-"	62669	44	3	NA	5	NA	44	NA	NA	NA	NA	28	NA	0.03077	0.001496	NA	0.003065	NA	0.02262	NA	NA	NA	NA	0.03077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"uncultured Variovorax sp."	"S"	114708	44	3	NA	5	NA	44	NA	NA	NA	NA	28	NA	0.03077	0.001496	NA	0.003065	NA	0.02262	NA	NA	NA	NA	0.03077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax>environmental&nbsp;samples"
"Variovorax sp. NW-2013-Rh12"	"S"	1390165	7	3	NA	NA	NA	7	NA	NA	NA	NA	2	NA	0.003599	0.001496	NA	NA	NA	0.003599	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. MG3"	"S"	1417631	5	2	NA	NA	NA	5	NA	NA	NA	NA	2	NA	0.002571	0.0009973	NA	NA	NA	0.002571	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. WP17"	"S"	1532863	18	2	NA	1	NA	18	NA	1	NA	NA	12	NA	0.01319	0.0009973	NA	0.000613	NA	0.009255	NA	0.0005497	NA	NA	0.01319	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp."	"S"	1871043	5	2	NA	NA	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0009973	NA	NA	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. 55"	"S"	241608	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. LRD9"	"S"	678538	8	1	NA	1	NA	8	NA	NA	NA	NA	3	NA	0.004113	0.0004986	NA	0.000613	NA	0.004113	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. Y03(2010)"	"S"	861082	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. TPD14"	"S"	862493	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. DT 6-08"	"S"	1534223	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. Po17e"	"S"	1632695	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Rhodoferax"	"G"	28065	414	39	10	15	NA	414	NA	1	NA	NA	187	NA	0.2129	0.01945	0.1356	0.009194	NA	0.2129	NA	0.0005497	NA	NA	0.2055	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Rhodoferax antarcticus"	"S"	81479	209	23	5	4	NA	209	NA	1	NA	NA	87	NA	0.1075	0.01147	0.06781	0.002452	NA	0.1075	NA	0.0005497	NA	NA	0.0956	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"environmental samples"	"-"	54524	98	10	4	6	NA	98	NA	NA	NA	NA	42	NA	0.05424	0.004986	0.05424	0.003678	NA	0.05039	NA	NA	NA	NA	0.04615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"uncultured Rhodoferax sp."	"S"	223188	97	10	4	6	NA	97	NA	NA	NA	NA	42	NA	0.05424	0.004986	0.05424	0.003678	NA	0.04988	NA	NA	NA	NA	0.04615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax>environmental&nbsp;samples"
"Rhodoferax sp. K128"	"S"	1793935	32	5	1	2	NA	32	NA	NA	NA	NA	21	NA	0.02308	0.002493	0.01356	0.001226	NA	0.01645	NA	NA	NA	NA	0.02308	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"Rhodoferax sp. K139"	"S"	1793938	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"environmental samples"	"-"	128082	220	31	2	8	NA	220	NA	NA	NA	NA	136	NA	0.1494	0.01546	0.02712	0.004904	NA	0.1131	NA	NA	NA	NA	0.1494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"uncultured Comamonadaceae bacterium"	"S"	165437	220	31	2	8	NA	220	NA	NA	NA	NA	136	NA	0.1494	0.01546	0.02712	0.004904	NA	0.1131	NA	NA	NA	NA	0.1494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>environmental&nbsp;samples"
"Hydrogenophaga"	"G"	47420	177	28	8	6	NA	177	NA	NA	NA	NA	119	NA	0.1308	0.01396	0.1085	0.003678	NA	0.09101	NA	NA	NA	NA	0.1308	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	199682	111	23	7	1	NA	111	NA	NA	NA	NA	74	NA	0.09493	0.01147	0.09493	0.000613	NA	0.05707	NA	NA	NA	NA	0.08132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"uncultured Hydrogenophaga sp."	"S"	199683	111	23	7	1	NA	111	NA	NA	NA	NA	74	NA	0.09493	0.01147	0.09493	0.000613	NA	0.05707	NA	NA	NA	NA	0.08132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga>environmental&nbsp;samples"
"Hydrogenophaga flava"	"S"	65657	17	2	NA	NA	NA	17	NA	NA	NA	NA	7	NA	0.008741	0.0009973	NA	NA	NA	0.008741	NA	NA	NA	NA	0.007692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga defluvii"	"S"	249410	5	1	NA	1	NA	5	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga sp. D3-13_1"	"S"	404838	3	1	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001543	0.0004986	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga sp."	"S"	1904254	2	1	NA	1	NA	2	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Delftia"	"G"	80865	160	28	3	13	NA	160	NA	1	NA	NA	70	NA	0.08227	0.01396	0.04068	0.007968	NA	0.08227	NA	0.0005497	NA	NA	0.07692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Delftia sp."	"S"	1886637	24	12	NA	10	NA	24	NA	NA	NA	NA	8	NA	0.01234	0.005984	NA	0.00613	NA	0.01234	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"environmental samples"	"-"	97938	74	10	NA	2	NA	74	NA	NA	NA	NA	37	NA	0.04066	0.004986	NA	0.001226	NA	0.03805	NA	NA	NA	NA	0.04066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"uncultured Delftia sp."	"S"	191464	74	10	NA	2	NA	74	NA	NA	NA	NA	37	NA	0.04066	0.004986	NA	0.001226	NA	0.03805	NA	NA	NA	NA	0.04066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia>environmental&nbsp;samples"
"Delftia acidovorans"	"S"	80866	8	3	2	NA	NA	8	NA	NA	NA	NA	4	NA	0.02712	0.001496	0.02712	NA	NA	0.004113	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Delftia tsuruhatensis"	"S"	180282	17	2	1	NA	NA	17	NA	NA	NA	NA	5	NA	0.01356	0.0009973	0.01356	NA	NA	0.008741	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Delftia sp. 17(2015)"	"S"	1656860	12	1	NA	NA	NA	12	NA	1	NA	NA	5	NA	0.00617	0.0004986	NA	NA	NA	0.00617	NA	0.0005497	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Diaphorobacter"	"G"	238749	79	8	1	4	NA	79	1	NA	NA	NA	42	NA	0.6757	0.003989	0.01356	0.002452	NA	0.04062	0.6757	NA	NA	NA	0.04615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Diaphorobacter sp. DS1"	"S"	1302547	77	8	1	3	NA	77	1	NA	NA	NA	38	NA	0.6757	0.003989	0.01356	0.001839	NA	0.03959	0.6757	NA	NA	NA	0.04176	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Diaphorobacter"
"Brachymonas"	"G"	28219	28	6	1	NA	NA	28	NA	1	NA	NA	19	NA	0.02088	0.002992	0.01356	NA	NA	0.0144	NA	0.0005497	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Brachymonas denitrificans"	"S"	28220	26	6	1	NA	NA	26	NA	1	NA	NA	19	NA	0.02088	0.002992	0.01356	NA	NA	0.01337	NA	0.0005497	NA	NA	0.02088	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Brachymonas"
"Simplicispira"	"G"	352450	42	6	NA	2	NA	42	NA	1	NA	NA	29	NA	0.03187	0.002992	NA	0.001226	NA	0.0216	NA	0.0005497	NA	NA	0.03187	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Simplicispira metamorpha"	"S"	80881	36	6	NA	1	NA	36	NA	NA	NA	NA	23	NA	0.02527	0.002992	NA	0.000613	NA	0.01851	NA	NA	NA	NA	0.02527	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Simplicispira"
"Ramlibacter"	"G"	174951	22	5	NA	NA	NA	22	NA	NA	NA	NA	13	NA	0.01429	0.002493	NA	NA	NA	0.01131	NA	NA	NA	NA	0.01429	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ramlibacter sp. Leaf400"	"S"	1736365	7	2	NA	NA	NA	7	NA	NA	NA	NA	3	NA	0.003599	0.0009973	NA	NA	NA	0.003599	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Ramlibacter tataouinensis"	"S"	94132	9	1	NA	NA	NA	9	NA	NA	NA	NA	3	NA	0.004628	0.0004986	NA	NA	NA	0.004628	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Ramlibacter sp. A15(2011)"	"S"	946219	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Ramlibacter sp."	"S"	1917967	4	1	NA	NA	NA	4	NA	NA	NA	NA	4	NA	0.004396	0.0004986	NA	NA	NA	0.002057	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Pelomonas"	"G"	335058	27	5	1	1	NA	27	NA	1	NA	NA	20	NA	0.02198	0.002493	0.01356	0.000613	NA	0.01388	NA	0.0005497	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
