"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"bacterium enrichment culture clone R4-30B"	"S"	698592	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone R4-47B"	"S"	698604	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone auto197_4W"	"S"	749093	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone auto83_4W"	"S"	749116	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone AOM-SR-B10"	"S"	926845	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone phytdeg76"	"S"	1016940	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone B6(2011)"	"S"	1070617	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone B145(2011)"	"S"	1070642	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone M117"	"S"	1155406	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone E24"	"S"	1220737	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone E34"	"S"	1220747	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone SRAO_19"	"S"	1563643	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone Anammox_3"	"S"	1565743	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone Anammox_8"	"S"	1565754	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone DSR_31"	"S"	1565759	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"bacterium enrichment culture clone DSR_33"	"S"	1565760	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"uncultured bacterium 5H7"	"S"	1701327	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>environmental&nbsp;samples"
"Proteobacteria"	"P"	1224	28023	28023	5503	38	57	4493	3772	5275	19936	82	19245	3550	5762	12.45	7.981	10.31	4.343	4.155	0.4596	0.3888	0.653	1.129	9.832	12.45	0.3723	11.59	"cellular&nbsp;organisms>Bacteria"
"Betaproteobacteria"	"C"	28216	11018	9455	2306	18	32	1469	1310	1410	219	13	11018	1253	2452	7.126	2.693	4.322	2.057	2.332	0.1503	0.135	0.1745	0.0124	1.559	7.126	0.1314	4.931	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Burkholderiales"	"O"	80840	6829	5905	1485	9	17	937	783	871	112	9	6829	732	1481	4.417	1.682	2.783	1.029	1.239	0.09584	0.0807	0.1078	0.006343	1.079	4.417	0.07676	2.978	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Comamonadaceae"	"F"	80864	4932	3511	906	6	9	151	156	145	5	6	4932	100	946	3.19	1	1.698	0.6857	0.656	0.01544	0.01608	0.01795	0.0002832	0.7194	3.19	0.01049	1.902	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Comamonas"	"G"	283	674	585	153	1	1	79	73	75	1	NA	674	36	154	0.4359	0.1666	0.2868	0.1143	0.07289	0.00808	0.007524	0.009284	5.663e-05	NA	0.4359	0.003775	0.3097	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Comamonas testosteroni"	"S"	285	321	223	60	1	NA	NA	NA	NA	NA	NA	321	NA	62	0.2076	0.06351	0.1125	0.1143	NA	NA	NA	NA	NA	NA	0.2076	NA	0.1247	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"environmental samples"	"-"	114709	127	127	28	NA	1	NA	1	NA	NA	NA	100	1	47	0.09452	0.03617	0.05248	NA	0.07289	NA	0.0001031	NA	NA	NA	0.06467	0.0001049	0.09452	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"uncultured Comamonas sp."	"S"	114710	127	127	28	NA	1	NA	1	NA	NA	NA	99	1	47	0.09452	0.03617	0.05248	NA	0.07289	NA	0.0001031	NA	NA	NA	0.06403	0.0001049	0.09452	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas>environmental&nbsp;samples"
"Comamonas aquatica"	"S"	225991	38	38	6	NA	NA	NA	NA	NA	NA	NA	38	NA	9	0.02458	0.01082	0.01125	NA	NA	NA	NA	NA	NA	NA	0.02458	NA	0.0181	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas terrigena"	"S"	32013	45	31	12	NA	NA	NA	NA	NA	NA	NA	45	NA	1	0.0291	0.008829	0.02249	NA	NA	NA	NA	NA	NA	NA	0.0291	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SYC56"	"S"	1867493	24	19	9	NA	NA	NA	NA	NA	NA	NA	24	NA	4	0.01687	0.005412	0.01687	NA	NA	NA	NA	NA	NA	NA	0.01552	NA	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. IMCC12916"	"S"	1029604	10	10	1	NA	NA	NA	NA	NA	NA	NA	7	NA	3	0.006033	0.002848	0.001874	NA	NA	NA	NA	NA	NA	NA	0.004527	NA	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. PG-08"	"S"	266859	9	8	3	NA	NA	NA	NA	NA	NA	NA	9	NA	2	0.005821	0.002279	0.005623	NA	NA	NA	NA	NA	NA	NA	0.005821	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. TZ1"	"S"	1357980	17	8	3	NA	NA	NA	NA	NA	NA	NA	17	NA	4	0.01099	0.002279	0.005623	NA	NA	NA	NA	NA	NA	NA	0.01099	NA	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. P-120"	"S"	413550	23	7	2	NA	NA	NA	NA	NA	NA	NA	23	NA	4	0.01488	0.001994	0.003749	NA	NA	NA	NA	NA	NA	NA	0.01488	NA	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. Y14B"	"S"	417166	7	7	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	1	0.00388	0.001994	NA	NA	NA	NA	NA	NA	NA	NA	0.00388	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. AP5s2-M2b"	"S"	1406351	6	6	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	0.005623	0.001709	0.005623	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. P-114"	"S"	413548	5	5	1	NA	NA	NA	NA	NA	NA	NA	4	NA	2	0.004022	0.001424	0.001874	NA	NA	NA	NA	NA	NA	NA	0.002587	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. D22"	"S"	106143	8	4	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	2	0.005174	0.001139	NA	NA	NA	NA	NA	NA	NA	NA	0.005174	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. AN4"	"S"	698412	3	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0008544	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. 12022"	"S"	80875	4	2	2	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	0.003749	0.0005696	0.003749	NA	NA	NA	NA	NA	NA	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. PG6-4"	"S"	407223	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002011	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. YMG-4"	"S"	588052	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	0.002011	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas terrae"	"S"	673548	2	2	1	NA	NA	NA	NA	NA	NA	NA	2	NA	1	0.002011	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. NA8"	"S"	1784932	2	2	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001874	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SS56"	"S"	1867482	3	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas denitrificans"	"S"	117506	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003749	0.0002848	0.003749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. PJ111"	"S"	167059	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. PJ712"	"S"	167060	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SFCD1"	"S"	207610	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas kerstersii"	"S"	225992	1	1	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	0.0006467	0.0002848	NA	NA	NA	0.0001023	NA	0.0001238	NA	NA	0.0006467	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. 46"	"S"	308050	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. R-25060"	"S"	343025	2	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	0.004022	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. WAB1880"	"S"	370004	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. MBIC3885"	"S"	792637	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas serinivorans"	"S"	1082851	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas jiangduensis"	"S"	1194168	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SDGD13"	"S"	1246543	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. IMCC16029"	"S"	1292056	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. IMCC16031"	"S"	1292057	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. RS18"	"S"	1295336	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. RS-M7Pp2013"	"S"	1303959	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. TWNG17"	"S"	1379339	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comomonas sp. AT4"	"S"	1460881	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. MYb131"	"S"	1827291	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SYC50"	"S"	1867489	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas sp. SYC55"	"S"	1867492	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Limnohabitans"	"G"	665874	911	482	132	NA	1	19	27	13	1	1	911	28	146	0.5892	0.1373	0.2474	NA	0.07289	0.001943	0.002783	0.001609	5.663e-05	0.1199	0.5892	0.002936	0.2936	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	768542	258	174	48	NA	NA	18	25	11	1	1	258	21	40	0.1669	0.04956	0.08997	NA	NA	0.001841	0.002577	0.001362	5.663e-05	0.1199	0.1669	0.002202	0.08044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"uncultured Limnohabitans sp."	"S"	768543	258	174	48	NA	NA	18	25	11	1	1	258	21	40	0.1669	0.04956	0.08997	NA	NA	0.001841	0.002577	0.001362	5.663e-05	0.1199	0.1669	0.002202	0.08044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans>environmental&nbsp;samples"
"Limnohabitans sp."	"S"	1907725	320	169	41	NA	1	1	2	2	NA	NA	320	7	54	0.207	0.04813	0.07685	NA	0.07289	0.0001023	0.0002061	0.0002476	NA	NA	0.207	0.000734	0.1086	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. MMS-10A-160"	"S"	1835766	70	42	13	NA	NA	NA	NA	NA	NA	NA	70	NA	10	0.04527	0.01196	0.02437	NA	NA	NA	NA	NA	NA	NA	0.04527	NA	0.02011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. MWH-C6"	"S"	323424	62	31	7	NA	NA	NA	NA	NA	NA	NA	62	NA	12	0.0401	0.008829	0.01312	NA	NA	NA	NA	NA	NA	NA	0.0401	NA	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans planktonicus"	"S"	540060	15	15	5	NA	NA	NA	NA	NA	NA	NA	5	NA	2	0.009372	0.004272	0.009372	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. 2KL-15"	"S"	1100703	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001139	0.001139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. CEP5"	"S"	1100710	20	4	2	NA	NA	NA	NA	NA	NA	NA	20	NA	5	0.01293	0.001139	0.003749	NA	NA	NA	NA	NA	NA	NA	0.01293	NA	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. Rim11"	"S"	1100719	4	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001139	0.001139	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans curvus"	"S"	323423	17	3	1	NA	NA	NA	NA	NA	NA	NA	17	NA	2	0.01099	0.0008544	0.001874	NA	NA	NA	NA	NA	NA	NA	0.01099	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. 15K"	"S"	1100706	8	3	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	0.005174	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.005174	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. 2KL-1"	"S"	1100699	11	2	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	4	0.008044	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.007114	NA	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. Rim47"	"S"	1100721	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. Jir75"	"S"	1597957	2	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001874	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. DOUB1"	"S"	1751077	37	2	1	NA	NA	NA	NA	NA	NA	NA	37	NA	2	0.02393	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.02393	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. GENT7"	"S"	1751097	10	2	2	NA	NA	NA	NA	NA	NA	NA	10	NA	1	0.006467	0.0005696	0.003749	NA	NA	NA	NA	NA	NA	NA	0.006467	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. JirII-23"	"S"	1835752	4	2	1	NA	NA	NA	NA	NA	NA	NA	3	NA	4	0.008044	0.0005696	0.001874	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
