"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Noviherbaspirillum"	"G"	26418	118	39	3	14	NA	118	NA	2	NA	NA	83	NA	0.0992	0.01973	0.04248	0.008657	NA	0.06365	NA	0.001115	NA	NA	0.0992	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alcaligenes"	"G"	26358	142	34	2	21	NA	142	NA	2	NA	NA	123	NA	0.147	0.0172	0.02832	0.01299	NA	0.0766	NA	0.001115	NA	NA	0.147	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudorhodoferax"	"G"	26440	353	34	9	12	NA	353	NA	2	NA	NA	170	NA	0.2032	0.0172	0.1274	0.007421	NA	0.1904	NA	0.001115	NA	NA	0.2032	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ottowia"	"G"	26421	249	34	3	6	NA	249	NA	NA	NA	NA	142	NA	0.1697	0.0172	0.04248	0.00371	NA	0.1343	NA	NA	NA	NA	0.1697	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Undibacterium"	"G"	26461	105	34	2	28	NA	105	1	1	NA	NA	46	NA	0.6897	0.0172	0.02832	0.01731	NA	0.05664	0.6897	0.0005573	NA	NA	0.05498	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Symbiobacter"	"G"	26377	316	32	6	14	NA	316	NA	2	NA	NA	240	NA	0.2868	0.01618	0.08496	0.008657	NA	0.1705	NA	0.001115	NA	NA	0.2868	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MWH-UniP1 aquatic group"	"G"	26411	174	30	1	10	NA	174	NA	1	NA	NA	116	NA	0.1386	0.01517	0.01416	0.006184	NA	0.09386	NA	0.0005573	NA	NA	0.1386	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Cupriavidus"	"G"	26386	211	30	4	18	NA	211	NA	3	NA	NA	173	NA	0.2068	0.01517	0.05664	0.01113	NA	0.1138	NA	0.001672	NA	NA	0.2068	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	138	30	1	14	NA	138	NA	1	NA	NA	134	NA	0.1601	0.01517	0.01416	0.008657	NA	0.07444	NA	0.0005573	NA	NA	0.1601	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herbaspirillum"	"G"	26397	154	28	4	15	NA	154	NA	2	NA	NA	102	NA	0.1219	0.01416	0.05664	0.009276	NA	0.08307	NA	0.001115	NA	NA	0.1219	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Janthinobacterium"	"G"	26403	172	27	NA	14	NA	172	NA	1	NA	NA	95	NA	0.1135	0.01366	NA	0.008657	NA	0.09278	NA	0.0005573	NA	NA	0.1135	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	112	26	4	10	NA	112	NA	NA	NA	NA	77	NA	0.09203	0.01315	0.05664	0.006184	NA	0.06042	NA	NA	NA	NA	0.09203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	97	22	2	11	NA	97	NA	NA	NA	NA	86	NA	0.1028	0.01113	0.02832	0.006802	NA	0.05233	NA	NA	NA	NA	0.1028	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"GKS98 freshwater group"	"G"	26394	146	22	NA	9	NA	80	NA	1	NA	NA	146	NA	0.1745	0.01113	NA	0.005565	NA	0.04315	NA	0.0005573	NA	NA	0.1745	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herminiimonas"	"G"	26398	107	18	1	6	NA	107	NA	NA	NA	NA	88	NA	0.1052	0.009104	0.01416	0.00371	NA	0.05772	NA	NA	NA	NA	0.1052	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Roseateles"	"G"	26448	50	17	NA	10	NA	50	NA	NA	NA	NA	47	NA	0.05617	0.008598	NA	0.006184	NA	0.02697	NA	NA	NA	NA	0.05617	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	58	13	NA	5	NA	58	NA	1	NA	NA	47	NA	0.05617	0.006575	NA	0.003092	NA	0.03129	NA	0.0005573	NA	NA	0.05617	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	28	13	NA	8	NA	28	NA	NA	NA	NA	27	NA	0.03227	0.006575	NA	0.004947	NA	0.0151	NA	NA	NA	NA	0.03227	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	30	13	2	5	NA	30	NA	NA	NA	NA	28	NA	0.03346	0.006575	0.02832	0.003092	NA	0.01618	NA	NA	NA	NA	0.03346	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	52	13	NA	4	NA	52	NA	1	NA	NA	44	NA	0.05259	0.006575	NA	0.002474	NA	0.02805	NA	0.0005573	NA	NA	0.05259	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	63	12	1	11	NA	63	NA	NA	NA	NA	58	NA	0.06932	0.006069	0.01416	0.006802	NA	0.03398	NA	NA	NA	NA	0.06932	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xylophilus"	"G"	26466	52	10	NA	5	NA	52	NA	NA	NA	NA	35	NA	0.04183	0.005058	NA	0.003092	NA	0.02805	NA	NA	NA	NA	0.04183	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	46	9	2	5	NA	46	NA	NA	NA	NA	32	NA	0.03824	0.004552	0.02832	0.003092	NA	0.02481	NA	NA	NA	NA	0.03824	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Collimonas"	"G"	26383	29	8	1	1	NA	29	NA	2	NA	NA	17	NA	0.02032	0.004046	0.01416	0.0006184	NA	0.01564	NA	0.001115	NA	NA	0.02032	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"AAP99"	"G"	26353	11	8	NA	11	NA	10	NA	NA	NA	NA	11	NA	0.01315	0.004046	NA	0.006802	NA	0.005394	NA	NA	NA	NA	0.01315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	17	8	NA	NA	NA	8	NA	NA	NA	NA	17	NA	0.02032	0.004046	NA	NA	NA	0.004315	NA	NA	NA	NA	0.02032	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	47	7	1	4	NA	37	NA	1	NA	NA	47	NA	0.05617	0.00354	0.01416	0.002474	NA	0.01996	NA	0.0005573	NA	NA	0.05617	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	23	6	NA	3	1	12	NA	NA	NA	NA	23	NA	0.6289	0.003035	NA	0.001855	0.6289	0.006473	NA	NA	NA	NA	0.02749	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	15	6	NA	1	NA	15	NA	NA	NA	NA	14	NA	0.01673	0.003035	NA	0.0006184	NA	0.008092	NA	NA	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	30	5	NA	5	NA	30	NA	NA	NA	NA	28	NA	0.03346	0.002529	NA	0.003092	NA	0.01618	NA	NA	NA	NA	0.03346	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pandoraea"	"G"	26425	39	5	NA	1	NA	39	NA	NA	NA	NA	23	NA	0.02749	0.002529	NA	0.0006184	NA	0.02104	NA	NA	NA	NA	0.02749	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucibacter"	"G"	26430	26	5	1	3	NA	26	NA	NA	NA	NA	19	NA	0.02271	0.002529	0.01416	0.001855	NA	0.01403	NA	NA	NA	NA	0.02271	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Extensimonas"	"G"	26393	23	4	NA	1	NA	23	NA	NA	NA	NA	14	NA	0.01673	0.002023	NA	0.0006184	NA	0.01241	NA	NA	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	14	4	NA	1	NA	14	NA	NA	NA	NA	11	NA	0.01315	0.002023	NA	0.0006184	NA	0.007552	NA	NA	NA	NA	0.01315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Malikia"	"G"	26413	22	4	2	1	NA	22	NA	NA	NA	NA	19	NA	0.02832	0.002023	0.02832	0.0006184	NA	0.01187	NA	NA	NA	NA	0.02271	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudacidovorax"	"G"	26438	42	4	1	NA	NA	42	NA	1	NA	NA	18	NA	0.02266	0.002023	0.01416	NA	NA	0.02266	NA	0.0005573	NA	NA	0.02151	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Polyangium] brachysporum group"	"G"	26469	6	3	NA	1	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.001517	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verticia"	"G"	26464	29	3	NA	4	NA	11	NA	NA	NA	NA	29	NA	0.03466	0.001517	NA	0.002474	NA	0.005934	NA	NA	NA	NA	0.03466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	7	3	NA	3	NA	7	NA	NA	NA	NA	3	NA	0.003776	0.001517	NA	0.001855	NA	0.003776	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	5	3	NA	3	NA	3	NA	NA	NA	NA	5	NA	0.005976	0.001517	NA	0.001855	NA	0.001618	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	9	2	NA	NA	NA	9	NA	NA	NA	NA	7	NA	0.008366	0.001012	NA	NA	NA	0.004855	NA	NA	NA	NA	0.008366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	8	2	NA	NA	NA	8	NA	NA	NA	NA	5	NA	0.005976	0.001012	NA	NA	NA	0.004315	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kerstersia"	"G"	26404	6	2	NA	1	NA	6	NA	NA	NA	NA	3	NA	0.003585	0.001012	NA	0.0006184	NA	0.003237	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Macromonas"	"G"	26412	30	2	NA	2	NA	30	NA	1	NA	NA	20	NA	0.0239	0.001012	NA	0.001237	NA	0.01618	NA	0.0005573	NA	NA	0.0239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Corticibacter"	"G"	26385	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidimonas"	"G"	26381	19	2	NA	NA	NA	10	NA	NA	NA	NA	19	NA	0.02271	0.001012	NA	NA	NA	0.005394	NA	NA	NA	NA	0.02271	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"s3t2d-1089"	"G"	26470	5	2	NA	NA	NA	5	NA	NA	NA	NA	5	NA	0.005976	0.001012	NA	NA	NA	0.002697	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	12	2	NA	2	NA	12	NA	NA	NA	NA	6	NA	0.007171	0.001012	NA	0.001237	NA	0.006473	NA	NA	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Schlegelella"	"G"	26451	2	1	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	3	1	1	NA	NA	2	NA	NA	NA	NA	3	NA	0.01416	0.0005058	0.01416	NA	NA	0.001079	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	4	1	NA	NA	NA	4	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	0.002158	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Eoetvoesia"	"G"	26392	4	1	NA	1	NA	1	NA	NA	NA	NA	4	NA	0.004781	0.0005058	NA	0.0006184	NA	0.0005394	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Advenella"	"G"	26357	9	1	NA	1	NA	9	NA	NA	NA	NA	8	NA	0.009561	0.0005058	NA	0.0006184	NA	0.004855	NA	NA	NA	NA	0.009561	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	7	1	NA	NA	NA	2	NA	NA	NA	NA	7	NA	0.008366	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	0.008366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oligella"	"G"	26419	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Orrella"	"G"	26420	6	1	NA	2	NA	2	NA	NA	NA	NA	6	NA	0.007171	0.0005058	NA	0.001237	NA	0.001079	NA	NA	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	5	1	NA	1	NA	5	NA	NA	NA	NA	4	NA	0.004781	0.0005058	NA	0.0006184	NA	0.002697	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Actimicrobium"	"G"	26356	2	1	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parapusillimonas"	"G"	26428	9	1	NA	1	NA	6	NA	NA	NA	NA	9	NA	0.01076	0.0005058	NA	0.0006184	NA	0.003237	NA	NA	NA	NA	0.01076	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelistega"	"G"	26432	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006184	0.0005058	NA	0.0006184	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	13	1	NA	NA	NA	13	NA	NA	NA	NA	10	NA	0.01195	0.0005058	NA	NA	NA	0.007013	NA	NA	NA	NA	0.01195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	6	1	NA	NA	NA	3	NA	NA	NA	NA	6	NA	0.007171	0.0005058	NA	NA	NA	0.001618	NA	NA	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidimonas"	"G"	26458	10	1	NA	NA	NA	3	NA	NA	NA	NA	10	NA	0.01195	0.0005058	NA	NA	NA	0.001618	NA	NA	NA	NA	0.01195	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	7	1	NA	NA	NA	6	NA	NA	NA	NA	7	NA	0.008366	0.0005058	NA	NA	NA	0.003237	NA	NA	NA	NA	0.008366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Castellaniella"	"G"	26382	15	1	NA	NA	NA	15	NA	NA	NA	NA	14	NA	0.01673	0.0005058	NA	NA	NA	0.008092	NA	NA	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	369	298	10	260	NA	231	NA	7	NA	NA	369	NA	0.441	0.1507	0.1416	0.1608	NA	0.1246	NA	0.003901	NA	NA	0.441	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	88	88	1	68	NA	17	NA	NA	NA	NA	49	NA	0.05856	0.04451	0.01416	0.04205	NA	0.00917	NA	NA	NA	NA	0.05856	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	85	85	1	76	NA	49	NA	1	NA	NA	69	NA	0.08246	0.04299	0.01416	0.047	NA	0.02643	NA	0.0005573	NA	NA	0.08246	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	38	38	NA	37	NA	11	NA	2	NA	NA	19	NA	0.02288	0.01922	NA	0.02288	NA	0.005934	NA	0.001115	NA	NA	0.02271	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	75	19	NA	12	NA	60	NA	1	NA	NA	75	NA	0.08964	0.00961	NA	0.007421	NA	0.03237	NA	0.0005573	NA	NA	0.08964	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	31	16	NA	7	NA	31	NA	NA	NA	NA	13	NA	0.01672	0.008092	NA	0.004329	NA	0.01672	NA	NA	NA	NA	0.01554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	26	12	2	14	NA	26	NA	NA	NA	NA	26	NA	0.03107	0.006069	0.02832	0.008657	NA	0.01403	NA	NA	NA	NA	0.03107	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	12	12	1	1	NA	6	NA	1	NA	NA	12	NA	0.01434	0.006069	0.01416	0.0006184	NA	0.003237	NA	0.0005573	NA	NA	0.01434	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	18	4	NA	4	NA	6	NA	NA	NA	NA	18	NA	0.02151	0.002023	NA	0.002474	NA	0.003237	NA	NA	NA	NA	0.02151	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	17	3	NA	8	NA	6	NA	1	NA	NA	17	NA	0.02032	0.001517	NA	0.004947	NA	0.003237	NA	0.0005573	NA	NA	0.02032	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	4	3	NA	4	NA	3	NA	NA	NA	NA	4	NA	0.004781	0.001517	NA	0.002474	NA	0.001618	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	7	2	NA	7	NA	NA	NA	1	NA	NA	3	NA	0.004329	0.001012	NA	0.004329	NA	NA	NA	0.0005573	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	9	1	1	NA	NA	1	NA	NA	NA	NA	9	NA	0.01416	0.0005058	0.01416	NA	NA	0.0005394	NA	NA	NA	NA	0.01076	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	4	1	1	NA	NA	NA	NA	NA	NA	NA	4	NA	0.01416	0.0005058	0.01416	NA	NA	NA	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorobacter"	"G"	26562	5	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005976	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	12	1	NA	1	NA	3	NA	NA	NA	NA	12	NA	0.01434	0.0005058	NA	0.0006184	NA	0.001618	NA	NA	NA	NA	0.01434	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azovibrio"	"G"	26559	2	1	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	0.0006184	NA	0.0005394	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001237	0.0005058	NA	0.001237	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	893	63	3	72	NA	647	NA	9	NA	NA	893	NA	1.067	0.03186	0.04248	0.04452	NA	0.349	NA	0.005016	NA	NA	1.067	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	542	39	1	41	NA	393	NA	5	NA	NA	542	NA	0.6478	0.01973	0.01416	0.02535	NA	0.212	NA	0.002787	NA	NA	0.6478	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	116	11	1	6	NA	74	NA	2	NA	NA	116	NA	0.1386	0.005564	0.01416	0.00371	NA	0.03992	NA	0.001115	NA	NA	0.1386	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	79	6	NA	12	NA	79	NA	2	NA	NA	77	NA	0.09203	0.003035	NA	0.007421	NA	0.04262	NA	0.001115	NA	NA	0.09203	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	45	2	1	3	NA	28	NA	NA	NA	NA	45	NA	0.05378	0.001012	0.01416	0.001855	NA	0.0151	NA	NA	NA	NA	0.05378	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	23	2	NA	2	NA	13	NA	NA	NA	NA	23	NA	0.02749	0.001012	NA	0.001237	NA	0.007013	NA	NA	NA	NA	0.02749	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	27	1	NA	4	NA	19	NA	NA	NA	NA	27	NA	0.03227	0.0005058	NA	0.002474	NA	0.01025	NA	NA	NA	NA	0.03227	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM2"	"G"	26518	14	1	NA	2	NA	5	NA	NA	NA	NA	14	NA	0.01673	0.0005058	NA	0.001237	NA	0.002697	NA	NA	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	121	40	NA	49	NA	98	NA	1	NA	NA	121	NA	0.1446	0.02023	NA	0.0303	NA	0.05286	NA	0.0005573	NA	NA	0.1446	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Nitrosomonas"	"G"	26546	29	15	NA	29	NA	15	NA	NA	NA	NA	14	NA	0.01793	0.007587	NA	0.01793	NA	0.008092	NA	NA	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
