"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Kerstersia"	"G"	26404	41	2	2	33	20	NA	16	16	1	18	41	20	NA	0.01252	0.01252	0.01045	0.01243	0.005139	NA	0.006466	0.005752	0.000248	0.006722	0.01124	0.008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	49	1	1	21	19	NA	14	28	NA	8	49	23	NA	0.01343	0.006262	0.005223	0.007909	0.004882	NA	0.005658	0.01007	NA	0.002988	0.01343	0.009268	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	101	1	7	57	34	NA	35	60	1	29	101	41	NA	0.03656	0.006262	0.03656	0.02147	0.008736	NA	0.01414	0.02157	0.000248	0.01083	0.02769	0.01652	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Zinderia"	"G"	26380	18	1	NA	17	11	NA	9	9	1	4	15	18	NA	0.007253	0.006262	NA	0.006402	0.002826	NA	0.003637	0.003236	0.000248	0.001494	0.004112	0.007253	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	87	1	NA	87	10	NA	8	14	1	4	23	7	NA	0.03276	0.006262	NA	0.03276	0.002569	NA	0.003233	0.005033	0.000248	0.001494	0.006306	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Glaciimonas"	"G"	26396	9	1	NA	9	6	NA	2	NA	NA	1	4	2	NA	0.006262	0.006262	NA	0.003389	0.001542	NA	0.0008082	NA	NA	0.0003734	0.001097	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Kinetoplastibacterium"	"G"	26373	16	1	6	11	9	NA	2	12	NA	4	16	5	NA	0.03134	0.006262	0.03134	0.004143	0.002313	NA	0.0008082	0.004314	NA	0.001494	0.004387	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	45	1	2	16	17	NA	11	5	NA	9	45	22	NA	0.01234	0.006262	0.01045	0.006026	0.004368	NA	0.004445	0.001798	NA	0.003361	0.01234	0.008865	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xenophilus"	"G"	26465	64	1	9	21	13	NA	17	27	NA	23	64	25	NA	0.04701	0.006262	0.04701	0.007909	0.00334	NA	0.00687	0.009707	NA	0.008589	0.01755	0.01007	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	25	1	NA	14	10	NA	5	5	1	3	25	6	NA	0.006854	0.006262	NA	0.005272	0.002569	NA	0.002021	0.001798	0.000248	0.00112	0.006854	0.002418	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"s3t2d-1089"	"G"	26470	10	1	NA	5	4	NA	10	10	NA	7	9	5	NA	0.006262	0.006262	NA	0.001883	0.001028	NA	0.004041	0.003595	NA	0.002614	0.002467	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lampropedia"	"G"	26406	10	1	NA	5	NA	NA	2	4	NA	2	10	3	NA	0.006262	0.006262	NA	0.001883	NA	NA	0.0008082	0.001438	NA	0.0007469	0.002742	0.001209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	18	1	1	18	5	NA	13	16	NA	5	16	13	NA	0.006779	0.006262	0.005223	0.006779	0.001285	NA	0.005253	0.005752	NA	0.001867	0.004387	0.005238	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	12047	302	66	12047	6244	18	1001	1030	31	478	2779	744	5	4.537	1.891	0.3447	4.537	1.604	0.7582	0.4045	0.3703	0.007689	0.1785	0.7619	0.2998	0.8881	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	2281	88	14	2281	199	3	60	62	1	55	168	83	1	0.859	0.551	0.07312	0.859	0.05113	0.1264	0.02425	0.02229	0.000248	0.02054	0.04606	0.03344	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	5186	81	14	5186	2956	7	164	199	10	105	523	167	2	1.953	0.5072	0.07312	1.953	0.7595	0.2949	0.06627	0.07154	0.00248	0.03921	0.1434	0.06729	0.3552	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	1095	33	7	1095	631	1	109	137	3	42	359	81	1	0.4124	0.2066	0.03656	0.4124	0.1621	0.04212	0.04405	0.04925	0.0007441	0.01568	0.09842	0.03264	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	542	25	6	499	422	2	248	226	2	73	542	110	NA	0.1879	0.1565	0.03134	0.1879	0.1084	0.08425	0.1002	0.08125	0.000496	0.02726	0.1486	0.04432	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	555	13	4	555	191	NA	61	43	3	28	187	24	1	0.209	0.0814	0.02089	0.209	0.04908	NA	0.02465	0.01546	0.0007441	0.01046	0.05127	0.009671	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	403	12	7	403	307	NA	135	117	2	38	362	57	NA	0.1518	0.07514	0.03656	0.1518	0.07888	NA	0.05455	0.04206	0.000496	0.01419	0.09925	0.02297	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	293	10	1	293	177	1	23	25	2	17	76	21	NA	0.1103	0.06262	0.005223	0.1103	0.04548	0.04212	0.009295	0.008988	0.000496	0.006349	0.02084	0.008462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	143	6	2	143	80	NA	20	16	3	14	67	22	NA	0.05385	0.03757	0.01045	0.05385	0.02056	NA	0.008082	0.005752	0.0007441	0.005228	0.01837	0.008865	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	387	4	2	214	387	NA	37	33	1	24	104	37	NA	0.09944	0.02505	0.01045	0.08059	0.09944	NA	0.01495	0.01186	0.000248	0.008963	0.02851	0.01491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"C39"	"G"	26560	31	3	NA	6	12	NA	4	11	NA	7	31	5	NA	0.01879	0.01879	NA	0.00226	0.003083	NA	0.001616	0.003955	NA	0.002614	0.008499	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	30	3	3	29	30	NA	23	26	NA	17	30	19	NA	0.01879	0.01879	0.01567	0.01092	0.007708	NA	0.009295	0.009348	NA	0.006349	0.008225	0.007656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	8	3	NA	7	8	NA	2	1	NA	2	5	2	NA	0.01879	0.01879	NA	0.002636	0.002056	NA	0.0008082	0.0003595	NA	0.0007469	0.001371	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	49	3	NA	11	24	NA	8	28	NA	13	49	23	NA	0.01879	0.01879	NA	0.004143	0.006167	NA	0.003233	0.01007	NA	0.004855	0.01343	0.009268	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methyloversatilis"	"G"	26569	14	2	NA	11	14	1	3	1	NA	2	6	2	NA	0.04212	0.01252	NA	0.004143	0.003597	0.04212	0.001212	0.0003595	NA	0.0007469	0.001645	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	111	1	NA	69	111	1	5	10	NA	4	21	10	NA	0.04212	0.006262	NA	0.02599	0.02852	0.04212	0.002021	0.003595	NA	0.001494	0.005757	0.004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	312	1	NA	312	90	NA	4	1	2	1	11	2	NA	0.1175	0.006262	NA	0.1175	0.02313	NA	0.001616	0.0003595	0.000496	0.0003734	0.003016	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorobacter"	"G"	26562	53	1	NA	53	38	NA	NA	6	1	NA	6	5	NA	0.01996	0.006262	NA	0.01996	0.009764	NA	NA	0.002157	0.000248	NA	0.001645	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Z-35"	"G"	26579	43	1	NA	43	26	NA	5	3	NA	2	6	NA	NA	0.01619	0.006262	NA	0.01619	0.006681	NA	0.002021	0.001079	NA	0.0007469	0.001645	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	149	1	NA	149	99	NA	8	9	NA	6	36	10	NA	0.05611	0.006262	NA	0.05611	0.02544	NA	0.003233	0.003236	NA	0.002241	0.00987	0.004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	1721	83	45	534	1721	7	327	658	9	440	587	1170	2	0.5197	0.5197	0.235	0.2011	0.4422	0.2949	0.1321	0.2366	0.002232	0.1643	0.1609	0.4714	0.3552	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Methylotenera"	"G"	26521	733	37	20	243	733	3	103	277	4	132	222	470	NA	0.2317	0.2317	0.1045	0.09151	0.1883	0.1264	0.04162	0.09959	0.0009921	0.0493	0.06086	0.1894	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	384	22	8	105	384	1	59	133	3	76	118	227	2	0.3552	0.1378	0.04178	0.03954	0.09867	0.04212	0.02384	0.04782	0.0007441	0.02838	0.03235	0.09147	0.3552	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"uncultured"	"G"	26525	211	8	5	73	211	1	89	100	NA	121	97	175	NA	0.07052	0.05009	0.02612	0.02749	0.05422	0.04212	0.03597	0.03595	NA	0.04519	0.02659	0.07052	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	153	5	4	38	153	NA	24	46	NA	37	57	114	NA	0.04594	0.03131	0.02089	0.01431	0.03931	NA	0.009699	0.01654	NA	0.01382	0.01563	0.04594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	40	3	1	13	34	2	8	17	NA	16	18	40	NA	0.08425	0.01879	0.005223	0.004896	0.008736	0.08425	0.003233	0.006112	NA	0.005975	0.004935	0.01612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM2"	"G"	26518	21	2	1	3	21	NA	8	7	1	5	6	19	NA	0.01252	0.01252	0.005223	0.00113	0.005396	NA	0.003233	0.002517	0.000248	0.001867	0.001645	0.007656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	79	1	2	15	79	NA	11	28	1	13	32	39	NA	0.0203	0.006262	0.01045	0.005649	0.0203	NA	0.004445	0.01007	0.000248	0.004855	0.008773	0.01571	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	1222	58	15	898	690	3	295	282	9	120	1222	212	1	0.3632	0.3632	0.07835	0.3382	0.1773	0.1264	0.1192	0.1014	0.002232	0.04481	0.335	0.08542	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ellin6067"	"G"	26542	521	21	2	212	188	1	116	89	1	21	521	44	NA	0.1428	0.1315	0.01045	0.07984	0.04831	0.04212	0.04688	0.032	0.000248	0.007842	0.1428	0.01773	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosomonas"	"G"	26546	434	16	7	434	230	1	47	48	NA	28	115	43	NA	0.1634	0.1002	0.03656	0.1634	0.0591	0.04212	0.01899	0.01726	NA	0.01046	0.03153	0.01733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	353	13	4	110	117	NA	63	84	5	30	353	75	NA	0.09678	0.0814	0.02089	0.04143	0.03006	NA	0.02546	0.0302	0.00124	0.0112	0.09678	0.03022	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	54	2	2	42	45	NA	21	18	1	15	54	17	NA	0.01582	0.01252	0.01045	0.01582	0.01156	NA	0.008486	0.006471	0.000248	0.005602	0.0148	0.00685	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	33	2	NA	33	16	NA	8	3	NA	1	4	4	NA	0.01252	0.01252	NA	0.01243	0.004111	NA	0.003233	0.001079	NA	0.0003734	0.001097	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	36	1	NA	12	24	1	16	2	NA	5	36	9	NA	0.04212	0.006262	NA	0.004519	0.006167	0.04212	0.006466	0.000719	NA	0.001867	0.00987	0.003627	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"uncultured"	"G"	26552	14	1	NA	1	9	NA	3	6	NA	4	14	3	NA	0.006262	0.006262	NA	0.0003766	0.002313	NA	0.001212	0.002157	NA	0.001494	0.003838	0.001209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Gallionellaceae"	"F"	26497	373	24	4	202	373	1	160	167	2	88	335	135	NA	0.1503	0.1503	0.02089	0.07607	0.09584	0.04212	0.06466	0.06004	0.000496	0.03286	0.09184	0.0544	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionella"	"G"	26500	151	9	3	72	151	NA	58	81	1	40	142	57	NA	0.05636	0.05636	0.01567	0.02711	0.0388	NA	0.02344	0.02912	0.000248	0.01494	0.03893	0.02297	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Sideroxydans"	"G"	26501	116	8	1	82	116	1	53	42	1	20	97	36	NA	0.05009	0.05009	0.005223	0.03088	0.02981	0.04212	0.02142	0.0151	0.000248	0.007469	0.02659	0.01451	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"uncultured"	"G"	26502	50	5	NA	16	50	NA	27	24	NA	11	50	15	NA	0.03131	0.03131	NA	0.006026	0.01285	NA	0.01091	0.008629	NA	0.004108	0.01371	0.006044	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Candidatus Nitrotoga"	"G"	26498	31	2	NA	23	30	NA	10	10	NA	6	31	15	NA	0.01252	0.01252	NA	0.008662	0.007708	NA	0.004041	0.003595	NA	0.002241	0.008499	0.006044	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Neisseriaceae"	"F"	26526	924	23	16	376	924	4	146	184	3	106	324	157	2	0.3552	0.144	0.08357	0.1416	0.2374	0.1685	0.059	0.06615	0.0007441	0.03959	0.08883	0.06326	0.3552	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26538	392	12	2	58	392	1	51	48	1	42	47	35	NA	0.1007	0.07514	0.01045	0.02184	0.1007	0.04212	0.02061	0.01726	0.000248	0.01568	0.01289	0.0141	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Neisseria"	"G"	26532	392	6	10	270	392	3	73	100	2	54	210	94	2	0.3552	0.03757	0.05223	0.1017	0.1007	0.1264	0.0295	0.03595	0.000496	0.02017	0.05757	0.03788	0.3552	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Alysiella"	"G"	26527	7	1	NA	1	7	NA	1	NA	NA	NA	1	1	NA	0.006262	0.006262	NA	0.0003766	0.001799	NA	0.0004041	NA	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Conchiformibius"	"G"	26529	3	1	NA	1	3	NA	NA	3	NA	NA	3	NA	NA	0.006262	0.006262	NA	0.0003766	0.0007708	NA	NA	0.001079	NA	NA	0.0008225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Eikenella"	"G"	26530	4	1	NA	3	4	NA	NA	2	NA	NA	4	NA	NA	0.006262	0.006262	NA	0.00113	0.001028	NA	NA	0.000719	NA	NA	0.001097	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Simonsiella"	"G"	26533	24	1	1	7	24	NA	1	5	NA	NA	14	5	NA	0.006262	0.006262	0.005223	0.002636	0.006167	NA	0.0004041	0.001798	NA	NA	0.003838	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"SC-I-84"	"F"	26582	1574	18	2	310	255	4	192	161	2	40	1574	53	4	0.7105	0.1127	0.01045	0.1167	0.06552	0.1685	0.07759	0.05788	0.000496	0.01494	0.4315	0.02136	0.7105	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"TRA3-20"	"F"	26589	223	17	3	158	142	1	96	79	4	55	223	72	NA	0.1064	0.1064	0.01567	0.0595	0.03649	0.04212	0.03879	0.0284	0.0009921	0.02054	0.06114	0.02901	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Hydrogenophilaceae"	"F"	26503	1035	12	5	280	1035	1	129	133	7	45	266	66	NA	0.2659	0.07514	0.02612	0.1054	0.2659	0.04212	0.05213	0.04782	0.001736	0.01681	0.07293	0.02659	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Thiobacillus"	"G"	26509	881	5	NA	134	881	1	81	88	5	22	175	38	NA	0.2264	0.03131	NA	0.05046	0.2264	0.04212	0.03273	0.03164	0.00124	0.008216	0.04798	0.01531	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"uncultured"	"G"	26511	133	4	3	110	133	NA	41	39	1	13	65	19	NA	0.04143	0.02505	0.01567	0.04143	0.03417	NA	0.01657	0.01402	0.000248	0.004855	0.01782	0.007656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Tepidiphilus"	"G"	26508	11	2	1	11	3	NA	NA	1	1	3	6	4	NA	0.01252	0.01252	0.005223	0.004143	0.0007708	NA	NA	0.0003595	0.000248	0.00112	0.001645	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Aquaspirillaceae"	"F"	26343	694	7	1	74	694	1	20	36	NA	24	113	41	NA	0.1783	0.04383	0.005223	0.02787	0.1783	0.04212	0.008082	0.01294	NA	0.008963	0.03098	0.01652	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Rivicola"	"G"	26347	640	5	NA	41	640	1	16	33	NA	23	108	38	NA	0.1644	0.03131	NA	0.01544	0.1644	0.04212	0.006466	0.01186	NA	0.008589	0.02961	0.01531	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Laribacter"	"G"	26345	10	1	NA	2	10	NA	1	NA	NA	NA	1	2	NA	0.006262	0.006262	NA	0.0007532	0.002569	NA	0.0004041	NA	NA	NA	0.0002742	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Microvirgula"	"G"	26346	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006262	0.006262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Sulfuricellaceae"	"F"	26583	169	7	6	111	169	1	53	60	1	36	141	63	1	0.1776	0.04383	0.03134	0.0418	0.04342	0.04212	0.02142	0.02157	0.000248	0.01344	0.03866	0.02539	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferritrophicum"	"G"	26584	88	4	3	49	82	NA	29	32	NA	20	88	33	1	0.1776	0.02505	0.01567	0.01845	0.02107	NA	0.01172	0.0115	NA	0.007469	0.02413	0.0133	0.1776	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuriferula"	"G"	26586	28	2	1	20	28	1	5	7	NA	4	15	7	NA	0.04212	0.01252	0.005223	0.007532	0.007194	0.04212	0.002021	0.002517	NA	0.001494	0.004112	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfurirhabdus"	"G"	26587	9	1	NA	9	4	NA	3	1	NA	2	2	1	NA	0.006262	0.006262	NA	0.003389	0.001028	NA	0.001212	0.0003595	NA	0.0007469	0.0005483	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Chitinibacteraceae"	"F"	26472	813	3	1	23	813	3	33	95	4	35	104	30	NA	0.2089	0.01879	0.005223	0.008662	0.2089	0.1264	0.01334	0.03415	0.0009921	0.01307	0.02851	0.01209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Deefgea"	"G"	26478	565	1	1	9	565	1	28	65	2	27	67	20	NA	0.1452	0.006262	0.005223	0.003389	0.1452	0.04212	0.01132	0.02337	0.000496	0.01008	0.01837	0.008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Iodobacter"	"G"	26480	151	1	NA	6	151	1	3	16	NA	3	19	2	NA	0.04212	0.006262	NA	0.00226	0.0388	0.04212	0.001212	0.005752	NA	0.00112	0.005209	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Silvimonas"	"G"	26482	2	1	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	0.006262	0.006262	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"B1-7BS"	"F"	26348	81	2	NA	23	26	1	14	15	2	11	81	4	NA	0.04212	0.01252	NA	0.008662	0.006681	0.04212	0.005658	0.005393	0.000496	0.004108	0.02221	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferrovaceae"	"F"	26495	19	1	1	11	19	NA	4	6	NA	4	14	8	NA	0.006262	0.006262	0.005223	0.004143	0.004882	NA	0.001616	0.002157	NA	0.001494	0.003838	0.003224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferrovum"	"G"	26496	19	1	1	11	19	NA	4	6	NA	4	14	8	NA	0.006262	0.006262	0.005223	0.004143	0.004882	NA	0.001616	0.002157	NA	0.001494	0.003838	0.003224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Ferrovaceae"
"EC94"	"F"	26494	8	1	NA	6	7	NA	1	2	NA	3	4	8	NA	0.006262	0.006262	NA	0.00226	0.001799	NA	0.0004041	0.000719	NA	0.00112	0.001097	0.003224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chromobacteriaceae"	"F"	26486	190	1	3	79	190	1	15	23	3	17	88	50	NA	0.04882	0.006262	0.01567	0.02975	0.04882	0.04212	0.006062	0.008269	0.0007441	0.006349	0.02413	0.02015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Paludibacterium"	"G"	26491	35	1	NA	7	35	NA	NA	2	1	3	6	2	NA	0.008993	0.006262	NA	0.002636	0.008993	NA	NA	0.000719	0.000248	0.00112	0.001645	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Procabacteriaceae"	"F"	26553	9	1	NA	5	9	NA	3	2	NA	1	6	4	NA	0.006262	0.006262	NA	0.001883	0.002313	NA	0.001212	0.000719	NA	0.0003734	0.001645	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Procabacter"	"G"	26554	9	1	NA	5	9	NA	3	2	NA	1	6	4	NA	0.006262	0.006262	NA	0.001883	0.002313	NA	0.001212	0.000719	NA	0.0003734	0.001645	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Procabacteriaceae"
