"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Alicycliphilus denitrificans"	"S"	179636	210	6	12	94	43	NA	49	68	1	38	210	50	2	0.3552	0.03757	0.06268	0.0354	0.01105	NA	0.0198	0.02445	0.000248	0.01419	0.05757	0.02015	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus"
"Alicycliphilus denitrificans K601"	"-"	596154	74	1	4	31	19	NA	29	18	NA	10	74	14	1	0.1776	0.006262	0.02089	0.01167	0.004882	NA	0.01172	0.006471	NA	0.003734	0.02029	0.005641	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus>Alicycliphilus&nbsp;denitrificans"
"unclassified Burkholderiales"	"-"	119065	13955	432	319	7899	3812	50	3182	3403	103	2827	13955	4131	4	3.826	2.705	1.666	2.975	0.9795	2.106	1.286	1.223	0.02555	1.056	3.826	1.665	0.7105	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderiales Genera incertae sedis"	"-"	224471	12871	398	298	7252	3490	48	2950	3148	89	2639	12871	3848	4	3.529	2.492	1.556	2.731	0.8967	2.022	1.192	1.132	0.02207	0.9855	3.529	1.551	0.7105	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Rhizobacter"	"G"	212743	2662	71	48	1374	653	8	586	556	14	522	2662	710	NA	0.7298	0.4446	0.2507	0.5174	0.1678	0.337	0.2368	0.1999	0.003472	0.1949	0.7298	0.2861	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rhizobacter gummiphilus"	"S"	946333	2662	71	48	1374	653	8	586	556	14	522	2662	710	NA	0.7298	0.4446	0.2507	0.5174	0.1678	0.337	0.2368	0.1999	0.003472	0.1949	0.7298	0.2861	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rhizobacter"
"Aquabacterium"	"G"	92793	3156	66	46	815	674	7	625	507	24	548	3156	806	NA	0.8653	0.4133	0.2403	0.3069	0.1732	0.2949	0.2526	0.1823	0.005953	0.2047	0.8653	0.3248	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Aquabacterium olei"	"S"	1296669	3156	66	46	815	674	7	625	507	24	548	3156	806	NA	0.8653	0.4133	0.2403	0.3069	0.1732	0.2949	0.2526	0.1823	0.005953	0.2047	0.8653	0.3248	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"Methylibium"	"G"	316612	1649	54	27	1146	470	6	331	399	5	345	1649	505	NA	0.4521	0.3381	0.141	0.4316	0.1208	0.2527	0.1338	0.1434	0.00124	0.1288	0.4521	0.2035	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Roseateles"	"G"	93681	987	45	36	788	311	3	253	328	7	207	987	317	1	0.2968	0.2818	0.188	0.2968	0.07991	0.1264	0.1022	0.1179	0.001736	0.0773	0.2706	0.1277	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Roseateles depolymerans"	"S"	76731	987	45	36	788	311	3	253	328	7	207	987	317	1	0.2968	0.2818	0.188	0.2968	0.07991	0.1264	0.1022	0.1179	0.001736	0.0773	0.2706	0.1277	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Roseateles"
"Rubrivivax"	"G"	28067	860	37	8	860	189	4	145	159	9	109	689	181	NA	0.3239	0.2317	0.04178	0.3239	0.04856	0.1685	0.0586	0.05716	0.002232	0.04071	0.1889	0.07293	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rubrivivax gelatinosus"	"S"	28068	860	37	8	860	189	4	145	159	9	109	689	181	NA	0.3239	0.2317	0.04178	0.3239	0.04856	0.1685	0.0586	0.05716	0.002232	0.04071	0.1889	0.07293	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Rubrivivax gelatinosus IL144"	"-"	983917	860	37	8	860	189	4	145	159	9	109	689	181	NA	0.3239	0.2317	0.04178	0.3239	0.04856	0.1685	0.0586	0.05716	0.002232	0.04071	0.1889	0.07293	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax>Rubrivivax&nbsp;gelatinosus"
"Leptothrix"	"G"	88	1131	34	24	342	350	7	322	288	5	274	1131	408	NA	0.3101	0.2129	0.1254	0.1288	0.08993	0.2949	0.1301	0.1035	0.00124	0.1023	0.3101	0.1644	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Leptothrix cholodnii"	"S"	34029	1131	34	24	342	350	7	322	288	5	274	1131	408	NA	0.3101	0.2129	0.1254	0.1288	0.08993	0.2949	0.1301	0.1035	0.00124	0.1023	0.3101	0.1644	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"Leptothrix cholodnii SP-6"	"-"	395495	1131	34	24	342	350	7	322	288	5	274	1131	408	NA	0.3101	0.2129	0.1254	0.1288	0.08993	0.2949	0.1301	0.1035	0.00124	0.1023	0.3101	0.1644	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix>Leptothrix&nbsp;cholodnii"
"Paucibacter"	"G"	318147	617	23	29	359	203	3	160	208	4	143	617	235	NA	0.1692	0.144	0.1515	0.1352	0.05216	0.1264	0.06466	0.07478	0.0009921	0.0534	0.1692	0.09469	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Paucibacter sp. KCTC 42545"	"S"	1768242	617	23	29	359	203	3	160	208	4	143	617	235	NA	0.1692	0.144	0.1515	0.1352	0.05216	0.1264	0.06466	0.07478	0.0009921	0.0534	0.1692	0.09469	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Paucibacter"
"Thiomonas"	"G"	32012	508	20	35	283	150	4	145	249	4	158	508	190	1	0.1828	0.1252	0.1828	0.1066	0.03854	0.1685	0.0586	0.08952	0.0009921	0.059	0.1393	0.07656	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Thiomonas intermedia"	"S"	926	508	20	35	283	150	4	145	249	4	158	508	190	1	0.1828	0.1252	0.1828	0.1066	0.03854	0.1685	0.0586	0.08952	0.0009921	0.059	0.1393	0.07656	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"Mitsuaria"	"G"	65047	338	15	10	338	102	1	72	113	2	68	305	90	NA	0.1273	0.09393	0.05223	0.1273	0.02621	0.04212	0.0291	0.04063	0.000496	0.02539	0.08362	0.03627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Mitsuaria sp. 7"	"S"	1658665	338	15	10	338	102	1	72	113	2	68	305	90	NA	0.1273	0.09393	0.05223	0.1273	0.02621	0.04212	0.0291	0.04063	0.000496	0.02539	0.08362	0.03627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Mitsuaria"
"[Polyangium] brachysporum"	"S"	413882	692	19	10	374	185	1	147	151	7	137	692	182	NA	0.1897	0.119	0.05223	0.1408	0.04753	0.04212	0.0594	0.05429	0.001736	0.05116	0.1897	0.07334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"unclassified Burkholderiales (miscellaneous)"	"-"	80841	116	5	4	91	51	NA	23	39	3	20	116	22	NA	0.03427	0.03131	0.02089	0.03427	0.0131	NA	0.009295	0.01402	0.0007441	0.007469	0.0318	0.008865	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Burkholderiales bacterium GJ-E10"	"S"	1469502	68	4	NA	68	29	NA	11	6	1	5	66	5	NA	0.02561	0.02505	NA	0.02561	0.007451	NA	0.004445	0.002157	0.000248	0.001867	0.01809	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Burkholderiales bacterium YL45"	"S"	1834205	50	1	4	23	22	NA	12	33	2	15	50	17	NA	0.02089	0.006262	0.02089	0.008662	0.005653	NA	0.004849	0.01186	0.000496	0.005602	0.01371	0.00685	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Oxalobacteraceae"	"F"	75682	9824	382	381	3217	4208	40	3727	4934	160	3924	9824	5579	6	2.693	2.392	1.99	1.212	1.081	1.685	1.506	1.774	0.03968	1.465	2.693	2.248	1.066	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Massilia"	"G"	149698	4640	203	147	1650	1821	12	1667	2171	83	1786	4640	2373	2	1.272	1.271	0.7678	0.6214	0.4679	0.5055	0.6737	0.7805	0.02059	0.667	1.272	0.9562	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Massilia violaceinigra"	"S"	2045208	2783	127	72	775	1008	5	983	1353	31	1092	2783	1306	NA	0.7952	0.7952	0.3761	0.2919	0.259	0.2106	0.3972	0.4864	0.007689	0.4078	0.763	0.5262	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia armeniaca"	"S"	2072590	474	16	25	137	212	2	171	240	10	181	474	296	NA	0.1306	0.1002	0.1306	0.05159	0.05447	0.08425	0.0691	0.08629	0.00248	0.06759	0.13	0.1193	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. NR 4-1"	"S"	1678028	261	11	2	58	86	2	99	87	2	90	261	140	1	0.1776	0.06888	0.01045	0.02184	0.0221	0.08425	0.04001	0.03128	0.000496	0.03361	0.07156	0.05641	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia albidiflava"	"S"	321983	187	7	5	187	76	NA	60	78	1	73	185	100	NA	0.07042	0.04383	0.02612	0.07042	0.01953	NA	0.02425	0.02804	0.000248	0.02726	0.05072	0.04029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. WG5"	"S"	1707785	137	7	6	116	60	NA	49	51	1	39	137	43	NA	0.04383	0.04383	0.03134	0.04369	0.01542	NA	0.0198	0.01834	0.000248	0.01456	0.03756	0.01733	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia putida"	"S"	1141883	91	6	3	45	59	NA	42	43	24	42	91	67	NA	0.03757	0.03757	0.01567	0.01695	0.01516	NA	0.01697	0.01546	0.005953	0.01568	0.02495	0.027	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia oculi"	"S"	945844	128	4	5	64	53	NA	62	78	6	43	128	75	NA	0.03509	0.02505	0.02612	0.0241	0.01362	NA	0.02505	0.02804	0.001488	0.01606	0.03509	0.03022	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. YMA4"	"S"	1593482	24	1	1	8	10	NA	10	15	NA	4	24	16	NA	0.00658	0.006262	0.005223	0.003013	0.002569	NA	0.004041	0.005393	NA	0.001494	0.00658	0.006447	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Janthinobacterium"	"G"	29580	2552	68	56	430	871	11	714	1119	30	847	2552	1347	1	0.6997	0.4258	0.2925	0.1619	0.2238	0.4634	0.2885	0.4023	0.007441	0.3163	0.6997	0.5428	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Janthinobacterium sp. LM6"	"S"	1938606	122	8	2	23	39	NA	39	50	1	40	122	83	NA	0.05009	0.05009	0.01045	0.008662	0.01002	NA	0.01576	0.01798	0.000248	0.01494	0.03345	0.03344	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium agaricidamnosum"	"S"	55508	189	6	3	37	65	1	49	74	3	75	189	113	NA	0.05182	0.03757	0.01567	0.01393	0.0167	0.04212	0.0198	0.0266	0.0007441	0.02801	0.05182	0.04553	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628"	"-"	1349767	97	4	2	15	38	1	30	36	2	35	97	54	NA	0.04212	0.02505	0.01045	0.005649	0.009764	0.04212	0.01212	0.01294	0.000496	0.01307	0.02659	0.02176	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium>Janthinobacterium&nbsp;agaricidamnosum"
"Janthinobacterium svalbardensis"	"S"	368607	257	4	NA	39	58	1	74	96	1	78	257	124	NA	0.07046	0.02505	NA	0.01469	0.0149	0.04212	0.0299	0.03451	0.000248	0.02913	0.07046	0.04997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. Marseille"	"S"	375286	53	2	NA	9	20	1	27	35	NA	22	53	27	NA	0.04212	0.01252	NA	0.003389	0.005139	0.04212	0.01091	0.01258	NA	0.008216	0.01453	0.01088	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. B9-8"	"S"	1236179	156	2	NA	4	156	1	6	28	NA	6	21	5	NA	0.04212	0.01252	NA	0.001506	0.04008	0.04212	0.002425	0.01007	NA	0.002241	0.005757	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. 17J80-10"	"S"	2497863	110	2	12	49	54	NA	44	70	2	47	110	54	NA	0.06268	0.01252	0.06268	0.01845	0.01388	NA	0.01778	0.02517	0.000496	0.01755	0.03016	0.02176	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	80	1	NA	12	21	NA	22	20	3	18	80	37	NA	0.02193	0.006262	NA	0.004519	0.005396	NA	0.00889	0.00719	0.0007441	0.006722	0.02193	0.01491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Undibacterium"	"G"	401469	468	29	46	190	253	2	337	367	9	268	468	393	NA	0.2403	0.1816	0.2403	0.07155	0.06501	0.08425	0.1362	0.1319	0.002232	0.1001	0.1283	0.1584	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Undibacterium parvum"	"S"	401471	468	29	46	190	253	2	337	367	9	268	468	393	NA	0.2403	0.1816	0.2403	0.07155	0.06501	0.08425	0.1362	0.1319	0.002232	0.1001	0.1283	0.1584	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Undibacterium"
"Herbaspirillum"	"G"	963	553	24	28	280	425	6	347	366	14	374	553	453	NA	0.2527	0.1503	0.1462	0.1054	0.1092	0.2527	0.1402	0.1316	0.003472	0.1397	0.1516	0.1825	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herbaspirillum seropedicae"	"S"	964	80	6	5	75	80	2	46	62	3	56	70	65	NA	0.08425	0.03757	0.02612	0.02824	0.02056	0.08425	0.01859	0.02229	0.0007441	0.02091	0.01919	0.02619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum seropedicae SmR1"	"-"	757424	25	1	3	13	16	NA	11	19	2	22	17	25	NA	0.01567	0.006262	0.01567	0.004896	0.004111	NA	0.004445	0.006831	0.000496	0.008216	0.004661	0.01007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>Herbaspirillum&nbsp;seropedicae"
"Herbaspirillum sp. meg3"	"S"	2025949	164	5	10	84	152	3	130	131	8	140	164	150	NA	0.1264	0.03131	0.05223	0.03163	0.03906	0.1264	0.05253	0.0471	0.001984	0.05228	0.04496	0.06044	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri"	"S"	341045	113	4	2	48	59	NA	41	48	NA	40	113	64	NA	0.03098	0.02505	0.01045	0.01808	0.01516	NA	0.01657	0.01726	NA	0.01494	0.03098	0.02579	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri N3"	"-"	1262470	113	4	2	48	59	NA	41	48	NA	40	113	64	NA	0.03098	0.02505	0.01045	0.01808	0.01516	NA	0.01657	0.01726	NA	0.01494	0.03098	0.02579	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>Herbaspirillum&nbsp;hiltneri"
"Herbaspirillum rubrisubalbicans"	"S"	80842	67	2	NA	18	40	NA	45	37	2	35	67	48	NA	0.01934	0.01252	NA	0.006779	0.01028	NA	0.01818	0.0133	0.000496	0.01307	0.01837	0.01934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum robiniae"	"S"	2014887	25	1	NA	5	10	NA	14	11	NA	14	25	24	NA	0.009671	0.006262	NA	0.001883	0.002569	NA	0.005658	0.003955	NA	0.005228	0.006854	0.009671	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Collimonas"	"G"	202907	268	16	11	157	154	3	122	156	4	106	268	163	NA	0.1264	0.1002	0.05745	0.05913	0.03957	0.1264	0.0493	0.05609	0.0009921	0.03959	0.07348	0.06568	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Collimonas arenae"	"S"	279058	107	9	2	44	59	1	54	67	1	29	107	71	NA	0.05636	0.05636	0.01045	0.01657	0.01516	0.04212	0.02182	0.02409	0.000248	0.01083	0.02934	0.02861	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Oxalobacter"	"G"	846	68	3	1	28	68	NA	10	15	1	2	35	21	NA	0.01879	0.01879	0.005223	0.01054	0.01747	NA	0.004041	0.005393	0.000248	0.0007469	0.009596	0.008462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Oxalobacter formigenes"	"S"	847	68	3	1	28	68	NA	10	15	1	2	35	21	NA	0.01879	0.01879	0.005223	0.01054	0.01747	NA	0.004041	0.005393	0.000248	0.0007469	0.009596	0.008462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter"
"Herminiimonas"	"G"	303379	124	1	8	46	72	NA	58	65	1	51	124	73	1	0.1776	0.006262	0.04178	0.01732	0.0185	NA	0.02344	0.02337	0.000248	0.01905	0.034	0.02941	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herminiimonas arsenitoxidans"	"S"	1809410	96	1	6	40	60	NA	42	44	NA	37	96	58	NA	0.03134	0.006262	0.03134	0.01506	0.01542	NA	0.01697	0.01582	NA	0.01382	0.02632	0.02337	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Burkholderiaceae"	"F"	119060	4466	233	230	3039	3086	15	2069	2683	369	1749	4466	3272	8	1.459	1.459	1.201	1.144	0.7929	0.6318	0.8361	0.9646	0.09152	0.6532	1.224	1.318	1.421	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Polynucleobacter"	"G"	44013	1881	107	97	859	1151	4	930	1374	28	803	1444	1881	NA	0.7579	0.67	0.5066	0.3235	0.2957	0.1685	0.3758	0.494	0.006945	0.2999	0.3959	0.7579	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Polynucleobacter necessarius"	"S"	576610	811	55	50	382	476	1	370	558	13	337	617	811	NA	0.3444	0.3444	0.2612	0.1439	0.1223	0.04212	0.1495	0.2006	0.003224	0.1259	0.1692	0.3268	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius STIR1"	"-"	452638	54	2	5	25	19	NA	22	39	NA	26	39	54	NA	0.02612	0.01252	0.02612	0.009415	0.004882	NA	0.00889	0.01402	NA	0.00971	0.01069	0.02176	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter>Polynucleobacter&nbsp;necessarius"
"Polynucleobacter difficilis"	"S"	556054	617	31	29	302	494	3	359	524	8	319	512	617	NA	0.2486	0.1941	0.1515	0.1137	0.1269	0.1264	0.1451	0.1884	0.001984	0.1191	0.1404	0.2486	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter duraquae"	"S"	1835254	108	3	3	42	51	NA	56	75	NA	37	85	108	NA	0.04352	0.01879	0.01567	0.01582	0.0131	NA	0.02263	0.02696	NA	0.01382	0.0233	0.04352	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter asymbioticus"	"S"	576611	24	2	NA	8	7	NA	7	6	NA	3	13	24	NA	0.01252	0.01252	NA	0.003013	0.001799	NA	0.002829	0.002157	NA	0.00112	0.003564	0.009671	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter paneuropaeus"	"S"	2527775	3	1	NA	3	2	NA	2	1	NA	2	3	3	NA	0.006262	0.006262	NA	0.00113	0.0005139	NA	0.0008082	0.0003595	NA	0.0007469	0.0008225	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Burkholderia"	"G"	32008	1696	69	66	1085	1086	7	769	772	162	601	1696	795	4	0.7105	0.4321	0.3447	0.4086	0.279	0.2949	0.3108	0.2776	0.04018	0.2244	0.465	0.3203	0.7105	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
