"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Aeromonas"	"G"	642	17	1	NA	3	6	NA	3	3	17	3	3	4	NA	0.006549	0.006549	NA	0.001185	0.001609	NA	0.001274	0.001142	0.004397	0.001135	0.0008662	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"environmental samples"	"-"	263762	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.006549	0.006549	NA	NA	NA	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"uncultured Aeromonas sp."	"S"	263763	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.006549	0.006549	NA	NA	NA	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>environmental&nbsp;samples"
"Nevskiales"	"O"	1775403	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.006549	0.006549	NA	NA	NA	NA	0.0004247	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Sinobacteraceae"	"F"	568386	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.006549	0.006549	NA	NA	NA	NA	0.0004247	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales"
"Alphaproteobacteria"	"C"	28211	4771	24	12	855	4771	3	239	616	84	252	1461	248	NA	1.279	0.1572	0.0669	0.3378	1.279	0.2471	0.1015	0.2346	0.02173	0.09536	0.4218	0.1077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Rhizobiales"	"O"	356	1014	5	2	229	1014	NA	36	79	33	48	254	35	NA	0.2718	0.03275	0.01115	0.09047	0.2718	NA	0.01529	0.03008	0.008535	0.01816	0.07334	0.0152	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Bradyrhizobiaceae"	"F"	41294	119	2	NA	39	119	NA	7	16	16	14	32	6	NA	0.0319	0.0131	NA	0.01541	0.0319	NA	0.002973	0.006093	0.004138	0.005298	0.009239	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	374	45	1	NA	19	45	NA	4	10	1	10	16	3	NA	0.01206	0.006549	NA	0.007506	0.01206	NA	0.001699	0.003808	0.0002587	0.003784	0.00462	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bradyrhizobium elkanii"	"S"	29448	10	1	NA	4	10	NA	4	1	1	9	1	2	NA	0.006549	0.006549	NA	0.00158	0.002681	NA	0.001699	0.0003808	0.0002587	0.003406	0.0002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Rhizobiaceae"	"F"	82115	100	1	1	43	100	NA	8	14	1	5	53	2	NA	0.02681	0.006549	0.005575	0.01699	0.02681	NA	0.003397	0.005331	0.0002587	0.001892	0.0153	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Sinorhizobium/Ensifer group"	"-"	227292	13	1	NA	5	11	NA	4	1	1	1	13	1	NA	0.006549	0.006549	NA	0.001975	0.002949	NA	0.001699	0.0003808	0.0002587	0.0003784	0.003753	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ensifer"	"G"	106591	4	1	NA	2	4	NA	1	NA	NA	1	2	NA	NA	0.006549	0.006549	NA	0.0007901	0.001072	NA	0.0004247	NA	NA	0.0003784	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Ensifer adhaerens"	"S"	106592	1	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	0.006549	0.006549	NA	0.0003951	0.0002681	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Rhodobacterales"	"O"	204455	1888	5	2	265	1888	1	94	302	16	96	615	137	NA	0.5061	0.03275	0.01115	0.1047	0.5061	0.08237	0.03992	0.115	0.004138	0.03633	0.1776	0.05949	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	1868	5	2	262	1868	1	94	296	14	95	609	136	NA	0.5008	0.03275	0.01115	0.1035	0.5008	0.08237	0.03992	0.1127	0.003621	0.03595	0.1758	0.05905	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Sulfitobacter"	"G"	60136	108	2	NA	30	108	NA	4	24	2	7	50	6	NA	0.02895	0.0131	NA	0.01185	0.02895	NA	0.001699	0.009139	0.0005173	0.002649	0.01444	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"environmental samples"	"-"	111737	107	2	NA	30	107	NA	4	24	2	7	50	6	NA	0.02868	0.0131	NA	0.01185	0.02868	NA	0.001699	0.009139	0.0005173	0.002649	0.01444	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"uncultured Sulfitobacter sp."	"S"	191468	107	2	NA	30	107	NA	4	24	2	7	50	6	NA	0.02868	0.0131	NA	0.01185	0.02868	NA	0.001699	0.009139	0.0005173	0.002649	0.01444	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter>environmental&nbsp;samples"
"Sphingomonadales"	"O"	204457	221	2	NA	29	221	NA	21	33	6	15	50	8	NA	0.05925	0.0131	NA	0.01146	0.05925	NA	0.008918	0.01257	0.001552	0.005676	0.01444	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	196	2	NA	29	196	NA	19	30	6	14	48	8	NA	0.05254	0.0131	NA	0.01146	0.05254	NA	0.008068	0.01142	0.001552	0.005298	0.01386	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingomonas"	"G"	13687	134	2	NA	21	134	NA	15	17	NA	10	30	5	NA	0.03592	0.0131	NA	0.008296	0.03592	NA	0.00637	0.006473	NA	0.003784	0.008662	0.002171	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"environmental samples"	"-"	114554	6	1	NA	2	6	NA	1	NA	NA	1	1	1	NA	0.006549	0.006549	NA	0.0007901	0.001609	NA	0.0004247	NA	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"uncultured Sphingomonas sp."	"S"	158754	6	1	NA	2	6	NA	1	NA	NA	1	1	1	NA	0.006549	0.006549	NA	0.0007901	0.001609	NA	0.0004247	NA	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>environmental&nbsp;samples"
"Rhodospirillales"	"O"	204441	153	1	NA	32	153	NA	9	21	20	9	53	11	NA	0.04102	0.006549	NA	0.01264	0.04102	NA	0.003822	0.007997	0.005173	0.003406	0.0153	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodospirillaceae"	"F"	41295	129	1	NA	26	129	NA	7	19	17	8	42	11	NA	0.03458	0.006549	NA	0.01027	0.03458	NA	0.002973	0.007235	0.004397	0.003027	0.01213	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Azospirillum"	"G"	191	68	1	NA	16	68	NA	5	12	17	5	24	9	NA	0.01823	0.006549	NA	0.006321	0.01823	NA	0.002123	0.00457	0.004397	0.001892	0.006929	0.003908	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Azospirillum brasilense"	"S"	192	47	1	NA	12	47	NA	3	8	NA	2	16	9	NA	0.0126	0.006549	NA	0.004741	0.0126	NA	0.001274	0.003046	NA	0.0007568	0.00462	0.003908	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"delta/epsilon subdivisions"	"-"	68525	538	2	2	89	98	1	34	29	538	22	58	24	NA	0.1392	0.0131	0.01115	0.03516	0.02627	0.08237	0.01444	0.01104	0.1392	0.008325	0.01675	0.01042	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Deltaproteobacteria"	"C"	28221	537	1	2	89	97	1	34	26	537	22	55	22	NA	0.1389	0.006549	0.01115	0.03516	0.026	0.08237	0.01444	0.009901	0.1389	0.008325	0.01588	0.009553	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"environmental samples"	"-"	34033	47	1	1	35	47	NA	10	8	27	4	22	11	NA	0.01383	0.006549	0.005575	0.01383	0.0126	NA	0.004247	0.003046	0.006984	0.001514	0.006352	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"uncultured delta proteobacterium"	"S"	34034	45	1	1	35	45	NA	10	8	27	4	21	11	NA	0.01383	0.006549	0.005575	0.01383	0.01206	NA	0.004247	0.003046	0.006984	0.001514	0.006063	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>environmental&nbsp;samples"
"Epsilonproteobacteria"	"C"	29547	3	1	NA	NA	1	NA	NA	3	1	NA	3	2	NA	0.006549	0.006549	NA	NA	0.0002681	NA	NA	0.001142	0.0002587	NA	0.0008662	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Campylobacterales"	"O"	213849	1	1	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	0.006549	0.006549	NA	NA	0.0002681	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Campylobacteraceae"	"F"	72294	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.006549	0.006549	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Campylobacter"	"G"	194	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006549	0.006549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
"Campylobacter upsaliensis"	"S"	28080	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006549	0.006549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"FCB group"	"-"	1783270	989	24	27	392	441	NA	619	699	36	989	398	696	NA	0.3742	0.1572	0.1505	0.1549	0.1182	NA	0.2629	0.2662	0.009311	0.3742	0.1149	0.3022	NA	"cellular&nbsp;organisms>Bacteria"
"Bacteroidetes/Chlorobi group"	"-"	68336	985	24	26	385	404	NA	615	692	31	985	386	694	NA	0.3727	0.1572	0.145	0.1521	0.1083	NA	0.2612	0.2635	0.008018	0.3727	0.1114	0.3014	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidetes"	"P"	976	984	24	26	385	403	NA	615	691	31	984	385	694	NA	0.3724	0.1572	0.145	0.1521	0.108	NA	0.2612	0.2631	0.008018	0.3724	0.1112	0.3014	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Cytophagia"	"C"	768503	237	11	5	79	81	NA	105	172	4	237	80	181	NA	0.08968	0.07204	0.02788	0.03121	0.02171	NA	0.04459	0.0655	0.001035	0.08968	0.0231	0.07859	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Cytophagales"	"O"	768507	237	11	5	79	81	NA	105	172	4	237	80	181	NA	0.08968	0.07204	0.02788	0.03121	0.02171	NA	0.04459	0.0655	0.001035	0.08968	0.0231	0.07859	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia"
"Cyclobacteriaceae"	"F"	563798	88	6	3	24	25	NA	29	58	2	88	29	61	NA	0.0393	0.0393	0.01673	0.009482	0.006702	NA	0.01232	0.02209	0.0005173	0.0333	0.008373	0.02649	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	88	6	3	24	25	NA	29	58	2	88	29	61	NA	0.0393	0.0393	0.01673	0.009482	0.006702	NA	0.01232	0.02209	0.0005173	0.0333	0.008373	0.02649	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. AP37"	"S"	499633	88	6	3	24	25	NA	29	58	2	88	29	61	NA	0.0393	0.0393	0.01673	0.009482	0.006702	NA	0.01232	0.02209	0.0005173	0.0333	0.008373	0.02649	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Cytophagaceae"	"F"	89373	145	4	2	52	50	NA	69	106	1	145	49	114	NA	0.05487	0.0262	0.01115	0.02054	0.0134	NA	0.0293	0.04036	0.0002587	0.05487	0.01415	0.0495	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"unclassified Cytophagaceae"	"-"	94253	110	2	2	32	30	NA	43	78	1	110	32	75	NA	0.04162	0.0131	0.01115	0.01264	0.008043	NA	0.01826	0.0297	0.0002587	0.04162	0.009239	0.03257	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophagaceae bacterium SWCR1/8X65_1"	"S"	1582253	110	2	2	32	29	NA	43	78	1	110	32	75	NA	0.04162	0.0131	0.01115	0.01264	0.007774	NA	0.01826	0.0297	0.0002587	0.04162	0.009239	0.03257	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>unclassified&nbsp;Cytophagaceae"
"Flectobacillus"	"G"	101	17	1	NA	7	6	NA	3	7	NA	17	4	13	NA	0.006549	0.006549	NA	0.002765	0.001609	NA	0.001274	0.002666	NA	0.006433	0.001155	0.005645	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Flectobacillus major"	"S"	103	17	1	NA	7	6	NA	3	7	NA	17	4	13	NA	0.006549	0.006549	NA	0.002765	0.001609	NA	0.001274	0.002666	NA	0.006433	0.001155	0.005645	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Flectobacillus"
"Dyadobacter"	"G"	120831	11	1	NA	3	4	NA	4	7	NA	6	2	11	NA	0.006549	0.006549	NA	0.001185	0.001072	NA	0.001699	0.002666	NA	0.00227	0.0005774	0.004776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter sp. 32"	"S"	538966	11	1	NA	3	4	NA	4	7	NA	6	2	11	NA	0.006549	0.006549	NA	0.001185	0.001072	NA	0.001699	0.002666	NA	0.00227	0.0005774	0.004776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Sphingobacteriia"	"C"	117747	374	7	8	138	134	NA	201	263	4	374	133	266	NA	0.1415	0.04584	0.0446	0.05452	0.03592	NA	0.08536	0.1001	0.001035	0.1415	0.0384	0.1155	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Sphingobacteriales"	"O"	200666	371	7	8	137	134	NA	198	261	4	371	130	265	NA	0.1404	0.04584	0.0446	0.05412	0.03592	NA	0.08408	0.09939	0.001035	0.1404	0.03753	0.1151	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia"
"environmental samples"	"-"	117769	227	6	7	63	62	NA	74	154	1	227	61	169	NA	0.0859	0.0393	0.03903	0.02489	0.01662	NA	0.03142	0.05864	0.0002587	0.0859	0.01761	0.07338	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"uncultured Sphingobacteriales bacterium"	"S"	212696	227	6	7	63	62	NA	74	154	1	227	61	169	NA	0.0859	0.0393	0.03903	0.02489	0.01662	NA	0.03142	0.05864	0.0002587	0.0859	0.01761	0.07338	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>environmental&nbsp;samples"
"Sphingobacteriaceae"	"F"	84566	144	1	1	73	72	NA	124	107	3	144	69	96	NA	0.05449	0.006549	0.005575	0.02884	0.0193	NA	0.05266	0.04074	0.000776	0.05449	0.01992	0.04169	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"Flavobacteriia"	"C"	117743	72	2	2	19	32	NA	42	68	19	72	30	58	NA	0.02725	0.0131	0.01115	0.007506	0.008579	NA	0.01784	0.02589	0.004914	0.02725	0.008662	0.02518	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Flavobacteriales"	"O"	200644	72	2	2	19	32	NA	42	67	19	72	30	57	NA	0.02725	0.0131	0.01115	0.007506	0.008579	NA	0.01784	0.02551	0.004914	0.02725	0.008662	0.02475	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia"
"Flavobacteriaceae"	"F"	49546	70	2	2	19	32	NA	42	66	18	70	29	57	NA	0.02649	0.0131	0.01115	0.007506	0.008579	NA	0.01784	0.02513	0.004656	0.02649	0.008373	0.02475	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"environmental samples"	"-"	117745	44	2	1	8	16	NA	27	41	1	44	14	39	NA	0.01693	0.0131	0.005575	0.003161	0.004289	NA	0.01147	0.01561	0.0002587	0.01665	0.004042	0.01693	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"uncultured Flavobacteriaceae bacterium"	"S"	165436	44	2	1	8	16	NA	27	41	1	44	14	39	NA	0.01693	0.0131	0.005575	0.003161	0.004289	NA	0.01147	0.01561	0.0002587	0.01665	0.004042	0.01693	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>environmental&nbsp;samples"
"environmental samples"	"-"	50742	96	1	7	41	48	NA	81	63	NA	96	45	51	NA	0.03903	0.006549	0.03903	0.0162	0.01287	NA	0.0344	0.02399	NA	0.03633	0.01299	0.02215	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"uncultured Bacteroidetes bacterium"	"S"	152509	96	1	7	41	48	NA	81	63	NA	96	45	51	NA	0.03903	0.006549	0.03903	0.0162	0.01287	NA	0.0344	0.02399	NA	0.03633	0.01299	0.02215	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>environmental&nbsp;samples"
"Bacteroidia"	"C"	200643	92	1	1	38	45	NA	79	57	4	92	42	57	NA	0.03481	0.006549	0.005575	0.01501	0.01206	NA	0.03355	0.02171	0.001035	0.03481	0.01213	0.02475	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Bacteroidales"	"O"	171549	90	1	NA	34	44	NA	76	57	3	90	39	56	NA	0.03406	0.006549	NA	0.01343	0.0118	NA	0.03227	0.02171	0.000776	0.03406	0.01126	0.02432	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia"
"Bacteroidaceae"	"F"	815	12	1	NA	5	7	NA	12	7	1	12	8	8	NA	0.006549	0.006549	NA	0.001975	0.001877	NA	0.005096	0.002666	0.0002587	0.004541	0.00231	0.003474	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	816	12	1	NA	5	7	NA	11	7	1	12	7	7	NA	0.006549	0.006549	NA	0.001975	0.001877	NA	0.004671	0.002666	0.0002587	0.004541	0.002021	0.00304	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Bacteroides thetaiotaomicron"	"S"	818	11	1	NA	5	7	NA	11	6	NA	11	4	6	NA	0.006549	0.006549	NA	0.001975	0.001877	NA	0.004671	0.002285	NA	0.004162	0.001155	0.002605	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Terrabacteria group"	"-"	1783272	3786	22	25	572	692	1	327	368	3786	323	739	273	NA	0.9793	0.1441	0.1394	0.226	0.1855	0.08237	0.1389	0.1401	0.9793	0.1222	0.2134	0.1185	NA	"cellular&nbsp;organisms>Bacteria"
"Firmicutes"	"P"	1239	3444	10	10	289	350	1	148	146	3444	134	280	119	NA	0.8908	0.06549	0.05575	0.1142	0.09383	0.08237	0.06285	0.0556	0.8908	0.05071	0.08084	0.05167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Bacilli"	"C"	91061	3270	5	9	170	239	NA	102	106	3270	86	159	80	NA	0.8458	0.03275	0.05018	0.06716	0.06407	NA	0.04332	0.04036	0.8458	0.03254	0.04591	0.03474	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Bacillales"	"O"	1385	2674	3	9	140	164	NA	79	85	2674	69	123	67	NA	0.6916	0.01965	0.05018	0.05531	0.04397	NA	0.03355	0.03237	0.6916	0.02611	0.03551	0.02909	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli"
"Bacillaceae"	"F"	186817	2353	3	6	91	102	NA	58	57	2353	54	72	46	NA	0.6086	0.01965	0.03345	0.03595	0.02734	NA	0.02463	0.02171	0.6086	0.02043	0.02079	0.01997	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1386	2295	3	6	77	93	NA	56	55	2295	51	66	41	NA	0.5936	0.01965	0.03345	0.03042	0.02493	NA	0.02378	0.02094	0.5936	0.0193	0.01906	0.0178	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"environmental samples"	"-"	65119	150	1	1	8	16	NA	2	5	150	4	8	5	NA	0.0388	0.006549	0.005575	0.003161	0.004289	NA	0.0008493	0.001904	0.0388	0.001514	0.00231	0.002171	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
