"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Xylophilus"	"G"	26466	54	12	1	3	NA	54	NA	NA	NA	NA	NA	30	NA	0.0336	0.005989	0.01425	0.001847	NA	0.02807	NA	NA	NA	NA	NA	0.0336	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	49	12	NA	3	NA	49	NA	NA	NA	NA	NA	45	NA	0.05039	0.005989	NA	0.001847	NA	0.02547	NA	NA	NA	NA	NA	0.05039	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	49	9	1	5	NA	35	NA	NA	NA	NA	NA	49	NA	0.05487	0.004492	0.01425	0.003079	NA	0.0182	NA	NA	NA	NA	NA	0.05487	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Collimonas"	"G"	26383	41	9	NA	3	NA	41	NA	NA	NA	NA	NA	28	NA	0.03136	0.004492	NA	0.001847	NA	0.02131	NA	NA	NA	NA	NA	0.03136	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pandoraea"	"G"	26425	18	8	NA	NA	NA	18	NA	NA	1	NA	NA	6	NA	0.009358	0.003993	NA	NA	NA	0.009358	NA	NA	0.0005501	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Malikia"	"G"	26413	24	8	1	1	NA	24	NA	NA	NA	NA	NA	22	NA	0.02464	0.003993	0.01425	0.0006158	NA	0.01248	NA	NA	NA	NA	NA	0.02464	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudacidovorax"	"G"	26438	23	6	NA	2	NA	23	NA	NA	NA	NA	NA	10	NA	0.01196	0.002994	NA	0.001232	NA	0.01196	NA	NA	NA	NA	NA	0.0112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paucibacter"	"G"	26430	37	6	1	5	NA	34	NA	NA	1	NA	NA	37	NA	0.04144	0.002994	0.01425	0.003079	NA	0.01768	NA	NA	0.0005501	NA	NA	0.04144	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	48	6	1	12	NA	48	NA	NA	NA	NA	NA	39	NA	0.04367	0.002994	0.01425	0.007389	NA	0.02495	NA	NA	NA	NA	NA	0.04367	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"AAP99"	"G"	26353	10	6	NA	9	NA	4	NA	1	NA	NA	NA	10	NA	1.562	0.002994	NA	0.005542	NA	0.002079	NA	1.562	NA	NA	NA	0.0112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xenophilus"	"G"	26465	19	6	1	5	NA	19	NA	NA	NA	NA	NA	16	NA	0.01792	0.002994	0.01425	0.003079	NA	0.009878	NA	NA	NA	NA	NA	0.01792	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	19	5	1	3	NA	19	NA	NA	1	NA	NA	11	NA	0.01425	0.002495	0.01425	0.001847	NA	0.009878	NA	NA	0.0005501	NA	NA	0.01232	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	33	5	2	6	NA	33	NA	NA	1	NA	NA	32	NA	0.03584	0.002495	0.02849	0.003695	NA	0.01716	NA	NA	0.0005501	NA	NA	0.03584	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	9	5	NA	2	NA	9	NA	NA	NA	NA	NA	5	NA	0.005599	0.002495	NA	0.001232	NA	0.004679	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	23	5	1	8	NA	21	NA	NA	NA	NA	NA	23	NA	0.02576	0.002495	0.01425	0.004926	NA	0.01092	NA	NA	NA	NA	NA	0.02576	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	27	5	1	5	NA	25	NA	NA	1	NA	NA	27	NA	0.03024	0.002495	0.01425	0.003079	NA	0.013	NA	NA	0.0005501	NA	NA	0.03024	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	4	4	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.001996	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	6	4	NA	NA	NA	3	NA	NA	NA	NA	NA	6	NA	0.006719	0.001996	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verticia"	"G"	26464	18	4	NA	2	NA	3	NA	NA	NA	NA	NA	18	NA	0.02016	0.001996	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.02016	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Macromonas"	"G"	26412	31	4	NA	3	NA	31	NA	NA	NA	NA	NA	21	NA	0.02352	0.001996	NA	0.001847	NA	0.01612	NA	NA	NA	NA	NA	0.02352	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Verminephrobacter"	"G"	26463	38	4	1	NA	NA	38	NA	NA	NA	NA	NA	28	NA	0.03136	0.001996	0.01425	NA	NA	0.01976	NA	NA	NA	NA	NA	0.03136	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	9	3	NA	2	NA	9	NA	NA	NA	NA	NA	4	NA	0.004679	0.001497	NA	0.001232	NA	0.004679	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	19	3	NA	1	NA	19	NA	NA	1	NA	NA	13	NA	0.01456	0.001497	NA	0.0006158	NA	0.009878	NA	NA	0.0005501	NA	NA	0.01456	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	25	3	NA	NA	NA	25	NA	NA	NA	NA	NA	24	NA	0.02688	0.001497	NA	NA	NA	0.013	NA	NA	NA	NA	NA	0.02688	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	25	3	NA	4	NA	24	NA	NA	NA	NA	NA	25	NA	0.028	0.001497	NA	0.002463	NA	0.01248	NA	NA	NA	NA	NA	0.028	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	11	3	NA	NA	NA	11	NA	NA	NA	NA	NA	6	NA	0.006719	0.001497	NA	NA	NA	0.005719	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Azohydromonas"	"G"	26363	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	20	2	NA	NA	NA	20	NA	NA	NA	NA	NA	6	NA	0.0104	0.0009982	NA	NA	NA	0.0104	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	16	2	NA	2	NA	16	NA	NA	NA	NA	NA	10	NA	0.0112	0.0009982	NA	0.001232	NA	0.008318	NA	NA	NA	NA	NA	0.0112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tibeticola"	"G"	26460	31	2	1	3	NA	31	NA	NA	1	NA	NA	12	NA	0.01612	0.0009982	0.01425	0.001847	NA	0.01612	NA	NA	0.0005501	NA	NA	0.01344	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylibium"	"G"	26415	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Telluria"	"G"	26456	8	2	NA	NA	NA	8	NA	NA	NA	NA	NA	1	NA	0.004159	0.0009982	NA	NA	NA	0.004159	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hylemonella"	"G"	26400	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caldimonas"	"G"	26371	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	1	NA	0.002079	0.0004991	NA	0.0006158	NA	0.002079	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Kinetoplastibacterium"	"G"	26373	7	1	NA	NA	NA	7	NA	NA	1	NA	NA	3	NA	0.003639	0.0004991	NA	NA	NA	0.003639	NA	NA	0.0005501	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"RS62 marine group"	"G"	26442	11	1	NA	1	NA	11	NA	NA	NA	NA	NA	7	NA	0.007839	0.0004991	NA	0.0006158	NA	0.005719	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Derxia"	"G"	26389	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	3	NA	0.004159	0.0004991	NA	NA	NA	0.004159	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Extensimonas"	"G"	26393	17	1	NA	3	NA	17	NA	NA	NA	NA	NA	3	NA	0.008838	0.0004991	NA	0.001847	NA	0.008838	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	5	1	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Castellaniella"	"G"	26382	15	1	1	NA	NA	15	NA	NA	NA	NA	NA	13	NA	0.01456	0.0004991	0.01425	NA	NA	0.007798	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Taylorella"	"G"	26455	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	431	369	9	295	NA	247	NA	NA	4	NA	NA	431	NA	0.4827	0.1842	0.1282	0.1817	NA	0.1284	NA	NA	0.0022	NA	NA	0.4827	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	104	104	2	102	NA	11	NA	NA	NA	NA	NA	57	NA	0.06383	0.0519	0.02849	0.06281	NA	0.005719	NA	NA	NA	NA	NA	0.06383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	81	81	2	74	NA	32	NA	NA	1	NA	NA	66	NA	0.07391	0.04043	0.02849	0.04557	NA	0.01664	NA	NA	0.0005501	NA	NA	0.07391	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	55	55	NA	35	NA	13	NA	NA	1	NA	NA	29	NA	0.03248	0.02745	NA	0.02155	NA	0.006758	NA	NA	0.0005501	NA	NA	0.03248	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	34	30	NA	17	NA	33	NA	NA	NA	NA	NA	34	NA	0.03808	0.01497	NA	0.01047	NA	0.01716	NA	NA	NA	NA	NA	0.03808	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	21	21	NA	15	NA	3	NA	NA	1	NA	NA	2	NA	0.01048	0.01048	NA	0.009237	NA	0.00156	NA	NA	0.0005501	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	125	18	NA	17	NA	98	NA	NA	1	NA	NA	125	NA	0.14	0.008983	NA	0.01047	NA	0.05095	NA	NA	0.0005501	NA	NA	0.14	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	20	10	NA	4	NA	20	NA	NA	NA	NA	NA	20	NA	0.0224	0.004991	NA	0.002463	NA	0.0104	NA	NA	NA	NA	NA	0.0224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	9	7	NA	5	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01008	0.003494	NA	0.003079	NA	NA	NA	NA	NA	NA	NA	0.01008	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	8	6	NA	2	NA	5	NA	NA	NA	NA	NA	8	NA	0.008959	0.002994	NA	0.001232	NA	0.002599	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	12	4	1	9	NA	12	NA	NA	NA	NA	NA	8	NA	0.01425	0.001996	0.01425	0.005542	NA	0.006238	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	4	4	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.001996	NA	0.001232	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methyloversatilis"	"G"	26569	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	22	2	NA	NA	NA	1	NA	NA	NA	NA	NA	22	NA	0.02464	0.0009982	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.02464	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0.008959	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Z-35"	"G"	26579	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	1129	68	6	87	NA	796	NA	NA	13	NA	NA	1129	NA	1.264	0.03394	0.08547	0.05357	NA	0.4138	NA	NA	0.007151	NA	NA	1.264	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	789	45	2	62	NA	561	NA	NA	10	NA	NA	789	NA	0.8836	0.02246	0.02849	0.03818	NA	0.2916	NA	NA	0.005501	NA	NA	0.8836	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	152	12	NA	13	NA	84	NA	NA	1	NA	NA	152	NA	0.1702	0.005989	NA	0.008005	NA	0.04367	NA	NA	0.0005501	NA	NA	0.1702	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	70	7	NA	4	NA	68	NA	NA	1	NA	NA	70	NA	0.07839	0.003494	NA	0.002463	NA	0.03535	NA	NA	0.0005501	NA	NA	0.07839	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	25	2	2	3	NA	14	NA	NA	1	NA	NA	25	NA	0.02849	0.0009982	0.02849	0.001847	NA	0.007278	NA	NA	0.0005501	NA	NA	0.028	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	41	1	2	2	NA	30	NA	NA	NA	NA	NA	41	NA	0.04591	0.0004991	0.02849	0.001232	NA	0.0156	NA	NA	NA	NA	NA	0.04591	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	121	44	NA	53	NA	98	NA	NA	1	NA	NA	121	NA	0.1355	0.02196	NA	0.03264	NA	0.05095	NA	NA	0.0005501	NA	NA	0.1355	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ellin6067"	"G"	26542	44	17	NA	14	NA	42	NA	NA	NA	NA	NA	44	NA	0.04927	0.008484	NA	0.008621	NA	0.02183	NA	NA	NA	NA	NA	0.04927	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosomonas"	"G"	26546	30	15	NA	30	NA	6	NA	NA	NA	NA	NA	5	NA	0.01847	0.007486	NA	0.01847	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	50	6	NA	6	NA	37	NA	NA	1	NA	NA	50	NA	0.05599	0.002994	NA	0.003695	NA	0.01924	NA	NA	0.0005501	NA	NA	0.05599	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	7	2	NA	NA	NA	4	NA	NA	NA	NA	NA	7	NA	0.007839	0.0009982	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	4	1	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	4	1	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"SC-I-84"	"F"	26582	174	24	1	6	NA	150	NA	NA	NA	NA	NA	174	NA	0.1949	0.01198	0.01425	0.003695	NA	0.07798	NA	NA	NA	NA	NA	0.1949	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonadaceae"	"F"	26483	15	15	1	7	NA	1	NA	NA	NA	NA	NA	2	NA	0.01425	0.007486	0.01425	0.00431	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonas"	"G"	26484	14	14	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01425	0.006987	0.01425	0.003079	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinivorax"	"G"	26485	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Neisseriaceae"	"F"	26526	25	13	3	13	NA	21	NA	NA	NA	NA	NA	25	NA	0.04274	0.006488	0.04274	0.008005	NA	0.01092	NA	NA	NA	NA	NA	0.028	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Neisseria"	"G"	26532	14	11	2	8	NA	14	NA	NA	NA	NA	NA	14	NA	0.02849	0.00549	0.02849	0.004926	NA	0.007278	NA	NA	NA	NA	NA	0.01568	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Stenoxybacter"	"G"	26535	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"uncultured"	"G"	26538	7	1	1	5	NA	4	NA	NA	NA	NA	NA	7	NA	0.01425	0.0004991	0.01425	0.003079	NA	0.002079	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Chromobacteriaceae"	"F"	26486	43	9	11	2	NA	43	NA	NA	NA	NA	NA	40	NA	0.1567	0.004492	0.1567	0.001232	NA	0.02235	NA	NA	NA	NA	NA	0.04479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Vogesella"	"G"	26493	41	9	11	1	NA	41	NA	NA	NA	NA	NA	34	NA	0.1567	0.004492	0.1567	0.0006158	NA	0.02131	NA	NA	NA	NA	NA	0.03808	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"TRA3-20"	"F"	26589	23	6	NA	1	NA	23	NA	NA	NA	NA	NA	18	NA	0.02016	0.002994	NA	0.0006158	NA	0.01196	NA	NA	NA	NA	NA	0.02016	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Hydrogenophilaceae"	"F"	26503	20	6	NA	10	NA	20	NA	NA	1	NA	NA	16	NA	0.01792	0.002994	NA	0.006158	NA	0.0104	NA	NA	0.0005501	NA	NA	0.01792	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	5	3	NA	3	NA	4	NA	NA	NA	NA	NA	5	NA	0.005599	0.001497	NA	0.001847	NA	0.002079	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
