"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Enterobacterales"	"O"	91347	1180	10	3	3	1	20	NA	NA	1180	NA	19	NA	1.087	0.004991	0.04274	0.001847	1.087	0.0104	NA	NA	0.6491	NA	0.02128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Enterobacteriaceae"	"F"	543	448	8	2	NA	NA	16	NA	NA	448	NA	8	NA	0.2464	0.003993	0.02849	NA	NA	0.008318	NA	NA	0.2464	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Enterobacter"	"G"	547	66	5	1	NA	NA	14	NA	NA	66	NA	4	NA	0.03631	0.002495	0.01425	NA	NA	0.007278	NA	NA	0.03631	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Enterobacter cloacae complex"	"S"	354276	61	5	1	NA	NA	13	NA	NA	61	NA	4	NA	0.03356	0.002495	0.01425	NA	NA	0.006758	NA	NA	0.03356	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter ludwigii"	"S"	299767	36	5	1	NA	NA	13	NA	NA	36	NA	4	NA	0.0198	0.002495	0.01425	NA	NA	0.006758	NA	NA	0.0198	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Metakosakonia"	"G"	2055876	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	0.0004991	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"[Kluyvera] intestini"	"S"	1898961	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0.0022	0.0004991	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Metakosakonia"
"Pectobacteriaceae"	"F"	1903410	19	1	NA	1	NA	3	NA	NA	19	NA	NA	NA	0.01045	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	0.01045	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pectobacterium"	"G"	122277	10	1	NA	1	NA	3	NA	NA	10	NA	NA	NA	0.005501	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	0.005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Pectobacterium carotovorum"	"S"	554	10	1	NA	1	NA	3	NA	NA	10	NA	NA	NA	0.005501	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	0.005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Morganellaceae"	"F"	1903414	5	1	1	2	NA	1	NA	NA	5	NA	5	NA	0.01425	0.0004991	0.01425	0.001232	NA	0.0005199	NA	NA	0.00275	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Arsenophonus"	"G"	637	5	1	1	2	NA	NA	NA	NA	NA	NA	5	NA	0.01425	0.0004991	0.01425	0.001232	NA	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Arsenophonus endosymbiont of Bemisia tabaci"	"S"	536059	5	1	1	2	NA	NA	NA	NA	NA	NA	5	NA	0.01425	0.0004991	0.01425	0.001232	NA	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Vibrionales"	"O"	135623	6	6	NA	4	NA	5	NA	NA	6	NA	NA	NA	0.003301	0.002994	NA	0.002463	NA	0.002599	NA	NA	0.003301	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	6	6	NA	4	NA	5	NA	NA	6	NA	NA	NA	0.003301	0.002994	NA	0.002463	NA	0.002599	NA	NA	0.003301	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	5	5	NA	4	NA	5	NA	NA	5	NA	NA	NA	0.00275	0.002495	NA	0.002463	NA	0.002599	NA	NA	0.00275	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio sp. r29"	"S"	577318	4	4	NA	4	NA	4	NA	NA	NA	NA	NA	NA	0.002463	0.001996	NA	0.002463	NA	0.002079	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio harveyi group"	"S"	717610	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0.0011	0.0004991	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio alginolyticus"	"S"	663	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Salinivibrio"	"G"	51366	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Salinivibrio sp. ML320"	"S"	1909472	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Salinivibrio"
"environmental samples"	"-"	50423	14	5	NA	1	NA	3	1	NA	14	NA	5	NA	0.8929	0.002495	NA	0.0006158	NA	0.00156	0.8929	NA	0.007701	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"uncultured gamma proteobacterium"	"S"	86473	14	5	NA	1	NA	3	1	NA	14	NA	5	NA	0.8929	0.002495	NA	0.0006158	NA	0.00156	0.8929	NA	0.007701	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>environmental&nbsp;samples"
"Pseudomonadales"	"O"	72274	34	5	NA	10	NA	17	NA	NA	34	NA	8	NA	0.0187	0.002495	NA	0.006158	NA	0.008838	NA	NA	0.0187	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudomonadaceae"	"F"	135621	30	4	NA	10	NA	9	NA	NA	30	NA	6	NA	0.0165	0.001996	NA	0.006158	NA	0.004679	NA	NA	0.0165	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Pseudomonas"	"G"	286	30	4	NA	10	NA	9	NA	NA	30	NA	6	NA	0.0165	0.001996	NA	0.006158	NA	0.004679	NA	NA	0.0165	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Pseudomonas sp."	"S"	306	2	1	NA	2	NA	NA	NA	NA	2	NA	NA	NA	0.001232	0.0004991	NA	0.001232	NA	NA	NA	NA	0.0011	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae group"	"S"	136849	6	1	NA	NA	NA	NA	NA	NA	6	NA	1	NA	0.003301	0.0004991	NA	NA	NA	NA	NA	NA	0.003301	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas viridiflava"	"S"	33069	5	1	NA	NA	NA	NA	NA	NA	5	NA	1	NA	0.00275	0.0004991	NA	NA	NA	NA	NA	NA	0.00275	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. Antarctic IS12"	"S"	366567	12	1	NA	4	NA	5	NA	NA	12	NA	NA	NA	0.006601	0.0004991	NA	0.002463	NA	0.002599	NA	NA	0.006601	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. B13(2012)"	"S"	1156300	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Moraxellaceae"	"F"	468	8	1	NA	NA	NA	8	NA	NA	4	NA	2	NA	0.004159	0.0004991	NA	NA	NA	0.004159	NA	NA	0.0022	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Acinetobacter"	"G"	469	8	1	NA	NA	NA	8	NA	NA	4	NA	1	NA	0.004159	0.0004991	NA	NA	NA	0.004159	NA	NA	0.0022	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"environmental samples"	"-"	75661	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"uncultured Acinetobacter sp."	"S"	165433	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>environmental&nbsp;samples"
"Alteromonadales"	"O"	135622	7	4	NA	1	NA	7	NA	NA	5	NA	3	NA	0.003639	0.001996	NA	0.0006158	NA	0.003639	NA	NA	0.00275	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Alteromonadaceae"	"F"	72275	6	2	NA	1	NA	6	NA	NA	3	NA	3	NA	0.00336	0.0009982	NA	0.0006158	NA	0.003119	NA	NA	0.00165	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Marinobacter"	"G"	2742	6	2	NA	1	NA	6	NA	NA	NA	NA	3	NA	0.00336	0.0009982	NA	0.0006158	NA	0.003119	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Marinobacter sp. KK1"	"S"	1388793	6	2	NA	1	NA	6	NA	NA	NA	NA	1	NA	0.003119	0.0009982	NA	0.0006158	NA	0.003119	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Pseudoalteromonadaceae"	"F"	267888	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	53246	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Pseudoalteromonas sp. 8046"	"S"	349885	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"unclassified Alteromonadales"	"-"	300695	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonadales bacterium P6"	"S"	444273	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>unclassified&nbsp;Alteromonadales"
"Thiotrichales"	"O"	72273	3	3	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.00224	0.001497	NA	NA	NA	NA	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Piscirickettsiaceae"	"F"	135616	2	2	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.00224	0.0009982	NA	NA	NA	NA	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiotrichaceae"	"F"	135617	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	1030	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"environmental samples"	"-"	141382	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thiothrix"
"uncultured Thiothrix sp."	"S"	223185	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thiothrix>environmental&nbsp;samples"
"Oceanospirillales"	"O"	135619	5	1	NA	2	NA	2	NA	NA	5	NA	3	NA	0.00336	0.0004991	NA	0.001232	NA	0.00104	NA	NA	0.00275	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Halomonadaceae"	"F"	28256	4	1	NA	2	NA	2	NA	NA	4	NA	3	NA	0.00336	0.0004991	NA	0.001232	NA	0.00104	NA	NA	0.0022	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Zymobacter group"	"-"	114403	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Candidatus Carsonella"	"G"	114185	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group"
"Candidatus Carsonella ruddii"	"S"	114186	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group>Candidatus&nbsp;Carsonella"
"Betaproteobacteria"	"C"	28216	138	49	5	24	NA	114	NA	NA	12	NA	138	NA	0.1545	0.02445	0.07123	0.01478	NA	0.05927	NA	NA	0.006601	NA	0.1545	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Burkholderiales"	"O"	80840	83	31	2	14	NA	68	NA	NA	2	NA	83	NA	0.09295	0.01547	0.02849	0.008621	NA	0.03535	NA	NA	0.0011	NA	0.09295	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Comamonadaceae"	"F"	80864	6	6	NA	1	NA	5	NA	NA	NA	NA	5	NA	0.005599	0.002994	NA	0.0006158	NA	0.002599	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Comamonas"	"G"	283	3	3	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.00224	0.001497	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	114709	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"uncultured Comamonas sp."	"S"	114710	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas>environmental&nbsp;samples"
"Hydrogenophaga"	"G"	47420	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"environmental samples"	"-"	199682	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"uncultured Hydrogenophaga sp."	"S"	199683	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga>environmental&nbsp;samples"
"environmental samples"	"-"	128082	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"uncultured Comamonadaceae bacterium"	"S"	165437	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>environmental&nbsp;samples"
"Oxalobacteraceae"	"F"	75682	11	5	1	1	NA	11	NA	NA	NA	NA	6	NA	0.01425	0.002495	0.01425	0.0006158	NA	0.005719	NA	NA	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Herbaspirillum"	"G"	963	4	4	1	1	NA	4	NA	NA	NA	NA	3	NA	0.01425	0.001996	0.01425	0.0006158	NA	0.002079	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"environmental samples"	"-"	75669	4	3	1	1	NA	4	NA	NA	NA	NA	2	NA	0.01425	0.001497	0.01425	0.0006158	NA	0.002079	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"uncultured Herbaspirillum sp."	"S"	160236	4	3	1	1	NA	4	NA	NA	NA	NA	2	NA	0.01425	0.001497	0.01425	0.0006158	NA	0.002079	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>environmental&nbsp;samples"
"Herbaspirillum seropedicae"	"S"	964	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Noviherbaspirillum"	"G"	1344552	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Noviherbaspirillum sp. YIM S61"	"S"	1750713	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Noviherbaspirillum"
"Alcaligenaceae"	"F"	506	17	4	NA	1	NA	14	NA	NA	NA	NA	17	NA	0.01904	0.001996	NA	0.0006158	NA	0.007278	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Alcaligenes"	"G"	507	12	3	NA	NA	NA	11	NA	NA	NA	NA	12	NA	0.01344	0.001497	NA	NA	NA	0.005719	NA	NA	NA	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Alcaligenes faecalis"	"S"	511	11	2	NA	NA	NA	11	NA	NA	NA	NA	11	NA	0.01232	0.0009982	NA	NA	NA	0.005719	NA	NA	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"environmental samples"	"-"	54518	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"uncultured Alcaligenes sp."	"S"	157925	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes>environmental&nbsp;samples"
"Achromobacter"	"G"	222	5	1	NA	1	NA	3	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Achromobacter xylosoxidans"	"S"	85698	3	1	NA	1	NA	1	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Burkholderiaceae"	"F"	119060	22	2	1	7	NA	22	NA	NA	1	NA	21	NA	0.02352	0.0009982	0.01425	0.00431	NA	0.01144	NA	NA	0.0005501	NA	0.02352	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderia"	"G"	32008	18	1	1	1	NA	13	NA	NA	1	NA	18	NA	0.02016	0.0004991	0.01425	0.0006158	NA	0.006758	NA	NA	0.0005501	NA	0.02016	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"environmental samples"	"-"	208545	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"uncultured Burkholderiales bacterium"	"S"	208544	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>environmental&nbsp;samples"
"environmental samples"	"-"	47926	11	5	1	4	NA	10	NA	NA	7	NA	11	NA	0.01425	0.002495	0.01425	0.002463	NA	0.005199	NA	NA	0.003851	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
