"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Geminocystis sp. NIES-3708"	"S"	1615909	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001497	0.001497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Geminocystis"
"Cyanobacteriaceae"	"F"	1890452	375	375	10	347	NA	258	NA	NA	1	NA	NA	14	NA	0.2137	0.1872	0.1425	0.2137	NA	0.1341	NA	NA	0.0005501	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	375	375	10	347	NA	258	NA	NA	1	NA	NA	14	NA	0.2137	0.1872	0.1425	0.2137	NA	0.1341	NA	NA	0.0005501	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	375	375	10	347	NA	258	NA	NA	1	NA	NA	14	NA	0.2137	0.1872	0.1425	0.2137	NA	0.1341	NA	NA	0.0005501	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Cyanobacterium aponinum PCC 10605"	"-"	755178	375	375	10	347	NA	258	NA	NA	1	NA	NA	14	NA	0.2137	0.1872	0.1425	0.2137	NA	0.1341	NA	NA	0.0005501	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium>Cyanobacterium&nbsp;aponinum"
"Oscillatoriales"	"O"	1150	2626	2626	79	2367	NA	1775	NA	1	3	NA	NA	172	NA	1.562	1.311	1.125	1.458	NA	0.9228	NA	1.562	0.00165	NA	NA	0.1926	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Cyanothecaceae"	"F"	1892249	1548	1548	41	1387	NA	1063	NA	1	1	NA	NA	70	NA	1.562	0.7726	0.584	0.8541	NA	0.5526	NA	1.562	0.0005501	NA	NA	0.07839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Cyanothece"	"G"	43988	1548	1548	41	1387	NA	1063	NA	1	1	NA	NA	70	NA	1.562	0.7726	0.584	0.8541	NA	0.5526	NA	1.562	0.0005501	NA	NA	0.07839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae"
"Cyanothece sp. ATCC 51142"	"S"	43989	1027	1027	32	904	NA	720	NA	NA	NA	NA	NA	46	NA	0.5567	0.5126	0.4558	0.5567	NA	0.3743	NA	NA	NA	NA	NA	0.05151	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7425"	"S"	395961	318	318	4	272	NA	190	NA	NA	NA	NA	NA	14	NA	0.1675	0.1587	0.05698	0.1675	NA	0.09878	NA	NA	NA	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7424"	"S"	65393	11	6	NA	9	NA	11	NA	NA	NA	NA	NA	1	NA	0.005719	0.002994	NA	0.005542	NA	0.005719	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Cyanothece sp. PCC 7822"	"S"	497965	5	2	1	5	NA	4	NA	NA	NA	NA	NA	1	NA	0.01425	0.0009982	0.01425	0.003079	NA	0.002079	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae>Cyanothece"
"Oscillatoriaceae"	"F"	1892254	602	602	25	549	NA	383	NA	NA	1	NA	NA	42	NA	0.3561	0.3004	0.3561	0.3381	NA	0.1991	NA	NA	0.0005501	NA	NA	0.04703	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Oscillatoria"	"G"	1158	483	483	23	443	NA	287	NA	NA	1	NA	NA	29	NA	0.3276	0.2411	0.3276	0.2728	NA	0.1492	NA	NA	0.0005501	NA	NA	0.03248	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Oscillatoria acuminata"	"S"	118323	315	315	14	306	NA	202	NA	NA	1	NA	NA	10	NA	0.1994	0.1572	0.1994	0.1884	NA	0.105	NA	NA	0.0005501	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria acuminata PCC 6304"	"-"	56110	315	315	14	306	NA	202	NA	NA	1	NA	NA	10	NA	0.1994	0.1572	0.1994	0.1884	NA	0.105	NA	NA	0.0005501	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;acuminata"
"Oscillatoria nigro-viridis"	"S"	482564	147	147	9	114	NA	67	NA	NA	NA	NA	NA	17	NA	0.1282	0.07336	0.1282	0.0702	NA	0.03483	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria nigro-viridis PCC 7112"	"-"	179408	147	147	9	114	NA	67	NA	NA	NA	NA	NA	17	NA	0.1282	0.07336	0.1282	0.0702	NA	0.03483	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;nigro&#x2011;viridis"
"Moorea"	"G"	1155738	119	119	2	106	NA	96	NA	NA	NA	NA	NA	13	NA	0.06527	0.05939	0.02849	0.06527	NA	0.04991	NA	NA	NA	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Moorea producens"	"S"	1155739	119	119	2	106	NA	96	NA	NA	NA	NA	NA	13	NA	0.06527	0.05939	0.02849	0.06527	NA	0.04991	NA	NA	NA	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea"
"Moorea producens PAL-8-15-08-1"	"-"	1458985	119	119	2	106	NA	96	NA	NA	NA	NA	NA	13	NA	0.06527	0.05939	0.02849	0.06527	NA	0.04991	NA	NA	NA	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea>Moorea&nbsp;producens"
"Microcoleaceae"	"F"	1892252	277	268	10	277	NA	226	NA	NA	NA	NA	NA	49	NA	0.1706	0.1338	0.1425	0.1706	NA	0.1175	NA	NA	NA	NA	NA	0.05487	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Microcoleus"	"G"	44471	200	200	4	171	NA	145	NA	NA	NA	NA	NA	18	NA	0.1053	0.09982	0.05698	0.1053	NA	0.07538	NA	NA	NA	NA	NA	0.02016	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Microcoleus sp. PCC 7113"	"S"	1173027	200	200	4	171	NA	145	NA	NA	NA	NA	NA	18	NA	0.1053	0.09982	0.05698	0.1053	NA	0.07538	NA	NA	NA	NA	NA	0.02016	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Microcoleus"
"Trichodesmium"	"G"	1205	67	40	5	67	NA	51	NA	NA	NA	NA	NA	27	NA	0.07123	0.01996	0.07123	0.04126	NA	0.02651	NA	NA	NA	NA	NA	0.03024	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Trichodesmium erythraeum"	"S"	1206	67	40	5	67	NA	51	NA	NA	NA	NA	NA	27	NA	0.07123	0.01996	0.07123	0.04126	NA	0.02651	NA	NA	NA	NA	NA	0.03024	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium"
"Trichodesmium erythraeum IMS101"	"-"	203124	67	40	5	67	NA	51	NA	NA	NA	NA	NA	27	NA	0.07123	0.01996	0.07123	0.04126	NA	0.02651	NA	NA	NA	NA	NA	0.03024	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium>Trichodesmium&nbsp;erythraeum"
"Arthrospira"	"G"	35823	39	27	1	39	NA	30	NA	NA	NA	NA	NA	4	NA	0.02401	0.01348	0.01425	0.02401	NA	0.0156	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Arthrospira sp. TJSD092"	"S"	2153484	39	27	1	39	NA	30	NA	NA	NA	NA	NA	4	NA	0.02401	0.01348	0.01425	0.02401	NA	0.0156	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Arthrospira"
"Coleofasciculaceae"	"F"	1892251	96	96	2	70	NA	45	NA	NA	1	NA	NA	4	NA	0.04791	0.04791	0.02849	0.0431	NA	0.02339	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Geitlerinema"	"G"	63132	96	96	2	70	NA	45	NA	NA	1	NA	NA	4	NA	0.04791	0.04791	0.02849	0.0431	NA	0.02339	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae"
"Geitlerinema sp. PCC 7407"	"S"	1173025	96	96	2	70	NA	45	NA	NA	1	NA	NA	4	NA	0.04791	0.04791	0.02849	0.0431	NA	0.02339	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Coleofasciculaceae>Geitlerinema"
"Gomontiellaceae"	"F"	1892255	45	45	NA	36	NA	19	NA	NA	NA	NA	NA	3	NA	0.02246	0.02246	NA	0.02217	NA	0.009878	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Crinalium"	"G"	241421	45	45	NA	36	NA	19	NA	NA	NA	NA	NA	3	NA	0.02246	0.02246	NA	0.02217	NA	0.009878	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae"
"Crinalium epipsammum"	"S"	241425	45	45	NA	36	NA	19	NA	NA	NA	NA	NA	3	NA	0.02246	0.02246	NA	0.02217	NA	0.009878	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium"
"Crinalium epipsammum PCC 9333"	"-"	1173022	45	45	NA	36	NA	19	NA	NA	NA	NA	NA	3	NA	0.02246	0.02246	NA	0.02217	NA	0.009878	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Gomontiellaceae>Crinalium>Crinalium&nbsp;epipsammum"
"Nostocales"	"O"	1161	9112	9112	259	8156	1	5412	2	1	8	NA	NA	446	NA	5.022	4.548	3.689	5.022	1.087	2.814	1.786	1.562	0.004401	NA	NA	0.4995	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	6149	6149	163	5388	1	3337	1	NA	4	NA	NA	171	NA	3.318	3.069	2.322	3.318	1.087	1.735	0.8929	NA	0.0022	NA	NA	0.1915	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	6147	6147	163	5386	1	3334	1	NA	4	NA	NA	170	NA	3.317	3.068	2.322	3.317	1.087	1.733	0.8929	NA	0.0022	NA	NA	0.1904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	5952	5952	157	5230	NA	3219	1	NA	4	NA	NA	157	NA	3.22	2.971	2.236	3.22	NA	1.673	0.8929	NA	0.0022	NA	NA	0.1758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-4071"	"S"	2005469	99	99	3	77	NA	44	NA	NA	NA	NA	NA	6	NA	0.04941	0.04941	0.04274	0.04741	NA	0.02287	NA	NA	NA	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	84	84	3	71	1	67	NA	NA	NA	NA	NA	3	NA	1.087	0.04192	0.04274	0.04372	1.087	0.03483	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 6303"	"-"	1170562	84	84	3	71	1	67	NA	NA	NA	NA	NA	3	NA	1.087	0.04192	0.04274	0.04372	1.087	0.03483	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix>Calothrix&nbsp;parietina"
"Calothrix sp. PCC 7507"	"S"	99598	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. 336/3"	"S"	1337936	3	2	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001847	0.0009982	NA	0.001847	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. NIES-2098"	"S"	1954171	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.00156	0.0009982	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.00156	0.0009982	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Nostocaceae"	"F"	1162	360	268	13	360	NA	283	1	NA	2	NA	NA	128	NA	0.8929	0.1338	0.1852	0.2217	NA	0.1471	0.8929	NA	0.0011	NA	NA	0.1433	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Nostoc"	"G"	1177	141	138	7	141	NA	114	NA	NA	NA	NA	NA	10	NA	0.09972	0.06887	0.09972	0.08682	NA	0.05927	NA	NA	NA	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc sp. PCC 7524"	"S"	28072	125	110	5	125	NA	99	NA	NA	NA	NA	NA	9	NA	0.07697	0.0549	0.07123	0.07697	NA	0.05147	NA	NA	NA	NA	NA	0.01008	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme"	"S"	1306274	18	18	1	12	NA	8	NA	NA	NA	NA	NA	1	NA	0.01425	0.008983	0.01425	0.007389	NA	0.004159	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc flagelliforme CCNUN1"	"-"	2038116	18	18	1	12	NA	8	NA	NA	NA	NA	NA	1	NA	0.01425	0.008983	0.01425	0.007389	NA	0.004159	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;flagelliforme"
"Nostoc sp. PCC 7120"	"S"	103690	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme"	"S"	272131	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc punctiforme PCC 73102"	"-"	63737	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;punctiforme"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6"	"S"	1261031	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"	"S"	1618022	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. NIES-3756"	"S"	1751286	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc sp. CENA543"	"S"	1869241	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Anabaena"	"G"	1163	186	104	6	186	NA	146	1	NA	2	NA	NA	117	NA	0.8929	0.0519	0.08547	0.1145	NA	0.0759	0.8929	NA	0.0011	NA	NA	0.131	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena cylindrica"	"S"	1165	20	20	1	17	NA	16	NA	NA	NA	NA	NA	1	NA	0.01425	0.009982	0.01425	0.01047	NA	0.008318	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena cylindrica PCC 7122"	"-"	272123	20	20	1	17	NA	16	NA	NA	NA	NA	NA	1	NA	0.01425	0.009982	0.01425	0.01047	NA	0.008318	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena>Anabaena&nbsp;cylindrica"
"Anabaena sp. 90"	"S"	46234	9	8	NA	9	NA	6	1	NA	NA	NA	NA	7	NA	0.8929	0.003993	NA	0.005542	NA	0.003119	0.8929	NA	NA	NA	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Anabaena sp. WA102"	"S"	1647413	58	4	NA	8	NA	12	NA	NA	NA	NA	NA	58	NA	0.06495	0.001996	NA	0.004926	NA	0.006238	NA	NA	NA	NA	NA	0.06495	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
