"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Phyllobacterium zundukense"	"S"	1867719	136	3	2	83	136	NA	6	12	1	6	64	3	NA	0.03646	0.01965	0.01115	0.03279	0.03646	NA	0.002548	0.00457	0.0002587	0.00227	0.01848	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Aminobacter"	"G"	31988	140	2	1	55	140	NA	7	27	1	3	74	9	NA	0.03753	0.0131	0.005575	0.02173	0.03753	NA	0.002973	0.01028	0.0002587	0.001135	0.02137	0.003908	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Aminobacter aminovorans"	"S"	83263	27	1	NA	5	27	NA	3	6	NA	1	12	3	NA	0.007238	0.006549	NA	0.001975	0.007238	NA	0.001274	0.002285	NA	0.0003784	0.003465	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Aminobacter"
"Chelativorans"	"G"	449972	27	1	NA	5	27	NA	1	1	1	NA	14	NA	NA	0.007238	0.006549	NA	0.001975	0.007238	NA	0.0004247	0.0003808	0.0002587	NA	0.004042	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Chelativorans sp. BNC1"	"S"	266779	27	1	NA	5	27	NA	1	1	1	NA	14	NA	NA	0.007238	0.006549	NA	0.001975	0.007238	NA	0.0004247	0.0003808	0.0002587	NA	0.004042	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Chelativorans"
"Methylobacteriaceae"	"F"	119045	5217	14	2	184	5217	2	64	94	86	53	275	30	NA	1.399	0.09169	0.01115	0.07269	1.399	0.1647	0.02718	0.03579	0.02224	0.02006	0.0794	0.01303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylorubrum"	"G"	2282523	3015	6	NA	17	3015	NA	11	21	4	14	24	7	NA	0.8083	0.0393	NA	0.006716	0.8083	NA	0.004671	0.007997	0.001035	0.005298	0.006929	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylorubrum extorquens"	"S"	408	2304	5	NA	13	2304	NA	10	12	4	10	19	5	NA	0.6177	0.03275	NA	0.005136	0.6177	NA	0.004247	0.00457	0.001035	0.003784	0.005486	0.002171	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Methylobacterium"	"G"	407	1202	4	2	124	1202	2	39	48	58	30	160	16	NA	0.3222	0.0262	0.01115	0.04899	0.3222	0.1647	0.01656	0.01828	0.015	0.01135	0.0462	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium oryzae"	"S"	334852	114	3	1	56	114	NA	9	14	2	8	53	7	NA	0.03056	0.01965	0.005575	0.02212	0.03056	NA	0.003822	0.005331	0.0005173	0.003027	0.0153	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium oryzae CBMB20"	"-"	693986	114	3	1	56	114	NA	9	14	2	8	53	7	NA	0.03056	0.01965	0.005575	0.02212	0.03056	NA	0.003822	0.005331	0.0005173	0.003027	0.0153	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;oryzae"
"Microvirga"	"G"	186650	176	2	NA	23	176	NA	3	17	20	7	66	1	NA	0.04718	0.0131	NA	0.009087	0.04718	NA	0.001274	0.006473	0.005173	0.002649	0.01906	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Microvirga ossetica"	"S"	1882682	118	1	NA	8	118	NA	NA	14	NA	1	30	1	NA	0.03163	0.006549	NA	0.003161	0.03163	NA	NA	0.005331	NA	0.0003784	0.008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Microvirga sp. 17 mud 1-3"	"S"	2082949	53	1	NA	10	53	NA	3	3	20	5	30	NA	NA	0.01421	0.006549	NA	0.003951	0.01421	NA	0.001274	0.001142	0.005173	0.001892	0.008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Bradyrhizobiaceae"	"F"	41294	1796	7	4	748	1796	2	131	208	10	97	683	80	NA	0.4815	0.04584	0.0223	0.2955	0.4815	0.1647	0.05563	0.0792	0.002587	0.03671	0.1972	0.03474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bosea"	"G"	85413	384	3	NA	113	384	NA	19	42	7	13	134	11	NA	0.1029	0.01965	NA	0.04464	0.1029	NA	0.008068	0.01599	0.001811	0.004919	0.03869	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bosea sp. RAC05"	"S"	1842539	117	1	NA	26	117	NA	5	17	1	3	40	2	NA	0.03137	0.006549	NA	0.01027	0.03137	NA	0.002123	0.006473	0.0002587	0.001135	0.01155	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bosea sp. AS-1"	"S"	2015316	43	1	NA	11	43	NA	4	5	NA	1	13	NA	NA	0.01153	0.006549	NA	0.004346	0.01153	NA	0.001699	0.001904	NA	0.0003784	0.003753	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bradyrhizobium"	"G"	374	702	2	2	284	702	1	57	64	1	35	279	33	NA	0.1882	0.0131	0.01115	0.1122	0.1882	0.08237	0.02421	0.02437	0.0002587	0.01324	0.08055	0.01433	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"unclassified Rhizobiales"	"-"	119042	1453	7	1	267	1453	1	54	131	8	47	575	35	NA	0.3895	0.04584	0.005575	0.1055	0.3895	0.08237	0.02293	0.04988	0.002069	0.01779	0.166	0.0152	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"unclassified Rhizobiales (miscellaneous)"	"-"	41292	139	4	NA	54	139	NA	12	14	1	6	49	8	NA	0.03726	0.0262	NA	0.02133	0.03726	NA	0.005096	0.005331	0.0002587	0.00227	0.01415	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Rhizobiales bacterium PAMC 29148"	"S"	2528642	139	4	NA	54	139	NA	12	14	1	6	49	8	NA	0.03726	0.0262	NA	0.02133	0.03726	NA	0.005096	0.005331	0.0002587	0.00227	0.01415	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>unclassified&nbsp;Rhizobiales&nbsp;(miscellaneous)"
"Methyloceanibacter"	"G"	1484898	577	1	NA	69	577	1	27	48	6	18	259	15	NA	0.1547	0.006549	NA	0.02726	0.1547	0.08237	0.01147	0.01828	0.001552	0.006811	0.07478	0.006513	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Methyloceanibacter caenitepidi"	"S"	1384459	347	1	NA	35	347	1	13	25	1	11	139	11	NA	0.09303	0.006549	NA	0.01383	0.09303	0.08237	0.005521	0.00952	0.0002587	0.004162	0.04013	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"Hartmannibacter"	"G"	1572860	26	1	NA	9	26	NA	1	11	NA	4	12	2	NA	0.00697	0.006549	NA	0.003556	0.00697	NA	0.0004247	0.004189	NA	0.001514	0.003465	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Hartmannibacter diazotrophicus"	"S"	1482074	26	1	NA	9	26	NA	1	11	NA	4	12	2	NA	0.00697	0.006549	NA	0.003556	0.00697	NA	0.0004247	0.004189	NA	0.001514	0.003465	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Hartmannibacter"
"Pseudorhodoplanes"	"G"	1734920	690	1	1	130	690	NA	12	56	1	18	242	8	NA	0.185	0.006549	0.005575	0.05136	0.185	NA	0.005096	0.02132	0.0002587	0.006811	0.06987	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Pseudorhodoplanes sinuspersici"	"S"	1235591	690	1	1	130	690	NA	12	56	1	18	242	8	NA	0.185	0.006549	0.005575	0.05136	0.185	NA	0.005096	0.02132	0.0002587	0.006811	0.06987	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Pseudorhodoplanes"
"Rhodobiaceae"	"F"	119043	848	7	2	219	848	NA	60	92	1	31	242	28	NA	0.2273	0.04584	0.01115	0.08652	0.2273	NA	0.02548	0.03503	0.0002587	0.01173	0.06987	0.01216	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Anderseniella"	"G"	444432	718	6	1	178	718	NA	42	77	1	14	194	21	NA	0.1925	0.0393	0.005575	0.07032	0.1925	NA	0.01784	0.02932	0.0002587	0.005298	0.05601	0.009119	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Anderseniella sp. Alg231-50"	"S"	1922226	718	6	1	178	718	NA	42	77	1	14	194	21	NA	0.1925	0.0393	0.005575	0.07032	0.1925	NA	0.01784	0.02932	0.0002587	0.005298	0.05601	0.009119	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Anderseniella"
"unclassified Rhodobiaceae"	"-"	1712260	55	1	NA	15	55	NA	2	5	NA	3	16	3	NA	0.01474	0.006549	NA	0.005926	0.01474	NA	0.0008493	0.001904	NA	0.001135	0.00462	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Rhodobiaceae bacterium"	"S"	2026785	55	1	NA	15	55	NA	2	5	NA	3	16	3	NA	0.01474	0.006549	NA	0.005926	0.01474	NA	0.0008493	0.001904	NA	0.001135	0.00462	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>unclassified&nbsp;Rhodobiaceae"
"Bartonellaceae"	"F"	772	471	4	1	167	471	NA	42	52	12	24	175	17	NA	0.1263	0.0262	0.005575	0.06598	0.1263	NA	0.01784	0.0198	0.003104	0.009082	0.05053	0.007382	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bartonella"	"G"	773	471	4	1	167	471	NA	42	52	12	24	175	17	NA	0.1263	0.0262	0.005575	0.06598	0.1263	NA	0.01784	0.0198	0.003104	0.009082	0.05053	0.007382	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae"
"Bartonella sp. Raccoon60"	"S"	1933912	301	3	NA	114	301	NA	34	41	9	20	122	13	NA	0.08069	0.01965	NA	0.04504	0.08069	NA	0.01444	0.01561	0.002328	0.007568	0.03522	0.005645	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella apis"	"S"	1686310	51	1	1	10	51	NA	2	4	NA	1	14	NA	NA	0.01367	0.006549	0.005575	0.003951	0.01367	NA	0.0008493	0.001523	NA	0.0003784	0.004042	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Methylocystaceae"	"F"	31993	797	4	2	187	797	NA	41	76	1	31	391	17	NA	0.2137	0.0262	0.01115	0.07388	0.2137	NA	0.01741	0.02894	0.0002587	0.01173	0.1129	0.007382	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	421	3	2	108	421	NA	24	49	NA	19	227	8	NA	0.1129	0.01965	0.01115	0.04267	0.1129	NA	0.01019	0.01866	NA	0.00719	0.06554	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis bryophila"	"S"	655015	107	2	NA	38	107	NA	8	15	NA	5	85	4	NA	0.02868	0.0131	NA	0.01501	0.02868	NA	0.003397	0.005712	NA	0.001892	0.02454	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis rosea"	"S"	173366	101	1	NA	26	101	NA	2	9	NA	1	43	1	NA	0.02708	0.006549	NA	0.01027	0.02708	NA	0.0008493	0.003427	NA	0.0003784	0.01242	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylosinus"	"G"	425	229	1	NA	47	229	NA	12	20	NA	6	92	6	NA	0.06139	0.006549	NA	0.01857	0.06139	NA	0.005096	0.007616	NA	0.00227	0.02656	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylosinus trichosporium"	"S"	426	229	1	NA	47	229	NA	12	20	NA	6	92	6	NA	0.06139	0.006549	NA	0.01857	0.06139	NA	0.005096	0.007616	NA	0.00227	0.02656	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus"
"Methylosinus trichosporium OB3b"	"-"	595536	229	1	NA	47	229	NA	12	20	NA	6	92	6	NA	0.06139	0.006549	NA	0.01857	0.06139	NA	0.005096	0.007616	NA	0.00227	0.02656	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus>Methylosinus&nbsp;trichosporium"
"Beijerinckiaceae"	"F"	45404	706	4	2	246	706	NA	40	82	5	26	230	22	NA	0.1893	0.0262	0.01115	0.09719	0.1893	NA	0.01699	0.03123	0.001293	0.009839	0.06641	0.009553	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocella"	"G"	120652	49	2	NA	15	49	NA	5	7	NA	3	12	4	NA	0.01314	0.0131	NA	0.005926	0.01314	NA	0.002123	0.002666	NA	0.001135	0.003465	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella silvestris"	"S"	199596	49	2	NA	15	49	NA	5	7	NA	3	12	4	NA	0.01314	0.0131	NA	0.005926	0.01314	NA	0.002123	0.002666	NA	0.001135	0.003465	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella"
"Methylocella silvestris BL2"	"-"	395965	49	2	NA	15	49	NA	5	7	NA	3	12	4	NA	0.01314	0.0131	NA	0.005926	0.01314	NA	0.002123	0.002666	NA	0.001135	0.003465	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella>Methylocella&nbsp;silvestris"
"Beijerinckia"	"G"	532	463	1	1	122	463	NA	26	50	3	16	139	16	NA	0.1241	0.006549	0.005575	0.0482	0.1241	NA	0.01104	0.01904	0.000776	0.006055	0.04013	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia indica"	"S"	533	463	1	1	122	463	NA	26	50	3	16	139	16	NA	0.1241	0.006549	0.005575	0.0482	0.1241	NA	0.01104	0.01904	0.000776	0.006055	0.04013	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia"
"Beijerinckia indica subsp. indica"	"-"	31994	463	1	1	122	463	NA	26	50	3	16	139	16	NA	0.1241	0.006549	0.005575	0.0482	0.1241	NA	0.01104	0.01904	0.000776	0.006055	0.04013	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica"
"Beijerinckia indica subsp. indica ATCC 9039"	"-"	395963	463	1	1	122	463	NA	26	50	3	16	139	16	NA	0.1241	0.006549	0.005575	0.0482	0.1241	NA	0.01104	0.01904	0.000776	0.006055	0.04013	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica>Beijerinckia&nbsp;indica&nbsp;subsp.&nbsp;indica"
"Methylovirgula"	"G"	1156568	158	1	1	90	158	NA	9	24	1	5	70	2	NA	0.04236	0.006549	0.005575	0.03556	0.04236	NA	0.003822	0.009139	0.0002587	0.001892	0.02021	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula ligni"	"S"	569860	158	1	1	90	158	NA	9	24	1	5	70	2	NA	0.04236	0.006549	0.005575	0.03556	0.04236	NA	0.003822	0.009139	0.0002587	0.001892	0.02021	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylovirgula"
"Brucellaceae"	"F"	118882	164	1	1	50	164	NA	7	16	11	12	45	6	NA	0.04397	0.006549	0.005575	0.01975	0.04397	NA	0.002973	0.006093	0.002845	0.004541	0.01299	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	106	1	1	41	106	NA	6	10	11	8	22	4	NA	0.02842	0.006549	0.005575	0.0162	0.02842	NA	0.002548	0.003808	0.002845	0.003027	0.006352	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella vulpis"	"S"	981386	23	1	NA	7	23	NA	1	2	NA	1	7	1	NA	0.006549	0.006549	NA	0.002765	0.006166	NA	0.0004247	0.0007616	NA	0.0003784	0.002021	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Xanthobacteraceae"	"F"	335928	273	1	NA	65	273	NA	10	19	3	17	122	7	NA	0.07319	0.006549	NA	0.02568	0.07319	NA	0.004247	0.007235	0.000776	0.006433	0.03522	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Cohaesibacteraceae"	"F"	655351	119	1	NA	28	119	NA	8	9	NA	2	39	4	NA	0.0319	0.006549	NA	0.01106	0.0319	NA	0.003397	0.003427	NA	0.0007568	0.01126	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Breoghania"	"G"	1406135	119	1	NA	28	119	NA	8	9	NA	2	39	4	NA	0.0319	0.006549	NA	0.01106	0.0319	NA	0.003397	0.003427	NA	0.0007568	0.01126	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Breoghania sp. L-A4"	"S"	2304600	119	1	NA	28	119	NA	8	9	NA	2	39	4	NA	0.0319	0.006549	NA	0.01106	0.0319	NA	0.003397	0.003427	NA	0.0007568	0.01126	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Breoghania"
"Sphingomonadales"	"O"	204457	39806	133	68	4360	39806	19	2710	4334	403	2269	8857	1906	7	10.67	0.871	0.3791	1.723	10.67	1.565	1.151	1.65	0.1042	0.8586	2.557	0.8276	1.809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	34557	121	56	3705	34557	16	2292	3757	343	1953	7475	1629	7	9.264	0.7925	0.3122	1.464	9.264	1.318	0.9733	1.431	0.08872	0.739	2.158	0.7074	1.809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	15689	47	29	1382	15689	7	960	1898	28	896	2842	746	2	4.206	0.3078	0.1617	0.546	4.206	0.5766	0.4077	0.7227	0.007242	0.3391	0.8206	0.3239	0.5168	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	8491	22	14	737	8491	4	532	1036	14	465	1440	372	1	2.276	0.1441	0.07805	0.2912	2.276	0.3295	0.2259	0.3945	0.003621	0.176	0.4158	0.1615	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis fribergensis"	"S"	1515612	3173	18	7	272	3173	1	198	381	3	188	614	171	1	0.8506	0.1179	0.03903	0.1075	0.8506	0.08237	0.08408	0.1451	0.000776	0.07114	0.1773	0.07425	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	1784	7	4	152	1784	1	109	230	7	113	331	111	NA	0.4783	0.04584	0.0223	0.06005	0.4783	0.08237	0.04629	0.08758	0.001811	0.04276	0.09557	0.0482	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Novosphingobium"	"G"	165696	7417	24	11	995	7417	3	578	783	42	419	1884	337	3	1.988	0.1572	0.06133	0.3931	1.988	0.2471	0.2455	0.2982	0.01086	0.1586	0.544	0.1463	0.7752	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium sp. THN1"	"S"	1016987	2462	13	4	362	2462	NA	246	299	37	175	563	145	2	0.66	0.08514	0.0223	0.143	0.66	NA	0.1045	0.1139	0.00957	0.06622	0.1626	0.06296	0.5168	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium tardaugens"	"S"	169176	1317	3	1	128	1317	1	92	131	1	59	360	42	NA	0.3531	0.01965	0.005575	0.05057	0.3531	0.08237	0.03907	0.04988	0.0002587	0.02233	0.1039	0.01824	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium tardaugens NBRC 16725"	"-"	1219035	1317	3	1	128	1317	1	92	131	1	59	360	42	NA	0.3531	0.01965	0.005575	0.05057	0.3531	0.08237	0.03907	0.04988	0.0002587	0.02233	0.1039	0.01824	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>Novosphingobium&nbsp;tardaugens"
"Novosphingobium sp. P6W"	"S"	1609758	554	2	NA	83	554	1	30	53	NA	34	145	16	NA	0.1485	0.0131	NA	0.03279	0.1485	0.08237	0.01274	0.02018	NA	0.01287	0.04186	0.006948	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium aromaticivorans"	"S"	48935	959	1	1	147	959	NA	59	95	NA	54	274	36	NA	0.2571	0.006549	0.005575	0.05808	0.2571	NA	0.02505	0.03618	NA	0.02043	0.07911	0.01563	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium aromaticivorans DSM 12444"	"-"	279238	959	1	1	147	959	NA	59	95	NA	54	274	36	NA	0.2571	0.006549	0.005575	0.05808	0.2571	NA	0.02505	0.03618	NA	0.02043	0.07911	0.01563	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>Novosphingobium&nbsp;aromaticivorans"
"Sphingomonas"	"G"	13687	3866	13	4	415	3866	NA	195	256	229	138	1035	121	2	1.036	0.08514	0.0223	0.164	1.036	NA	0.08281	0.09748	0.05923	0.05222	0.2988	0.05254	0.5168	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas sanxanigenens"	"S"	397260	249	4	1	56	249	NA	13	21	2	6	82	10	NA	0.06675	0.0262	0.005575	0.02212	0.06675	NA	0.005521	0.007997	0.0005173	0.00227	0.02368	0.004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
