"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Roseobacter"	"G"	2433	5	3	NA	NA	NA	1	1	5	NA	NA	NA	1	NA	0.0008557	0.0008557	NA	NA	NA	0.000103	0.0001039	0.0006222	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"environmental samples"	"-"	98187	3	3	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0008557	0.0008557	NA	NA	NA	NA	NA	0.0002489	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseobacter"
"uncultured Roseobacter sp."	"S"	114847	3	3	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.0008557	0.0008557	NA	NA	NA	NA	NA	0.0002489	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseobacter>environmental&nbsp;samples"
"Pseudovibrio"	"G"	258255	4	3	1	NA	NA	2	1	4	1	NA	NA	1	NA	0.001911	0.0008557	0.001911	NA	NA	0.0002061	0.0001039	0.0004978	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudovibrio japonicus"	"S"	366534	4	3	1	NA	NA	2	1	4	1	NA	NA	1	NA	0.001911	0.0008557	0.001911	NA	NA	0.0002061	0.0001039	0.0004978	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pseudovibrio"
"environmental samples"	"-"	58841	7	1	1	NA	NA	1	5	7	NA	NA	NA	3	NA	0.001911	0.0002852	0.001911	NA	NA	0.000103	0.0005193	0.0008711	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured Rhodobacteraceae bacterium"	"S"	157276	7	1	1	NA	NA	1	5	7	NA	NA	NA	3	NA	0.001911	0.0002852	0.001911	NA	NA	0.000103	0.0005193	0.0008711	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>environmental&nbsp;samples"
"Hyphomonadaceae"	"F"	69657	12	2	1	NA	NA	4	4	4	12	NA	2	2	NA	0.001911	0.0005704	0.001911	NA	NA	0.0004121	0.0004154	0.0004978	0.0006808	NA	0.001302	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Litorimonas"	"G"	1167830	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Litorimonas sp. JNU-L054"	"S"	1269959	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Litorimonas"
"Fretibacter"	"G"	1649331	2	1	NA	NA	NA	1	NA	2	NA	NA	1	1	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	NA	0.0002489	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Fretibacter rubidus"	"S"	570162	2	1	NA	NA	NA	1	NA	2	NA	NA	1	1	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	NA	0.0002489	NA	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Fretibacter"
"Rhizobiales"	"O"	356	720	149	13	NA	NA	335	286	720	93	NA	143	236	262	0.5299	0.0425	0.02484	NA	NA	0.03451	0.0297	0.0896	0.005276	NA	0.09313	0.02516	0.5299	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Bradyrhizobiaceae"	"F"	41294	186	23	3	NA	NA	58	54	134	44	NA	34	45	186	0.3762	0.00656	0.005733	NA	NA	0.005976	0.005609	0.01668	0.002496	NA	0.02214	0.004797	0.3762	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	374	184	12	1	NA	NA	22	15	45	NA	NA	11	25	184	0.3722	0.003423	0.001911	NA	NA	0.002267	0.001558	0.0056	NA	NA	0.007164	0.002665	0.3722	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bradyrhizobium pachyrhizi"	"S"	280333	166	8	NA	NA	NA	5	2	6	NA	NA	3	3	166	0.3357	0.002282	NA	NA	NA	0.0005151	0.0002077	0.0007467	NA	NA	0.001954	0.0003198	0.3357	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium japonicum"	"S"	375	4	1	NA	NA	NA	4	2	1	NA	NA	NA	3	1	0.002023	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0001244	NA	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"environmental samples"	"-"	129633	11	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	11	0.02225	0.0002852	NA	NA	NA	0.0002061	NA	0.0002489	NA	NA	NA	NA	0.02225	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"uncultured Bradyrhizobium sp."	"S"	199684	11	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	11	0.02225	0.0002852	NA	NA	NA	0.0002061	NA	0.0002489	NA	NA	NA	NA	0.02225	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium>environmental&nbsp;samples"
"Bradyrhizobium sp. HSS-01"	"S"	387366	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. RITF 1321"	"S"	1168367	5	1	NA	NA	NA	1	1	4	NA	NA	NA	5	NA	0.000533	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0004978	NA	NA	NA	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Afipia"	"G"	1033	10	4	1	NA	NA	10	10	9	1	NA	4	4	NA	0.002605	0.001141	0.001911	NA	NA	0.00103	0.001039	0.00112	5.673e-05	NA	0.002605	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Afipia genosp. 9"	"S"	56984	5	2	NA	NA	NA	5	3	1	NA	NA	3	NA	NA	0.001954	0.0005704	NA	NA	NA	0.0005151	0.0003116	0.0001244	NA	NA	0.001954	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Afipia"
"Afipia broomeae"	"S"	56946	6	1	NA	NA	NA	5	2	6	1	NA	1	3	NA	0.0007467	0.0002852	NA	NA	NA	0.0005151	0.0002077	0.0007467	5.673e-05	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Afipia"
"Afipia sp. sptzw29"	"S"	715150	5	1	1	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	NA	0.0005193	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Afipia"
"Rhizobiaceae"	"F"	82115	76	16	2	NA	NA	37	32	76	2	NA	10	32	2	0.009458	0.004564	0.003822	NA	NA	0.003812	0.003324	0.009458	0.0001135	NA	0.006512	0.003411	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhizobium/Agrobacterium group"	"-"	227290	50	10	2	NA	NA	26	20	50	1	NA	6	21	2	0.006222	0.002852	0.003822	NA	NA	0.002679	0.002077	0.006222	5.673e-05	NA	0.003907	0.002239	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Rhizobium"	"G"	379	41	9	2	NA	NA	22	18	41	1	NA	3	14	2	0.005102	0.002567	0.003822	NA	NA	0.002267	0.00187	0.005102	5.673e-05	NA	0.001954	0.001492	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group"
"Rhizobium sp. BHA-2A3"	"S"	1746003	8	3	1	NA	NA	1	6	8	NA	NA	1	5	NA	0.001911	0.0008557	0.001911	NA	NA	0.000103	0.0006232	0.0009955	NA	NA	0.0006512	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium leguminosarum"	"S"	384	7	2	NA	NA	NA	2	2	7	NA	NA	NA	1	NA	0.0008711	0.0005704	NA	NA	NA	0.0002061	0.0002077	0.0008711	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp."	"S"	391	7	1	NA	NA	NA	1	3	7	1	NA	1	1	NA	0.0008711	0.0002852	NA	NA	NA	0.000103	0.0003116	0.0008711	5.673e-05	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. rf050"	"S"	443127	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. Zs54"	"S"	1327595	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. PAL1"	"S"	1480001	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Sinorhizobium/Ensifer group"	"-"	227292	18	3	NA	NA	NA	6	9	18	1	NA	NA	6	NA	0.00224	0.0008557	NA	NA	NA	0.0006182	0.0009348	0.00224	5.673e-05	NA	NA	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Sinorhizobium"	"G"	28105	15	3	NA	NA	NA	6	8	15	1	NA	NA	6	NA	0.001867	0.0008557	NA	NA	NA	0.0006182	0.0008309	0.001867	5.673e-05	NA	NA	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Sinorhizobium sp. CCBAU 65101"	"S"	407180	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii group"	"S"	663276	5	1	NA	NA	NA	NA	2	5	NA	NA	NA	3	NA	0.0006222	0.0002852	NA	NA	NA	NA	0.0002077	0.0006222	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii"	"S"	380	5	1	NA	NA	NA	NA	2	5	NA	NA	NA	3	NA	0.0006222	0.0002852	NA	NA	NA	NA	0.0002077	0.0006222	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group"
"Methylobacteriaceae"	"F"	119045	67	12	NA	NA	NA	30	18	67	31	NA	7	19	46	0.09304	0.003423	NA	NA	NA	0.003091	0.00187	0.008338	0.001759	NA	0.004559	0.002025	0.09304	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	407	43	6	NA	NA	NA	21	14	43	28	NA	5	17	43	0.08697	0.001711	NA	NA	NA	0.002164	0.001454	0.005351	0.001588	NA	0.003256	0.001812	0.08697	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium adhaesivum"	"S"	333297	26	3	NA	NA	NA	6	3	26	NA	NA	1	2	8	0.01618	0.0008557	NA	NA	NA	0.0006182	0.0003116	0.003235	NA	NA	0.0006512	0.0002132	0.01618	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. BF15"	"S"	194433	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	0.02225	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001066	0.02225	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium aquaticum"	"S"	270351	3	1	NA	NA	NA	NA	2	3	NA	NA	NA	2	2	0.004045	0.0002852	NA	NA	NA	NA	0.0002077	0.0003733	NA	NA	NA	0.0002132	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium gregans"	"S"	374424	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006512	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Microvirga"	"G"	186650	5	2	NA	NA	NA	2	2	5	NA	NA	1	NA	NA	0.0006512	0.0005704	NA	NA	NA	0.0002061	0.0002077	0.0006222	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Microvirga sp. 109"	"S"	1187891	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0002077	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Microvirga sp. KLBC 81"	"S"	1862707	2	1	NA	NA	NA	2	NA	2	NA	NA	1	NA	NA	0.0006512	0.0002852	NA	NA	NA	0.0002061	NA	0.0002489	NA	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Methylocystaceae"	"F"	31993	22	8	NA	NA	NA	18	18	22	NA	NA	5	13	3	0.006068	0.002282	NA	NA	NA	0.001855	0.00187	0.002738	NA	NA	0.003256	0.001386	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	444599	20	7	NA	NA	NA	16	15	20	NA	NA	1	10	2	0.004045	0.001997	NA	NA	NA	0.001648	0.001558	0.002489	NA	NA	0.0006512	0.001066	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Hansschlegelia beijingensis"	"S"	1133344	20	7	NA	NA	NA	15	15	20	NA	NA	NA	10	2	0.004045	0.001997	NA	NA	NA	0.001545	0.001558	0.002489	NA	NA	NA	0.001066	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Hansschlegelia"
"Aurantimonadaceae"	"F"	255475	9	7	1	NA	NA	9	2	4	NA	NA	2	3	NA	0.001997	0.001997	0.001911	NA	NA	0.0009273	0.0002077	0.0004978	NA	NA	0.001302	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Aurantimonas"	"G"	182269	7	7	1	NA	NA	7	1	4	NA	NA	2	3	NA	0.001997	0.001997	0.001911	NA	NA	0.0007212	0.0001039	0.0004978	NA	NA	0.001302	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Aurantimonas coralicida"	"S"	182270	7	7	1	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.001997	0.001997	0.001911	NA	NA	0.0004121	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Aurantimonas"
"Hyphomicrobiaceae"	"F"	45401	14	5	NA	NA	NA	3	5	14	NA	NA	7	4	14	0.02832	0.001426	NA	NA	NA	0.0003091	0.0005193	0.001742	NA	NA	0.004559	0.0004264	0.02832	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	46913	13	4	NA	NA	NA	1	1	13	NA	NA	5	1	NA	0.003256	0.001141	NA	NA	NA	0.000103	0.0001039	0.001618	NA	NA	0.003256	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia riboflavina"	"S"	46914	11	3	NA	NA	NA	1	1	11	NA	NA	3	1	NA	0.001954	0.0008557	NA	NA	NA	0.000103	0.0001039	0.001369	NA	NA	0.001954	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Rhodoplanes"	"G"	29407	14	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	14	0.02832	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0001066	0.02832	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodoplanes roseus"	"S"	29409	1	1	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodoplanes"
"Phyllobacteriaceae"	"F"	69277	19	3	NA	NA	NA	11	11	19	NA	NA	2	4	3	0.006068	0.0008557	NA	NA	NA	0.001133	0.001142	0.002364	NA	NA	0.001302	0.0004264	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Mesorhizobium"	"G"	68287	17	3	NA	NA	NA	9	8	17	NA	NA	2	4	2	0.004045	0.0008557	NA	NA	NA	0.0009273	0.0008309	0.002116	NA	NA	0.001302	0.0004264	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Mesorhizobium loti"	"S"	381	8	1	NA	NA	NA	4	2	8	NA	NA	NA	3	NA	0.0009955	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0009955	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. ORS 3186"	"S"	310746	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CCNWGX022"	"S"	361580	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"environmental samples"	"-"	57702	4	2	NA	NA	NA	NA	3	3	NA	NA	4	2	NA	0.002605	0.0005704	NA	NA	NA	NA	0.0003116	0.0003733	NA	NA	0.002605	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured Rhizobiales bacterium"	"S"	208549	4	2	NA	NA	NA	NA	3	3	NA	NA	4	2	NA	0.002605	0.0005704	NA	NA	NA	NA	0.0003116	0.0003733	NA	NA	0.002605	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>environmental&nbsp;samples"
"Brucellaceae"	"F"	118882	15	2	NA	NA	NA	13	15	15	5	NA	1	3	NA	0.001867	0.0005704	NA	NA	NA	0.001339	0.001558	0.001867	0.0002836	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	7	1	NA	NA	NA	7	5	4	NA	NA	NA	1	NA	0.0007212	0.0002852	NA	NA	NA	0.0007212	0.0005193	0.0004978	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella abortus"	"S"	235	7	1	NA	NA	NA	7	5	4	NA	NA	NA	1	NA	0.0007212	0.0002852	NA	NA	NA	0.0007212	0.0005193	0.0004978	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Ochrobactrum"	"G"	528	11	1	NA	NA	NA	6	10	11	5	NA	1	2	NA	0.001369	0.0002852	NA	NA	NA	0.0006182	0.001039	0.001369	0.0002836	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Chelatococcaceae"	"F"	2036754	5	2	NA	NA	NA	2	1	5	2	NA	3	1	NA	0.001954	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0006222	0.0001135	NA	0.001954	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Chelatococcus"	"G"	28209	5	2	NA	NA	NA	2	1	5	2	NA	3	1	NA	0.001954	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0006222	0.0001135	NA	0.001954	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae"
"environmental samples"	"-"	316079	5	2	NA	NA	NA	2	1	5	2	NA	3	1	NA	0.001954	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0006222	0.0001135	NA	0.001954	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"uncultured Chelatococcus sp."	"S"	316083	5	2	NA	NA	NA	2	1	5	2	NA	3	1	NA	0.001954	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0006222	0.0001135	NA	0.001954	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus>environmental&nbsp;samples"
"unclassified Rhizobiales"	"-"	119042	3	1	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	0.0003198	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"unclassified Rhizobiales (miscellaneous)"	"-"	41292	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.0003198	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
