"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Pigmentiphaga"	"G"	26434	17	1	3	12	9	NA	10	10	NA	3	17	7	NA	0.01845	0.00701	0.01845	0.005084	0.002582	NA	0.004417	0.004053	NA	0.001182	0.005362	0.003196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	54	1	4	27	29	NA	15	19	NA	16	54	22	1	0.271	0.00701	0.0246	0.01144	0.00832	NA	0.006625	0.007701	NA	0.006304	0.01703	0.01005	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Kinetoplastibacterium"	"G"	26373	39	1	5	21	15	NA	6	17	NA	6	39	15	NA	0.03076	0.00701	0.03076	0.008898	0.004303	NA	0.00265	0.00689	NA	0.002364	0.0123	0.006849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lampropedia"	"G"	26406	8	1	1	5	3	NA	1	4	NA	1	8	3	NA	0.00701	0.00701	0.006151	0.002118	0.0008607	NA	0.0004417	0.001621	NA	0.000394	0.002523	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	19	1	NA	3	7	NA	2	9	NA	1	19	5	NA	0.00701	0.00701	NA	0.001271	0.002008	NA	0.0008834	0.003648	NA	0.000394	0.005993	0.002283	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	31	1	NA	31	23	NA	13	12	NA	10	19	11	NA	0.01313	0.00701	NA	0.01313	0.006599	NA	0.005742	0.004864	NA	0.00394	0.005993	0.005023	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hylemonella"	"G"	26400	22	1	2	6	4	NA	1	3	NA	2	22	7	NA	0.0123	0.00701	0.0123	0.002542	0.001148	NA	0.0004417	0.001216	NA	0.0007881	0.006939	0.003196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Zinderia"	"G"	26380	11	1	NA	11	10	NA	1	2	NA	6	4	6	NA	0.00701	0.00701	NA	0.004661	0.002869	NA	0.0004417	0.0008106	NA	0.002364	0.001262	0.00274	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidimonas"	"G"	26458	51	1	2	51	10	NA	7	16	NA	11	51	11	NA	0.02161	0.00701	0.0123	0.02161	0.002869	NA	0.003092	0.006485	NA	0.004334	0.01609	0.005023	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Telluria"	"G"	26456	16	1	2	12	6	NA	4	13	NA	2	16	3	NA	0.0123	0.00701	0.0123	0.005084	0.001721	NA	0.001767	0.005269	NA	0.0007881	0.005046	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rugamonas"	"G"	26450	18	1	NA	5	6	NA	4	5	NA	3	18	10	NA	0.00701	0.00701	NA	0.002118	0.001721	NA	0.001767	0.002027	NA	0.001182	0.005677	0.004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	32	1	NA	7	5	NA	8	8	NA	8	32	10	NA	0.01009	0.00701	NA	0.002966	0.001434	NA	0.003534	0.003242	NA	0.003152	0.01009	0.004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodocyclaceae"	"F"	26555	14107	365	65	14107	7271	5	1117	1071	9	470	3150	687	2	5.977	2.559	0.3998	5.977	2.086	0.4394	0.4934	0.4341	0.002355	0.1852	0.9935	0.3137	0.542	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	2994	103	6	2994	175	NA	38	35	NA	43	151	52	1	1.269	0.722	0.03691	1.269	0.05021	NA	0.01678	0.01419	NA	0.01694	0.04762	0.02374	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	5935	86	13	5935	3527	2	166	162	3	79	502	159	NA	2.515	0.6028	0.07997	2.515	1.012	0.1757	0.07332	0.06566	0.0007849	0.03113	0.1583	0.0726	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	1470	47	10	1470	877	2	132	178	2	56	438	85	NA	0.6228	0.3295	0.06151	0.6228	0.2516	0.1757	0.0583	0.07214	0.0005232	0.02207	0.1381	0.03881	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	762	34	12	596	576	1	335	313	1	85	762	122	NA	0.2525	0.2383	0.07381	0.2525	0.1653	0.08787	0.148	0.1269	0.0002616	0.03349	0.2403	0.05571	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	599	25	4	599	178	NA	63	45	NA	30	251	30	NA	0.2538	0.1752	0.0246	0.2538	0.05107	NA	0.02783	0.01824	NA	0.01182	0.07916	0.0137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	388	15	8	334	254	NA	165	120	1	29	388	45	NA	0.1415	0.1051	0.04921	0.1415	0.07287	NA	0.07288	0.04864	0.0002616	0.01143	0.1224	0.02055	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	528	10	3	214	528	NA	37	33	1	23	127	40	NA	0.1515	0.0701	0.01845	0.09067	0.1515	NA	0.01634	0.01337	0.0002616	0.009063	0.04006	0.01826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	180	7	NA	180	139	NA	21	22	NA	20	78	13	NA	0.07627	0.04907	NA	0.07627	0.03988	NA	0.009276	0.008917	NA	0.007881	0.0246	0.005936	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	677	6	NA	677	176	NA	3	1	1	1	11	3	NA	0.2868	0.04206	NA	0.2868	0.05049	NA	0.001325	0.0004053	0.0002616	0.000394	0.003469	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	87	3	NA	17	34	NA	13	26	NA	17	87	36	NA	0.02744	0.02103	NA	0.007203	0.009754	NA	0.005742	0.01054	NA	0.006699	0.02744	0.01644	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	41	2	2	31	37	NA	37	41	NA	28	41	19	NA	0.01662	0.01402	0.0123	0.01313	0.01062	NA	0.01634	0.01662	NA	0.01103	0.01293	0.008676	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methyloversatilis"	"G"	26569	13	2	NA	13	7	NA	4	NA	NA	1	5	1	NA	0.01402	0.01402	NA	0.005508	0.002008	NA	0.001767	NA	NA	0.000394	0.001577	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	126	1	1	126	70	NA	4	9	NA	2	14	4	NA	0.05339	0.00701	0.006151	0.05339	0.02008	NA	0.001767	0.003648	NA	0.0007881	0.004416	0.001826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"C39"	"G"	26560	39	1	NA	15	19	NA	6	15	NA	17	39	3	NA	0.0123	0.00701	NA	0.006355	0.005451	NA	0.00265	0.00608	NA	0.006699	0.0123	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorosoma"	"G"	26564	20	1	NA	20	2	NA	NA	1	NA	1	NA	NA	NA	0.008474	0.00701	NA	0.008474	0.0005738	NA	NA	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfurisoma"	"G"	26575	16	1	NA	5	16	NA	4	1	NA	1	9	2	NA	0.00701	0.00701	NA	0.002118	0.00459	NA	0.001767	0.0004053	NA	0.000394	0.002839	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Quatrionicoccus"	"G"	26572	17	1	NA	17	16	NA	1	7	NA	2	15	NA	NA	0.007203	0.00701	NA	0.007203	0.00459	NA	0.0004417	0.002837	NA	0.0007881	0.004731	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	101	1	NA	101	61	NA	12	7	NA	5	41	14	NA	0.04279	0.00701	NA	0.04279	0.0175	NA	0.0053	0.002837	NA	0.00197	0.01293	0.006393	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	2125	101	69	623	2125	3	377	846	5	534	710	1431	NA	0.708	0.708	0.4244	0.264	0.6096	0.2636	0.1665	0.3429	0.001308	0.2104	0.2239	0.6534	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Methylotenera"	"G"	26521	1018	50	35	326	1018	2	139	374	2	166	298	666	NA	0.3505	0.3505	0.2153	0.1381	0.2921	0.1757	0.0614	0.1516	0.0005232	0.06541	0.09399	0.3041	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	398	24	10	89	398	1	49	137	2	83	120	229	NA	0.1682	0.1682	0.06151	0.03771	0.1142	0.08787	0.02164	0.05553	0.0005232	0.0327	0.03785	0.1046	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"uncultured"	"G"	26525	273	10	7	94	273	NA	111	154	1	148	118	232	NA	0.1059	0.0701	0.04306	0.03983	0.07832	NA	0.04903	0.06242	0.0002616	0.05832	0.03722	0.1059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	193	5	7	39	193	NA	21	68	NA	44	59	110	NA	0.05537	0.03505	0.04306	0.01652	0.05537	NA	0.009276	0.02756	NA	0.01734	0.01861	0.05023	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"UBA6140"	"G"	26524	18	3	1	5	18	NA	3	8	NA	5	5	14	NA	0.02103	0.02103	0.006151	0.002118	0.005164	NA	0.001325	0.003242	NA	0.00197	0.001577	0.006393	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	69	2	2	22	69	NA	20	31	NA	30	24	56	NA	0.02557	0.01402	0.0123	0.009321	0.0198	NA	0.008834	0.01256	NA	0.01182	0.00757	0.02557	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	31	1	NA	14	31	NA	9	9	NA	11	18	30	NA	0.0137	0.00701	NA	0.005932	0.008894	NA	0.003975	0.003648	NA	0.004334	0.005677	0.0137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Nitrosomonadaceae"	"F"	26539	1375	58	8	903	624	2	319	264	1	88	1375	160	NA	0.4337	0.4066	0.04921	0.3826	0.179	0.1757	0.1409	0.107	0.0002616	0.03467	0.4337	0.07306	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ellin6067"	"G"	26542	680	18	3	291	209	NA	179	114	NA	25	680	40	NA	0.2145	0.1262	0.01845	0.1233	0.05996	NA	0.07906	0.0462	NA	0.009851	0.2145	0.01826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosomonas"	"G"	26546	419	16	3	419	188	NA	15	19	NA	13	45	17	NA	0.1775	0.1122	0.01845	0.1775	0.05394	NA	0.006625	0.007701	NA	0.005122	0.01419	0.007763	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	397	13	1	84	101	1	74	81	1	28	397	56	NA	0.1252	0.09113	0.006151	0.03559	0.02898	0.08787	0.03269	0.03283	0.0002616	0.01103	0.1252	0.02557	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"uncultured"	"G"	26552	19	2	NA	4	5	NA	4	6	NA	2	19	1	NA	0.01402	0.01402	NA	0.001695	0.001434	NA	0.001767	0.002432	NA	0.0007881	0.005993	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	37	2	NA	37	13	NA	6	3	NA	1	10	2	NA	0.01568	0.01402	NA	0.01568	0.00373	NA	0.00265	0.001216	NA	0.000394	0.003154	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	28	2	1	8	28	NA	2	5	NA	3	7	6	NA	0.01402	0.01402	0.006151	0.00339	0.008033	NA	0.0008834	0.002027	NA	0.001182	0.002208	0.00274	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"mle1-7"	"G"	26550	8	1	NA	4	5	NA	2	2	NA	NA	8	1	NA	0.00701	0.00701	NA	0.001695	0.001434	NA	0.0008834	0.0008106	NA	NA	0.002523	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	74	1	NA	28	27	1	17	12	NA	8	74	13	NA	0.08787	0.00701	NA	0.01186	0.007746	0.08787	0.007509	0.004864	NA	0.003152	0.02334	0.005936	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	44	1	NA	3	19	NA	8	3	NA	5	44	9	NA	0.01388	0.00701	NA	0.001271	0.005451	NA	0.003534	0.001216	NA	0.00197	0.01388	0.00411	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"DSSD61"	"G"	26541	21	1	NA	4	7	NA	2	7	NA	1	21	8	NA	0.00701	0.00701	NA	0.001695	0.002008	NA	0.0008834	0.002837	NA	0.000394	0.006623	0.003653	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Gallionellaceae"	"F"	26497	364	26	3	133	364	NA	158	163	2	113	328	127	NA	0.1823	0.1823	0.01845	0.05635	0.1044	NA	0.06979	0.06606	0.0005232	0.04453	0.1035	0.05799	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionella"	"G"	26500	192	15	2	56	166	NA	82	87	1	54	192	72	NA	0.1051	0.1051	0.0123	0.02373	0.04762	NA	0.03622	0.03526	0.0002616	0.02128	0.06056	0.03288	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Sideroxydans"	"G"	26501	97	7	1	43	97	NA	34	37	1	34	66	36	NA	0.04907	0.04907	0.006151	0.01822	0.02783	NA	0.01502	0.015	0.0002616	0.0134	0.02082	0.01644	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"uncultured"	"G"	26502	40	3	NA	15	37	NA	21	21	NA	14	40	9	NA	0.02103	0.02103	NA	0.006355	0.01062	NA	0.009276	0.008511	NA	0.005516	0.01262	0.00411	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Candidatus Nitrotoga"	"G"	26498	35	1	NA	10	35	NA	12	9	NA	4	14	4	NA	0.01004	0.00701	NA	0.004237	0.01004	NA	0.0053	0.003648	NA	0.001576	0.004416	0.001826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"SC-I-84"	"F"	26582	2035	24	6	388	319	3	214	186	1	46	2035	67	2	0.6418	0.1682	0.03691	0.1644	0.09152	0.2636	0.09452	0.07539	0.0002616	0.01813	0.6418	0.03059	0.542	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"TRA3-20"	"F"	26589	212	17	8	84	107	1	102	54	2	36	212	57	NA	0.1192	0.1192	0.04921	0.03559	0.0307	0.08787	0.04505	0.02189	0.0005232	0.01419	0.06686	0.02603	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Hydrogenophilaceae"	"F"	26503	1203	11	3	180	1203	NA	92	100	1	39	208	47	NA	0.3451	0.07711	0.01845	0.07627	0.3451	NA	0.04064	0.04053	0.0002616	0.01537	0.0656	0.02146	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	137	4	2	47	137	NA	25	28	NA	13	32	12	NA	0.0393	0.02804	0.0123	0.01991	0.0393	NA	0.01104	0.01135	NA	0.005122	0.01009	0.005479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Thiobacillus"	"G"	26509	1050	4	1	112	1050	NA	65	70	1	21	163	31	NA	0.3012	0.02804	0.006151	0.04745	0.3012	NA	0.02871	0.02837	0.0002616	0.008275	0.05141	0.01416	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Hydrogenophilus"	"G"	26505	17	3	NA	17	6	NA	NA	2	NA	1	8	3	NA	0.02103	0.02103	NA	0.007203	0.001721	NA	NA	0.0008106	NA	0.000394	0.002523	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Neisseriaceae"	"F"	26526	869	11	8	197	869	1	117	112	1	94	158	102	NA	0.2493	0.07711	0.04921	0.08347	0.2493	0.08787	0.05168	0.04539	0.0002616	0.03704	0.04983	0.04658	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26538	509	8	3	69	509	1	84	61	NA	65	50	39	NA	0.146	0.05608	0.01845	0.02924	0.146	0.08787	0.0371	0.02472	NA	0.02561	0.01577	0.01781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Neisseria"	"G"	26532	241	3	5	107	241	NA	25	38	1	19	68	47	NA	0.06914	0.02103	0.03076	0.04534	0.06914	NA	0.01104	0.0154	0.0002616	0.007487	0.02145	0.02146	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Sulfuricellaceae"	"F"	26583	164	9	3	65	148	1	58	43	NA	40	164	60	NA	0.08787	0.06309	0.01845	0.02754	0.04246	0.08787	0.02562	0.01743	NA	0.01576	0.05173	0.0274	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferritrophicum"	"G"	26584	101	6	2	25	53	NA	30	22	NA	17	101	28	NA	0.04206	0.04206	0.0123	0.01059	0.01521	NA	0.01325	0.008917	NA	0.006699	0.03186	0.01279	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuricella"	"G"	26585	64	3	1	34	64	1	27	18	NA	20	53	27	NA	0.08787	0.02103	0.006151	0.01441	0.01836	0.08787	0.01193	0.007295	NA	0.007881	0.01672	0.01233	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Aquaspirillaceae"	"F"	26343	1060	8	2	70	1060	NA	30	55	NA	34	173	66	NA	0.3041	0.05608	0.0123	0.02966	0.3041	NA	0.01325	0.02229	NA	0.0134	0.05456	0.03014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Rivicola"	"G"	26347	981	6	1	64	981	NA	24	51	NA	34	166	62	NA	0.2814	0.04206	0.006151	0.02712	0.2814	NA	0.0106	0.02067	NA	0.0134	0.05236	0.02831	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Microvirgula"	"G"	26346	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.00701	0.00701	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Laribacter"	"G"	26345	17	1	NA	3	17	NA	NA	NA	NA	NA	1	2	NA	0.00701	0.00701	NA	0.001271	0.004877	NA	NA	NA	NA	NA	0.0003154	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Chitinibacteraceae"	"F"	26472	1126	4	2	25	1126	1	42	122	3	53	128	32	NA	0.323	0.02804	0.0123	0.01059	0.323	0.08787	0.01855	0.04945	0.0007849	0.02088	0.04037	0.01461	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Deefgea"	"G"	26478	809	3	1	10	809	1	36	87	3	43	89	25	NA	0.2321	0.02103	0.006151	0.004237	0.2321	0.08787	0.0159	0.03526	0.0007849	0.01694	0.02807	0.01142	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitinibacter"	"G"	26475	10	1	NA	2	10	NA	NA	7	NA	1	NA	1	NA	0.00701	0.00701	NA	0.0008474	0.002869	NA	NA	0.002837	NA	0.000394	NA	0.0004566	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"B1-7BS"	"F"	26348	91	1	NA	15	15	NA	20	12	NA	5	91	3	NA	0.0287	0.00701	NA	0.006355	0.004303	NA	0.008834	0.004864	NA	0.00197	0.0287	0.00137	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonadaceae"	"F"	26483	32	1	NA	3	32	NA	6	NA	NA	9	26	4	NA	0.009181	0.00701	NA	0.001271	0.009181	NA	0.00265	NA	NA	0.003546	0.0082	0.001826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinivorax"	"G"	26485	11	1	NA	2	11	NA	4	NA	NA	2	NA	2	NA	0.00701	0.00701	NA	0.0008474	0.003156	NA	0.001767	NA	NA	0.0007881	NA	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chromobacteriaceae"	"F"	26486	229	1	2	51	229	NA	15	25	1	15	97	39	NA	0.0657	0.00701	0.0123	0.02161	0.0657	NA	0.006625	0.01013	0.0002616	0.00591	0.03059	0.01781	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Vogesella"	"G"	26493	139	1	2	27	139	NA	12	12	NA	9	78	29	NA	0.03988	0.00701	0.0123	0.01144	0.03988	NA	0.0053	0.004864	NA	0.003546	0.0246	0.01324	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Aeromonadales"	"O"	3316	1195	282	120	1067	1195	3	91	385	8	122	798	391	2	1.977	1.977	0.7381	0.4521	0.3428	0.2636	0.04019	0.156	0.002093	0.04807	0.2517	0.1785	0.542	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	3317	1176	280	120	1051	1176	3	89	380	7	119	790	387	2	1.963	1.963	0.7381	0.4453	0.3374	0.2636	0.03931	0.154	0.001831	0.04689	0.2492	0.1767	0.542	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	3318	661	238	110	599	661	1	65	196	3	74	651	242	1	1.668	1.668	0.6766	0.2538	0.1896	0.08787	0.02871	0.07944	0.0007849	0.02916	0.2053	0.1105	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Tolumonas"	"G"	3321	484	41	10	438	484	2	22	176	4	45	133	138	1	0.2874	0.2874	0.06151	0.1856	0.1389	0.1757	0.009717	0.07133	0.001046	0.01773	0.04195	0.06301	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanimonas"	"G"	3319	3	1	NA	3	3	NA	NA	NA	NA	NA	1	2	NA	0.00701	0.00701	NA	0.001271	0.0008607	NA	NA	NA	NA	NA	0.0003154	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Succinivibrionaceae"	"F"	3326	18	2	NA	16	18	NA	2	5	1	3	8	4	NA	0.01402	0.01402	NA	0.006779	0.005164	NA	0.0008834	0.002027	0.0002616	0.001182	0.002523	0.001826	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Succinivibrio"	"G"	3331	16	2	NA	16	10	NA	2	5	1	3	7	2	NA	0.01402	0.01402	NA	0.006779	0.002869	NA	0.0008834	0.002027	0.0002616	0.001182	0.002208	0.0009132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Enterobacteriales"	"O"	3468	234100	237	167	1921	3641	105	498	1150	234100	639	2533	1644	24	61.24	1.661	1.027	0.8139	1.045	9.227	0.22	0.4661	61.24	0.2518	0.7989	0.7507	6.504	"Bacteria>Proteobacteria>Gammaproteobacteria"
